iteration,f1_weighted,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
251,0.9393092287581267,2022-09-28 11:12:56.873253,2022-09-28 11:13:58.284501,0 days 00:01:01.411248,24.0,398.0,81.0,2.0,575.0,391.0,COMPLETE
237,0.939209501338542,2022-09-28 10:57:36.612224,2022-09-28 10:58:43.133045,0 days 00:01:06.520821,27.0,400.0,80.0,2.0,580.0,423.0,COMPLETE
257,0.9392076400138705,2022-09-28 11:19:01.872592,2022-09-28 11:20:01.484713,0 days 00:00:59.612121,28.0,390.0,83.0,3.0,575.0,380.0,COMPLETE
102,0.939163061357437,2022-09-28 08:30:45.318412,2022-09-28 08:31:45.606277,0 days 00:01:00.287865,24.0,393.0,79.0,3.0,575.0,385.0,COMPLETE
207,0.9391112689890264,2022-09-28 10:24:40.543049,2022-09-28 10:25:44.662398,0 days 00:01:04.119349,26.0,398.0,80.0,2.0,580.0,408.0,COMPLETE
287,0.9391025118440711,2022-09-28 12:21:10.560582,2022-09-28 12:22:20.219333,0 days 00:01:09.658751,24.0,400.0,79.0,3.0,584.0,444.0,COMPLETE
195,0.9390583632204691,2022-09-28 10:12:21.073284,2022-09-28 10:13:22.501234,0 days 00:01:01.427950,27.0,397.0,82.0,2.0,580.0,391.0,COMPLETE
147,0.9390485373242498,2022-09-28 09:19:45.021486,2022-09-28 09:20:56.055966,0 days 00:01:11.034480,25.0,394.0,80.0,2.0,580.0,453.0,COMPLETE
256,0.939037827578609,2022-09-28 11:18:01.840662,2022-09-28 11:19:01.872233,0 days 00:01:00.031571,28.0,390.0,80.0,2.0,575.0,382.0,COMPLETE
286,0.939024664120192,2022-09-28 12:20:00.390333,2022-09-28 12:21:10.560288,0 days 00:01:10.169955,25.0,397.0,79.0,3.0,584.0,447.0,COMPLETE
101,0.9389917699185695,2022-09-28 08:29:44.391881,2022-09-28 08:30:45.318198,0 days 00:01:00.926317,24.0,393.0,77.0,3.0,575.0,387.0,COMPLETE
145,0.9389909138740006,2022-09-28 09:17:29.517951,2022-09-28 09:18:36.852214,0 days 00:01:07.334263,25.0,392.0,80.0,2.0,580.0,429.0,COMPLETE
88,0.9389792184518754,2022-09-28 08:16:47.370663,2022-09-28 08:17:51.177303,0 days 00:01:03.806640,25.0,392.0,81.0,2.0,575.0,406.0,COMPLETE
169,0.9389741107186111,2022-09-28 09:44:46.774439,2022-09-28 09:45:49.258959,0 days 00:01:02.484520,27.0,398.0,81.0,2.0,586.0,396.0,COMPLETE
294,0.9389606203779831,2022-09-28 12:29:22.442659,2022-09-28 12:30:31.085238,0 days 00:01:08.642579,27.0,392.0,78.0,3.0,585.0,438.0,COMPLETE
242,0.9389567527071141,2022-09-28 11:03:05.098787,2022-09-28 11:04:13.714276,0 days 00:01:08.615489,25.0,395.0,82.0,2.0,575.0,437.0,COMPLETE
189,0.9389535256678937,2022-09-28 10:05:50.885612,2022-09-28 10:06:56.069298,0 days 00:01:05.183686,27.0,393.0,82.0,2.0,580.0,415.0,COMPLETE
161,0.9389530208960484,2022-09-28 09:35:54.574088,2022-09-28 09:37:01.473772,0 days 00:01:06.899684,26.0,395.0,80.0,2.0,575.0,425.0,COMPLETE
