iteration,precision,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
298,0.9992544385295019,2022-09-23 18:01:53.615278,2022-09-23 18:02:18.524742,0 days 00:00:24.909464,24,342,53,5,337,127,COMPLETE
191,0.999254118901812,2022-09-23 17:20:52.082335,2022-09-23 17:21:16.131375,0 days 00:00:24.049040,21,343,94,10,267,124,COMPLETE
202,0.9992472634891428,2022-09-23 17:25:13.931565,2022-09-23 17:25:38.624083,0 days 00:00:24.692518,21,347,95,11,269,127,COMPLETE
240,0.9992470194519975,2022-09-23 17:39:33.244760,2022-09-23 17:39:55.846006,0 days 00:00:22.601246,12,310,93,8,411,115,COMPLETE
192,0.9992450414531386,2022-09-23 17:21:16.131937,2022-09-23 17:21:40.636649,0 days 00:00:24.504712,20,346,93,10,257,127,COMPLETE
211,0.999244234238627,2022-09-23 17:28:59.522809,2022-09-23 17:29:21.889015,0 days 00:00:22.366206,30,339,63,8,220,115,COMPLETE
207,0.9992440973407554,2022-09-23 17:27:14.957363,2022-09-23 17:27:40.148723,0 days 00:00:25.191360,20,340,94,9,224,130,COMPLETE
6,0.9992436968932323,2022-09-23 16:09:03.412300,2022-09-23 16:09:21.598392,0 days 00:00:18.186092,22,320,63,12,460,91,COMPLETE
138,0.9992422530805193,2022-09-23 16:59:35.861136,2022-09-23 17:00:02.635331,0 days 00:00:26.774195,26,339,69,10,241,139,COMPLETE
158,0.9992415359939879,2022-09-23 17:07:58.327996,2022-09-23 17:08:24.316679,0 days 00:00:25.988683,12,332,96,11,240,135,COMPLETE
144,0.9992403598882145,2022-09-23 17:02:29.920766,2022-09-23 17:02:57.261081,0 days 00:00:27.340315,29,339,88,14,220,143,COMPLETE
262,0.9992352427930323,2022-09-23 17:48:12.634348,2022-09-23 17:48:34.008452,0 days 00:00:21.374104,28,346,73,8,260,110,COMPLETE
220,0.9992336791066092,2022-09-23 17:32:07.754254,2022-09-23 17:32:26.243484,0 days 00:00:18.489230,11,335,69,11,262,95,COMPLETE
279,0.9992336524126015,2022-09-23 17:54:31.219107,2022-09-23 17:54:52.758019,0 days 00:00:21.538912,11,343,88,25,432,109,COMPLETE
74,0.9992331582377977,2022-09-23 16:35:27.536214,2022-09-23 16:35:50.652474,0 days 00:00:23.116260,26,325,74,24,379,119,COMPLETE
141,0.9992312588918302,2022-09-23 17:01:05.567241,2022-09-23 17:01:34.077783,0 days 00:00:28.510542,28,348,89,9,418,145,COMPLETE
85,0.9992306112288983,2022-09-23 16:39:12.418493,2022-09-23 16:39:38.451544,0 days 00:00:26.033051,29,328,87,9,408,133,COMPLETE
253,0.9992269064417498,2022-09-23 17:44:40.370314,2022-09-23 17:45:04.058272,0 days 00:00:23.687958,14,339,89,7,396,119,COMPLETE
31,0.9992268041237113,2022-09-23 16:18:43.793726,2022-09-23 16:19:09.758067,0 days 00:00:25.964341,28,350,72,11,251,135,COMPLETE
128,0.9992266074893659,2022-09-23 16:55:46.411479,2022-09-23 16:56:10.458691,0 days 00:00:24.047212,29,329,99,8,407,122,COMPLETE
18,0.9992255660867715,2022-09-23 16:13:24.418153,2022-09-23 16:13:44.923208,0 days 00:00:20.505055,25,291,94,10,355,106,COMPLETE
162,0.9992236997841677,2022-09-23 17:09:36.658464,2022-09-23 17:10:01.238004,0 days 00:00:24.579540,10,340,99,6,200,131,COMPLETE
150,0.9992228177908509,2022-09-23 17:04:52.825566,2022-09-23 17:05:16.054188,0 days 00:00:23.228622,22,337,95,7,229,121,COMPLETE
293,0.9992189270708022,2022-09-23 17:59:53.143389,2022-09-23 18:00:16.944224,0 days 00:00:23.800835,28,346,96,6,405,120,COMPLETE
148,0.9992130809621304,2022-09-23 17:04:08.578776,2022-09-23 17:04:31.323357,0 days 00:00:22.744581,24,341,98,10,259,117,COMPLETE
280,0.9992102809590737,2022-09-23 17:54:52.758590,2022-09-23 17:55:16.546942,0 days 00:00:23.788352,28,350,96,23,245,123,COMPLETE
276,0.9992085656210667,2022-09-23 17:53:23.010927,2022-09-23 17:53:46.204662,0 days 00:00:23.193735,22,334,93,24,225,120,COMPLETE
247,0.9992080023166805,2022-09-23 17:42:21.940693,2022-09-23 17:42:46.351696,0 days 00:00:24.411003,14,282,92,6,239,129,COMPLETE
124,0.9992023240584638,2022-09-23 16:53:59.095953,2022-09-23 16:54:24.748323,0 days 00:00:25.652370,16,340,67,10,264,133,COMPLETE
236,0.9992018041317964,2022-09-23 17:38:01.529311,2022-09-23 17:38:26.233876,0 days 00:00:24.704565,12,333,89,5,226,128,COMPLETE
203,0.999199546177485,2022-09-23 17:25:38.624653,2022-09-23 17:26:04.564655,0 days 00:00:25.940002,28,342,92,10,383,132,COMPLETE
258,0.9991993539134189,2022-09-23 17:46:41.242040,2022-09-23 17:47:00.053790,0 days 00:00:18.811750,13,336,91,5,375,95,COMPLETE
132,0.9991990276892645,2022-09-23 16:57:11.018652,2022-09-23 16:57:35.209051,0 days 00:00:24.190399,27,335,86,7,211,126,COMPLETE
164,0.9991985364578796,2022-09-23 17:10:26.051999,2022-09-23 17:10:48.883716,0 days 00:00:22.831717,28,335,71,18,252,118,COMPLETE
201,0.9991956264363814,2022-09-23 17:24:50.039697,2022-09-23 17:25:13.931283,0 days 00:00:23.891586,21,345,94,10,261,123,COMPLETE
232,0.9991953518506907,2022-09-23 17:36:26.242230,2022-09-23 17:36:50.013042,0 days 00:00:23.770812,13,324,91,7,235,122,COMPLETE
278,0.9991950293936237,2022-09-23 17:54:09.064593,2022-09-23 17:54:31.218776,0 days 00:00:22.154183,10,339,90,24,391,115,COMPLETE
289,0.9991919501516835,2022-09-23 17:58:26.510769,2022-09-23 17:58:49.842002,0 days 00:00:23.331233,26,347,94,5,353,118,COMPLETE
87,0.9991916601627829,2022-09-23 16:40:01.840772,2022-09-23 16:40:19.524355,0 days 00:00:17.683583,22,322,96,8,357,90,COMPLETE
230,0.9991907099078735,2022-09-23 17:35:48.072992,2022-09-23 17:36:09.781483,0 days 00:00:21.708491,13,331,88,7,226,112,COMPLETE
41,0.9991886960639572,2022-09-23 16:23:24.332621,2022-09-23 16:23:48.367956,0 days 00:00:24.035335,27,350,66,11,280,124,COMPLETE
118,0.999185701758049,2022-09-23 16:51:35.118204,2022-09-23 16:51:56.014677,0 days 00:00:20.896473,12,323,87,5,260,108,COMPLETE
178,0.9991847371648364,2022-09-23 17:15:58.339127,2022-09-23 17:16:23.843035,0 days 00:00:25.503908,25,350,87,11,406,129,COMPLETE
12,0.9991816264649411,2022-09-23 16:11:17.235969,2022-09-23 16:11:39.407584,0 days 00:00:22.171615,26,230,100,5,404,115,COMPLETE
261,0.999180970636926,2022-09-23 17:47:47.823032,2022-09-23 17:48:12.634037,0 days 00:00:24.811005,28,347,94,6,220,128,COMPLETE
14,0.999180944945559,2022-09-23 16:12:06.347050,2022-09-23 16:12:28.115659,0 days 00:00:21.768609,30,340,91,18,377,111,COMPLETE
111,0.9991805108033086,2022-09-23 16:48:53.936603,2022-09-23 16:49:16.221351,0 days 00:00:22.284748,14,301,97,16,223,116,COMPLETE
187,0.9991784217342264,2022-09-23 17:19:30.062299,2022-09-23 17:19:47.637987,0 days 00:00:17.575688,21,292,100,12,438,90,COMPLETE
140,0.9991777977521826,2022-09-23 17:00:40.526875,2022-09-23 17:01:05.566992,0 days 00:00:25.040117,30,343,95,25,270,130,COMPLETE
16,0.99917770927299,2022-09-23 16:12:42.055393,2022-09-23 16:13:09.241845,0 days 00:00:27.186452,27,206,52,7,451,144,COMPLETE
121,0.9991751041561524,2022-09-23 16:52:42.151653,2022-09-23 16:53:06.737297,0 days 00:00:24.585644,11,347,72,11,286,128,COMPLETE
200,0.9991742994610301,2022-09-23 17:24:27.222936,2022-09-23 17:24:50.039411,0 days 00:00:22.816475,29,330,98,5,245,118,COMPLETE
55,0.9991742246596725,2022-09-23 16:28:58.040717,2022-09-23 16:29:21.720246,0 days 00:00:23.679529,21,344,70,10,216,123,COMPLETE
35,0.999173103895832,2022-09-23 16:20:32.736587,2022-09-23 16:21:05.002528,0 days 00:00:32.265941,28,265,30,8,333,169,COMPLETE
139,0.999172942301384,2022-09-23 17:00:02.635581,2022-09-23 17:00:40.526631,0 days 00:00:37.891050,20,269,90,11,401,198,COMPLETE
283,0.9991687506112128,2022-09-23 17:56:06.252369,2022-09-23 17:56:29.098633,0 days 00:00:22.846264,12,258,90,8,233,120,COMPLETE
143,0.9991681893326373,2022-09-23 17:02:03.118524,2022-09-23 17:02:29.920515,0 days 00:00:26.801991,27,350,88,10,384,137,COMPLETE
50,0.999163529903806,2022-09-23 16:26:58.319965,2022-09-23 16:27:18.341841,0 days 00:00:20.021876,14,320,91,16,442,101,COMPLETE
173,0.9991633520300914,2022-09-23 17:13:59.877075,2022-09-23 17:14:23.211754,0 days 00:00:23.334679,21,346,96,10,264,119,COMPLETE
99,0.9991632003402985,2022-09-23 16:44:18.421397,2022-09-23 16:44:43.360507,0 days 00:00:24.939110,30,330,86,10,226,130,COMPLETE
184,0.9991607612348301,2022-09-23 17:18:20.959316,2022-09-23 17:18:44.517479,0 days 00:00:23.558163,23,339,90,11,276,121,COMPLETE
71,0.9991606969349767,2022-09-23 16:34:23.808812,2022-09-23 16:34:45.611481,0 days 00:00:21.802669,27,336,85,23,328,111,COMPLETE
44,0.9991599919136152,2022-09-23 16:24:35.449167,2022-09-23 16:25:00.264274,0 days 00:00:24.815107,30,324,72,10,267,129,COMPLETE
131,0.999158143741738,2022-09-23 16:56:51.429882,2022-09-23 16:57:11.018087,0 days 00:00:19.588205,21,335,84,8,506,98,COMPLETE
167,0.9991571028021107,2022-09-23 17:11:35.528187,2022-09-23 17:11:58.989967,0 days 00:00:23.461780,12,346,87,10,229,121,COMPLETE
90,0.9991480572227361,2022-09-23 16:40:53.506140,2022-09-23 16:41:22.500221,0 days 00:00:28.994081,26,345,62,9,435,147,COMPLETE
37,0.9991480542602503,2022-09-23 16:21:26.876155,2022-09-23 16:21:54.857396,0 days 00:00:27.981241,29,335,43,6,224,147,COMPLETE
210,0.9991474613486814,2022-09-23 17:28:36.532055,2022-09-23 17:28:59.522499,0 days 00:00:22.990444,30,333,96,23,237,118,COMPLETE
