iteration,roc_weighted,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
279,0.9768802514685114,2022-09-28 04:52:32.918098,2022-09-28 04:53:47.632530,0 days 00:01:14.714432,25.0,392.0,97.0,3.0,365.0,494.0,COMPLETE
280,0.9768769426480254,2022-09-28 04:53:47.632861,2022-09-28 04:55:02.363544,0 days 00:01:14.730683,25.0,396.0,96.0,3.0,365.0,493.0,COMPLETE
261,0.9768620532268246,2022-09-28 04:30:03.894098,2022-09-28 04:31:20.422525,0 days 00:01:16.528427,24.0,396.0,100.0,3.0,354.0,505.0,COMPLETE
253,0.9768570913017572,2022-09-28 04:19:54.995877,2022-09-28 04:21:11.633386,0 days 00:01:16.637509,24.0,397.0,102.0,3.0,353.0,504.0,COMPLETE
266,0.9768521262233937,2022-09-28 04:36:23.142874,2022-09-28 04:37:38.315135,0 days 00:01:15.172261,25.0,394.0,98.0,3.0,359.0,497.0,COMPLETE
269,0.9768438540490031,2022-09-28 04:40:08.694178,2022-09-28 04:41:23.933084,0 days 00:01:15.238906,25.0,396.0,98.0,3.0,359.0,498.0,COMPLETE
267,0.9768372361124096,2022-09-28 04:37:38.315444,2022-09-28 04:38:53.713726,0 days 00:01:15.398282,25.0,393.0,98.0,3.0,359.0,498.0,COMPLETE
273,0.9768372360631394,2022-09-28 04:45:07.837788,2022-09-28 04:46:23.351151,0 days 00:01:15.513363,25.0,396.0,98.0,3.0,359.0,500.0,COMPLETE
268,0.97683558138191,2022-09-28 04:38:53.714027,2022-09-28 04:40:08.693871,0 days 00:01:14.979844,25.0,395.0,98.0,3.0,359.0,496.0,COMPLETE
251,0.9768339292627337,2022-09-28 04:17:21.417579,2022-09-28 04:18:38.297262,0 days 00:01:16.879683,24.0,400.0,104.0,3.0,353.0,507.0,COMPLETE
271,0.9768173823026289,2022-09-28 04:42:37.490855,2022-09-28 04:43:52.693570,0 days 00:01:15.202715,26.0,397.0,97.0,3.0,359.0,497.0,COMPLETE
259,0.9768157264881838,2022-09-28 04:27:30.848002,2022-09-28 04:28:47.344097,0 days 00:01:16.496095,24.0,396.0,102.0,3.0,354.0,505.0,COMPLETE
252,0.9768157263403731,2022-09-28 04:18:38.297579,2022-09-28 04:19:54.995452,0 days 00:01:16.697873,24.0,394.0,103.0,3.0,354.0,506.0,COMPLETE
278,0.9768140730879808,2022-09-28 04:51:18.190666,2022-09-28 04:52:32.917791,0 days 00:01:14.727125,25.0,396.0,96.0,3.0,359.0,495.0,COMPLETE
256,0.9768091095862657,2022-09-28 04:23:44.402268,2022-09-28 04:24:59.888297,0 days 00:01:15.486029,24.0,396.0,102.0,3.0,359.0,498.0,COMPLETE
260,0.9768057995340234,2022-09-28 04:28:47.344391,2022-09-28 04:30:03.893798,0 days 00:01:16.549407,25.0,395.0,102.0,3.0,354.0,506.0,COMPLETE
275,0.9768041450006045,2022-09-28 04:47:39.012564,2022-09-28 04:48:53.231324,0 days 00:01:14.218760,26.0,393.0,98.0,3.0,365.0,491.0,COMPLETE
