iteration,f1_weighted,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
101,0.9763967099310105,2022-09-23 01:57:12.257736,2022-09-23 01:58:29.008418,0 days 00:01:16.750682,29.0,397.0,102.0,44.0,246.0,515.0,COMPLETE
20,0.9763965952440341,2022-09-23 00:24:22.766732,2022-09-23 00:25:34.525368,0 days 00:01:11.758636,32.0,398.0,96.0,40.0,231.0,484.0,COMPLETE
135,0.9763965485008608,2022-09-23 02:38:39.187038,2022-09-23 02:39:54.470974,0 days 00:01:15.283936,26.0,394.0,91.0,45.0,249.0,503.0,COMPLETE
223,0.9763917063726466,2022-09-23 04:08:20.208748,2022-09-23 04:09:32.011351,0 days 00:01:11.802603,17.0,396.0,117.0,39.0,235.0,478.0,COMPLETE
254,0.9763916166638823,2022-09-23 04:44:47.706329,2022-09-23 04:46:00.024436,0 days 00:01:12.318107,16.0,393.0,108.0,36.0,239.0,484.0,COMPLETE
102,0.976390027749502,2022-09-23 01:58:29.008662,2022-09-23 01:59:51.483649,0 days 00:01:22.474987,28.0,400.0,100.0,43.0,246.0,555.0,COMPLETE
96,0.9763899739088057,2022-09-23 01:52:24.749000,2022-09-23 01:53:11.816187,0 days 00:00:47.067187,33.0,400.0,106.0,40.0,237.0,313.0,COMPLETE
225,0.9763899631266695,2022-09-23 04:10:25.386472,2022-09-23 04:11:32.343163,0 days 00:01:06.956691,19.0,393.0,110.0,38.0,211.0,449.0,COMPLETE
141,0.9763898658774894,2022-09-23 02:46:19.453864,2022-09-23 02:47:31.868612,0 days 00:01:12.414748,26.0,398.0,106.0,42.0,239.0,484.0,COMPLETE
271,0.9763883203716937,2022-09-23 04:59:38.008413,2022-09-23 05:00:23.604624,0 days 00:00:45.596211,18.0,400.0,107.0,36.0,213.0,306.0,COMPLETE
145,0.9763882736154993,2022-09-23 02:51:24.046724,2022-09-23 02:52:40.332116,0 days 00:01:16.285392,25.0,396.0,101.0,49.0,226.0,511.0,COMPLETE
208,0.9763881581500455,2022-09-23 03:50:49.481541,2022-09-23 03:52:00.027389,0 days 00:01:10.545848,17.0,400.0,127.0,42.0,226.0,472.0,COMPLETE
193,0.9763850240752402,2022-09-23 03:36:11.035860,2022-09-23 03:36:56.489686,0 days 00:00:45.453826,16.0,398.0,124.0,33.0,215.0,302.0,COMPLETE
264,0.9763832697680839,2022-09-23 04:54:35.306200,2022-09-23 04:55:16.780151,0 days 00:00:41.473951,18.0,398.0,106.0,37.0,219.0,277.0,COMPLETE
288,0.9763815295335827,2022-09-23 05:17:09.146106,2022-09-23 05:18:15.648129,0 days 00:01:06.502023,18.0,400.0,116.0,35.0,273.0,442.0,COMPLETE
175,0.9763766411941757,2022-09-23 03:23:04.214557,2022-09-23 03:23:50.509428,0 days 00:00:46.294871,15.0,398.0,112.0,37.0,215.0,308.0,COMPLETE
240,0.9763765833957702,2022-09-23 04:28:35.351916,2022-09-23 04:29:55.173170,0 days 00:01:19.821254,15.0,400.0,109.0,38.0,287.0,533.0,COMPLETE
268,0.9763750417235499,2022-09-23 04:57:26.026477,2022-09-23 04:58:10.001364,0 days 00:00:43.974887,17.0,400.0,107.0,35.0,217.0,292.0,COMPLETE
118,0.976373366575567,2022-09-23 02:17:57.417933,2022-09-23 02:19:13.261725,0 days 00:01:15.843792,21.0,398.0,105.0,35.0,225.0,509.0,COMPLETE
177,0.9763732654722851,2022-09-23 03:24:27.962540,2022-09-23 03:25:18.883971,0 days 00:00:50.921431,15.0,391.0,109.0,40.0,219.0,342.0,COMPLETE
180,0.9763616726291819,2022-09-23 03:26:42.485256,2022-09-23 03:27:23.169975,0 days 00:00:40.684719,18.0,398.0,111.0,37.0,173.0,271.0,COMPLETE
251,0.9763549787118952,2022-09-23 04:41:31.892133,2022-09-23 04:42:49.661857,0 days 00:01:17.769724,16.0,398.0,103.0,39.0,292.0,520.0,COMPLETE
238,0.9763533977148048,2022-09-23 04:25:59.378126,2022-09-23 04:27:16.508642,0 days 00:01:17.130516,16.0,398.0,115.0,39.0,275.0,514.0,COMPLETE
31,0.9763485274917022,2022-09-23 00:38:33.410600,2022-09-23 00:39:56.806882,0 days 00:01:23.396282,30.0,399.0,97.0,42.0,237.0,560.0,COMPLETE
209,0.9763469568193792,2022-09-23 03:52:00.027671,2022-09-23 03:52:40.694530,0 days 00:00:40.666859,16.0,392.0,127.0,41.0,216.0,269.0,COMPLETE
88,0.9763469208263935,2022-09-23 01:42:28.851567,2022-09-23 01:43:34.479788,0 days 00:01:05.628221,26.0,397.0,102.0,47.0,165.0,442.0,COMPLETE
181,0.9763436137589031,2022-09-23 03:27:23.170252,2022-09-23 03:28:07.098908,0 days 00:00:43.928656,17.0,400.0,120.0,37.0,177.0,293.0,COMPLETE
161,0.9763418302213236,2022-09-23 03:07:04.468045,2022-09-23 03:08:17.961717,0 days 00:01:13.493672,18.0,395.0,112.0,38.0,219.0,493.0,COMPLETE
246,0.9763418302213236,2022-09-23 04:35:45.191038,2022-09-23 04:37:08.450516,0 days 00:01:23.259478,25.0,395.0,111.0,38.0,216.0,559.0,COMPLETE
21,0.9763418048645846,2022-09-23 00:25:34.525553,2022-09-23 00:26:48.867762,0 days 00:01:14.342209,32.0,400.0,94.0,40.0,226.0,501.0,COMPLETE
148,0.9763385195342571,2022-09-23 02:55:03.613817,2022-09-23 02:56:23.150731,0 days 00:01:19.536914,20.0,397.0,104.0,39.0,191.0,534.0,COMPLETE
163,0.9763352558839066,2022-09-23 03:09:32.751691,2022-09-23 03:10:51.080145,0 days 00:01:18.328454,15.0,400.0,109.0,35.0,217.0,525.0,COMPLETE
147,0.9763303890953837,2022-09-23 02:53:50.257345,2022-09-23 02:55:03.613527,0 days 00:01:13.356182,26.0,390.0,109.0,43.0,241.0,489.0,COMPLETE
227,0.9763270026763324,2022-09-23 04:12:16.582130,2022-09-23 04:13:38.424640,0 days 00:01:21.842510,15.0,400.0,129.0,46.0,233.0,548.0,COMPLETE
206,0.9763236883856494,2022-09-23 03:48:53.231800,2022-09-23 03:49:59.655674,0 days 00:01:06.423874,15.0,397.0,125.0,39.0,228.0,445.0,COMPLETE
68,0.9763235869970796,2022-09-23 01:17:12.548355,2022-09-23 01:18:21.066811,0 days 00:01:08.518456,21.0,394.0,100.0,28.0,223.0,458.0,COMPLETE
244,0.9763234852009242,2022-09-23 04:33:46.321997,2022-09-23 04:35:02.241637,0 days 00:01:15.919640,16.0,393.0,109.0,40.0,212.0,511.0,COMPLETE
256,0.9763168856425736,2022-09-23 04:47:22.047832,2022-09-23 04:48:42.061228,0 days 00:01:20.013396,17.0,396.0,108.0,50.0,212.0,539.0,COMPLETE
278,0.9763120775018711,2022-09-23 05:04:54.366025,2022-09-23 05:06:14.053461,0 days 00:01:19.687436,32.0,400.0,121.0,37.0,285.0,532.0,COMPLETE
75,0.9763103369678504,2022-09-23 01:25:49.570732,2022-09-23 01:27:00.490490,0 days 00:01:10.919758,26.0,373.0,105.0,47.0,189.0,478.0,COMPLETE
74,0.9763068440308457,2022-09-23 01:24:44.048761,2022-09-23 01:25:49.570511,0 days 00:01:05.521750,19.0,385.0,95.0,41.0,215.0,440.0,COMPLETE
168,0.9763056041186343,2022-09-23 03:15:33.826342,2022-09-23 03:16:54.657235,0 days 00:01:20.830893,19.0,397.0,118.0,45.0,205.0,545.0,COMPLETE
196,0.9763037010483585,2022-09-23 03:38:21.494300,2022-09-23 03:39:00.255322,0 days 00:00:38.761022,17.0,396.0,110.0,36.0,219.0,258.0,COMPLETE
176,0.9763002116150441,2022-09-23 03:23:50.509694,2022-09-23 03:24:27.962262,0 days 00:00:37.452568,17.0,394.0,127.0,39.0,217.0,249.0,COMPLETE
188,0.9762984517129824,2022-09-23 03:32:13.942538,2022-09-23 03:32:46.378981,0 days 00:00:32.436443,19.0,400.0,108.0,40.0,170.0,217.0,COMPLETE
98,0.9762973688314703,2022-09-23 01:54:26.171587,2022-09-23 01:55:16.177088,0 days 00:00:50.005501,39.0,397.0,102.0,42.0,227.0,335.0,COMPLETE
39,0.9762937616905554,2022-09-23 00:47:50.885981,2022-09-23 00:48:29.379478,0 days 00:00:38.493497,17.0,386.0,109.0,36.0,189.0,257.0,COMPLETE
233,0.9762937398590116,2022-09-23 04:19:32.767087,2022-09-23 04:20:51.359761,0 days 00:01:18.592674,16.0,395.0,109.0,39.0,289.0,523.0,COMPLETE
221,0.9762921445053583,2022-09-23 04:05:46.801605,2022-09-23 04:07:04.131281,0 days 00:01:17.329676,18.0,398.0,108.0,30.0,228.0,517.0,COMPLETE
133,0.9762905635081057,2022-09-23 02:36:00.366168,2022-09-23 02:37:10.955752,0 days 00:01:10.589584,24.0,397.0,96.0,40.0,228.0,473.0,COMPLETE
