iteration,precision,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
83,0.9630069920231848,2022-09-22 03:28:52.620478,2022-09-22 03:30:04.314310,0 days 00:01:11.693832,26,297,98,16,460,467,COMPLETE
77,0.9629702538720586,2022-09-22 03:21:39.665849,2022-09-22 03:22:53.372841,0 days 00:01:13.706992,24,295,100,16,475,480,COMPLETE
81,0.9627326571094948,2022-09-22 03:26:27.043172,2022-09-22 03:27:37.964754,0 days 00:01:10.921582,25,295,100,19,464,463,COMPLETE
43,0.9625672583881886,2022-09-22 02:52:40.486119,2022-09-22 02:53:24.424538,0 days 00:00:43.938419,26,291,91,25,476,284,COMPLETE
49,0.9624031361749064,2022-09-22 02:57:26.038824,2022-09-22 02:58:10.155429,0 days 00:00:44.116605,22,300,81,2,455,284,COMPLETE
95,0.9623006809700837,2022-09-22 03:42:58.831140,2022-09-22 03:44:08.869711,0 days 00:01:10.038571,23,299,92,17,431,457,COMPLETE
59,0.9621954437505498,2022-09-22 03:03:40.626902,2022-09-22 03:04:39.951131,0 days 00:00:59.324229,19,293,92,4,185,397,COMPLETE
88,0.9621774168040234,2022-09-22 03:34:50.984239,2022-09-22 03:36:02.131059,0 days 00:01:11.146820,26,296,99,12,464,463,COMPLETE
96,0.962176269543256,2022-09-22 03:44:08.869981,2022-09-22 03:45:18.603556,0 days 00:01:09.733575,24,300,92,15,435,454,COMPLETE
94,0.9621707637508167,2022-09-22 03:41:49.199492,2022-09-22 03:42:58.830895,0 days 00:01:09.631403,24,300,92,17,435,453,COMPLETE
21,0.9619243822231893,2022-09-22 02:31:40.426529,2022-09-22 02:32:53.464352,0 days 00:01:13.037823,24,299,100,30,457,475,COMPLETE
90,0.9619200415660282,2022-09-22 03:37:08.646284,2022-09-22 03:38:19.713674,0 days 00:01:11.067390,27,298,97,18,463,462,COMPLETE
98,0.9618853538991269,2022-09-22 03:46:27.080721,2022-09-22 03:47:33.237455,0 days 00:01:06.156734,24,289,88,17,429,432,COMPLETE
31,0.9618702377391029,2022-09-22 02:40:32.356287,2022-09-22 02:41:30.551752,0 days 00:00:58.195465,25,277,63,5,483,380,COMPLETE
74,0.9618162982212779,2022-09-22 03:17:54.482809,2022-09-22 03:19:09.813002,0 days 00:01:15.330193,25,286,100,6,476,492,COMPLETE
38,0.9616660225555985,2022-09-22 02:47:43.665497,2022-09-22 02:48:42.462209,0 days 00:00:58.796712,16,276,60,28,486,385,COMPLETE
92,0.9616408433887258,2022-09-22 03:39:25.815354,2022-09-22 03:40:36.907563,0 days 00:01:11.092209,28,292,98,15,467,463,COMPLETE
60,0.9616353106858514,2022-09-22 03:04:39.951322,2022-09-22 03:05:38.869703,0 days 00:00:58.918381,17,294,85,4,150,394,COMPLETE
63,0.9616348333362619,2022-09-22 03:07:28.003574,2022-09-22 03:08:31.377391,0 days 00:01:03.373817,16,278,93,4,194,424,COMPLETE
3,0.9615978890480256,2022-09-22 02:18:31.877201,2022-09-22 02:18:57.143532,0 days 00:00:25.266331,22,273,99,29,221,164,COMPLETE
66,0.961568324345214,2022-09-22 03:10:15.795462,2022-09-22 03:11:09.798109,0 days 00:00:54.002647,16,300,95,3,146,360,COMPLETE
93,0.9615581734954646,2022-09-22 03:40:36.907855,2022-09-22 03:41:49.199161,0 days 00:01:12.291306,26,296,88,19,332,476,COMPLETE
32,0.9615319741086676,2022-09-22 02:41:30.552061,2022-09-22 02:42:27.067156,0 days 00:00:56.515095,25,290,66,26,489,367,COMPLETE
25,0.9615035786098963,2022-09-22 02:36:23.012381,2022-09-22 02:37:16.393588,0 days 00:00:53.381207,23,295,72,24,467,346,COMPLETE
40,0.9614604319835167,2022-09-22 02:49:40.658024,2022-09-22 02:50:46.863094,0 days 00:01:06.205070,17,281,54,28,349,437,COMPLETE
78,0.9614542007513254,2022-09-22 03:22:53.373219,2022-09-22 03:24:04.892037,0 days 00:01:11.518818,24,282,100,23,479,468,COMPLETE
69,0.9614388843026013,2022-09-22 03:12:34.939808,2022-09-22 03:13:37.900587,0 days 00:01:02.960779,18,295,76,7,438,410,COMPLETE
5,0.961437726973904,2022-09-22 02:19:22.633206,2022-09-22 02:20:19.064442,0 days 00:00:56.431236,26,279,50,6,163,379,COMPLETE
42,0.9614314129281201,2022-09-22 02:51:44.170967,2022-09-22 02:52:40.485938,0 days 00:00:56.314971,29,289,44,29,445,369,COMPLETE
41,0.9614313625402636,2022-09-22 02:50:46.863319,2022-09-22 02:51:44.170786,0 days 00:00:57.307467,17,274,68,26,485,376,COMPLETE
