iteration,roc_weighted,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
233,0.9391504870423981,2022-10-01 01:35:09.056399,2022-10-01 01:36:15.172437,0 days 00:01:06.116038,25.0,397.0,111.0,27.0,475.0,419.0,COMPLETE
294,0.9391189458522027,2022-10-01 02:41:52.984435,2022-10-01 02:43:05.023529,0 days 00:01:12.039094,22.0,400.0,116.0,18.0,375.0,462.0,COMPLETE
195,0.9391162672620776,2022-10-01 00:53:11.373441,2022-10-01 00:54:20.022760,0 days 00:01:08.649319,18.0,396.0,115.0,14.0,340.0,441.0,COMPLETE
237,0.9391110592120386,2022-10-01 01:39:30.270027,2022-10-01 01:40:31.007760,0 days 00:01:00.737733,25.0,395.0,114.0,28.0,470.0,387.0,COMPLETE
255,0.9391091158495659,2022-10-01 01:58:09.247847,2022-10-01 01:59:11.322404,0 days 00:01:02.074557,24.0,396.0,116.0,29.0,480.0,395.0,COMPLETE
230,0.9391090909680707,2022-10-01 01:31:47.742624,2022-10-01 01:32:54.452255,0 days 00:01:06.709631,24.0,399.0,112.0,26.0,338.0,429.0,COMPLETE
290,0.9391090273820275,2022-10-01 02:37:21.274740,2022-10-01 02:38:27.547127,0 days 00:01:06.272387,23.0,400.0,116.0,12.0,374.0,425.0,COMPLETE
133,0.9391075650617946,2022-09-30 23:40:09.192778,2022-09-30 23:41:18.995313,0 days 00:01:09.802535,23.0,394.0,110.0,12.0,368.0,449.0,COMPLETE
181,0.9391044994261893,2022-10-01 00:36:40.874797,2022-10-01 00:37:50.097393,0 days 00:01:09.222596,19.0,396.0,113.0,14.0,340.0,444.0,COMPLETE
228,0.9390994517235635,2022-10-01 01:29:35.692712,2022-10-01 01:30:43.701802,0 days 00:01:08.009090,24.0,400.0,111.0,26.0,459.0,433.0,COMPLETE
11,0.9390974309519947,2022-09-30 21:13:10.325280,2022-09-30 21:14:32.880500,0 days 00:01:22.555220,24.0,390.0,65.0,6.0,508.0,527.0,COMPLETE
203,0.9390946694235525,2022-10-01 01:01:59.136911,2022-10-01 01:03:07.234304,0 days 00:01:08.097393,19.0,396.0,110.0,27.0,364.0,438.0,COMPLETE
244,0.9390893977874702,2022-10-01 01:46:41.254106,2022-10-01 01:47:42.667391,0 days 00:01:01.413285,24.0,392.0,114.0,27.0,475.0,392.0,COMPLETE
270,0.9390775691301493,2022-10-01 02:14:52.179010,2022-10-01 02:15:58.611204,0 days 00:01:06.432194,23.0,397.0,113.0,26.0,444.0,424.0,COMPLETE
277,0.9390763611540889,2022-10-01 02:23:02.713464,2022-10-01 02:24:08.314937,0 days 00:01:05.601473,25.0,391.0,107.0,14.0,495.0,418.0,COMPLETE
111,0.9390740390399679,2022-09-30 23:14:46.682960,2022-09-30 23:16:01.702654,0 days 00:01:15.019694,19.0,395.0,115.0,11.0,415.0,481.0,COMPLETE
260,0.9390524246137791,2022-10-01 02:03:18.791905,2022-10-01 02:04:24.070872,0 days 00:01:05.278967,24.0,394.0,113.0,31.0,473.0,415.0,COMPLETE
119,0.9390446817333648,2022-09-30 23:24:22.397567,2022-09-30 23:25:29.510432,0 days 00:01:07.112865,24.0,393.0,109.0,8.0,379.0,430.0,COMPLETE
165,0.9390346416203245,2022-10-01 00:17:49.068254,2022-10-01 00:18:59.769816,0 days 00:01:10.701562,22.0,387.0,111.0,13.0,341.0,456.0,COMPLETE
261,0.9390343015732241,2022-10-01 02:04:24.071227,2022-10-01 02:05:33.577754,0 days 00:01:09.506527,23.0,398.0,118.0,29.0,481.0,442.0,COMPLETE
281,0.9390167950408267,2022-10-01 02:27:23.108117,2022-10-01 02:28:32.766910,0 days 00:01:09.658793,18.0,394.0,114.0,27.0,367.0,448.0,COMPLETE
177,0.9390134612379957,2022-10-01 00:31:44.371617,2022-10-01 00:32:54.872344,0 days 00:01:10.500727,18.0,398.0,113.0,12.0,339.0,454.0,COMPLETE
61,0.9390084937090765,2022-09-30 22:14:30.300641,2022-09-30 22:15:40.624215,0 days 00:01:10.323574,22.0,391.0,109.0,13.0,450.0,449.0,COMPLETE
276,0.9390061107735227,2022-10-01 02:21:55.905956,2022-10-01 02:23:02.713129,0 days 00:01:06.807173,23.0,398.0,115.0,23.0,333.0,430.0,COMPLETE
178,0.9390045986902995,2022-10-01 00:32:54.872586,2022-10-01 00:34:08.742240,0 days 00:01:13.869654,18.0,400.0,111.0,15.0,338.0,475.0,COMPLETE
191,0.9390003306078549,2022-10-01 00:48:32.326384,2022-10-01 00:49:43.143323,0 days 00:01:10.816939,20.0,396.0,115.0,12.0,337.0,456.0,COMPLETE
170,0.9390003306078549,2022-10-01 00:23:45.346392,2022-10-01 00:24:56.213335,0 days 00:01:10.866943,22.0,396.0,115.0,11.0,337.0,456.0,COMPLETE
266,0.938999987796144,2022-10-01 02:10:34.933392,2022-10-01 02:11:40.571300,0 days 00:01:05.637908,23.0,400.0,112.0,27.0,305.0,422.0,COMPLETE
69,0.9389935192424436,2022-09-30 22:24:03.180006,2022-09-30 22:25:12.614585,0 days 00:01:09.434579,22.0,391.0,108.0,13.0,364.0,447.0,COMPLETE
249,0.9389902047918869,2022-10-01 01:51:49.870482,2022-10-01 01:52:54.161005,0 days 00:01:04.290523,24.0,393.0,113.0,28.0,448.0,411.0,COMPLETE
251,0.9389797306349865,2022-10-01 01:53:55.377572,2022-10-01 01:54:58.636151,0 days 00:01:03.258579,25.0,398.0,115.0,26.0,473.0,402.0,COMPLETE
139,0.938979293985276,2022-09-30 23:47:12.557651,2022-09-30 23:48:23.190156,0 days 00:01:10.632505,22.0,384.0,120.0,10.0,326.0,455.0,COMPLETE
245,0.938951503895348,2022-10-01 01:47:42.667658,2022-10-01 01:48:47.881415,0 days 00:01:05.213757,25.0,400.0,114.0,28.0,477.0,415.0,COMPLETE
213,0.9389455661468774,2022-10-01 01:13:01.054976,2022-10-01 01:13:59.893485,0 days 00:00:58.838509,34.0,393.0,116.0,25.0,365.0,378.0,COMPLETE
123,0.9389451625137338,2022-09-30 23:28:56.616383,2022-09-30 23:30:04.173715,0 days 00:01:07.557332,25.0,387.0,108.0,6.0,341.0,436.0,COMPLETE
231,0.9389438826577986,2022-10-01 01:32:54.452502,2022-10-01 01:34:01.391633,0 days 00:01:06.939131,24.0,400.0,112.0,26.0,339.0,430.0,COMPLETE
148,0.9389436421366788,2022-09-30 23:57:48.598708,2022-09-30 23:58:57.892522,0 days 00:01:09.293814,21.0,400.0,109.0,14.0,332.0,446.0,COMPLETE
112,0.9389417789479129,2022-09-30 23:16:01.702858,2022-09-30 23:17:16.725624,0 days 00:01:15.022766,22.0,396.0,112.0,11.0,388.0,481.0,COMPLETE
97,0.9389384451450821,2022-09-30 22:56:42.520375,2022-09-30 22:57:54.583783,0 days 00:01:12.063408,24.0,397.0,102.0,15.0,415.0,462.0,COMPLETE
179,0.9389384064405341,2022-10-01 00:34:08.742535,2022-10-01 00:35:22.787930,0 days 00:01:14.045395,18.0,400.0,111.0,15.0,341.0,477.0,COMPLETE
298,0.9389324043503995,2022-10-03 22:04:38.334720,2022-10-03 22:05:51.304010,0 days 00:01:12.969290,23.0,398.0,117.0,11.0,367.0,467.0,COMPLETE
161,0.9389319987082663,2022-10-01 00:12:37.967416,2022-10-01 00:13:46.244301,0 days 00:01:08.276885,21.0,398.0,109.0,14.0,332.0,439.0,COMPLETE
95,0.938925148638307,2022-09-30 22:54:23.522249,2022-09-30 22:55:33.075644,0 days 00:01:09.553395,26.0,397.0,102.0,16.0,430.0,444.0,COMPLETE
168,0.9389240650697224,2022-10-01 00:21:24.851409,2022-10-01 00:22:34.141141,0 days 00:01:09.289732,21.0,384.0,118.0,13.0,284.0,451.0,COMPLETE
229,0.9389186137339529,2022-10-01 01:30:43.702044,2022-10-01 01:31:47.742379,0 days 00:01:04.040335,24.0,398.0,66.0,25.0,219.0,420.0,COMPLETE
236,0.9389184506219291,2022-10-01 01:38:24.160980,2022-10-01 01:39:30.269510,0 days 00:01:06.108530,25.0,397.0,112.0,26.0,488.0,420.0,COMPLETE
106,0.9389085155640905,2022-09-30 23:08:24.842322,2022-09-30 23:09:36.814806,0 days 00:01:11.972484,24.0,399.0,115.0,11.0,411.0,460.0,COMPLETE
285,0.9389084243319417,2022-10-01 02:31:55.017208,2022-10-01 02:33:16.422197,0 days 00:01:21.404989,19.0,396.0,115.0,14.0,226.0,532.0,COMPLETE
201,0.938906655139935,2022-10-01 00:59:43.198414,2022-10-01 01:00:50.131395,0 days 00:01:06.932981,18.0,400.0,77.0,16.0,341.0,431.0,COMPLETE
239,0.9389052287596394,2022-10-01 01:41:31.196051,2022-10-01 01:42:34.556520,0 days 00:01:03.360469,25.0,400.0,116.0,28.0,473.0,403.0,COMPLETE
113,0.938891824433052,2022-09-30 23:17:16.725870,2022-09-30 23:18:31.486826,0 days 00:01:14.760956,21.0,395.0,115.0,10.0,385.0,480.0,COMPLETE
152,0.9388909813855872,2022-10-01 00:02:20.471323,2022-10-01 00:03:28.694610,0 days 00:01:08.223287,21.0,392.0,108.0,13.0,315.0,439.0,COMPLETE
28,0.9388894001870995,2022-09-30 21:35:14.152989,2022-09-30 21:36:28.219721,0 days 00:01:14.066732,21.0,392.0,106.0,13.0,484.0,473.0,COMPLETE
186,0.9388877194626314,2022-10-01 00:42:42.045282,2022-10-01 00:43:57.923956,0 days 00:01:15.878674,17.0,400.0,112.0,15.0,352.0,487.0,COMPLETE
211,0.9388856655157358,2022-10-01 01:10:42.602151,2022-10-01 01:11:51.070262,0 days 00:01:08.468111,21.0,390.0,110.0,32.0,353.0,440.0,COMPLETE
131,0.9388824561203809,2022-09-30 23:37:46.886694,2022-09-30 23:38:59.329013,0 days 00:01:12.442319,24.0,397.0,114.0,11.0,408.0,464.0,COMPLETE
219,0.9388808085712395,2022-10-01 01:19:24.425665,2022-10-01 01:20:27.587815,0 days 00:01:03.162150,17.0,395.0,115.0,28.0,358.0,405.0,COMPLETE
291,0.9388794347185447,2022-10-01 02:38:27.547401,2022-10-01 02:39:34.128970,0 days 00:01:06.581569,21.0,398.0,118.0,12.0,372.0,427.0,COMPLETE
160,0.9388775521775046,2022-10-01 00:11:31.624569,2022-10-01 00:12:37.967193,0 days 00:01:06.342624,20.0,394.0,113.0,9.0,347.0,427.0,COMPLETE
172,0.9388761479140936,2022-10-01 00:26:06.650996,2022-10-01 00:27:18.325948,0 days 00:01:11.674952,23.0,398.0,116.0,12.0,336.0,461.0,COMPLETE
274,0.9388721367816727,2022-10-01 02:19:19.083685,2022-10-01 02:20:21.915793,0 days 00:01:02.832108,19.0,400.0,113.0,15.0,462.0,400.0,COMPLETE
193,0.9388713822017462,2022-10-01 00:50:53.183054,2022-10-01 00:52:00.539844,0 days 00:01:07.356790,19.0,394.0,116.0,12.0,330.0,433.0,COMPLETE
241,0.9388631112807124,2022-10-01 01:43:36.961547,2022-10-01 01:44:37.716562,0 days 00:01:00.755015,25.0,394.0,109.0,29.0,459.0,387.0,COMPLETE
215,0.9388589315070464,2022-10-01 01:15:01.200198,2022-10-01 01:16:06.632335,0 days 00:01:05.432137,20.0,396.0,110.0,27.0,250.0,427.0,COMPLETE
99,0.9388573586023905,2022-09-30 22:59:07.521202,2022-09-30 23:00:31.338568,0 days 00:01:23.817366,19.0,400.0,111.0,20.0,437.0,535.0,COMPLETE
92,0.938855879694494,2022-09-30 22:50:36.731983,2022-09-30 22:51:50.393096,0 days 00:01:13.661113,18.0,391.0,116.0,11.0,442.0,471.0,COMPLETE
127,0.9388517415487466,2022-09-30 23:33:17.853816,2022-09-30 23:34:26.095321,0 days 00:01:08.241505,23.0,392.0,110.0,8.0,362.0,439.0,COMPLETE
247,0.9388413226840576,2022-10-01 01:49:46.354208,2022-10-01 01:50:48.818422,0 days 00:01:02.464214,23.0,396.0,115.0,30.0,496.0,397.0,COMPLETE
107,0.9388394069676906,2022-09-30 23:09:36.815022,2022-09-30 23:10:48.835848,0 days 00:01:12.020826,24.0,400.0,110.0,24.0,395.0,459.0,COMPLETE
166,0.9388358796421199,2022-10-01 00:18:59.770101,2022-10-01 00:20:13.424714,0 days 00:01:13.654613,22.0,397.0,111.0,13.0,365.0,473.0,COMPLETE
115,0.9388345555524156,2022-09-30 23:19:47.092068,2022-09-30 23:20:56.141273,0 days 00:01:09.049205,23.0,397.0,115.0,9.0,400.0,442.0,COMPLETE
72,0.9388228983009501,2022-09-30 22:27:24.263322,2022-09-30 22:28:34.953542,0 days 00:01:10.690220,21.0,385.0,104.0,13.0,430.0,451.0,COMPLETE
296,0.9388198976436531,2022-10-03 22:02:07.949047,2022-10-03 22:03:27.768547,0 days 00:01:19.819500,22.0,400.0,119.0,21.0,378.0,465.0,COMPLETE
43,0.9388176957801322,2022-09-30 21:53:31.467330,2022-09-30 21:54:39.979906,0 days 00:01:08.512576,25.0,394.0,81.0,13.0,476.0,438.0,COMPLETE
15,0.938815885118967,2022-09-30 21:18:44.581793,2022-09-30 21:19:55.610369,0 days 00:01:11.028576,20.0,382.0,120.0,13.0,454.0,453.0,COMPLETE
31,0.9388153295910018,2022-09-30 21:38:37.224489,2022-09-30 21:39:48.200586,0 days 00:01:10.976097,23.0,393.0,115.0,12.0,487.0,452.0,COMPLETE
60,0.9388152603169775,2022-09-30 22:13:12.299050,2022-09-30 22:14:30.300454,0 days 00:01:18.001404,16.0,400.0,90.0,9.0,238.0,509.0,COMPLETE
212,0.9388130682983133,2022-10-01 01:11:51.070517,2022-10-01 01:13:01.054730,0 days 00:01:09.984213,19.0,398.0,112.0,38.0,349.0,451.0,COMPLETE
283,0.9388116833871762,2022-10-01 02:29:35.924818,2022-10-01 02:30:44.178839,0 days 00:01:08.254021,21.0,397.0,117.0,29.0,356.0,439.0,COMPLETE
235,0.9388101464224577,2022-10-01 01:37:20.190829,2022-10-01 01:38:24.160731,0 days 00:01:03.969902,25.0,397.0,110.0,27.0,457.0,408.0,COMPLETE
167,0.9388080814171199,2022-10-01 00:20:13.424994,2022-10-01 00:21:24.851175,0 days 00:01:11.426181,22.0,390.0,120.0,15.0,351.0,459.0,COMPLETE
67,0.9388030309498835,2022-09-30 22:21:40.699911,2022-09-30 22:22:48.547153,0 days 00:01:07.847242,40.0,397.0,113.0,22.0,467.0,432.0,COMPLETE
32,0.9388015078082178,2022-09-30 21:39:48.200787,2022-09-30 21:40:54.145772,0 days 00:01:05.944985,22.0,392.0,115.0,12.0,449.0,421.0,COMPLETE
204,0.9387932147702995,2022-10-01 01:03:07.234556,2022-10-01 01:04:15.240384,0 days 00:01:08.005828,20.0,396.0,113.0,27.0,366.0,435.0,COMPLETE
100,0.9387924821484979,2022-09-30 23:00:31.338772,2022-09-30 23:01:53.019279,0 days 00:01:21.680507,19.0,400.0,99.0,16.0,380.0,525.0,COMPLETE
118,0.9387900191979974,2022-09-30 23:23:11.448906,2022-09-30 23:24:22.397288,0 days 00:01:10.948382,23.0,390.0,119.0,12.0,367.0,457.0,COMPLETE
187,0.9387780744270324,2022-10-01 00:43:57.924256,2022-10-01 00:45:04.165149,0 days 00:01:06.240893,19.0,394.0,110.0,16.0,358.0,425.0,COMPLETE
279,0.9387752216664411,2022-10-01 02:25:16.720135,2022-10-01 02:26:17.478551,0 days 00:01:00.758416,20.0,398.0,112.0,19.0,315.0,391.0,COMPLETE
293,0.9387714621135823,2022-10-01 02:40:43.547589,2022-10-01 02:41:52.983952,0 days 00:01:09.436363,22.0,400.0,116.0,18.0,358.0,445.0,COMPLETE
210,0.9387670419775562,2022-10-01 01:09:40.816940,2022-10-01 01:10:42.601855,0 days 00:01:01.784915,19.0,395.0,115.0,12.0,370.0,397.0,COMPLETE
130,0.9387649272092282,2022-09-30 23:36:39.461953,2022-09-30 23:37:46.886478,0 days 00:01:07.424525,20.0,390.0,104.0,6.0,402.0,432.0,COMPLETE
23,0.9387624945106843,2022-09-30 21:29:04.955828,2022-09-30 21:30:25.284134,0 days 00:01:20.328306,32.0,400.0,73.0,14.0,486.0,511.0,COMPLETE
259,0.9387619058073922,2022-10-01 02:02:16.968226,2022-10-01 02:03:18.791609,0 days 00:01:01.823383,25.0,396.0,110.0,27.0,507.0,393.0,COMPLETE
248,0.9387561393060174,2022-10-01 01:50:48.818752,2022-10-01 01:51:49.870226,0 days 00:01:01.051474,23.0,398.0,117.0,26.0,473.0,388.0,COMPLETE
14,0.9387525290421294,2022-09-30 21:17:15.921102,2022-09-30 21:18:44.581000,0 days 00:01:28.659898,25.0,400.0,63.0,13.0,462.0,568.0,COMPLETE
299,0.9387468136887684,2022-10-03 22:05:51.304308,2022-10-03 22:07:02.946962,0 days 00:01:11.642654,21.0,400.0,119.0,16.0,362.0,459.0,COMPLETE
226,0.9387462153066211,2022-10-01 01:27:13.560495,2022-10-01 01:28:25.553246,0 days 00:01:11.992751,19.0,389.0,117.0,33.0,345.0,464.0,COMPLETE
176,0.9387403162626986,2022-10-01 00:30:32.063631,2022-10-01 00:31:44.371317,0 days 00:01:12.307686,23.0,393.0,117.0,13.0,356.0,466.0,COMPLETE
142,0.9387390419359847,2022-09-30 23:50:45.868305,2022-09-30 23:51:54.542319,0 days 00:01:08.674014,30.0,389.0,116.0,10.0,339.0,443.0,COMPLETE
25,0.9387387295349897,2022-09-30 21:31:43.272065,2022-09-30 21:32:51.873804,0 days 00:01:08.601739,32.0,385.0,92.0,19.0,490.0,436.0,COMPLETE
124,0.9387321227507608,2022-09-30 23:30:04.173928,2022-09-30 23:31:10.530903,0 days 00:01:06.356975,27.0,384.0,108.0,6.0,340.0,429.0,COMPLETE
10,0.9387295241755826,2022-09-30 21:11:45.029445,2022-09-30 21:13:10.325122,0 days 00:01:25.295677,24.0,400.0,64.0,6.0,503.0,544.0,COMPLETE
206,0.9387282083797099,2022-10-01 01:05:20.166455,2022-10-01 01:06:26.400852,0 days 00:01:06.234397,19.0,397.0,72.0,29.0,362.0,426.0,COMPLETE
145,0.9387229699189545,2022-09-30 23:54:13.127376,2022-09-30 23:55:19.447310,0 days 00:01:06.319934,22.0,395.0,114.0,15.0,310.0,426.0,COMPLETE
258,0.9387223922741047,2022-10-01 02:01:14.836619,2022-10-01 02:02:16.967899,0 days 00:01:02.131280,26.0,400.0,112.0,28.0,501.0,395.0,COMPLETE
126,0.9387218061766632,2022-09-30 23:32:12.569214,2022-09-30 23:33:17.853567,0 days 00:01:05.284353,25.0,389.0,87.0,6.0,395.0,419.0,COMPLETE
103,0.9387186161335822,2022-09-30 23:04:35.118493,2022-09-30 23:05:52.041341,0 days 00:01:16.922848,22.0,395.0,108.0,20.0,445.0,492.0,COMPLETE
141,0.9387180217423092,2022-09-30 23:49:33.160780,2022-09-30 23:50:45.868038,0 days 00:01:12.707258,23.0,384.0,118.0,11.0,355.0,469.0,COMPLETE
222,0.9387152380969823,2022-10-01 01:22:37.319046,2022-10-01 01:23:44.376943,0 days 00:01:07.057897,20.0,394.0,113.0,36.0,342.0,431.0,COMPLETE
262,0.9387138531858454,2022-10-01 02:05:33.578089,2022-10-01 02:06:35.239166,0 days 00:01:01.661077,25.0,390.0,116.0,28.0,203.0,402.0,COMPLETE
38,0.9387101406313662,2022-09-30 21:46:32.632256,2022-09-30 21:48:12.594065,0 days 00:01:39.961809,17.0,394.0,110.0,17.0,308.0,647.0,COMPLETE
147,0.9387085649620996,2022-09-30 23:56:35.079997,2022-09-30 23:57:48.598435,0 days 00:01:13.518438,23.0,381.0,117.0,10.0,384.0,473.0,COMPLETE
151,0.9387085179637199,2022-10-01 00:01:10.949271,2022-10-01 00:02:20.471058,0 days 00:01:09.521787,20.0,400.0,106.0,12.0,350.0,447.0,COMPLETE
256,0.9387067902408721,2022-10-01 01:59:11.322663,2022-10-01 02:00:10.918378,0 days 00:00:59.595715,24.0,397.0,111.0,29.0,479.0,379.0,COMPLETE
202,0.9387065054859829,2022-10-01 01:00:50.132036,2022-10-01 01:01:59.136611,0 days 00:01:09.004575,18.0,400.0,111.0,14.0,327.0,445.0,COMPLETE
114,0.9387033099136808,2022-09-30 23:18:31.487090,2022-09-30 23:19:47.091847,0 days 00:01:15.604757,22.0,395.0,117.0,10.0,387.0,484.0,COMPLETE
81,0.9387006202651134,2022-09-30 22:38:04.541885,2022-09-30 22:39:14.189740,0 days 00:01:09.647855,20.0,393.0,101.0,13.0,440.0,445.0,COMPLETE
143,0.9386921807028348,2022-09-30 23:51:54.542532,2022-09-30 23:53:06.190955,0 days 00:01:11.648423,22.0,393.0,119.0,13.0,377.0,459.0,COMPLETE
280,0.9386906409735055,2022-10-01 02:26:17.478897,2022-10-01 02:27:23.107835,0 days 00:01:05.628938,27.0,387.0,118.0,13.0,353.0,422.0,COMPLETE
62,0.9386870390034493,2022-09-30 22:15:40.624393,2022-09-30 22:16:41.789404,0 days 00:01:01.165011,22.0,391.0,108.0,14.0,347.0,394.0,COMPLETE
47,0.93868395401557,2022-09-30 21:57:56.323158,2022-09-30 21:59:10.266508,0 days 00:01:13.943350,27.0,398.0,92.0,7.0,512.0,470.0,COMPLETE
267,0.9386838351373156,2022-10-01 02:11:40.571640,2022-10-01 02:12:48.447034,0 days 00:01:07.875394,24.0,395.0,80.0,28.0,328.0,436.0,COMPLETE
122,0.9386834480918352,2022-09-30 23:27:47.042018,2022-09-30 23:28:56.616137,0 days 00:01:09.574119,22.0,398.0,112.0,8.0,354.0,444.0,COMPLETE
157,0.9386805759789701,2022-10-01 00:08:04.165194,2022-10-01 00:09:15.004360,0 days 00:01:10.839166,20.0,388.0,115.0,13.0,320.0,458.0,COMPLETE
71,0.9386793569444676,2022-09-30 22:26:14.841039,2022-09-30 22:27:24.263110,0 days 00:01:09.422071,22.0,392.0,118.0,11.0,362.0,446.0,COMPLETE
89,0.9386757190344739,2022-09-30 22:47:12.200020,2022-09-30 22:48:17.451705,0 days 00:01:05.251685,21.0,388.0,65.0,8.0,505.0,417.0,COMPLETE
253,0.9386742124804714,2022-10-01 01:55:57.071135,2022-10-01 01:57:02.437412,0 days 00:01:05.366277,23.0,394.0,114.0,25.0,483.0,416.0,COMPLETE
51,0.9386719152478458,2022-09-30 22:02:18.680432,2022-09-30 22:03:30.252084,0 days 00:01:11.571652,23.0,389.0,120.0,12.0,457.0,457.0,COMPLETE
82,0.9386668481929458,2022-09-30 22:39:14.189936,2022-09-30 22:40:20.200007,0 days 00:01:06.010071,24.0,396.0,116.0,11.0,462.0,420.0,COMPLETE
135,0.9386632213413942,2022-09-30 23:42:28.888983,2022-09-30 23:43:45.420759,0 days 00:01:16.531776,23.0,393.0,117.0,10.0,345.0,493.0,COMPLETE
284,0.9386570651886886,2022-10-01 02:30:44.179133,2022-10-01 02:31:55.016703,0 days 00:01:10.837570,24.0,400.0,112.0,25.0,335.0,455.0,COMPLETE
169,0.9386517520834479,2022-10-01 00:22:34.141368,2022-10-01 00:23:45.346155,0 days 00:01:11.204787,17.0,393.0,54.0,12.0,253.0,468.0,COMPLETE
101,0.9386457341612706,2022-09-30 23:01:53.019522,2022-09-30 23:03:16.521814,0 days 00:01:23.502292,23.0,397.0,113.0,16.0,421.0,535.0,COMPLETE
272,0.938640957390481,2022-10-01 02:17:06.435034,2022-10-01 02:18:10.535805,0 days 00:01:04.100771,25.0,395.0,110.0,17.0,361.0,412.0,COMPLETE
57,0.9386343671939155,2022-09-30 22:09:37.009739,2022-09-30 22:10:40.251289,0 days 00:01:03.241550,25.0,399.0,100.0,19.0,200.0,413.0,COMPLETE
209,0.9386327362324375,2022-10-01 01:08:37.421341,2022-10-01 01:09:40.816644,0 days 00:01:03.395303,20.0,392.0,113.0,34.0,358.0,406.0,COMPLETE
73,0.9386323491869575,2022-09-30 22:28:34.953784,2022-09-30 22:29:56.902618,0 days 00:01:21.948834,24.0,386.0,101.0,13.0,433.0,522.0,COMPLETE
171,0.9386307652238591,2022-10-01 00:24:56.213561,2022-10-01 00:26:06.650758,0 days 00:01:10.437197,22.0,396.0,115.0,11.0,324.0,453.0,COMPLETE
278,0.9386306380517728,2022-10-01 02:24:08.315201,2022-10-01 02:25:16.719716,0 days 00:01:08.404515,22.0,395.0,110.0,16.0,485.0,436.0,COMPLETE
288,0.9386129739365727,2022-10-01 02:35:22.308950,2022-10-01 02:36:16.364881,0 days 00:00:54.055931,25.0,398.0,113.0,31.0,262.0,351.0,COMPLETE
192,0.9386126725940201,2022-10-01 00:49:43.143563,2022-10-01 00:50:53.182774,0 days 00:01:10.039211,20.0,398.0,114.0,12.0,348.0,449.0,COMPLETE
242,0.9386060436929067,2022-10-01 01:44:37.716830,2022-10-01 01:45:34.735436,0 days 00:00:57.018606,25.0,398.0,111.0,25.0,480.0,361.0,COMPLETE
52,0.9385978833562959,2022-09-30 22:03:30.252295,2022-09-30 22:04:39.434376,0 days 00:01:09.182081,22.0,395.0,112.0,10.0,478.0,440.0,COMPLETE
164,0.9385977257734932,2022-10-01 00:16:36.669680,2022-10-01 00:17:49.068033,0 days 00:01:12.398353,19.0,392.0,114.0,39.0,360.0,465.0,COMPLETE
