iteration,recall,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
86,0.9068921778699193,2022-09-22 05:10:48.714890,2022-09-22 05:12:03.288616,0 days 00:01:14.573726,28,291,76,15,177,499,COMPLETE
53,0.9068491245268272,2022-09-22 04:33:23.267450,2022-09-22 04:34:35.554767,0 days 00:01:12.287317,27,278,88,10,472,474,COMPLETE
78,0.9068425009355823,2022-09-22 05:02:00.196657,2022-09-22 05:03:13.670892,0 days 00:01:13.474235,29,287,78,17,223,491,COMPLETE
84,0.906819318366225,2022-09-22 05:08:28.152668,2022-09-22 05:09:37.128782,0 days 00:01:08.976114,30,286,69,18,281,457,COMPLETE
45,0.9068060711837351,2022-09-22 04:24:27.560686,2022-09-22 04:25:32.474376,0 days 00:01:04.913690,25,279,94,4,511,422,COMPLETE
71,0.9067895122056228,2022-09-22 04:53:23.440498,2022-09-22 04:54:37.909782,0 days 00:01:14.469284,27,286,89,10,475,486,COMPLETE
47,0.9067895122056228,2022-09-22 04:26:37.536885,2022-09-22 04:27:47.668491,0 days 00:01:10.131606,25,276,94,6,452,461,COMPLETE
52,0.9067762650231329,2022-09-22 04:32:11.952018,2022-09-22 04:33:23.267233,0 days 00:01:11.315215,27,280,90,9,472,467,COMPLETE
33,0.9067729532275104,2022-09-22 04:11:46.457866,2022-09-22 04:12:38.956312,0 days 00:00:52.498446,25,295,78,7,481,340,COMPLETE
30,0.9067630178406431,2022-09-22 04:09:07.461091,2022-09-22 04:09:59.162986,0 days 00:00:51.701895,30,290,81,12,484,334,COMPLETE
85,0.9067166527019285,2022-09-22 05:09:37.129008,2022-09-22 05:10:48.714667,0 days 00:01:11.585659,29,295,66,17,252,477,COMPLETE
61,0.9066901583369487,2022-09-22 04:42:14.563665,2022-09-22 04:43:25.502527,0 days 00:01:10.938862,27,278,91,9,473,465,COMPLETE
98,0.9066868465413263,2022-09-22 05:25:01.942282,2022-09-22 05:26:14.451454,0 days 00:01:12.509172,27,281,64,21,323,480,COMPLETE
31,0.9066272342201218,2022-09-22 04:09:59.163177,2022-09-22 04:10:51.791271,0 days 00:00:52.628094,23,290,82,12,494,341,COMPLETE
64,0.9065908044682747,2022-09-22 04:45:44.948957,2022-09-22 04:47:00.750898,0 days 00:01:15.801941,27,266,98,4,437,500,COMPLETE
93,0.9065609983076724,2022-09-22 05:19:08.335585,2022-09-22 05:20:18.663805,0 days 00:01:10.328220,28,291,67,24,185,471,COMPLETE
40,0.9065576865120499,2022-09-22 04:18:36.368028,2022-09-22 04:19:51.778092,0 days 00:01:15.410064,27,299,85,5,423,493,COMPLETE
68,0.9065311921470702,2022-09-22 04:50:10.925015,2022-09-22 04:51:21.054305,0 days 00:01:10.129290,26,300,74,13,493,457,COMPLETE
87,0.9065146331689579,2022-09-22 05:12:03.289208,2022-09-22 05:13:10.137235,0 days 00:01:06.848027,30,300,80,19,218,446,COMPLETE
89,0.9064550208477534,2022-09-22 05:14:20.432954,2022-09-22 05:15:33.164905,0 days 00:01:12.731951,30,272,83,13,151,489,COMPLETE
36,0.906451709052131,2022-09-22 04:14:31.566919,2022-09-22 04:15:35.092577,0 days 00:01:03.525658,28,299,92,9,469,413,COMPLETE
97,0.9064152793002839,2022-09-22 05:23:55.358764,2022-09-22 05:25:01.942066,0 days 00:01:06.583302,28,295,76,23,372,437,COMPLETE
13,0.9063755377528142,2022-09-22 03:57:11.918990,2022-09-22 03:57:52.765511,0 days 00:00:40.846521,22,273,49,30,439,266,COMPLETE
95,0.9063722259571917,2022-09-22 05:21:32.152710,2022-09-22 05:22:41.457868,0 days 00:01:09.305158,29,288,70,24,484,453,COMPLETE
67,0.9063689141615693,2022-09-22 04:49:09.427113,2022-09-22 04:50:10.924784,0 days 00:01:01.497671,24,294,88,14,512,399,COMPLETE
51,0.9063490433878344,2022-09-22 04:31:05.559691,2022-09-22 04:32:11.951807,0 days 00:01:06.392116,25,267,97,7,512,435,COMPLETE
63,0.906345731592212,2022-09-22 04:44:36.883115,2022-09-22 04:45:44.948748,0 days 00:01:08.065633,28,279,94,8,467,445,COMPLETE
62,0.9063424197965895,2022-09-22 04:43:25.502959,2022-09-22 04:44:36.882885,0 days 00:01:11.379926,29,285,90,11,453,467,COMPLETE
2,0.9063291726140996,2022-09-22 03:50:01.878956,2022-09-22 03:50:39.831203,0 days 00:00:37.952247,23,295,52,15,354,244,COMPLETE
34,0.9063126136359873,2022-09-22 04:12:38.956551,2022-09-22 04:13:40.204976,0 days 00:01:01.248425,30,294,79,7,487,399,COMPLETE
38,0.9062993664534974,2022-09-22 04:16:38.818707,2022-09-22 04:17:34.887630,0 days 00:00:56.068923,29,289,81,5,494,365,COMPLETE
55,0.9062430659279155,2022-09-22 04:35:49.126905,2022-09-22 04:36:51.052417,0 days 00:01:01.925512,28,275,97,3,427,407,COMPLETE
88,0.906239754132293,2022-09-22 05:13:10.137528,2022-09-22 05:14:20.432741,0 days 00:01:10.295213,29,282,74,14,297,468,COMPLETE
65,0.906233130541048,2022-09-22 04:47:00.751085,2022-09-22 04:47:58.655429,0 days 00:00:57.904344,25,284,84,6,131,389,COMPLETE
17,0.906233130541048,2022-09-22 04:00:17.865280,2022-09-22 04:00:53.969152,0 days 00:00:36.103872,22,275,57,18,433,233,COMPLETE
49,0.9060874115336595,2022-09-22 04:28:56.367173,2022-09-22 04:30:07.911924,0 days 00:01:11.544751,26,251,92,2,446,472,COMPLETE
43,0.9060708525555471,2022-09-22 04:22:14.667903,2022-09-22 04:23:24.255628,0 days 00:01:09.587725,29,254,76,2,496,458,COMPLETE
58,0.9060509817818123,2022-09-22 04:38:53.578447,2022-09-22 04:39:57.389299,0 days 00:01:03.810852,27,269,87,10,406,420,COMPLETE
14,0.9059814340737404,2022-09-22 03:57:52.765678,2022-09-22 03:58:31.369098,0 days 00:00:38.603420,22,274,42,30,441,250,COMPLETE
11,0.9059582515043831,2022-09-22 03:55:46.371617,2022-09-22 03:56:31.162449,0 days 00:00:44.790832,16,247,50,13,511,291,COMPLETE
48,0.9059516279131382,2022-09-22 04:27:47.668689,2022-09-22 04:28:56.366994,0 days 00:01:08.698305,25,276,95,4,455,450,COMPLETE
41,0.9059516279131382,2022-09-22 04:19:51.778315,2022-09-22 04:21:04.481863,0 days 00:01:12.703548,27,290,85,5,464,475,COMPLETE
25,0.9058953273875563,2022-09-22 04:05:57.528822,2022-09-22 04:06:45.520556,0 days 00:00:47.991734,18,260,46,23,402,314,COMPLETE
99,0.9057297376064328,2022-09-22 05:26:14.451859,2022-09-22 05:27:25.261180,0 days 00:01:10.809321,28,273,77,18,380,467,COMPLETE
29,0.9057198022195654,2022-09-22 04:08:33.943601,2022-09-22 04:09:07.460853,0 days 00:00:33.517252,26,283,70,21,378,216,COMPLETE
54,0.9056866842633408,2022-09-22 04:34:35.555029,2022-09-22 04:35:49.126694,0 days 00:01:13.571665,27,241,94,10,497,486,COMPLETE
94,0.9056767488764733,2022-09-22 05:20:18.664040,2022-09-22 05:21:32.152448,0 days 00:01:13.488408,29,283,63,21,244,493,COMPLETE
56,0.9056370073290038,2022-09-22 04:36:51.052618,2022-09-22 04:37:59.314359,0 days 00:01:08.261741,26,257,89,14,449,450,COMPLETE
32,0.9056270719421363,2022-09-22 04:10:51.791505,2022-09-22 04:11:46.457449,0 days 00:00:54.665944,30,291,89,12,483,354,COMPLETE
69,0.9055873303946667,2022-09-22 04:51:21.054496,2022-09-22 04:52:17.844188,0 days 00:00:56.789692,25,270,93,11,502,371,COMPLETE
22,0.9055244062778398,2022-09-22 04:04:25.143592,2022-09-22 04:05:01.440121,0 days 00:00:36.296529,23,282,54,26,417,234,COMPLETE
23,0.9053853108616962,2022-09-22 04:05:01.440315,2022-09-22 04:05:34.534801,0 days 00:00:33.094486,22,267,63,11,311,216,COMPLETE
24,0.9053455693142265,2022-09-22 04:05:34.535002,2022-09-22 04:05:57.528620,0 days 00:00:22.993618,24,299,71,19,463,144,COMPLETE
46,0.905342257518604,2022-09-22 04:25:32.474598,2022-09-22 04:26:37.536677,0 days 00:01:05.062079,25,261,100,3,507,426,COMPLETE
35,0.905342257518604,2022-09-22 04:13:40.205339,2022-09-22 04:14:31.566712,0 days 00:00:51.361373,26,263,86,7,485,334,COMPLETE
10,0.9052362800586851,2022-09-22 03:54:58.350749,2022-09-22 03:55:46.371444,0 days 00:00:48.020695,16,243,48,10,512,314,COMPLETE
18,0.9051766677374806,2022-09-22 04:00:53.969332,2022-09-22 04:01:52.459518,0 days 00:00:58.490186,26,281,76,9,301,389,COMPLETE
12,0.9051269908031435,2022-09-22 03:56:31.162618,2022-09-22 03:57:11.918793,0 days 00:00:40.756175,16,255,49,15,511,265,COMPLETE
3,0.9047726286715394,2022-09-22 03:50:39.831401,2022-09-22 03:51:08.248736,0 days 00:00:28.417335,20,299,31,20,172,186,COMPLETE
21,0.904656715824753,2022-09-22 04:03:48.981437,2022-09-22 04:04:25.143381,0 days 00:00:36.161944,22,271,58,18,451,232,COMPLETE
20,0.9046335332553957,2022-09-22 04:03:07.209036,2022-09-22 04:03:48.981233,0 days 00:00:41.772197,21,192,55,17,389,279,COMPLETE
19,0.9045043732261194,2022-09-22 04:01:52.459725,2022-09-22 04:03:07.208832,0 days 00:01:14.749107,18,221,38,26,460,500,COMPLETE
28,0.9045043732261194,2022-09-22 04:07:48.922263,2022-09-22 04:08:33.943433,0 days 00:00:45.021170,21,237,60,22,275,300,COMPLETE
70,0.9042692357369242,2022-09-22 04:52:17.844389,2022-09-22 04:53:23.440306,0 days 00:01:05.595917,26,230,68,3,480,435,COMPLETE
16,0.9042096234157198,2022-09-22 03:59:28.224325,2022-09-22 04:00:17.865114,0 days 00:00:49.640789,27,213,41,30,268,337,COMPLETE
15,0.9040539690214637,2022-09-22 03:58:31.369398,2022-09-22 03:59:28.224134,0 days 00:00:56.854736,23,224,59,24,413,379,COMPLETE
26,0.9039579269484121,2022-09-22 04:06:45.520759,2022-09-22 04:07:25.035205,0 days 00:00:39.514446,21,233,53,16,478,259,COMPLETE
60,0.9038552612841156,2022-09-22 04:41:02.541494,2022-09-22 04:42:14.563286,0 days 00:01:12.021792,24,205,87,8,469,482,COMPLETE
27,0.9037261012548393,2022-09-22 04:07:25.035404,2022-09-22 04:07:48.922060,0 days 00:00:23.886656,24,284,37,28,435,151,COMPLETE
9,0.9037095422767271,2022-09-22 03:54:27.246972,2022-09-22 03:54:58.350567,0 days 00:00:31.103595,20,249,65,3,351,202,COMPLETE
83,0.9026895092250067,2022-09-22 05:08:11.959840,2022-09-22 05:08:28.152420,0 days 00:00:16.192580,29,295,76,20,328,102,COMPLETE
1,0.9019774731661759,2022-09-22 03:49:08.523049,2022-09-22 03:50:01.878722,0 days 00:00:53.355673,19,180,96,7,360,361,COMPLETE
59,0.9019277962318389,2022-09-22 04:39:57.389547,2022-09-22 04:41:02.541268,0 days 00:01:05.151721,26,176,94,4,502,440,COMPLETE
6,0.901702594129511,2022-09-22 03:51:49.767144,2022-09-22 03:52:56.091695,0 days 00:01:06.324551,24,180,31,13,376,454,COMPLETE
0,0.9011760186255385,2022-09-22 03:48:46.774345,2022-09-22 03:49:08.522838,0 days 00:00:21.748493,29,296,73,20,171,106,COMPLETE
92,0.9007587323771076,2022-09-22 05:17:59.172212,2022-09-22 05:19:08.335377,0 days 00:01:09.163165,28,130,72,22,490,479,COMPLETE
39,0.8997287639385199,2022-09-22 04:17:34.887832,2022-09-22 04:18:36.367841,0 days 00:01:01.480009,28,156,96,8,202,429,COMPLETE
7,0.8986987954999321,2022-09-22 03:52:56.091880,2022-09-22 03:53:59.961781,0 days 00:01:03.869901,25,145,83,26,338,442,COMPLETE
8,0.8974767429152413,2022-09-22 03:53:59.961952,2022-09-22 03:54:27.246681,0 days 00:00:27.284729,28,145,100,14,163,187,COMPLETE
57,0.8957413620090677,2022-09-22 04:37:59.314584,2022-09-22 04:38:53.578205,0 days 00:00:54.263621,28,112,99,6,363,382,COMPLETE
50,0.893820520548036,2022-09-22 04:30:07.912111,2022-09-22 04:31:05.559466,0 days 00:00:57.647355,24,100,91,6,345,411,COMPLETE
4,0.8930753665329805,2022-09-22 03:51:08.248904,2022-09-22 03:51:32.433165,0 days 00:00:24.184261,25,120,89,22,133,167,COMPLETE
5,0.8864815814486456,2022-09-22 03:51:32.433444,2022-09-22 03:51:49.766928,0 days 00:00:17.333484,29,104,66,5,248,119,COMPLETE
