iteration,precision,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
221,0.9668798273152657,2022-09-28 17:49:32.265255,2022-09-28 17:50:59.708681,0 days 00:01:27.443426,33.0,397.0,147.0,30.0,529.0,448.0,COMPLETE
203,0.9668692923579157,2022-09-28 17:22:46.026793,2022-09-28 17:24:13.414118,0 days 00:01:27.387325,32.0,395.0,150.0,34.0,520.0,449.0,COMPLETE
25,0.9668551216870943,2022-09-28 13:13:16.923464,2022-09-28 13:14:56.415331,0 days 00:01:39.491867,50.0,399.0,149.0,21.0,144.0,525.0,COMPLETE
207,0.9668524597077449,2022-09-28 17:28:41.918942,2022-09-28 17:30:13.909749,0 days 00:01:31.990807,33.0,395.0,148.0,31.0,514.0,473.0,COMPLETE
173,0.9668411928731421,2022-09-28 16:38:59.054747,2022-09-28 16:40:27.645461,0 days 00:01:28.590714,31.0,395.0,138.0,10.0,538.0,455.0,COMPLETE
270,0.9668334338167113,2022-09-28 19:11:49.941276,2022-09-28 19:12:59.075963,0 days 00:01:09.134687,35.0,395.0,146.0,34.0,469.0,443.0,COMPLETE
125,0.966819676744227,2022-09-28 15:30:27.695770,2022-09-28 15:31:57.846635,0 days 00:01:30.150865,27.0,384.0,148.0,29.0,433.0,465.0,COMPLETE
76,0.966815349087343,2022-09-28 14:21:12.430809,2022-09-28 14:22:40.073245,0 days 00:01:27.642436,30.0,389.0,147.0,16.0,477.0,451.0,COMPLETE
285,0.9668098068664989,2022-09-28 19:24:11.107557,2022-09-28 19:24:50.504475,0 days 00:00:39.396918,31.0,395.0,150.0,31.0,503.0,249.0,COMPLETE
89,0.9668043514974105,2022-09-28 14:40:34.410536,2022-09-28 14:41:59.137675,0 days 00:01:24.727139,24.0,374.0,137.0,24.0,600.0,435.0,COMPLETE
36,0.9668015197354535,2022-09-28 13:28:25.386291,2022-09-28 13:29:27.729593,0 days 00:01:02.343302,38.0,376.0,142.0,7.0,469.0,320.0,COMPLETE
183,0.9667927552943162,2022-09-28 16:52:56.097701,2022-09-28 16:54:17.334089,0 days 00:01:21.236388,31.0,395.0,137.0,22.0,559.0,416.0,COMPLETE
164,0.9667696030501058,2022-09-28 16:26:07.197300,2022-09-28 16:27:27.065240,0 days 00:01:19.867940,30.0,388.0,139.0,2.0,481.0,412.0,COMPLETE
218,0.9667686034658511,2022-09-28 17:45:07.839351,2022-09-28 17:46:38.391216,0 days 00:01:30.551865,32.0,397.0,148.0,32.0,493.0,466.0,COMPLETE
24,0.9667606584582065,2022-09-28 13:11:53.180996,2022-09-28 13:13:16.923274,0 days 00:01:23.742278,44.0,400.0,147.0,23.0,166.0,442.0,COMPLETE
144,0.9667415035538738,2022-09-28 15:57:23.533987,2022-09-28 15:58:48.535716,0 days 00:01:25.001729,30.0,386.0,148.0,26.0,512.0,438.0,COMPLETE
293,0.9667298638324265,2022-09-28 19:31:09.638933,2022-09-28 19:32:19.055402,0 days 00:01:09.416469,31.0,394.0,100.0,29.0,478.0,446.0,COMPLETE
113,0.9667054739352329,2022-09-28 15:13:19.697868,2022-09-28 15:14:46.704477,0 days 00:01:27.006609,30.0,395.0,145.0,23.0,554.0,445.0,COMPLETE
290,0.9667049570818476,2022-09-28 19:28:01.392134,2022-09-28 19:29:08.341182,0 days 00:01:06.949048,35.0,395.0,144.0,29.0,471.0,428.0,COMPLETE
201,0.9666999479686686,2022-09-28 17:19:20.766873,2022-09-28 17:21:16.032770,0 days 00:01:55.265897,33.0,397.0,148.0,32.0,506.0,592.0,COMPLETE
