iteration,f1_weighted,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
98,0.9751293605312149,2022-09-21 12:50:23.145202,2022-09-21 12:51:13.936928,0 days 00:00:50.791726,24,285,100,28,181,293,COMPLETE
37,0.9750297168720501,2022-09-21 11:37:21.247599,2022-09-21 11:38:44.695069,0 days 00:01:23.447470,20,299,96,30,200,484,COMPLETE
85,0.9750266749776714,2022-09-21 12:40:00.874559,2022-09-21 12:40:49.928593,0 days 00:00:49.054034,20,296,92,29,161,283,COMPLETE
38,0.9749800782914474,2022-09-21 11:38:44.695325,2022-09-21 11:40:08.709199,0 days 00:01:24.013874,20,299,95,29,199,487,COMPLETE
97,0.9749584282383267,2022-09-21 12:49:33.966415,2022-09-21 12:50:23.144932,0 days 00:00:49.178517,23,300,94,30,228,282,COMPLETE
45,0.9749272243899578,2022-09-21 11:48:12.834558,2022-09-21 11:49:35.479192,0 days 00:01:22.644634,23,299,96,30,195,478,COMPLETE
46,0.9749222561874369,2022-09-21 11:49:35.479438,2022-09-21 11:50:59.115355,0 days 00:01:23.635917,23,292,96,30,194,485,COMPLETE
43,0.9749155151655723,2022-09-21 11:45:33.701977,2022-09-21 11:46:55.904121,0 days 00:01:22.202144,22,288,100,25,164,479,COMPLETE
74,0.9749087294876838,2022-09-21 12:25:34.689830,2022-09-21 12:26:53.105699,0 days 00:01:18.415869,22,294,93,27,174,455,COMPLETE
88,0.974890721859633,2022-09-21 12:42:20.535542,2022-09-21 12:43:08.746600,0 days 00:00:48.211058,23,288,92,27,161,279,COMPLETE
56,0.9748872350557728,2022-09-21 12:02:58.793632,2022-09-21 12:04:17.305632,0 days 00:01:18.512000,21,276,90,24,510,444,COMPLETE
42,0.9748791319862973,2022-09-21 11:44:10.729594,2022-09-21 11:45:33.701463,0 days 00:01:22.971869,22,300,90,30,162,480,COMPLETE
41,0.9748758171736612,2022-09-21 11:42:51.678447,2022-09-21 11:44:10.729346,0 days 00:01:19.050899,20,300,88,28,154,460,COMPLETE
80,0.9748739916728096,2022-09-21 12:33:27.663499,2022-09-21 12:34:44.249898,0 days 00:01:16.586399,24,294,91,28,268,442,COMPLETE
73,0.9748508999989016,2022-09-21 12:24:11.416026,2022-09-21 12:25:34.689564,0 days 00:01:23.273538,28,300,100,28,147,483,COMPLETE
81,0.9748391412481814,2022-09-21 12:34:44.250166,2022-09-21 12:36:03.285172,0 days 00:01:19.035006,19,287,89,27,174,461,COMPLETE
35,0.9748343016979999,2022-09-21 11:34:37.347075,2022-09-21 11:36:00.104125,0 days 00:01:22.757050,19,284,87,28,237,479,COMPLETE
84,0.9748310029005751,2022-09-21 12:38:39.020931,2022-09-21 12:40:00.874278,0 days 00:01:21.853347,22,290,55,30,232,476,COMPLETE
31,0.9748208608512022,2022-09-21 11:30:16.114776,2022-09-21 11:31:28.693888,0 days 00:01:12.579112,17,300,78,29,313,412,COMPLETE
40,0.9748027903703963,2022-09-21 11:41:32.271326,2022-09-21 11:42:51.678199,0 days 00:01:19.406873,20,297,87,28,134,461,COMPLETE
55,0.9747944588080203,2022-09-21 12:01:33.119282,2022-09-21 12:02:58.793385,0 days 00:01:25.674103,23,298,100,29,129,499,COMPLETE
44,0.9747696132484722,2022-09-21 11:46:55.904363,2022-09-21 11:48:12.834308,0 days 00:01:16.929945,22,290,99,24,155,448,COMPLETE
75,0.9747628618597116,2022-09-21 12:26:53.105955,2022-09-21 12:28:10.374748,0 days 00:01:17.268793,22,282,96,27,214,448,COMPLETE
99,0.9747380120046688,2022-09-21 12:51:13.937321,2022-09-21 12:52:04.467918,0 days 00:00:50.530597,25,286,99,28,226,290,COMPLETE
61,0.974735085105308,2022-09-21 12:09:17.088130,2022-09-21 12:10:39.211700,0 days 00:01:22.123570,22,300,90,29,205,476,COMPLETE
50,0.9747184303472095,2022-09-21 11:54:55.679268,2022-09-21 11:56:08.594183,0 days 00:01:12.914915,23,290,92,30,180,424,COMPLETE
54,0.9747116306754383,2022-09-21 12:00:09.996898,2022-09-21 12:01:33.119007,0 days 00:01:23.122109,21,276,95,26,207,486,COMPLETE
71,0.9747034244633367,2022-09-21 12:21:39.628716,2022-09-21 12:22:59.611682,0 days 00:01:19.982966,20,300,89,28,156,463,COMPLETE
63,0.97470148217425,2022-09-21 12:11:56.590780,2022-09-21 12:13:19.892325,0 days 00:01:23.301545,22,293,94,28,186,485,COMPLETE
52,0.9746933253568668,2022-09-21 11:57:31.587797,2022-09-21 11:58:49.989638,0 days 00:01:18.401841,22,291,97,27,224,454,COMPLETE
6,0.9746883325493856,2022-09-21 11:08:07.631647,2022-09-21 11:08:42.754883,0 days 00:00:35.123236,16,282,97,7,248,202,COMPLETE
83,0.9746783182119326,2022-09-21 12:37:13.681289,2022-09-21 12:38:39.020671,0 days 00:01:25.339382,20,295,96,28,141,494,COMPLETE
22,0.9746750482064483,2022-09-21 11:22:08.527352,2022-09-21 11:23:08.331145,0 days 00:00:59.803793,16,282,61,28,316,341,COMPLETE
12,0.9746734804821462,2022-09-21 11:12:44.907311,2022-09-21 11:13:54.454309,0 days 00:01:09.546998,16,275,74,2,299,398,COMPLETE
33,0.9746520554752064,2022-09-21 11:32:42.053768,2022-09-21 11:33:35.450415,0 days 00:00:53.396647,17,286,73,30,279,307,COMPLETE
60,0.9746501203167507,2022-09-21 12:08:09.766625,2022-09-21 12:09:17.087734,0 days 00:01:07.321109,21,288,93,22,146,391,COMPLETE
10,0.9746371016540372,2022-09-21 11:10:25.638649,2022-09-21 11:11:36.488271,0 days 00:01:10.849622,17,298,78,30,307,403,COMPLETE
67,0.9746337622500355,2022-09-21 12:17:19.583894,2022-09-21 12:18:37.787472,0 days 00:01:18.203578,25,293,95,26,147,455,COMPLETE
69,0.9746221803218431,2022-09-21 12:18:55.502281,2022-09-21 12:20:21.205180,0 days 00:01:25.702899,22,278,92,16,207,500,COMPLETE
72,0.9746190930191401,2022-09-21 12:22:59.611939,2022-09-21 12:24:11.415774,0 days 00:01:11.803835,20,288,86,30,194,417,COMPLETE
11,0.9746188245358547,2022-09-21 11:11:36.488502,2022-09-21 11:12:44.907079,0 days 00:01:08.418577,16,293,81,27,293,388,COMPLETE
86,0.9746153127345119,2022-09-21 12:40:49.928874,2022-09-21 12:41:38.241318,0 days 00:00:48.312444,21,280,82,29,192,280,COMPLETE
36,0.9746121823399202,2022-09-21 11:36:00.104358,2022-09-21 11:37:21.247310,0 days 00:01:21.142952,19,285,87,25,235,470,COMPLETE
91,0.9746121127263123,2022-09-21 12:44:48.043075,2022-09-21 12:45:33.739076,0 days 00:00:45.696001,22,295,91,29,160,264,COMPLETE
23,0.9746055483063297,2022-09-21 11:23:08.331531,2022-09-21 11:24:06.868284,0 days 00:00:58.536753,16,278,61,9,328,332,COMPLETE
64,0.9745974364653053,2022-09-21 12:13:19.892582,2022-09-21 12:14:44.498967,0 days 00:01:24.606385,23,283,90,30,223,492,COMPLETE
92,0.9745905693802595,2022-09-21 12:45:33.739847,2022-09-21 12:46:23.812230,0 days 00:00:50.072383,24,291,96,27,173,289,COMPLETE
87,0.9745790202643542,2022-09-21 12:41:38.241594,2022-09-21 12:42:20.535094,0 days 00:00:42.293500,19,296,49,30,128,244,COMPLETE
95,0.9745374093985807,2022-09-21 12:47:53.165033,2022-09-21 12:48:49.533501,0 days 00:00:56.368468,21,280,92,29,452,317,COMPLETE
77,0.9745274393574849,2022-09-21 12:29:24.755802,2022-09-21 12:30:48.050992,0 days 00:01:23.295190,23,270,98,25,187,488,COMPLETE
49,0.9745044779809064,2022-09-21 11:53:34.174072,2022-09-21 11:54:55.678878,0 days 00:01:21.504806,21,262,95,29,207,477,COMPLETE
76,0.9744997804352048,2022-09-21 12:28:10.375090,2022-09-21 12:29:24.755510,0 days 00:01:14.380420,22,295,93,29,176,433,COMPLETE
58,0.9744613412912287,2022-09-21 12:05:34.010698,2022-09-21 12:06:56.540879,0 days 00:01:22.530181,25,275,97,18,509,467,COMPLETE
28,0.9744444995139492,2022-09-21 11:27:39.182459,2022-09-21 11:28:43.993145,0 days 00:01:04.810686,16,283,58,2,324,370,COMPLETE
94,0.9744245752104128,2022-09-21 12:46:59.292913,2022-09-21 12:47:53.164750,0 days 00:00:53.871837,22,274,98,28,187,313,COMPLETE
21,0.9744133932815426,2022-09-21 11:20:57.031176,2022-09-21 11:22:08.527111,0 days 00:01:11.495935,17,295,76,23,294,406,COMPLETE
78,0.9743901256926802,2022-09-21 12:30:48.051287,2022-09-21 12:32:09.227711,0 days 00:01:21.176424,21,287,85,26,139,473,COMPLETE
53,0.9743817922354392,2022-09-21 11:58:49.990003,2022-09-21 12:00:09.996647,0 days 00:01:20.006644,24,292,84,30,167,464,COMPLETE
9,0.9743582720300846,2022-09-21 11:10:03.615760,2022-09-21 11:10:25.638421,0 days 00:00:22.022661,21,295,30,18,436,122,COMPLETE
