iteration,roc_weighted,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
83,0.8647313149108377,2022-06-11 06:58:01.609643,2022-06-11 06:59:19.739238,0 days 00:01:18.129595,23,289,98,9,361,281,COMPLETE
84,0.8644304690317276,2022-06-11 06:59:19.739424,2022-06-11 07:00:35.428077,0 days 00:01:15.688653,24,288,99,13,356,277,COMPLETE
41,0.8643602180519165,2022-06-11 06:01:23.771092,2022-06-11 06:02:45.515866,0 days 00:01:21.744774,23,299,90,9,175,301,COMPLETE
86,0.8638528157073272,2022-06-11 07:01:46.635790,2022-06-11 07:03:03.519838,0 days 00:01:16.884048,23,295,100,13,342,281,COMPLETE
28,0.8638265693705512,2022-06-11 05:43:47.744671,2022-06-11 05:45:02.542179,0 days 00:01:14.797508,25,288,97,13,259,272,COMPLETE
52,0.8636258616604007,2022-06-11 06:15:49.267517,2022-06-11 06:17:22.479272,0 days 00:01:33.211755,22,292,97,9,172,347,COMPLETE
89,0.863588034770632,2022-06-11 07:05:24.542988,2022-06-11 07:06:43.106037,0 days 00:01:18.563049,25,289,94,15,407,281,COMPLETE
81,0.8634352942621413,2022-06-11 06:55:21.195113,2022-06-11 06:56:41.628176,0 days 00:01:20.433063,24,295,98,11,366,293,COMPLETE
32,0.8633630620030177,2022-06-11 05:47:56.838964,2022-06-11 05:49:13.427318,0 days 00:01:16.588354,20,300,90,10,201,279,COMPLETE
31,0.8633413411381338,2022-06-11 05:46:42.382505,2022-06-11 05:47:56.838826,0 days 00:01:14.456321,25,286,95,13,156,278,COMPLETE
75,0.8632923650676041,2022-06-11 06:47:30.966702,2022-06-11 06:48:46.050559,0 days 00:01:15.083857,23,286,100,11,228,278,COMPLETE
53,0.8631774587405676,2022-06-11 06:17:22.479430,2022-06-11 06:18:44.502274,0 days 00:01:22.022844,19,272,91,6,172,306,COMPLETE
57,0.8631718366088827,2022-06-11 06:22:14.917504,2022-06-11 06:23:36.972449,0 days 00:01:22.054945,17,262,36,9,214,306,COMPLETE
42,0.8630800768044609,2022-06-11 06:02:45.516039,2022-06-11 06:04:13.542004,0 days 00:01:28.025965,25,300,90,11,181,324,COMPLETE
91,0.8630716984399234,2022-06-11 07:08:03.709088,2022-06-11 07:09:21.702299,0 days 00:01:17.993211,25,282,94,15,351,281,COMPLETE
54,0.8630089484968154,2022-06-11 06:18:44.502455,2022-06-11 06:20:04.342037,0 days 00:01:19.839582,19,273,92,6,147,297,COMPLETE
65,0.8629752011233364,2022-06-11 06:33:02.756208,2022-06-11 06:34:19.321619,0 days 00:01:16.565411,21,268,98,7,159,285,COMPLETE
74,0.8628248878497605,2022-06-11 06:46:04.286350,2022-06-11 06:47:30.966534,0 days 00:01:26.680184,26,277,93,8,211,318,COMPLETE
35,0.8626671832054608,2022-06-11 05:51:34.249245,2022-06-11 05:53:11.147716,0 days 00:01:36.898471,22,285,97,10,275,351,COMPLETE
90,0.8625932986649627,2022-06-11 07:06:43.106238,2022-06-11 07:08:03.708843,0 days 00:01:20.602605,24,295,99,16,399,288,COMPLETE
11,0.8625575627204857,2022-06-11 05:21:46.243761,2022-06-11 05:23:06.027427,0 days 00:01:19.783666,23,297,82,9,142,298,COMPLETE
73,0.8625500689754678,2022-06-11 06:44:41.534660,2022-06-11 06:46:04.286140,0 days 00:01:22.751480,25,300,96,13,195,302,COMPLETE
62,0.8625220533996525,2022-06-11 06:29:08.858755,2022-06-11 06:30:22.000671,0 days 00:01:13.141916,17,290,44,9,191,268,COMPLETE
64,0.8624542369464419,2022-06-11 06:31:44.193695,2022-06-11 06:33:02.756003,0 days 00:01:18.562308,19,279,59,6,205,288,COMPLETE
87,0.8623761559319896,2022-06-11 07:03:03.520037,2022-06-11 07:04:16.594761,0 days 00:01:13.074724,23,294,98,14,340,267,COMPLETE
79,0.8623266461149343,2022-06-11 06:52:12.576442,2022-06-11 06:54:20.228054,0 days 00:02:07.651612,20,253,95,12,215,471,COMPLETE
92,0.8622330074054938,2022-06-11 07:09:21.702608,2022-06-11 07:10:37.579054,0 days 00:01:15.876446,25,289,96,17,439,271,COMPLETE
19,0.862221214812228,2022-06-11 05:33:14.221048,2022-06-11 05:34:23.129927,0 days 00:01:08.908879,28,283,92,4,135,256,COMPLETE
25,0.8621550506403917,2022-06-11 05:40:54.982216,2022-06-11 05:42:07.995780,0 days 00:01:13.013564,25,257,95,14,156,275,COMPLETE
66,0.8620735408138402,2022-06-11 06:34:19.321795,2022-06-11 06:35:40.284047,0 days 00:01:20.962252,18,294,67,12,242,298,COMPLETE
43,0.8619595118146378,2022-06-11 06:04:13.542149,2022-06-11 06:05:39.550811,0 days 00:01:26.008662,25,299,76,11,173,316,COMPLETE
99,0.8619018356733184,2022-06-11 07:17:40.779377,2022-06-11 07:18:55.176009,0 days 00:01:14.396632,22,289,94,13,366,272,COMPLETE
21,0.8618989843578573,2022-06-11 05:35:30.817459,2022-06-11 05:36:56.312428,0 days 00:01:25.494969,28,274,94,5,133,324,COMPLETE
44,0.8618388663982518,2022-06-11 06:05:39.550971,2022-06-11 06:06:55.185623,0 days 00:01:15.634652,24,274,70,13,207,279,COMPLETE
72,0.8617628763290914,2022-06-11 06:43:30.394797,2022-06-11 06:44:41.534477,0 days 00:01:11.139680,26,293,87,11,142,266,COMPLETE
45,0.8615777190222436,2022-06-11 06:06:55.185776,2022-06-11 06:07:47.402512,0 days 00:00:52.216736,25,291,88,8,185,191,COMPLETE
78,0.8615585350582539,2022-06-11 06:50:57.682572,2022-06-11 06:52:12.576232,0 days 00:01:14.893660,22,281,100,14,165,277,COMPLETE
38,0.8615328370513742,2022-06-11 05:56:20.858670,2022-06-11 05:58:07.845062,0 days 00:01:46.986392,21,286,97,10,247,391,COMPLETE
