iteration,f1_weighted,datetime_start,datetime_complete,duration,alpha,solver,state
721,0.9430253281951559,2022-06-13 22:08:45.401069,2022-06-13 22:08:46.056900,0 days 00:00:00.655831,5.554056349848141,eig,COMPLETE
550,0.9430253281951559,2022-06-13 22:05:56.589281,2022-06-13 22:05:57.211349,0 days 00:00:00.622068,4.468570850755892,eig,COMPLETE
527,0.9430253281951559,2022-06-13 22:05:34.384298,2022-06-13 22:05:34.985305,0 days 00:00:00.601007,5.242964286746189,eig,COMPLETE
127,0.9430253281951559,2022-06-13 21:59:31.946410,2022-06-13 21:59:32.455713,0 days 00:00:00.509303,6.3292873727891,eig,COMPLETE
216,0.9430253281951559,2022-06-13 22:00:49.487383,2022-06-13 22:00:50.022459,0 days 00:00:00.535076,4.935813990508144,eig,COMPLETE
251,0.9430253281951559,2022-06-13 22:01:20.759671,2022-06-13 22:01:21.304791,0 days 00:00:00.545120,6.435625086825243,eig,COMPLETE
271,0.9430253281951559,2022-06-13 22:01:38.600387,2022-06-13 22:01:39.150028,0 days 00:00:00.549641,6.017790777687413,eig,COMPLETE
179,0.9430253281951559,2022-06-13 22:00:16.995535,2022-06-13 22:00:17.522244,0 days 00:00:00.526709,4.466526658489431,eig,COMPLETE
292,0.9430253281951559,2022-06-13 22:01:57.404713,2022-06-13 22:01:57.964026,0 days 00:00:00.559313,5.24486145287365,eig,COMPLETE
312,0.9430253281951559,2022-06-13 22:02:15.304064,2022-06-13 22:02:15.856188,0 days 00:00:00.552124,4.896526799964639,eig,COMPLETE
330,0.9430253281951559,2022-06-13 22:02:31.591791,2022-06-13 22:02:32.153199,0 days 00:00:00.561408,5.748414004574956,eig,COMPLETE
350,0.9430253281951559,2022-06-13 22:02:49.573125,2022-06-13 22:02:50.125736,0 days 00:00:00.552611,6.050250882072972,eig,COMPLETE
370,0.9430253281951559,2022-06-13 22:03:07.801104,2022-06-13 22:03:08.389231,0 days 00:00:00.588127,5.7930252234772635,eig,COMPLETE
389,0.9430253281951559,2022-06-13 22:03:25.138426,2022-06-13 22:03:25.705314,0 days 00:00:00.566888,6.476359513229287,eig,COMPLETE
409,0.9430253281951559,2022-06-13 22:03:43.602120,2022-06-13 22:03:44.181618,0 days 00:00:00.579498,5.145058425275235,eig,COMPLETE
150,0.9430253281951559,2022-06-13 21:59:51.730175,2022-06-13 21:59:52.246729,0 days 00:00:00.516554,5.266458899504446,eig,COMPLETE
428,0.9430253281951559,2022-06-13 22:04:01.042493,2022-06-13 22:04:01.633021,0 days 00:00:00.590528,6.367104258797038,eig,COMPLETE
448,0.9430253281951559,2022-06-13 22:04:19.779016,2022-06-13 22:04:20.381269,0 days 00:00:00.602253,5.987178215919326,eig,COMPLETE
470,0.9430253281951559,2022-06-13 22:04:40.410514,2022-06-13 22:04:41.009576,0 days 00:00:00.599062,4.956793417326466,eig,COMPLETE
487,0.9430253281951559,2022-06-13 22:04:56.311889,2022-06-13 22:04:56.906489,0 days 00:00:00.594600,5.0251522828682,eig,COMPLETE
507,0.9430253281951559,2022-06-13 22:05:15.277441,2022-06-13 22:05:15.883425,0 days 00:00:00.605984,4.746264768928857,eig,COMPLETE
817,0.9430253281951559,2022-06-13 22:10:23.378399,2022-06-13 22:10:24.236066,0 days 00:00:00.857667,4.881035285612998,eig,COMPLETE
837,0.9430253281951559,2022-06-13 22:10:44.210934,2022-06-13 22:10:44.906843,0 days 00:00:00.695909,5.290031202909068,eig,COMPLETE
663,0.9430253281951559,2022-06-13 22:07:47.170499,2022-06-13 22:07:47.814630,0 days 00:00:00.644131,6.695668063989143,eig,COMPLETE
914,0.9430253281951559,2022-06-13 22:12:04.875001,2022-06-13 22:12:05.579043,0 days 00:00:00.704042,5.415353830489661,eig,COMPLETE
971,0.9430253281951559,2022-06-13 22:13:05.720463,2022-06-13 22:13:06.443974,0 days 00:00:00.723511,6.125091575227929,eig,COMPLETE
954,0.9430253281951559,2022-06-13 22:12:47.522377,2022-06-13 22:12:48.227835,0 days 00:00:00.705458,5.921082775976414,eig,COMPLETE
29,0.9430253281951559,2022-06-13 21:58:10.564438,2022-06-13 21:58:11.088931,0 days 00:00:00.524493,5.448726928800518,eig,COMPLETE
990,0.9430253281951559,2022-06-13 22:13:26.037981,2022-06-13 22:13:26.764870,0 days 00:00:00.726889,4.854972234664407,eig,COMPLETE
8,0.9430253281951559,2022-06-13 21:57:53.555106,2022-06-13 21:57:54.024273,0 days 00:00:00.469167,2.5537875672202426,eig,COMPLETE
933,0.9430253281951559,2022-06-13 22:12:25.092125,2022-06-13 22:12:25.795582,0 days 00:00:00.703457,5.767855326615918,eig,COMPLETE
6,0.9430253281951559,2022-06-13 21:57:52.184600,2022-06-13 21:57:52.684422,0 days 00:00:00.499822,7.678864965890485,eig,COMPLETE
5,0.9430253281951559,2022-06-13 21:57:51.440051,2022-06-13 21:57:52.184482,0 days 00:00:00.744431,2.369330142036267,eig,COMPLETE
895,0.9430253281951559,2022-06-13 22:11:44.970311,2022-06-13 22:11:45.667688,0 days 00:00:00.697377,4.94841125566974,eig,COMPLETE
875,0.9430253281951559,2022-06-13 22:11:23.862319,2022-06-13 22:11:24.557529,0 days 00:00:00.695210,5.025910743402374,eig,COMPLETE
857,0.9430253281951559,2022-06-13 22:11:05.102267,2022-06-13 22:11:05.752923,0 days 00:00:00.650656,5.550824371939544,eig,COMPLETE
39,0.9430253281951559,2022-06-13 21:58:18.375538,2022-06-13 21:58:18.870705,0 days 00:00:00.495167,7.106711711634128,eig,COMPLETE
3,0.9430253281951559,2022-06-13 21:57:50.121986,2022-06-13 21:57:50.599330,0 days 00:00:00.477344,7.562882533160834,eig,COMPLETE
37,0.9430253281951559,2022-06-13 21:58:17.006204,2022-06-13 21:58:17.505339,0 days 00:00:00.499135,5.953181434490015,eig,COMPLETE
26,0.9430253281951559,2022-06-13 21:58:08.416815,2022-06-13 21:58:08.866228,0 days 00:00:00.449413,6.625147259323009,eig,COMPLETE
141,0.9659982567962028,2022-06-13 21:59:43.861991,2022-06-13 21:59:44.737268,0 days 00:00:00.875277,6.771498761598213,svd,COMPLETE
140,0.9659982567962028,2022-06-13 21:59:42.987139,2022-06-13 21:59:43.861831,0 days 00:00:00.874692,6.527877778139403,svd,COMPLETE
449,0.9659982567962028,2022-06-13 22:04:20.381692,2022-06-13 22:04:21.326354,0 days 00:00:00.944662,6.655450770511133,svd,COMPLETE
468,0.9659982567962028,2022-06-13 22:04:38.511821,2022-06-13 22:04:39.452181,0 days 00:00:00.940360,8.715248770619365,svd,COMPLETE
961,0.9659982567962028,2022-06-13 22:12:54.864983,2022-06-13 22:12:55.922115,0 days 00:00:01.057132,6.003018393207007,svd,COMPLETE
106,0.9659982567962028,2022-06-13 21:59:14.124841,2022-06-13 21:59:14.948845,0 days 00:00:00.824004,7.397537656527129,svd,COMPLETE
506,0.9659982567962028,2022-06-13 22:05:14.321908,2022-06-13 22:05:15.277047,0 days 00:00:00.955139,6.467567433448837,svd,COMPLETE
629,0.9659982567962028,2022-06-13 22:07:13.333960,2022-06-13 22:07:14.324149,0 days 00:00:00.990189,6.689175923576935,svd,COMPLETE
108,0.9659982567962028,2022-06-13 21:59:15.483646,2022-06-13 21:59:16.300931,0 days 00:00:00.817285,6.890206625797263,svd,COMPLETE
126,0.9659982567962028,2022-06-13 21:59:31.070759,2022-06-13 21:59:31.946234,0 days 00:00:00.875475,6.478152531970344,svd,COMPLETE
516,0.9659982567962028,2022-06-13 22:05:23.760270,2022-06-13 22:05:24.734108,0 days 00:00:00.973838,6.650250290636133,svd,COMPLETE
632,0.9659982567962028,2022-06-13 22:07:16.313120,2022-06-13 22:07:17.303186,0 days 00:00:00.990066,7.187267449201087,svd,COMPLETE
523,0.9659982567962028,2022-06-13 22:05:30.529578,2022-06-13 22:05:31.495118,0 days 00:00:00.965540,6.453551902051324,svd,COMPLETE
441,0.9659982567962028,2022-06-13 22:04:13.142966,2022-06-13 22:04:14.082202,0 days 00:00:00.939236,6.564180872998872,svd,COMPLETE
20,0.9659982567962028,2022-06-13 21:58:03.295018,2022-06-13 21:58:04.138726,0 days 00:00:00.843708,8.976296563540455,svd,COMPLETE
40,0.9659982567962028,2022-06-13 21:58:18.870821,2022-06-13 21:58:19.707251,0 days 00:00:00.836430,9.965761946790439,svd,COMPLETE
620,0.9659982567962028,2022-06-13 22:07:04.706609,2022-06-13 22:07:05.706993,0 days 00:00:01.000384,5.9560200283751605,svd,COMPLETE
511,0.9659982567962028,2022-06-13 22:05:18.798018,2022-06-13 22:05:19.758982,0 days 00:00:00.960964,6.833037251487552,svd,COMPLETE
426,0.9659982567962028,2022-06-13 22:03:59.179170,2022-06-13 22:04:00.111427,0 days 00:00:00.932257,6.575211010037437,svd,COMPLETE
436,0.9659982567962028,2022-06-13 22:04:08.437739,2022-06-13 22:04:09.352756,0 days 00:00:00.915017,6.436341002938035,svd,COMPLETE
1,0.9659982567962028,2022-06-13 21:57:48.487183,2022-06-13 21:57:49.320733,0 days 00:00:00.833550,9.44325278717112,svd,COMPLETE
232,0.9659982567962028,2022-06-13 22:01:03.640050,2022-06-13 22:01:04.540406,0 days 00:00:00.900356,9.104117886444481,svd,COMPLETE
996,0.9659982567962028,2022-06-13 22:13:32.368018,2022-06-13 22:13:33.444309,0 days 00:00:01.076291,6.604308696534853,svd,COMPLETE
266,0.9659982567962028,2022-06-13 22:01:34.075045,2022-06-13 22:01:34.971885,0 days 00:00:00.896840,6.604279229228733,svd,COMPLETE
274,0.9659982567962028,2022-06-13 22:01:40.952633,2022-06-13 22:01:41.867126,0 days 00:00:00.914493,6.5356952741382095,svd,COMPLETE
4,0.9659982567962028,2022-06-13 21:57:50.599467,2022-06-13 21:57:51.439911,0 days 00:00:00.840444,7.0068875573406775,svd,COMPLETE
291,0.9659982567962028,2022-06-13 22:01:56.494384,2022-06-13 22:01:57.404345,0 days 00:00:00.909961,6.7646261881792284,svd,COMPLETE
176,0.9659982567962028,2022-06-13 22:00:14.348559,2022-06-13 22:00:15.227548,0 days 00:00:00.878989,7.1289842683165725,svd,COMPLETE
302,0.9659982567962028,2022-06-13 22:02:06.164664,2022-06-13 22:02:07.081514,0 days 00:00:00.916850,6.435687666351167,svd,COMPLETE
7,0.9659982567962028,2022-06-13 21:57:52.684547,2022-06-13 21:57:53.555012,0 days 00:00:00.870465,8.101840790346998,svd,COMPLETE
339,0.9659982567962028,2022-06-13 22:02:39.471858,2022-06-13 22:02:40.387672,0 days 00:00:00.915814,9.756973137313716,svd,COMPLETE
343,0.9659982567962028,2022-06-13 22:02:43.120391,2022-06-13 22:02:44.029180,0 days 00:00:00.908789,6.990280139556111,svd,COMPLETE
993,0.9659982567962028,2022-06-13 22:13:29.119317,2022-06-13 22:13:30.198258,0 days 00:00:01.078941,6.714896599165056,svd,COMPLETE
374,0.9659982567962028,2022-06-13 22:03:11.164782,2022-06-13 22:03:12.088084,0 days 00:00:00.923302,6.586205239138196,svd,COMPLETE
397,0.9659982567962028,2022-06-13 22:03:32.242189,2022-06-13 22:03:33.169658,0 days 00:00:00.927469,5.954493102568882,svd,COMPLETE
404,0.9659982567962028,2022-06-13 22:03:38.772448,2022-06-13 22:03:39.716019,0 days 00:00:00.943571,6.7019697000578216,svd,COMPLETE
408,0.9659982567962028,2022-06-13 22:03:42.696641,2022-06-13 22:03:43.601782,0 days 00:00:00.905141,7.843882839142572,svd,COMPLETE
989,0.9659982567962028,2022-06-13 22:13:24.960659,2022-06-13 22:13:26.037186,0 days 00:00:01.076527,6.774415400017697,svd,COMPLETE
411,0.9659982567962028,2022-06-13 22:03:45.123664,2022-06-13 22:03:46.061099,0 days 00:00:00.937435,6.530362348391291,svd,COMPLETE
413,0.9659982567962028,2022-06-13 22:03:46.994176,2022-06-13 22:03:47.935780,0 days 00:00:00.941604,6.769153882904352,svd,COMPLETE
418,0.9659982567962028,2022-06-13 22:03:51.681679,2022-06-13 22:03:52.606368,0 days 00:00:00.924689,6.4758957337868095,svd,COMPLETE
424,0.9659982567962028,2022-06-13 22:03:57.299073,2022-06-13 22:03:58.236456,0 days 00:00:00.937383,6.736188827405008,svd,COMPLETE
985,0.9659982567962028,2022-06-13 22:13:20.631250,2022-06-13 22:13:21.712152,0 days 00:00:01.080902,6.531819272264935,svd,COMPLETE
634,0.9659982567962028,2022-06-13 22:07:18.301560,2022-06-13 22:07:19.279431,0 days 00:00:00.977871,6.535138315847614,svd,COMPLETE
983,0.9659982567962028,2022-06-13 22:13:18.490274,2022-06-13 22:13:19.564840,0 days 00:00:01.074566,6.440228678687183,svd,COMPLETE
438,0.9659982567962028,2022-06-13 22:04:10.297156,2022-06-13 22:04:11.238548,0 days 00:00:00.941392,7.018087618042404,svd,COMPLETE
636,0.9659982567962028,2022-06-13 22:07:20.274161,2022-06-13 22:07:21.462841,0 days 00:00:01.188680,6.913419423404385,svd,COMPLETE
41,0.9659982567962028,2022-06-13 21:58:19.707389,2022-06-13 21:58:20.564106,0 days 00:00:00.856717,6.4241317799827256,svd,COMPLETE
795,0.9659982567962028,2022-06-13 22:10:00.790251,2022-06-13 22:10:01.821150,0 days 00:00:01.030899,6.789187826118768,svd,COMPLETE
62,0.9659982567962028,2022-06-13 21:58:36.984060,2022-06-13 21:58:37.827665,0 days 00:00:00.843605,6.456248039181176,svd,COMPLETE
794,0.9659982567962028,2022-06-13 22:09:59.754999,2022-06-13 22:10:00.789703,0 days 00:00:01.034704,6.502031164948126,svd,COMPLETE
702,0.9659982567962028,2022-06-13 22:08:25.753218,2022-06-13 22:08:26.759642,0 days 00:00:01.006424,6.946889532528709,svd,COMPLETE
703,0.9659982567962028,2022-06-13 22:08:26.760200,2022-06-13 22:08:27.980795,0 days 00:00:01.220595,6.5221912890536915,svd,COMPLETE
704,0.9659982567962028,2022-06-13 22:08:27.981522,2022-06-13 22:08:28.978832,0 days 00:00:00.997310,6.7637624726753725,svd,COMPLETE
716,0.9659982567962028,2022-06-13 22:08:40.132055,2022-06-13 22:08:41.141691,0 days 00:00:01.009636,7.477378792404895,svd,COMPLETE
717,0.9659982567962028,2022-06-13 22:08:41.142264,2022-06-13 22:08:42.168914,0 days 00:00:01.026650,6.450895716681936,svd,COMPLETE
30,0.9659982567962028,2022-06-13 21:58:11.089044,2022-06-13 21:58:11.935149,0 days 00:00:00.846105,6.702175045994876,svd,COMPLETE
697,0.9659982567962028,2022-06-13 22:08:21.076368,2022-06-13 22:08:22.074094,0 days 00:00:00.997726,6.495417524362431,svd,COMPLETE
736,0.9659982567962028,2022-06-13 22:09:00.456112,2022-06-13 22:09:01.482378,0 days 00:00:01.026266,9.390574562057534,svd,COMPLETE
793,0.9659982567962028,2022-06-13 22:09:58.722588,2022-06-13 22:09:59.754461,0 days 00:00:01.031873,8.535925977801572,svd,COMPLETE
641,0.9659982567962028,2022-06-13 22:07:25.400555,2022-06-13 22:07:26.408106,0 days 00:00:01.007551,6.476834689787875,svd,COMPLETE
72,0.9659982567962028,2022-06-13 21:58:45.229891,2022-06-13 21:58:46.057020,0 days 00:00:00.827129,8.097262186914133,svd,COMPLETE
784,0.9659982567962028,2022-06-13 22:09:49.259040,2022-06-13 22:09:50.291328,0 days 00:00:01.032288,6.896974618626388,svd,COMPLETE
67,0.9659982567962028,2022-06-13 21:58:41.249623,2022-06-13 21:58:42.129355,0 days 00:00:00.879732,6.855456318891106,svd,COMPLETE
776,0.9659982567962028,2022-06-13 22:09:41.204157,2022-06-13 22:09:42.234538,0 days 00:00:01.030381,7.077978415808056,svd,COMPLETE
844,0.9659982567962028,2022-06-13 22:10:51.365970,2022-06-13 22:10:52.372852,0 days 00:00:01.006882,7.885554571386281,svd,COMPLETE
780,0.9659982567962028,2022-06-13 22:09:45.144976,2022-06-13 22:09:46.187330,0 days 00:00:01.042354,6.521290646188892,svd,COMPLETE
737,0.9659982567962028,2022-06-13 22:09:01.483003,2022-06-13 22:09:02.501983,0 days 00:00:01.018980,6.123385060801488,svd,COMPLETE
87,0.9659982567962028,2022-06-13 21:58:58.116435,2022-06-13 21:58:58.999819,0 days 00:00:00.883384,6.6195917354186005,svd,COMPLETE
839,0.9659982567962028,2022-06-13 22:10:45.950851,2022-06-13 22:10:46.995162,0 days 00:00:01.044311,6.5723840083645655,svd,COMPLETE
677,0.9659982567962028,2022-06-13 22:08:01.115823,2022-06-13 22:08:02.122634,0 days 00:00:01.006811,6.611515140154174,svd,COMPLETE
647,0.9659982567962028,2022-06-13 22:07:31.013762,2022-06-13 22:07:32.003615,0 days 00:00:00.989853,6.639379653065882,svd,COMPLETE
45,0.9659982567962028,2022-06-13 21:58:23.105870,2022-06-13 21:58:23.989443,0 days 00:00:00.883573,8.256752929259736,svd,COMPLETE
658,0.9659982567962028,2022-06-13 22:07:42.138992,2022-06-13 22:07:43.136844,0 days 00:00:00.997852,6.451643854017924,svd,COMPLETE
38,0.9659982567962028,2022-06-13 21:58:17.505453,2022-06-13 21:58:18.375423,0 days 00:00:00.869970,7.630180174623408,svd,COMPLETE
693,0.9659982567962028,2022-06-13 22:08:17.052028,2022-06-13 22:08:18.057426,0 days 00:00:01.005398,6.696846010276079,svd,COMPLETE
691,0.9659982567962028,2022-06-13 22:08:15.024593,2022-06-13 22:08:16.043701,0 days 00:00:01.019108,6.651852385350101,svd,COMPLETE
652,0.9659982567962028,2022-06-13 22:07:35.977000,2022-06-13 22:07:36.969688,0 days 00:00:00.992688,6.525416123431509,svd,COMPLETE
654,0.9659982567962028,2022-06-13 22:07:37.975316,2022-06-13 22:07:39.174807,0 days 00:00:01.199491,6.833735390849522,svd,COMPLETE
190,0.9659982567962028,2022-06-13 22:00:26.375540,2022-06-13 22:00:27.253762,0 days 00:00:00.878222,6.579864255185311,svd,COMPLETE
48,0.9659982567962028,2022-06-13 21:58:25.322996,2022-06-13 21:58:26.184272,0 days 00:00:00.861276,7.292816010073208,svd,COMPLETE
671,0.9659982567962028,2022-06-13 22:07:54.834821,2022-06-13 22:07:56.043799,0 days 00:00:01.208978,6.261145962104907,svd,COMPLETE
788,0.9659985320194475,2022-06-13 22:09:53.408743,2022-06-13 22:09:54.434234,0 days 00:00:01.025491,4.11371794246874,svd,COMPLETE
838,0.9659985320194475,2022-06-13 22:10:44.907418,2022-06-13 22:10:45.950300,0 days 00:00:01.042882,4.057549935546106,svd,COMPLETE
349,0.9659985320194475,2022-06-13 22:02:48.650074,2022-06-13 22:02:49.572841,0 days 00:00:00.922767,3.774313449334199,svd,COMPLETE
219,0.9659985320194475,2022-06-13 22:00:51.806115,2022-06-13 22:00:52.882318,0 days 00:00:01.076203,3.8974181755976662,svd,COMPLETE
360,0.9659985320194475,2022-06-13 22:02:58.408380,2022-06-13 22:02:59.319748,0 days 00:00:00.911368,1.042735299662528,svd,COMPLETE
819,0.9659985320194475,2022-06-13 22:10:25.274954,2022-06-13 22:10:26.314936,0 days 00:00:01.039982,3.842055853294163,svd,COMPLETE
347,0.9659985320194475,2022-06-13 22:02:46.797840,2022-06-13 22:02:47.732741,0 days 00:00:00.934901,4.124115415282182,svd,COMPLETE
342,0.9659985320194475,2022-06-13 22:02:42.209239,2022-06-13 22:02:43.120090,0 days 00:00:00.910851,3.4120493219380252,svd,COMPLETE
324,0.9659985320194475,2022-06-13 22:02:26.130845,2022-06-13 22:02:27.035090,0 days 00:00:00.904245,3.9199797338254303,svd,COMPLETE
802,0.9659985320194475,2022-06-13 22:10:07.668630,2022-06-13 22:10:08.705681,0 days 00:00:01.037051,3.656479665009611,svd,COMPLETE
261,0.9659985320194475,2022-06-13 22:01:29.413685,2022-06-13 22:01:30.497598,0 days 00:00:01.083913,4.096063895129805,svd,COMPLETE
813,0.9659985320194475,2022-06-13 22:10:19.239711,2022-06-13 22:10:20.269264,0 days 00:00:01.029553,3.673700624680025,svd,COMPLETE
272,0.9659985320194475,2022-06-13 22:01:39.150364,2022-06-13 22:01:40.060203,0 days 00:00:00.909839,3.640338967716625,svd,COMPLETE
808,0.9659985320194475,2022-06-13 22:10:14.069414,2022-06-13 22:10:15.101784,0 days 00:00:01.032370,3.961528316325836,svd,COMPLETE
321,0.9659985320194475,2022-06-13 22:02:23.365747,2022-06-13 22:02:24.339155,0 days 00:00:00.973408,3.784485028200447,svd,COMPLETE
319,0.9659985320194475,2022-06-13 22:02:21.363504,2022-06-13 22:02:22.278209,0 days 00:00:00.914705,4.055622159946062,svd,COMPLETE
276,0.9659985320194475,2022-06-13 22:01:42.773660,2022-06-13 22:01:43.689217,0 days 00:00:00.915557,2.025488286981183,svd,COMPLETE
299,0.9659985320194475,2022-06-13 22:02:03.437876,2022-06-13 22:02:04.344094,0 days 00:00:00.906218,4.013803529710129,svd,COMPLETE
797,0.9659985320194475,2022-06-13 22:10:02.864354,2022-06-13 22:10:03.900182,0 days 00:00:01.035828,3.974174431004935,svd,COMPLETE
804,0.9659985320194475,2022-06-13 22:10:09.745018,2022-06-13 22:10:10.777696,0 days 00:00:01.032678,4.07936358595292,svd,COMPLETE
791,0.9659985320194475,2022-06-13 22:09:56.487567,2022-06-13 22:09:57.512833,0 days 00:00:01.025266,3.808817167723367,svd,COMPLETE
643,0.9659985320194475,2022-06-13 22:07:27.410556,2022-06-13 22:07:28.390911,0 days 00:00:00.980355,3.9177342353659723,svd,COMPLETE
763,0.9659985320194475,2022-06-13 22:09:27.697509,2022-06-13 22:09:28.721682,0 days 00:00:01.024173,3.872073489599918,svd,COMPLETE
778,0.9659985320194475,2022-06-13 22:09:43.247320,2022-06-13 22:09:44.474812,0 days 00:00:01.227492,3.4936207478721157,svd,COMPLETE
877,0.9659985320194475,2022-06-13 22:11:25.604701,2022-06-13 22:11:26.664100,0 days 00:00:01.059399,3.971480953651,svd,COMPLETE
649,0.9659985320194475,2022-06-13 22:07:32.997027,2022-06-13 22:07:33.992510,0 days 00:00:00.995483,0.5542070491342486,svd,COMPLETE
878,0.9659985320194475,2022-06-13 22:11:26.664731,2022-06-13 22:11:27.713650,0 days 00:00:01.048919,3.603170934868187,svd,COMPLETE
899,0.9659985320194475,2022-06-13 22:11:48.874541,2022-06-13 22:11:49.930204,0 days 00:00:01.055663,4.01018984068719,svd,COMPLETE
568,0.9659985320194475,2022-06-13 22:06:13.561107,2022-06-13 22:06:14.560112,0 days 00:00:00.999005,3.163502924698502,svd,COMPLETE
668,0.9659985320194475,2022-06-13 22:07:51.838337,2022-06-13 22:07:52.832573,0 days 00:00:00.994236,1.7428334948876896,svd,COMPLETE
557,0.9659985320194475,2022-06-13 22:06:03.037234,2022-06-13 22:06:04.018620,0 days 00:00:00.981386,2.218440672118323,svd,COMPLETE
542,0.9659985320194475,2022-06-13 22:05:48.779432,2022-06-13 22:05:49.754577,0 days 00:00:00.975145,4.098457571297261,svd,COMPLETE
536,0.9659985320194475,2022-06-13 22:05:42.698888,2022-06-13 22:05:43.857952,0 days 00:00:01.159064,3.688556886929916,svd,COMPLETE
515,0.9659985320194475,2022-06-13 22:05:22.790277,2022-06-13 22:05:23.759906,0 days 00:00:00.969629,3.5078425343062065,svd,COMPLETE
513,0.9659985320194475,2022-06-13 22:05:20.712244,2022-06-13 22:05:21.851319,0 days 00:00:01.139075,3.98295835640993,svd,COMPLETE
874,0.9659985320194475,2022-06-13 22:11:22.807186,2022-06-13 22:11:23.861653,0 days 00:00:01.054467,3.7645667970972148,svd,COMPLETE
938,0.9659985320194475,2022-06-13 22:12:30.235934,2022-06-13 22:12:31.302858,0 days 00:00:01.066924,1.444357568132915,svd,COMPLETE
510,0.9659985320194475,2022-06-13 22:05:17.831239,2022-06-13 22:05:18.797551,0 days 00:00:00.966312,4.08420332211575,svd,COMPLETE
939,0.9659985320194475,2022-06-13 22:12:31.303612,2022-06-13 22:12:32.370484,0 days 00:00:01.066872,3.8515438949107743,svd,COMPLETE
505,0.9659985320194475,2022-06-13 22:05:13.356045,2022-06-13 22:05:14.321518,0 days 00:00:00.965473,3.79176543895491,svd,COMPLETE
501,0.9659985320194475,2022-06-13 22:05:09.491449,2022-06-13 22:05:10.441762,0 days 00:00:00.950313,4.0952470298430095,svd,COMPLETE
495,0.9659985320194475,2022-06-13 22:05:03.761157,2022-06-13 22:05:04.711799,0 days 00:00:00.950642,3.9365904657313493,svd,COMPLETE
493,0.9659985320194475,2022-06-13 22:05:01.842791,2022-06-13 22:05:02.796858,0 days 00:00:00.954067,3.9338703857471664,svd,COMPLETE
445,0.9659985320194475,2022-06-13 22:04:16.936027,2022-06-13 22:04:17.881560,0 days 00:00:00.945533,2.665324212532082,svd,COMPLETE
759,0.9659985320194475,2022-06-13 22:09:23.950627,2022-06-13 22:09:24.971576,0 days 00:00:01.020949,4.08922115523533,svd,COMPLETE
851,0.9659985320194475,2022-06-13 22:10:58.623476,2022-06-13 22:10:59.660596,0 days 00:00:01.037120,3.36835442635186,svd,COMPLETE
431,0.9659985320194475,2022-06-13 22:04:03.530084,2022-06-13 22:04:04.471744,0 days 00:00:00.941660,0.41660239664062537,svd,COMPLETE
770,0.9659985320194475,2022-06-13 22:09:35.073187,2022-06-13 22:09:36.099438,0 days 00:00:01.026251,3.7984506210109266,svd,COMPLETE
