iteration,f1_weighted,datetime_start,datetime_complete,duration,alpha,fit_intercept,l1_ratio,max_iter,normalize,selection,tol,state
0,0.8147946302801139,2022-06-12 18:55:44.770930,2022-06-12 18:55:45.173255,0 days 00:00:00.402325,0.12043870465454865,True,0.18457377109241968,8855812.0,True,random,0.04243007528765796,COMPLETE
88,0.8147946302801139,2022-06-12 18:56:33.146907,2022-06-12 18:56:33.613735,0 days 00:00:00.466828,1.7314580446405325,True,0.9286441601242138,1201423.0,True,random,0.04747883276611761,COMPLETE
660,0.8147946302801139,2022-06-12 19:03:02.347073,2022-06-12 19:03:03.013318,0 days 00:00:00.666245,1.8910198849617261,True,0.9998440946010667,7949587.0,True,random,0.04676862863720057,COMPLETE
641,0.8147946302801139,2022-06-12 19:02:46.687312,2022-06-12 19:02:47.371673,0 days 00:00:00.684361,1.2380338911403213,True,0.9741215951139187,8571782.0,True,random,0.0343848657739708,COMPLETE
974,0.8147946302801139,2022-06-12 19:07:32.889801,2022-06-12 19:07:33.693923,0 days 00:00:00.804122,1.9303688458466797,True,0.9364489342115043,5871491.0,True,random,0.07572896494892717,COMPLETE
622,0.8147946302801139,2022-06-12 19:02:31.874790,2022-06-12 19:02:32.548980,0 days 00:00:00.674190,1.8761551694657106,True,0.999174127607077,8111598.0,True,random,0.08078476759770903,COMPLETE
76,0.8147946302801139,2022-06-12 18:56:26.592027,2022-06-12 18:56:27.062422,0 days 00:00:00.470395,1.8627511450511238,True,0.9410573514111844,1891800.0,True,random,0.07584856236926674,COMPLETE
601,0.8147946302801139,2022-06-12 19:02:15.319786,2022-06-12 19:02:16.011202,0 days 00:00:00.691416,1.9983034144746046,True,0.9499411993825282,9980668.0,True,random,0.05305126785265084,COMPLETE
952,0.8147946302801139,2022-06-12 19:07:12.951115,2022-06-12 19:07:13.749093,0 days 00:00:00.797978,1.905207540156314,True,0.9804123627728382,6335838.0,True,random,0.06568663880891819,COMPLETE
253,0.8147946302801139,2022-06-12 18:58:10.860196,2022-06-12 18:58:11.394766,0 days 00:00:00.534570,1.9997342887842542,True,0.9581516428450111,6574570.0,True,random,0.052876250409222135,COMPLETE
563,0.8147946302801139,2022-06-12 19:01:45.998751,2022-06-12 19:01:46.673787,0 days 00:00:00.675036,1.8993722956894612,True,0.9106692890052502,7156189.0,True,random,0.038793113229807046,COMPLETE
272,0.8147946302801139,2022-06-12 18:58:23.273664,2022-06-12 18:58:23.814760,0 days 00:00:00.541096,1.9991192747417892,True,0.9646629046549806,7259664.0,True,random,0.04571035120467226,COMPLETE
544,0.8147946302801139,2022-06-12 19:01:31.816108,2022-06-12 19:01:32.465971,0 days 00:00:00.649863,0.0839887172081013,True,0.9998551769180202,7055546.0,True,random,0.028863502096387363,COMPLETE
59,0.8147946302801139,2022-06-12 18:56:17.389730,2022-06-12 18:56:17.848930,0 days 00:00:00.459200,1.9837767091170897,True,0.960836621519154,1596313.0,True,random,0.08015492122255866,COMPLETE
525,0.8147946302801139,2022-06-12 19:01:17.354702,2022-06-12 19:01:18.011762,0 days 00:00:00.657060,1.9362425773692178,True,0.9816089302905483,6878987.0,True,random,0.053590988729948455,COMPLETE
