iteration,roc_weighted,datetime_start,datetime_complete,duration,alpha,max_iter,selection,tol,state
924,0.9288943339825436,2022-06-13 23:24:41.282317,2022-06-13 23:24:42.104233,0 days 00:00:00.821916,0.2168096071754156,932207.0,cyclic,0.08728331003503759,COMPLETE
799,0.9288943339825436,2022-06-13 23:22:58.618350,2022-06-13 23:22:59.377413,0 days 00:00:00.759063,0.21725355843200453,1870112.0,cyclic,0.08518671067658272,COMPLETE
998,0.9288903641322335,2022-06-13 23:25:45.522488,2022-06-13 23:25:46.360633,0 days 00:00:00.838145,0.2164938639285654,1157495.0,cyclic,0.07603801173179063,COMPLETE
804,0.9288903641322335,2022-06-13 23:23:02.733194,2022-06-13 23:23:03.491524,0 days 00:00:00.758330,0.2166031925152446,1535805.0,cyclic,0.08380773987792542,COMPLETE
775,0.9288823147656339,2022-06-13 23:22:39.725893,2022-06-13 23:22:40.478148,0 days 00:00:00.752255,0.2149848800911236,1044706.0,cyclic,0.08818019727896693,COMPLETE
793,0.9288823147656339,2022-06-13 23:22:54.061304,2022-06-13 23:22:54.811374,0 days 00:00:00.750070,0.21504302837429864,1456408.0,cyclic,0.08683506221224446,COMPLETE
964,0.9288783449153236,2022-06-13 23:25:15.707346,2022-06-13 23:25:16.544216,0 days 00:00:00.836870,0.21261622195938173,2473050.0,cyclic,0.09169082860199658,COMPLETE
805,0.9288770216318869,2022-06-13 23:23:03.492136,2022-06-13 23:23:04.248272,0 days 00:00:00.756136,0.21292954144189088,1527666.0,cyclic,0.08051777179751536,COMPLETE
819,0.9288758080144296,2022-06-13 23:23:14.485099,2022-06-13 23:23:15.255308,0 days 00:00:00.770209,0.21525584531870912,1683424.0,cyclic,0.07891558736482784,COMPLETE
717,0.9288742653990341,2022-06-13 23:21:54.220167,2022-06-13 23:21:54.954275,0 days 00:00:00.734108,0.2117419932433358,305573.0,cyclic,0.09675397468207189,COMPLETE
817,0.9288718381641193,2022-06-13 23:23:12.960007,2022-06-13 23:23:13.729141,0 days 00:00:00.769134,0.21488512905694207,1666130.0,cyclic,0.0846882416501491,COMPLETE
796,0.9288718381641193,2022-06-13 23:22:56.309340,2022-06-13 23:22:57.061710,0 days 00:00:00.752370,0.21484837527328302,1443975.0,cyclic,0.08353707087220616,COMPLETE
874,0.9288705148806826,2022-06-13 23:23:59.615028,2022-06-13 23:24:00.416897,0 days 00:00:00.801869,0.213776026362807,1566464.0,cyclic,0.0861041111553949,COMPLETE
788,0.9288652217469358,2022-06-13 23:22:49.861110,2022-06-13 23:22:50.930387,0 days 00:00:01.069277,0.2122860502666751,1818547.0,cyclic,0.08720664515127748,COMPLETE
781,0.9288635694655613,2022-06-13 23:22:44.546714,2022-06-13 23:22:45.317110,0 days 00:00:00.770396,0.20953527861629584,1841026.0,cyclic,0.08630272497585584,COMPLETE
937,0.9288635694655613,2022-06-13 23:24:52.219843,2022-06-13 23:24:53.046227,0 days 00:00:00.826384,0.20942926536391784,2217005.0,cyclic,0.08310701306875157,COMPLETE
780,0.9288635694655613,2022-06-13 23:22:43.779852,2022-06-13 23:22:44.545269,0 days 00:00:00.765417,0.2095871284909401,1386873.0,cyclic,0.08667916781666739,COMPLETE
790,0.9288627945120208,2022-06-13 23:22:51.730219,2022-06-13 23:22:52.493358,0 days 00:00:00.763139,0.21570151928501977,1830893.0,cyclic,0.08666794405077351,COMPLETE
900,0.9288622461821243,2022-06-13 23:24:21.257653,2022-06-13 23:24:22.060786,0 days 00:00:00.803133,0.2091403569064571,1489953.0,cyclic,0.08889176514504278,COMPLETE
976,0.9288613615626048,2022-06-13 23:25:26.015408,2022-06-13 23:25:26.839472,0 days 00:00:00.824064,0.2146715759529218,1512123.0,cyclic,0.0949260118215738,COMPLETE
