iteration,recall,datetime_start,datetime_complete,duration,alpha,fit_intercept,l1_ratio,max_iter,normalize,selection,tol,state
981,0.7843478260869565,2022-06-14 00:48:49.550332,2022-06-14 00:48:50.556692,0 days 00:00:01.006360,1.4839641971486448,False,0.12070728223597706,9830461.0,False,cyclic,0.06355811827583736,COMPLETE
924,0.7844942791762014,2022-06-14 00:47:49.810646,2022-06-14 00:47:50.771787,0 days 00:00:00.961141,1.5581686739980436,False,0.11366713677581985,9670531.0,False,cyclic,0.06797707341119603,COMPLETE
885,0.7853546910755149,2022-06-14 00:47:10.373380,2022-06-14 00:47:11.308770,0 days 00:00:00.935390,1.4975988471590613,False,0.11280676850438262,4937216.0,False,cyclic,0.06980197413466187,COMPLETE
638,0.7854096109839817,2022-06-14 00:43:15.653970,2022-06-14 00:43:16.483206,0 days 00:00:00.829236,1.4306160568505777,False,0.11765807152431754,7426723.0,False,cyclic,0.07108932754083719,COMPLETE
483,0.7855194508009153,2022-06-14 00:41:06.835561,2022-06-14 00:41:07.581850,0 days 00:00:00.746289,1.4668979711871288,False,0.11454941312212791,7024558.0,False,cyclic,0.06872013481230445,COMPLETE
305,0.7878993135011442,2022-06-14 00:38:54.188175,2022-06-14 00:38:54.853090,0 days 00:00:00.664915,1.5013412641875954,False,0.09348648240711507,7821188.0,False,cyclic,0.06424641790799594,COMPLETE
772,0.787954233409611,2022-06-14 00:45:18.380896,2022-06-14 00:45:19.266714,0 days 00:00:00.885818,1.6201115911961486,False,0.0856150994799536,9248503.0,False,cyclic,0.04742691201218441,COMPLETE
247,0.7883020594965675,2022-06-14 00:38:14.186395,2022-06-14 00:38:14.834584,0 days 00:00:00.648189,1.6067139650668576,False,0.08364948739999972,9937585.0,False,cyclic,0.07052505686705192,COMPLETE
70,0.7888146453089245,2022-06-14 00:36:23.923530,2022-06-14 00:36:24.510980,0 days 00:00:00.587450,1.500631110709841,False,0.1577537653253357,3477343.0,False,random,0.07012839754765522,COMPLETE
177,0.791066361556064,2022-06-14 00:37:29.127236,2022-06-14 00:37:29.733115,0 days 00:00:00.605879,1.6161289931268636,False,0.06490493212386944,9759560.0,False,cyclic,0.06396746258355929,COMPLETE
45,0.8012814645308924,2022-06-14 00:36:08.199091,2022-06-14 00:36:09.187913,0 days 00:00:00.988822,1.4519131884921816,False,0.005837551539222469,817157.0,False,cyclic,0.06453421318839112,COMPLETE
28,0.8344713958810068,2022-06-14 00:35:57.719589,2022-06-14 00:35:58.567826,0 days 00:00:00.848237,1.526251004217469,True,0.4048290522615843,5784031.0,False,cyclic,0.014658686334226758,COMPLETE
19,0.835954233409611,2022-06-14 00:35:51.317676,2022-06-14 00:35:52.038568,0 days 00:00:00.720892,1.715099871174862,True,0.32712036744190454,2417660.0,False,cyclic,0.026835842571428584,COMPLETE
74,0.8366315789473684,2022-06-14 00:36:26.211670,2022-06-14 00:36:26.901456,0 days 00:00:00.689786,1.9159456414641634,True,0.3420241835595409,2425898.0,False,cyclic,0.03636340934118303,COMPLETE
27,0.8368329519450801,2022-06-14 00:35:57.010948,2022-06-14 00:35:57.719467,0 days 00:00:00.708519,1.8035550794362964,True,0.7284769073101671,1102767.0,False,cyclic,0.012317921198393991,COMPLETE
669,0.8378398169336384,2022-06-14 00:43:43.560422,2022-06-14 00:43:44.540983,0 days 00:00:00.980561,1.6179993826040375,True,0.3876810647130951,7674144.0,False,cyclic,0.044986795682172336,COMPLETE
8,0.8390846681922197,2022-06-14 00:35:44.951006,2022-06-14 00:35:45.571712,0 days 00:00:00.620706,1.263628669370418,True,0.4760445337287714,7553709.0,False,cyclic,0.06392090893939138,COMPLETE
292,0.8393592677345538,2022-06-14 00:38:45.013772,2022-06-14 00:38:45.986028,0 days 00:00:00.972256,1.6616728855512368,True,0.20890430036943372,8395024.0,False,cyclic,0.002708313972289038,COMPLETE
37,0.8396338672768878,2022-06-14 00:36:03.455823,2022-06-14 00:36:04.116180,0 days 00:00:00.660357,1.6125879492544157,True,0.5906459983778374,992813.0,False,cyclic,0.04649689880077248,COMPLETE
754,0.8396704805491991,2022-06-14 00:45:01.220307,2022-06-14 00:45:02.149280,0 days 00:00:00.928973,0.026492538277127164,True,0.17810208190550686,5629780.0,False,random,0.06822156584201929,COMPLETE
58,0.8398535469107552,2022-06-14 00:36:16.658717,2022-06-14 00:36:17.356658,0 days 00:00:00.697941,1.5937931793509457,True,0.36777247394091206,7294555.0,False,random,0.05248841889497969,COMPLETE
662,0.8399084668192219,2022-06-14 00:43:37.154657,2022-06-14 00:43:38.100418,0 days 00:00:00.945761,1.6487020440523579,True,0.6322361051074536,8452872.0,False,cyclic,0.033006675136946176,COMPLETE
848,0.8407139588100686,2022-06-14 00:46:33.380251,2022-06-14 00:46:34.412318,0 days 00:00:01.032067,1.6802243884367338,True,0.8795214684502597,9235612.0,False,cyclic,0.02594144106526721,COMPLETE
261,0.8408604118993135,2022-06-14 00:38:23.429265,2022-06-14 00:38:24.176622,0 days 00:00:00.747357,1.6457225910783198,True,0.3878788131965313,5425610.0,False,cyclic,0.07059479281897747,COMPLETE
931,0.8410251716247139,2022-06-14 00:47:57.214899,2022-06-14 00:47:58.294164,0 days 00:00:01.079265,1.4998471505749094,True,0.45512530186520694,9483901.0,False,cyclic,0.062080076010181756,COMPLETE
317,0.8410434782608696,2022-06-14 00:39:02.407098,2022-06-14 00:39:03.177203,0 days 00:00:00.770105,1.6146324596708739,True,0.43175077102616977,9813568.0,False,cyclic,0.0686121492587098,COMPLETE
723,0.8410434782608696,2022-06-14 00:44:32.254736,2022-06-14 00:44:33.220370,0 days 00:00:00.965634,1.5840263654212348,True,0.4370890890891237,9043102.0,False,cyclic,0.06732705184882297,COMPLETE
767,0.8413363844393593,2022-06-14 00:45:13.256330,2022-06-14 00:45:14.296433,0 days 00:00:01.040103,1.7876606704498514,True,0.186536127813702,3230758.0,False,cyclic,0.006365897258762916,COMPLETE
62,0.8415926773455378,2022-06-14 00:36:19.042647,2022-06-14 00:36:19.682846,0 days 00:00:00.640199,1.728087694103738,True,0.5201963089706104,4952967.0,False,cyclic,0.059406466668332644,COMPLETE
20,0.8421784897025172,2022-06-14 00:35:52.038701,2022-06-14 00:35:53.647701,0 days 00:00:01.609000,1.6866970790980766,True,0.139538547761484,1219622.0,False,cyclic,3.400977461112675e-05,COMPLETE
983,0.8422517162471396,2022-06-14 00:48:51.547123,2022-06-14 00:48:53.010149,0 days 00:00:01.463026,1.5381415695671592,True,0.2888734750314418,5180668.0,False,random,0.07889950809857182,COMPLETE
803,0.8422517162471396,2022-06-14 00:45:48.071022,2022-06-14 00:45:49.624446,0 days 00:00:01.553424,1.5208718527784562,True,0.13560031482808751,5174724.0,False,cyclic,0.0002285786800709927,COMPLETE
64,0.8427826086956521,2022-06-14 00:36:20.250095,2022-06-14 00:36:21.134709,0 days 00:00:00.884614,1.9757123728950259,True,0.028453938996005734,5280312.0,False,cyclic,0.008645565640383712,COMPLETE
6,0.8428009153318078,2022-06-14 00:35:43.769498,2022-06-14 00:35:44.481872,0 days 00:00:00.712374,0.14214852711419934,True,0.9712276377310777,5187062.0,False,cyclic,0.00267449828499376,COMPLETE
113,0.843350114416476,2022-06-14 00:36:49.528787,2022-06-14 00:36:50.303284,0 days 00:00:00.774497,0.28231815154128925,True,0.12918698947638724,5829403.0,False,cyclic,0.05229763083359853,COMPLETE
