iteration,roc_weighted,datetime_start,datetime_complete,duration,C,l1_ratio,linesearch_max_iter,max_iter,penalty,tol,state
539,0.9330842848094522,2022-07-02 23:44:54.633816,2022-07-02 23:44:56.250135,0 days 00:00:01.616319,9.2,0.2016891273972911,266.0,25222915.0,l1,0.036008843456051376,COMPLETE
906,0.9330842848094522,2022-07-02 23:55:58.143244,2022-07-02 23:55:59.938604,0 days 00:00:01.795360,9.8,0.0950650349168104,380.0,39861897.0,l1,0.03656219938463591,COMPLETE
489,0.9330842848094522,2022-07-02 23:43:28.242849,2022-07-02 23:43:29.855224,0 days 00:00:01.612375,9.5,0.5542454237540709,301.0,28116777.0,l1,0.03628383644807841,COMPLETE
640,0.9330842848094522,2022-07-02 23:47:46.587182,2022-07-02 23:47:48.238577,0 days 00:00:01.651395,9.2,0.023703542301074333,296.0,5532731.0,l1,0.03622894955649251,COMPLETE
471,0.9330842848094522,2022-07-02 23:43:00.595991,2022-07-02 23:43:02.164126,0 days 00:00:01.568135,9.1,0.1262542729537537,300.0,32371137.0,l1,0.03623125703469096,COMPLETE
460,0.9330842848094522,2022-07-02 23:42:42.798861,2022-07-02 23:42:44.380180,0 days 00:00:01.581319,9.5,0.247735022977324,306.0,45853095.0,l1,0.03604692584191672,COMPLETE
851,0.9330842848094522,2022-07-02 23:54:17.798971,2022-07-02 23:54:19.569573,0 days 00:00:01.770602,10.0,0.06007180092692782,330.0,47961857.0,l1,0.036444741191445695,COMPLETE
497,0.9330842848094522,2022-07-02 23:43:42.241392,2022-07-02 23:43:43.840318,0 days 00:00:01.598926,9.1,0.14517969978845457,307.0,26026738.0,l1,0.03645435405044306,COMPLETE
650,0.9330842848094522,2022-07-02 23:48:05.370553,2022-07-02 23:48:07.035346,0 days 00:00:01.664793,9.2,0.1940988398168722,331.0,30846125.0,l1,0.036630789118393764,COMPLETE
508,0.9330842848094522,2022-07-02 23:43:59.056873,2022-07-02 23:44:00.669583,0 days 00:00:01.612710,9.2,0.14463959285872638,297.0,22226628.0,l1,0.036623802575849476,COMPLETE
514,0.9330842848094522,2022-07-02 23:44:08.878296,2022-07-02 23:44:10.479400,0 days 00:00:01.601104,9.5,0.15926141312772124,312.0,30235908.0,l1,0.035732122752793895,COMPLETE
835,0.9330842848094522,2022-07-02 23:53:48.320643,2022-07-02 23:53:50.066207,0 days 00:00:01.745564,9.0,0.02015015313342922,338.0,21815848.0,l1,0.03590407249594857,COMPLETE
670,0.9330842848094522,2022-07-02 23:48:38.229221,2022-07-02 23:48:39.904245,0 days 00:00:01.675024,9.8,0.17793599591122405,295.0,37065085.0,l1,0.0362399945738099,COMPLETE
676,0.9330842848094522,2022-07-02 23:48:49.281533,2022-07-02 23:48:50.962185,0 days 00:00:01.680652,9.2,0.21972657760426062,307.0,26206895.0,l1,0.03716806993210668,COMPLETE
521,0.9330842848094522,2022-07-02 23:44:21.588492,2022-07-02 23:44:23.195723,0 days 00:00:01.607231,10.0,0.7048573419733983,339.0,28120714.0,l1,0.03718597531061737,COMPLETE
402,0.9330842848094522,2022-07-02 23:41:01.830076,2022-07-02 23:41:03.378599,0 days 00:00:01.548523,9.5,0.5495731051362286,308.0,9835409.0,l1,0.03578327088902913,COMPLETE
