iteration,recall,datetime_start,datetime_complete,duration,alpha,solver,state
541,0.8570251716247139,2022-06-12 15:59:55.843549,2022-06-12 15:59:56.764114,0 days 00:00:00.920565,5.006419518431008,svd,COMPLETE
576,0.8570251716247139,2022-06-12 16:00:27.776420,2022-06-12 16:00:28.693514,0 days 00:00:00.917094,5.179868386768682,svd,COMPLETE
577,0.8570251716247139,2022-06-12 16:00:28.694132,2022-06-12 16:00:29.605659,0 days 00:00:00.911527,7.692666463454222,svd,COMPLETE
578,0.8570251716247139,2022-06-12 16:00:29.606163,2022-06-12 16:00:30.521028,0 days 00:00:00.914865,7.808522819744125,svd,COMPLETE
579,0.8570251716247139,2022-06-12 16:00:30.521534,2022-06-12 16:00:31.437188,0 days 00:00:00.915654,7.597102705718868,svd,COMPLETE
580,0.8570251716247139,2022-06-12 16:00:31.437688,2022-06-12 16:00:32.357364,0 days 00:00:00.919676,7.94494266136624,svd,COMPLETE
581,0.8570251716247139,2022-06-12 16:00:32.357836,2022-06-12 16:00:33.270415,0 days 00:00:00.912579,6.321289727740089,svd,COMPLETE
582,0.8570251716247139,2022-06-12 16:00:33.271009,2022-06-12 16:00:34.187356,0 days 00:00:00.916347,3.6043304227855923,svd,COMPLETE
583,0.8570251716247139,2022-06-12 16:00:34.188020,2022-06-12 16:00:35.104225,0 days 00:00:00.916205,6.192125271613338,svd,COMPLETE
572,0.8570251716247139,2022-06-12 16:00:24.430080,2022-06-12 16:00:25.349775,0 days 00:00:00.919695,6.030710541937418,svd,COMPLETE
584,0.8570251716247139,2022-06-12 16:00:35.104735,2022-06-12 16:00:36.017044,0 days 00:00:00.912309,6.324559291412929,svd,COMPLETE
586,0.8570251716247139,2022-06-12 16:00:36.937711,2022-06-12 16:00:37.859514,0 days 00:00:00.921803,5.9532417995347,svd,COMPLETE
540,0.8570251716247139,2022-06-12 15:59:54.937493,2022-06-12 15:59:55.843084,0 days 00:00:00.905591,5.608782957213533,svd,COMPLETE
587,0.8570251716247139,2022-06-12 16:00:37.860026,2022-06-12 16:00:38.789854,0 days 00:00:00.929828,6.395020178462618,svd,COMPLETE
588,0.8570251716247139,2022-06-12 16:00:38.790371,2022-06-12 16:00:39.726638,0 days 00:00:00.936267,6.223999458621949,svd,COMPLETE
539,0.8570251716247139,2022-06-12 15:59:53.736319,2022-06-12 15:59:54.937028,0 days 00:00:01.200709,4.797403563666541,svd,COMPLETE
589,0.8570251716247139,2022-06-12 16:00:39.727184,2022-06-12 16:00:40.676904,0 days 00:00:00.949720,4.019595234623257,svd,COMPLETE
538,0.8570251716247139,2022-06-12 15:59:52.815979,2022-06-12 15:59:53.735836,0 days 00:00:00.919857,7.962342963652059,svd,COMPLETE
591,0.8570251716247139,2022-06-12 16:00:41.255250,2022-06-12 16:00:42.168416,0 days 00:00:00.913166,4.45890658543682,svd,COMPLETE
592,0.8570251716247139,2022-06-12 16:00:42.168987,2022-06-12 16:00:43.090575,0 days 00:00:00.921588,6.429007590033908,svd,COMPLETE
593,0.8570251716247139,2022-06-12 16:00:43.091080,2022-06-12 16:00:44.010784,0 days 00:00:00.919704,6.0218069082024765,svd,COMPLETE
