iteration,precision,datetime_start,datetime_complete,duration,alpha,solver,state
24,0.8792110349009057,2022-06-13 22:44:49.381018,2022-06-13 22:44:50.248110,0 days 00:00:00.867092,2.9958745294884226,svd,COMPLETE
299,0.8792110349009057,2022-06-13 22:48:46.319361,2022-06-13 22:48:47.234057,0 days 00:00:00.914696,3.72170172233053,svd,COMPLETE
343,0.8792110349009057,2022-06-13 22:49:26.376798,2022-06-13 22:49:27.314680,0 days 00:00:00.937882,0.7334352219747124,svd,COMPLETE
607,0.8792110349009057,2022-06-13 22:53:35.994940,2022-06-13 22:53:36.975978,0 days 00:00:00.981038,3.381481669941181,svd,COMPLETE
606,0.8792110349009057,2022-06-13 22:53:35.008452,2022-06-13 22:53:35.994434,0 days 00:00:00.985982,0.8903170869983343,svd,COMPLETE
719,0.8792110349009057,2022-06-13 22:55:27.082576,2022-06-13 22:55:28.102722,0 days 00:00:01.020146,3.652434206214912,svd,COMPLETE
766,0.8792110349009057,2022-06-13 22:56:14.594287,2022-06-13 22:56:15.625143,0 days 00:00:01.030856,4.104265150776971,svd,COMPLETE
623,0.8792110349009057,2022-06-13 22:53:51.346443,2022-06-13 22:53:52.331950,0 days 00:00:00.985507,3.766719952450502,svd,COMPLETE
466,0.8792110349009057,2022-06-13 22:51:20.660257,2022-06-13 22:51:21.614278,0 days 00:00:00.954021,3.8207379014729956,svd,COMPLETE
1,0.8792110349009057,2022-06-13 22:44:31.694335,2022-06-13 22:44:32.585068,0 days 00:00:00.890733,3.262467484208992,svd,COMPLETE
435,0.8792110349009057,2022-06-13 22:50:51.331788,2022-06-13 22:50:52.282867,0 days 00:00:00.951079,3.8570086218939132,svd,COMPLETE
437,0.8792110349009057,2022-06-13 22:50:53.222921,2022-06-13 22:50:54.168874,0 days 00:00:00.945953,4.133809707487087,svd,COMPLETE
842,0.8792110349009057,2022-06-13 22:57:33.061882,2022-06-13 22:57:34.116041,0 days 00:00:01.054159,4.079777252681664,svd,COMPLETE
698,0.8792110349009057,2022-06-13 22:55:05.877422,2022-06-13 22:55:06.887796,0 days 00:00:01.010374,4.066617282680572,svd,COMPLETE
443,0.8792110349009057,2022-06-13 22:50:58.892061,2022-06-13 22:50:59.841397,0 days 00:00:00.949336,4.088397597999547,svd,COMPLETE
445,0.8792110349009057,2022-06-13 22:51:00.787035,2022-06-13 22:51:01.728575,0 days 00:00:00.941540,3.5458871341399716,svd,COMPLETE
281,0.8792110349009057,2022-06-13 22:48:30.299739,2022-06-13 22:48:31.200068,0 days 00:00:00.900329,4.069946426822299,svd,COMPLETE
853,0.8792110349009057,2022-06-13 22:57:44.618104,2022-06-13 22:57:45.899562,0 days 00:00:01.281458,3.9041510195044853,svd,COMPLETE
450,0.8792110349009057,2022-06-13 22:51:05.519273,2022-06-13 22:51:06.488596,0 days 00:00:00.969323,3.644413501955873,svd,COMPLETE
471,0.8792110349009057,2022-06-13 22:51:25.406180,2022-06-13 22:51:26.363367,0 days 00:00:00.957187,2.637243845980387,svd,COMPLETE
