iteration,recall,datetime_start,datetime_complete,duration,alpha,max_iter,selection,tol,state
418,0.8880366132723112,2022-06-12 18:31:48.046904,2022-06-12 18:31:48.654116,0 days 00:00:00.607212,0.3366210676755806,8946752,cyclic,0.0941891238669607,COMPLETE
873,0.8880366132723112,2022-06-12 18:37:29.764675,2022-06-12 18:37:30.552406,0 days 00:00:00.787731,0.3345261934693774,9224929,cyclic,0.09640050369600503,COMPLETE
601,0.8880366132723112,2022-06-12 18:33:54.561942,2022-06-12 18:33:55.216129,0 days 00:00:00.654187,0.33821164981474827,3272094,cyclic,0.09040415657286126,COMPLETE
208,0.8880366132723112,2022-06-12 18:29:41.907081,2022-06-12 18:29:42.478313,0 days 00:00:00.571232,0.3365747314308829,8942387,cyclic,0.09994346385401834,COMPLETE
169,0.8880366132723112,2022-06-12 18:29:19.613847,2022-06-12 18:29:20.212138,0 days 00:00:00.598291,0.3365801450018713,9180224,cyclic,0.09058002762234557,COMPLETE
507,0.8880366132723112,2022-06-12 18:32:47.454313,2022-06-12 18:32:48.115327,0 days 00:00:00.661014,0.33924549439335633,2584476,cyclic,0.09226961498589045,COMPLETE
821,0.8880183066361556,2022-06-12 18:36:45.485628,2022-06-12 18:36:46.234797,0 days 00:00:00.749169,0.3359867935229714,4206054,cyclic,0.08088034775274495,COMPLETE
770,0.8880183066361556,2022-06-12 18:36:03.438365,2022-06-12 18:36:04.148919,0 days 00:00:00.710554,0.33608624233844636,3053396,cyclic,0.06516146597882605,COMPLETE
174,0.8880183066361556,2022-06-12 18:29:23.130999,2022-06-12 18:29:23.717628,0 days 00:00:00.586629,0.33555331544281614,9320010,cyclic,0.09342675342484368,COMPLETE
993,0.8880183066361556,2022-06-12 18:39:12.597645,2022-06-12 18:39:13.420825,0 days 00:00:00.823180,0.3362488544117391,8852544,cyclic,0.09150542904263531,COMPLETE
542,0.8880183066361556,2022-06-12 18:33:12.356159,2022-06-12 18:33:13.025911,0 days 00:00:00.669752,0.3357765303667904,2314698,cyclic,0.09194982510708943,COMPLETE
959,0.8880183066361556,2022-06-12 18:38:41.660832,2022-06-12 18:38:42.600077,0 days 00:00:00.939245,0.33467219991390756,9006401,cyclic,0.09456105065399927,COMPLETE
196,0.8880183066361556,2022-06-12 18:29:35.342723,2022-06-12 18:29:35.862616,0 days 00:00:00.519893,0.33611784437098846,9001615,cyclic,0.09202697955004215,COMPLETE
88,0.8880183066361556,2022-06-12 18:28:33.469890,2022-06-12 18:28:33.994119,0 days 00:00:00.524229,0.33576236619009,7595974,cyclic,0.09592640681578488,COMPLETE
535,0.888,2022-06-12 18:33:07.372677,2022-06-12 18:33:08.039872,0 days 00:00:00.667195,0.33528991369604705,9463644,cyclic,0.0967852173837859,COMPLETE
502,0.8879816933638444,2022-06-12 18:32:44.126575,2022-06-12 18:32:44.801792,0 days 00:00:00.675217,0.3403970503753579,8184517,cyclic,0.08778832821180937,COMPLETE
112,0.8879816933638444,2022-06-12 18:28:46.136858,2022-06-12 18:28:46.650061,0 days 00:00:00.513203,0.341576232284652,9069232,cyclic,0.09383282691693914,COMPLETE
