iteration,f1_weighted,datetime_start,datetime_complete,duration,alpha,max_iter,selection,tol,state
664,0.9814883931644219,2022-06-12 17:01:38.379428,2022-06-12 17:01:39.364703,0 days 00:00:00.985275,1.9997480017364242,9996718,random,0.07312272819541348,COMPLETE
222,0.9814883931644219,2022-06-12 16:56:55.819960,2022-06-12 16:56:56.378990,0 days 00:00:00.559030,1.9956866889535476,6796415,random,0.07138553870476132,COMPLETE
223,0.9814883931644219,2022-06-12 16:56:56.379214,2022-06-12 16:56:56.940964,0 days 00:00:00.561750,1.9972122604640845,6897151,random,0.09922714083288475,COMPLETE
224,0.9814883931644219,2022-06-12 16:56:56.941219,2022-06-12 16:56:57.498688,0 days 00:00:00.557469,1.9985370865168517,5888166,random,0.07497800144868515,COMPLETE
661,0.9814883931644219,2022-06-12 17:01:36.306840,2022-06-12 17:01:36.992405,0 days 00:00:00.685565,1.9988528755614468,6756310,random,0.059886538515022694,COMPLETE
226,0.9814883931644219,2022-06-12 16:56:58.062894,2022-06-12 16:56:58.628019,0 days 00:00:00.565125,1.9984331503430357,7367271,random,0.09604207689932232,COMPLETE
657,0.9814883931644219,2022-06-12 17:01:33.569933,2022-06-12 17:01:34.250200,0 days 00:00:00.680267,1.9987468467702345,6187708,random,0.09308344510092455,COMPLETE
468,0.9814883931644219,2022-06-12 16:59:25.018162,2022-06-12 16:59:25.641427,0 days 00:00:00.623265,1.9964965752872774,5707951,random,0.049211348186805316,COMPLETE
472,0.9814883931644219,2022-06-12 16:59:27.513539,2022-06-12 16:59:28.141026,0 days 00:00:00.627487,1.9989925454431847,3986238,random,0.07853020958695701,COMPLETE
454,0.9814883931644219,2022-06-12 16:59:16.002336,2022-06-12 16:59:16.629723,0 days 00:00:00.627387,1.9991462066636023,6226931,random,0.08181288198824932,COMPLETE
647,0.9814883931644219,2022-06-12 17:01:26.753068,2022-06-12 17:01:27.427113,0 days 00:00:00.674045,1.9998863642730138,9997762,random,0.033531930331255,COMPLETE
235,0.9814883931644219,2022-06-12 16:57:03.146027,2022-06-12 16:57:03.713470,0 days 00:00:00.567443,1.9978181749454005,9449182,random,0.09159309436028643,COMPLETE
236,0.9814883931644219,2022-06-12 16:57:03.713711,2022-06-12 16:57:04.299076,0 days 00:00:00.585365,1.9966654527532424,9426918,random,0.06772739034910114,COMPLETE
477,0.9814883931644219,2022-06-12 16:59:30.636408,2022-06-12 16:59:31.273891,0 days 00:00:00.637483,1.997613565177561,6287664,random,0.07186650244298677,COMPLETE
238,0.9814883931644219,2022-06-12 16:57:04.856587,2022-06-12 16:57:05.419141,0 days 00:00:00.562554,1.9976979402281287,8805130,random,0.06540322138207377,COMPLETE
637,0.9814883931644219,2022-06-12 17:01:19.573685,2022-06-12 17:01:20.244709,0 days 00:00:00.671024,1.9999879726071323,6872218,random,0.07464635941446335,COMPLETE
241,0.9814883931644219,2022-06-12 16:57:06.551365,2022-06-12 16:57:07.122143,0 days 00:00:00.570778,1.9993647921318527,6585054,random,0.0965009582815558,COMPLETE
242,0.9814883931644219,2022-06-12 16:57:07.122386,2022-06-12 16:57:07.689420,0 days 00:00:00.567034,1.999107188573247,6463027,random,0.09793642696621048,COMPLETE
634,0.9814883931644219,2022-06-12 17:01:17.541871,2022-06-12 17:01:18.228658,0 days 00:00:00.686787,1.9991093849904398,5115112,random,0.09989714752966948,COMPLETE
245,0.9814883931644219,2022-06-12 16:57:08.814163,2022-06-12 16:57:09.380179,0 days 00:00:00.566016,1.996800147032594,8463812,random,0.08184978515026273,COMPLETE
214,0.9814883931644219,2022-06-12 16:56:51.353978,2022-06-12 16:56:51.881290,0 days 00:00:00.527312,1.9911108073569788,7078204,random,0.0721188437480337,COMPLETE
211,0.9814883931644219,2022-06-12 16:56:49.374157,2022-06-12 16:56:49.925663,0 days 00:00:00.551506,1.9975441220078678,7825415,random,0.08562579664257021,COMPLETE
483,0.9814883931644219,2022-06-12 16:59:34.442997,2022-06-12 16:59:35.069663,0 days 00:00:00.626666,1.999482520048261,9488674,random,0.03607165283882064,COMPLETE
198,0.9814883931644219,2022-06-12 16:56:42.146482,2022-06-12 16:56:42.703637,0 days 00:00:00.557155,1.9997990733704734,6500108,random,0.079458774885764,COMPLETE
723,0.9814883931644219,2022-06-12 17:02:20.184143,2022-06-12 17:02:20.881693,0 days 00:00:00.697550,1.9993944733836098,6780846,random,0.06853465191754311,COMPLETE
344,0.9814883931644219,2022-06-12 16:58:07.658698,2022-06-12 16:58:08.249853,0 days 00:00:00.591155,1.9977660367139851,6719570,random,0.07689735826954311,COMPLETE
379,0.9814883931644219,2022-06-12 16:58:29.216693,2022-06-12 16:58:29.817822,0 days 00:00:00.601129,1.999637139358807,6650915,random,0.035311438467106396,COMPLETE
714,0.9814883931644219,2022-06-12 17:02:13.630153,2022-06-12 17:02:14.325762,0 days 00:00:00.695609,1.9986299230443978,7182927,random,0.07720034952819606,COMPLETE
713,0.9814883931644219,2022-06-12 17:02:12.934275,2022-06-12 17:02:13.629610,0 days 00:00:00.695335,1.9996757966382332,7062291,random,0.03556433886840145,COMPLETE
192,0.9814883931644219,2022-06-12 16:56:38.839946,2022-06-12 16:56:39.391153,0 days 00:00:00.551207,1.9995325462780702,5661109,random,0.09475571571930681,COMPLETE
708,0.9814883931644219,2022-06-12 17:02:09.492923,2022-06-12 17:02:10.184863,0 days 00:00:00.691940,1.9993735225904217,4224121,random,0.09264470620660921,COMPLETE
451,0.9814883931644219,2022-06-12 16:59:14.138407,2022-06-12 16:59:14.760855,0 days 00:00:00.622448,1.9997130506971912,5136084,random,0.08889412948963664,COMPLETE
196,0.9814883931644219,2022-06-12 16:56:41.040830,2022-06-12 16:56:41.592729,0 days 00:00:00.551899,1.9993949329661027,6620963,random,0.09636163732910155,COMPLETE
197,0.9814883931644219,2022-06-12 16:56:41.592961,2022-06-12 16:56:42.146265,0 days 00:00:00.553304,1.9995795918932144,6542274,random,0.0809599907266383,COMPLETE
199,0.9814883931644219,2022-06-12 16:56:42.703854,2022-06-12 16:56:43.265477,0 days 00:00:00.561623,1.997953995229969,6995756,random,0.06894571442162457,COMPLETE
339,0.9814883931644219,2022-06-12 16:58:04.703614,2022-06-12 16:58:05.297122,0 days 00:00:00.593508,1.9979460345123496,8204764,random,0.0741956490180403,COMPLETE
341,0.9814883931644219,2022-06-12 16:58:05.882083,2022-06-12 16:58:06.471617,0 days 00:00:00.589534,1.9990842437264909,1068787,random,0.08890992008801939,COMPLETE
201,0.9814883931644219,2022-06-12 16:56:43.831161,2022-06-12 16:56:44.383660,0 days 00:00:00.552499,1.9994531719675137,8563515,random,0.06513723797481401,COMPLETE
