iteration,recall,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
222,0.741693364,05:08.0,07:31.8,0 days 00:02:23.775993,24,496,100,17,314,499,COMPLETE
242,0.741656751,53:46.6,56:10.6,0 days 00:02:24.058774,23,497,97,16,313,500,COMPLETE
190,0.741656751,48:31.1,50:53.9,0 days 00:02:22.708384,26,496,98,15,315,496,COMPLETE
192,0.741656751,53:16.9,55:39.7,0 days 00:02:22.827732,26,496,98,15,315,496,COMPLETE
217,0.741620137,53:08.8,55:33.1,0 days 00:02:24.268183,24,496,100,18,315,501,COMPLETE
189,0.741601831,46:08.2,48:31.1,0 days 00:02:22.968663,26,494,98,15,315,497,COMPLETE
211,0.741583524,38:46.9,41:11.0,0 days 00:02:24.132930,25,500,100,15,314,500,COMPLETE
261,0.741565217,39:10.4,41:29.5,0 days 00:02:19.091526,25,494,98,16,309,482,COMPLETE
240,0.741528604,48:59.7,51:23.5,0 days 00:02:23.810593,24,500,97,16,315,499,COMPLETE
285,0.741491991,36:42.8,39:01.0,0 days 00:02:18.158727,23,500,97,14,322,478,COMPLETE
203,0.741473684,19:36.6,22:02.3,0 days 00:02:25.707519,27,494,99,17,314,506,COMPLETE
256,0.741455378,27:03.4,29:28.7,0 days 00:02:25.248750,23,500,97,14,322,503,COMPLETE
197,0.741418764,05:11.4,07:36.0,0 days 00:02:24.554391,26,500,98,15,315,502,COMPLETE
202,0.741382151,17:11.1,19:36.6,0 days 00:02:25.459840,26,495,99,17,314,505,COMPLETE
174,0.741363844,09:45.9,12:11.9,0 days 00:02:26.009195,24,500,100,13,315,507,COMPLETE
178,0.741308924,19:24.8,21:49.5,0 days 00:02:24.678813,25,500,100,13,314,502,COMPLETE
231,0.741308924,26:30.5,28:55.8,0 days 00:02:25.215001,24,500,100,15,315,504,COMPLETE
198,0.741308924,07:36.0,10:00.7,0 days 00:02:24.712062,26,500,100,16,314,502,COMPLETE
195,0.741254005,00:25.8,02:48.6,0 days 00:02:22.814650,26,495,99,16,315,496,COMPLETE
170,0.741254005,00:16.9,02:39.1,0 days 00:02:22.173514,24,499,97,12,322,493,COMPLETE
200,0.741235698,12:25.2,14:48.8,0 days 00:02:23.538193,26,492,100,15,314,499,COMPLETE
183,0.741199085,31:31.4,33:59.0,0 days 00:02:27.610005,25,496,98,14,323,512,COMPLETE
218,0.741180778,55:33.1,57:55.3,0 days 00:02:22.176737,24,495,97,18,320,493,COMPLETE
22,0.741144165,15:48.3,18:09.2,0 days 00:02:20.948670,38,481,77,8,358,488,COMPLETE
40,0.741125858,57:51.2,00:20.6,0 days 00:02:29.469588,30,490,95,10,301,521,COMPLETE
223,0.741107551,07:31.8,09:55.1,0 days 00:02:23.387455,24,490,99,17,320,497,COMPLETE
248,0.741107551,08:02.0,10:24.2,0 days 00:02:22.207141,24,496,97,16,320,493,COMPLETE
30,0.741052632,34:29.1,36:39.3,0 days 00:02:10.230165,26,485,89,14,343,452,COMPLETE
269,0.740979405,58:31.6,00:50.0,0 days 00:02:18.356032,26,493,95,15,322,479,COMPLETE
55,0.740961098,35:57.1,38:11.5,0 days 00:02:14.385040,21,462,97,14,296,471,COMPLETE
268,0.740924485,56:10.2,58:31.6,0 days 00:02:21.483434,25,488,98,15,327,490,COMPLETE
144,0.740887872,01:22.9,03:35.4,0 days 00:02:12.510473,21,479,96,13,374,460,COMPLETE
284,0.740869565,34:18.3,36:42.8,0 days 00:02:24.519261,25,496,99,16,315,501,COMPLETE
272,0.740796339,05:32.5,07:54.0,0 days 00:02:21.462481,26,492,98,14,309,490,COMPLETE
263,0.740796339,43:48.0,46:08.0,0 days 00:02:19.957097,24,496,98,16,302,485,COMPLETE
26,0.740778032,24:51.0,27:23.2,0 days 00:02:32.134959,39,473,88,11,327,528,COMPLETE
53,0.740778032,31:19.7,33:36.0,0 days 00:02:16.270103,40,481,95,14,331,473,COMPLETE
233,0.740759725,31:17.8,33:43.3,0 days 00:02:25.541434,25,492,97,16,315,506,COMPLETE
292,0.740741419,53:23.6,55:50.1,0 days 00:02:26.515141,25,496,98,15,307,508,COMPLETE
275,0.740704805,12:42.8,15:02.1,0 days 00:02:19.280847,25,497,99,14,321,482,COMPLETE
224,0.740704805,09:55.1,12:21.2,0 days 00:02:26.092870,26,495,98,18,307,508,COMPLETE
169,0.740631579,58:00.0,00:16.9,0 days 00:02:16.870029,23,500,97,12,310,476,COMPLETE
244,0.740485126,58:34.3,00:55.7,0 days 00:02:21.389267,24,500,96,16,320,490,COMPLETE
251,0.740448513,15:07.6,17:29.5,0 days 00:02:21.964802,26,489,99,15,309,493,COMPLETE
95,0.740411899,09:34.1,11:58.7,0 days 00:02:24.548663,38,495,95,10,337,499,COMPLETE
134,0.740393593,40:17.9,42:30.1,0 days 00:02:12.161210,34,483,99,12,366,457,COMPLETE
299,0.740356979,09:57.9,12:24.2,0 days 00:02:26.330633,26,500,99,15,302,507,COMPLETE
230,0.740173913,24:07.3,26:30.5,0 days 00:02:23.242260,27,496,100,17,304,498,COMPLETE
114,0.740173913,53:48.0,56:05.0,0 days 00:02:17.008558,37,485,89,12,350,474,COMPLETE
210,0.740118993,36:26.1,38:46.9,0 days 00:02:20.792465,24,495,99,18,304,490,COMPLETE
288,0.740100686,43:45.6,46:05.9,0 days 00:02:20.351618,25,485,99,17,309,487,COMPLETE
140,0.739954233,53:04.6,55:12.2,0 days 00:02:07.631575,40,487,97,12,374,441,COMPLETE
137,0.739935927,46:45.3,48:53.3,0 days 00:02:08.044323,22,486,99,13,358,443,COMPLETE
243,0.739935927,56:10.6,58:34.3,0 days 00:02:23.627882,23,497,97,16,310,499,COMPLETE
220,0.73991762,00:23.8,02:43.3,0 days 00:02:19.564644,26,495,96,15,325,484,COMPLETE
172,0.7398627,05:01.5,07:23.2,0 days 00:02:21.716986,23,497,97,12,310,493,COMPLETE
133,0.7398627,38:04.3,40:17.9,0 days 00:02:13.657385,35,483,99,12,357,463,COMPLETE
123,0.739844394,14:00.8,16:22.6,0 days 00:02:21.736757,36,482,94,12,342,491,COMPLETE
110,0.73980778,45:00.0,47:13.2,0 days 00:02:13.217566,39,482,95,11,360,461,COMPLETE
184,0.73980778,33:59.0,36:26.6,0 days 00:02:27.608269,25,500,98,14,322,512,COMPLETE
179,0.739789474,21:49.5,24:13.9,0 days 00:02:24.363344,25,499,100,13,313,501,COMPLETE
228,0.739734554,19:26.9,21:46.2,0 days 00:02:19.354228,24,495,96,16,311,484,COMPLETE
289,0.739716247,46:05.9,48:31.4,0 days 00:02:25.489798,27,500,96,15,313,504,COMPLETE
262,0.739716247,41:29.5,43:48.0,0 days 00:02:18.516023,25,492,97,16,310,481,COMPLETE
204,0.739697941,22:02.3,24:27.7,0 days 00:02:25.365584,27,492,98,17,311,505,COMPLETE
255,0.739679634,24:41.0,27:03.4,0 days 00:02:22.359365,27,496,99,15,313,494,COMPLETE
74,0.739624714,20:47.4,23:01.3,0 days 00:02:13.876694,22,495,77,11,298,465,COMPLETE
117,0.739588101,00:31.7,02:47.8,0 days 00:02:16.071519,37,496,87,14,353,470,COMPLETE
104,0.739569794,30:58.3,33:15.4,0 days 00:02:17.116696,36,491,97,11,350,474,COMPLETE
135,0.739569794,42:30.1,44:34.0,0 days 00:02:03.870542,35,480,99,12,367,428,COMPLETE
239,0.739533181,46:34.4,48:59.7,0 days 00:02:25.343457,25,493,96,15,318,505,COMPLETE
226,0.739514874,14:42.7,17:03.8,0 days 00:02:21.111210,27,490,97,20,310,491,COMPLETE
168,0.739514874,55:27.8,58:00.0,0 days 00:02:32.271052,35,494,92,13,351,528,COMPLETE
164,0.739514874,46:11.8,48:29.6,0 days 00:02:17.723581,22,493,96,11,291,479,COMPLETE
126,0.739478261,21:08.1,23:28.3,0 days 00:02:20.243623,37,497,78,7,364,485,COMPLETE
42,0.739441648,02:48.8,05:16.3,0 days 00:02:27.549919,27,472,92,10,296,516,COMPLETE
125,0.739441648,18:44.3,21:08.1,0 days 00:02:23.759495,39,473,94,12,344,499,COMPLETE
290,0.739423341,48:31.4,50:59.5,0 days 00:02:28.075921,24,489,97,18,318,514,COMPLETE
216,0.739405034,50:41.9,53:08.8,0 days 00:02:26.926118,25,500,98,15,308,510,COMPLETE
61,0.739405034,49:49.9,52:17.5,0 days 00:02:27.550480,23,470,92,12,296,516,COMPLETE
207,0.739405034,29:18.1,31:44.5,0 days 00:02:26.442784,27,496,98,17,308,509,COMPLETE
186,0.739386728,38:51.8,41:17.3,0 days 00:02:25.524771,26,495,100,14,313,505,COMPLETE
234,0.739350114,33:43.3,36:11.1,0 days 00:02:27.783838,26,497,100,17,322,513,COMPLETE
78,0.739295195,29:31.1,31:57.0,0 days 00:02:25.897127,24,485,96,15,350,505,COMPLETE
121,0.739258581,09:31.0,11:47.3,0 days 00:02:16.267778,37,492,87,13,332,472,COMPLETE
212,0.739240275,41:11.0,43:34.1,0 days 00:02:23.060127,26,500,99,16,310,497,COMPLETE
136,0.739221968,44:34.0,46:45.3,0 days 00:02:11.350847,34,474,100,12,360,455,COMPLETE
59,0.739221968,44:50.9,47:16.1,0 days 00:02:25.219332,20,489,95,14,373,503,COMPLETE
187,0.739203661,41:17.3,43:45.3,0 days 00:02:27.997733,25,493,98,14,322,514,COMPLETE
10,0.739185355,48:31.2,50:43.0,0 days 00:02:11.771705,39,497,91,13,352,456,COMPLETE
113,0.739148741,51:33.4,53:48.0,0 days 00:02:14.541545,36,490,98,13,358,465,COMPLETE
247,0.739075515,05:38.0,08:02.0,0 days 00:02:24.008759,25,500,96,16,307,500,COMPLETE
96,0.739057208,11:58.7,14:21.4,0 days 00:02:22.687527,38,493,95,10,342,493,COMPLETE
159,0.739057208,34:28.0,36:51.6,0 days 00:02:23.532404,40,483,97,12,338,498,COMPLETE
219,0.739038902,57:55.3,00:23.8,0 days 00:02:28.511340,24,491,98,18,311,516,COMPLETE
250,0.739020595,12:43.4,15:07.6,0 days 00:02:24.213342,23,495,95,16,314,501,COMPLETE
201,0.738983982,14:48.8,17:11.1,0 days 00:02:22.342055,26,500,98,15,318,494,COMPLETE
148,0.738965675,09:56.8,12:15.3,0 days 00:02:18.500171,34,487,99,12,378,480,COMPLETE
281,0.738965675,27:08.4,29:31.5,0 days 00:02:23.118510,24,496,98,18,326,495,COMPLETE
92,0.738965675,02:30.1,04:45.0,0 days 00:02:14.896460,26,468,61,14,352,470,COMPLETE
109,0.738947368,42:38.6,45:00.0,0 days 00:02:21.395817,34,494,93,4,338,488,COMPLETE
293,0.738910755,55:50.1,58:10.9,0 days 00:02:20.864172,26,500,43,14,315,490,COMPLETE
51,0.738910755,26:27.1,28:50.8,0 days 00:02:23.709841,27,499,90,13,357,496,COMPLETE
105,0.738910755,33:15.4,35:32.4,0 days 00:02:16.964874,39,496,99,11,345,473,COMPLETE
279,0.738892449,22:11.7,24:37.7,0 days 00:02:25.945280,25,493,95,15,314,505,COMPLETE
155,0.738874142,25:39.4,27:54.2,0 days 00:02:14.732816,21,483,95,15,385,467,COMPLETE
139,0.738855835,51:02.1,53:04.6,0 days 00:02:02.506050,38,483,98,13,359,424,COMPLETE
93,0.738837529,04:45.0,07:04.1,0 days 00:02:19.082400,22,489,90,15,346,481,COMPLETE
199,0.738837529,10:00.7,12:25.2,0 days 00:02:24.534043,27,500,100,16,308,502,COMPLETE
258,0.738764302,31:56.0,34:25.4,0 days 00:02:29.398151,23,492,96,14,325,517,COMPLETE
118,0.738745995,02:47.8,05:03.2,0 days 00:02:15.399242,38,496,83,14,353,468,COMPLETE
60,0.738727689,47:16.1,49:49.9,0 days 00:02:33.792805,32,481,88,18,310,535,COMPLETE
154,0.738672769,23:00.1,25:39.4,0 days 00:02:39.295715,39,500,98,13,357,552,COMPLETE
90,0.738654462,57:46.9,00:05.6,0 days 00:02:18.615780,28,477,92,15,276,488,COMPLETE
87,0.738636156,50:37.5,52:55.0,0 days 00:02:17.481361,23,462,94,13,359,477,COMPLETE
112,0.738636156,49:26.2,51:33.4,0 days 00:02:07.190589,40,475,95,10,367,440,COMPLETE
143,0.738636156,59:17.7,01:22.9,0 days 00:02:05.199269,35,488,100,13,410,432,COMPLETE
16,0.738636156,01:44.0,04:17.8,0 days 00:02:33.841816,34,474,100,8,311,536,COMPLETE
89,0.738581236,55:18.8,57:46.9,0 days 00:02:28.152702,25,500,96,9,288,512,COMPLETE
36,0.738562929,48:17.0,50:33.9,0 days 00:02:16.981647,24,465,73,20,391,475,COMPLETE
149,0.738526316,12:15.3,14:29.0,0 days 00:02:13.707827,29,480,97,13,375,463,COMPLETE
62,0.738526316,52:17.5,54:34.8,0 days 00:02:17.355008,24,476,98,10,278,485,COMPLETE
229,0.738453089,21:46.2,24:07.3,0 days 00:02:21.060972,25,489,98,19,313,490,COMPLETE
236,0.738434783,38:34.8,40:55.0,0 days 00:02:20.159127,26,490,99,16,313,487,COMPLETE
130,0.738379863,31:01.2,33:22.9,0 days 00:02:21.692712,20,463,85,16,342,493,COMPLETE
264,0.738379863,46:08.0,48:30.7,0 days 00:02:22.711226,23,487,96,19,308,495,COMPLETE
82,0.738324943,39:04.1,41:24.0,0 days 00:02:19.880479,24,494,93,13,304,485,COMPLETE
108,0.73828833,40:19.1,42:38.6,0 days 00:02:19.479850,37,500,100,10,342,481,COMPLETE
64,0.738270023,56:42.3,59:14.8,0 days 00:02:32.557474,38,500,91,8,340,527,COMPLETE
294,0.738251716,58:10.9,00:30.4,0 days 00:02:19.439811,23,490,95,16,321,483,COMPLETE
162,0.738251716,41:21.6,44:04.7,0 days 00:02:43.172713,21,486,94,10,342,568,COMPLETE
97,0.738251716,14:21.4,16:46.3,0 days 00:02:24.956151,37,497,98,18,356,499,COMPLETE
103,0.738215103,28:27.9,30:58.3,0 days 00:02:30.398609,40,478,94,10,370,520,COMPLETE
206,0.738196796,26:54.0,29:18.1,0 days 00:02:24.097360,26,492,99,17,313,501,COMPLETE
280,0.738196796,24:37.7,27:08.4,0 days 00:02:30.722131,26,500,100,15,310,522,COMPLETE
260,0.738196796,36:49.3,39:10.4,0 days 00:02:21.085790,24,488,95,14,305,489,COMPLETE
267,0.73817849,53:50.8,56:10.2,0 days 00:02:19.344116,25,496,99,18,329,482,COMPLETE
176,0.738141876,14:35.7,17:01.5,0 days 00:02:25.875699,24,500,100,14,317,507,COMPLETE
41,0.73812357,00:20.6,02:48.8,0 days 00:02:28.122621,30,491,95,8,271,523,COMPLETE
274,0.73812357,10:15.5,12:42.8,0 days 00:02:27.338402,25,497,100,15,317,511,COMPLETE
157,0.738105263,30:14.1,32:23.7,0 days 00:02:09.539745,38,490,41,10,367,451,COMPLETE
72,0.73806865,16:09.1,18:26.4,0 days 00:02:17.328134,23,485,97,13,284,479,COMPLETE
124,0.737922197,16:22.6,18:44.3,0 days 00:02:21.764968,38,482,88,15,339,491,COMPLETE
235,0.73790389,36:11.1,38:34.8,0 days 00:02:23.669548,24,500,98,15,317,499,COMPLETE
111,0.73790389,47:13.2,49:26.2,0 days 00:02:13.076964,39,482,97,11,362,460,COMPLETE
245,0.737885584,00:55.7,03:18.2,0 days 00:02:22.497235,23,492,97,15,312,496,COMPLETE
141,0.73784897,55:12.2,57:09.9,0 days 00:01:57.671077,40,485,97,12,370,407,COMPLETE
165,0.737812357,48:29.6,50:42.1,0 days 00:02:12.525929,20,480,50,12,306,464,COMPLETE
249,0.737812357,10:24.2,12:43.4,0 days 00:02:19.119028,25,492,98,15,324,483,COMPLETE
8,0.737775744,43:06.3,45:35.4,0 days 00:02:29.014632,37,498,82,9,387,513,COMPLETE
23,0.737775744,18:09.2,20:27.3,0 days 00:02:18.118345,35,454,75,5,360,482,COMPLETE
286,0.737775744,39:01.0,41:22.7,0 days 00:02:21.786533,24,492,100,16,312,492,COMPLETE
94,0.737757437,07:04.1,09:34.1,0 days 00:02:30.015728,24,482,99,12,303,521,COMPLETE
24,0.73773913,20:27.3,22:31.9,0 days 00:02:04.544371,38,484,78,7,341,433,COMPLETE
145,0.737702517,03:35.4,05:41.0,0 days 00:02:05.625924,21,471,98,14,388,436,COMPLETE
291,0.737665904,50:59.5,53:23.6,0 days 00:02:24.056546,25,493,100,16,324,499,COMPLETE
54,0.737592677,33:36.0,35:57.1,0 days 00:02:21.159428,40,479,95,17,333,490,COMPLETE
214,0.737592677,45:58.9,48:21.9,0 days 00:02:22.970759,27,496,98,15,319,496,COMPLETE
252,0.737574371,17:29.5,19:56.9,0 days 00:02:27.398342,24,500,98,14,317,511,COMPLETE
277,0.737556064,17:26.7,19:48.4,0 days 00:02:21.631006,24,491,98,16,306,491,COMPLETE
12,0.737427918,52:47.2,55:14.0,0 days 00:02:26.835682,40,499,82,7,376,506,COMPLETE
253,0.737409611,19:56.9,22:20.7,0 days 00:02:23.766562,28,495,96,15,312,499,COMPLETE
71,0.737372998,13:40.8,16:09.1,0 days 00:02:28.283548,21,470,92,12,290,516,COMPLETE
34,0.737354691,43:35.6,46:15.4,0 days 00:02:39.783441,28,443,96,15,353,558,COMPLETE
101,0.737354691,23:27.2,25:54.5,0 days 00:02:27.323652,23,472,92,11,326,511,COMPLETE
19,0.737336384,09:00.3,11:19.2,0 days 00:02:18.899977,34,475,91,7,355,481,COMPLETE
43,0.737336384,05:16.3,07:56.9,0 days 00:02:40.585286,28,471,93,10,320,560,COMPLETE
76,0.737189931,25:13.9,27:20.3,0 days 00:02:06.479383,26,492,75,11,300,439,COMPLETE
298,0.737189931,07:34.9,09:57.9,0 days 00:02:22.982930,23,497,97,14,319,495,COMPLETE
146,0.737171625,05:41.0,07:49.8,0 days 00:02:08.757986,20,475,93,13,382,447,COMPLETE
254,0.737171625,22:20.7,24:41.0,0 days 00:02:20.340856,25,488,100,16,317,488,COMPLETE
283,0.737153318,31:51.1,34:18.3,0 days 00:02:27.171877,24,492,94,19,305,510,COMPLETE
31,0.737135011,36:39.3,38:49.5,0 days 00:02:10.177342,25,481,89,15,344,453,COMPLETE
58,0.737135011,42:35.3,44:50.9,0 days 00:02:15.576613,36,465,100,16,322,472,COMPLETE
287,0.737135011,41:22.7,43:45.6,0 days 00:02:22.848451,26,496,98,14,317,495,COMPLETE
160,0.737098398,36:51.6,39:07.7,0 days 00:02:16.197376,39,491,91,15,333,473,COMPLETE
271,0.737098398,03:09.9,05:32.5,0 days 00:02:22.601412,23,488,100,15,324,494,COMPLETE
276,0.737043478,15:02.1,17:26.7,0 days 00:02:24.655410,26,500,96,15,312,502,COMPLETE
73,0.737043478,18:26.4,20:47.4,0 days 00:02:20.996879,21,474,88,12,308,491,COMPLETE
227,0.737025172,17:03.8,19:26.9,0 days 00:02:23.049010,25,494,99,19,317,497,COMPLETE
84,0.737006865,43:51.3,46:13.9,0 days 00:02:22.614697,32,483,91,14,297,496,COMPLETE
161,0.737006865,39:07.7,41:21.6,0 days 00:02:13.802457,22,496,59,11,355,465,COMPLETE
120,0.736970252,07:12.0,09:31.0,0 days 00:02:19.020324,40,467,86,14,356,482,COMPLETE
49,0.736860412,21:37.0,24:14.8,0 days 00:02:37.843964,31,476,56,11,305,550,COMPLETE
278,0.736805492,19:48.4,22:11.7,0 days 00:02:23.363200,23,486,97,14,317,498,COMPLETE
151,0.736787185,16:28.8,18:40.3,0 days 00:02:11.520937,39,483,96,11,358,457,COMPLETE
32,0.736787185,38:49.5,41:22.1,0 days 00:02:32.607279,26,484,89,13,324,529,COMPLETE
209,0.736768879,34:06.0,36:26.1,0 days 00:02:20.125620,26,492,97,19,317,488,COMPLETE
215,0.736713959,48:21.9,50:41.9,0 days 00:02:19.993357,25,491,96,19,312,488,COMPLETE
166,0.736677346,50:42.1,53:08.1,0 days 00:02:25.983917,39,487,98,10,348,507,COMPLETE
116,0.736604119,58:14.4,00:31.7,0 days 00:02:17.310550,38,485,80,11,361,475,COMPLETE
75,0.736512586,23:01.3,25:13.9,0 days 00:02:12.607189,22,495,100,10,312,460,COMPLETE
142,0.736494279,57:09.9,59:17.7,0 days 00:02:07.819384,40,476,95,12,373,442,COMPLETE
167,0.736421053,53:08.1,55:27.8,0 days 00:02:19.684205,31,476,75,11,372,486,COMPLETE
156,0.736421053,27:54.2,30:14.1,0 days 00:02:19.945790,22,477,100,14,326,487,COMPLETE
122,0.736292906,11:47.3,14:00.8,0 days 00:02:13.519722,37,487,91,13,347,462,COMPLETE
99,0.7362746,18:57.1,21:03.8,0 days 00:02:06.645318,39,488,87,16,330,439,COMPLETE
81,0.73621968,36:33.8,39:04.1,0 days 00:02:30.374658,23,470,90,12,295,524,COMPLETE
131,0.73621968,33:22.9,35:39.1,0 days 00:02:16.151916,36,491,96,11,349,470,COMPLETE
232,0.736128146,28:55.8,31:17.8,0 days 00:02:22.049319,24,496,99,18,319,493,COMPLETE
270,0.73610984,00:50.0,03:09.9,0 days 00:02:19.945118,25,496,99,14,319,485,COMPLETE
221,0.736091533,02:43.3,05:08.0,0 days 00:02:24.639341,25,500,100,15,316,502,COMPLETE
65,0.73605492,59:14.8,01:16.0,0 days 00:02:01.158535,40,490,82,9,295,421,COMPLETE
47,0.736,15:57.3,18:42.7,0 days 00:02:45.396374,23,452,89,6,280,586,COMPLETE
196,0.735908467,02:48.6,05:11.4,0 days 00:02:22.816330,26,496,99,16,316,496,COMPLETE
180,0.735908467,24:13.9,26:43.5,0 days 00:02:29.605200,24,500,100,13,319,519,COMPLETE
132,0.73583524,35:39.1,38:04.3,0 days 00:02:25.191968,36,493,95,11,352,503,COMPLETE
11,0.73583524,50:43.0,52:47.2,0 days 00:02:04.191512,40,476,91,13,350,432,COMPLETE
44,0.735762014,07:56.9,11:10.0,0 days 00:03:13.089126,26,471,70,9,301,677,COMPLETE
21,0.735743707,13:12.9,15:48.3,0 days 00:02:35.367313,37,493,86,9,398,536,COMPLETE
238,0.7357254,43:13.6,46:34.4,0 days 00:03:20.771975,26,496,100,17,307,700,COMPLETE
152,0.735633867,18:40.3,20:52.4,0 days 00:02:12.128799,38,479,92,12,363,460,COMPLETE
68,0.735633867,06:18.3,08:26.5,0 days 00:02:08.219695,31,437,74,6,273,457,COMPLETE
205,0.735615561,24:27.7,26:54.0,0 days 00:02:26.328183,25,496,100,15,319,508,COMPLETE
150,0.735597254,14:29.0,16:28.8,0 days 00:01:59.767552,21,466,94,14,368,418,COMPLETE
153,0.735560641,20:52.4,23:00.1,0 days 00:02:07.717744,40,488,95,12,346,444,COMPLETE
35,0.735524027,46:15.4,48:17.0,0 days 00:02:01.603896,31,486,79,10,379,421,COMPLETE
102,0.735340961,25:54.5,28:27.9,0 days 00:02:33.360179,25,480,90,14,335,532,COMPLETE
119,0.735157895,05:03.2,07:12.0,0 days 00:02:08.804032,39,479,89,15,379,446,COMPLETE
129,0.735139588,28:50.0,31:01.2,0 days 00:02:11.203900,35,478,93,13,371,454,COMPLETE
67,0.735102975,03:40.6,06:18.3,0 days 00:02:37.656677,33,481,85,13,329,548,COMPLETE
213,0.735066362,43:34.1,45:58.9,0 days 00:02:24.841541,25,490,100,15,316,504,COMPLETE
13,0.735066362,55:14.0,57:13.1,0 days 00:01:59.045857,36,500,100,14,332,412,COMPLETE
70,0.735048055,11:00.7,13:40.8,0 days 00:02:40.028086,25,459,81,7,298,560,COMPLETE
56,0.735029748,38:11.5,40:28.1,0 days 00:02:16.540615,21,458,97,14,329,475,COMPLETE
106,0.735011442,35:32.4,37:42.7,0 days 00:02:10.298666,36,490,97,17,349,450,COMPLETE
107,0.734919908,37:42.7,40:19.1,0 days 00:02:36.415264,38,485,96,9,354,542,COMPLETE
282,0.734919908,29:31.5,31:51.1,0 days 00:02:19.598746,26,488,55,15,319,486,COMPLETE
25,0.734901602,22:31.9,24:51.0,0 days 00:02:19.135536,32,433,97,15,362,485,COMPLETE
39,0.734864989,55:28.5,57:51.2,0 days 00:02:22.697183,39,452,62,14,406,496,COMPLETE
246,0.734864989,03:18.2,05:38.0,0 days 00:02:19.872394,24,489,98,20,316,487,COMPLETE
17,0.734773455,04:17.8,06:52.8,0 days 00:02:34.959159,33,464,35,2,313,544,COMPLETE
33,0.734736842,41:22.1,43:35.6,0 days 00:02:13.456787,20,463,86,10,338,464,COMPLETE
52,0.734700229,28:50.8,31:19.7,0 days 00:02:28.907098,28,494,84,12,347,514,COMPLETE
265,0.734535469,48:30.7,51:31.2,0 days 00:03:00.550670,25,492,100,14,329,626,COMPLETE
45,0.734535469,11:10.0,13:38.4,0 days 00:02:28.434913,30,440,84,8,287,520,COMPLETE
297,0.734517162,05:10.2,07:34.9,0 days 00:02:24.628930,24,486,99,15,316,503,COMPLETE
1,0.734389016,23:56.5,26:47.4,0 days 00:02:50.868708,31,466,48,20,383,594,COMPLETE
69,0.734389016,08:26.5,11:00.7,0 days 00:02:34.238642,37,425,94,14,344,540,COMPLETE
79,0.734169336,31:57.0,34:31.1,0 days 00:02:34.085592,22,478,72,11,424,532,COMPLETE
3,0.73409611,29:28.3,32:12.6,0 days 00:02:44.331124,23,448,71,19,420,573,COMPLETE
88,0.733967963,52:55.0,55:18.8,0 days 00:02:23.836074,30,455,84,16,364,501,COMPLETE
20,0.733949657,11:19.2,13:12.9,0 days 00:01:53.736293,39,429,94,11,315,400,COMPLETE
86,0.733729977,48:27.5,50:37.5,0 days 00:02:09.931148,27,487,98,11,292,452,COMPLETE
80,0.733675057,34:31.1,36:33.8,0 days 00:02:02.688342,20,464,77,10,324,428,COMPLETE
83,0.733656751,41:24.0,43:51.3,0 days 00:02:27.323241,21,451,86,12,283,515,COMPLETE
115,0.733583524,56:05.0,58:14.4,0 days 00:02:09.437516,37,413,64,12,350,455,COMPLETE
63,0.733565217,54:34.8,56:42.3,0 days 00:02:07.461831,39,459,93,11,287,445,COMPLETE
