iteration,f1_weighted,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
294,0.964343515383872,2022-06-11 04:55:03.371823,2022-06-11 04:56:25.933617,0 days 00:01:22.561794,25,463,140,9,137,296,COMPLETE
85,0.9643393449249897,2022-06-11 00:10:18.623961,2022-06-11 00:11:53.277497,0 days 00:01:34.653536,33,483,111,5,128,353,COMPLETE
171,0.9643296116106305,2022-06-11 02:08:54.867794,2022-06-11 02:10:15.031378,0 days 00:01:20.163584,18,478,71,11,154,294,COMPLETE
76,0.9643157199296776,2022-06-10 23:58:01.545954,2022-06-10 23:59:02.652723,0 days 00:01:01.106769,30,466,98,8,145,219,COMPLETE
131,0.9643119950349642,2022-06-11 01:17:51.894359,2022-06-11 01:19:02.901586,0 days 00:01:11.007227,30,500,76,23,174,257,COMPLETE
164,0.9643030043150291,2022-06-11 01:59:57.810843,2022-06-11 02:01:15.802536,0 days 00:01:17.991693,20,472,81,14,137,281,COMPLETE
274,0.9642991535843477,2022-06-11 04:26:50.251859,2022-06-11 04:28:11.068582,0 days 00:01:20.816723,25,491,138,11,152,295,COMPLETE
199,0.9642978280195253,2022-06-11 02:43:47.963522,2022-06-11 02:44:57.482321,0 days 00:01:09.518799,28,494,136,15,144,254,COMPLETE
134,0.9642923290687831,2022-06-11 01:21:21.211359,2022-06-11 01:22:30.278982,0 days 00:01:09.067623,33,476,105,23,165,248,COMPLETE
205,0.9642845343262224,2022-06-11 02:51:04.614065,2022-06-11 02:52:17.894920,0 days 00:01:13.280855,31,494,143,14,153,263,COMPLETE
187,0.9642796178879715,2022-06-11 02:29:38.340786,2022-06-11 02:30:41.944017,0 days 00:01:03.603231,40,491,132,16,134,231,COMPLETE
292,0.9642575421905686,2022-06-11 04:52:31.541222,2022-06-11 04:53:48.319907,0 days 00:01:16.778685,24,470,136,11,160,280,COMPLETE
197,0.9642542981313846,2022-06-11 02:41:30.085789,2022-06-11 02:42:42.782154,0 days 00:01:12.696365,28,500,145,16,152,266,COMPLETE
181,0.964248553992602,2022-06-11 02:22:13.477235,2022-06-11 02:23:30.507889,0 days 00:01:17.030654,31,494,55,13,156,280,COMPLETE
21,0.96423893554569,2022-06-10 22:35:27.391079,2022-06-10 22:37:39.884425,0 days 00:02:12.493346,44,472,96,30,180,483,COMPLETE
195,0.9642378073506349,2022-06-11 02:39:11.540543,2022-06-11 02:40:23.278370,0 days 00:01:11.737827,30,495,137,17,150,260,COMPLETE
251,0.9642365569382035,2022-06-11 03:55:53.727797,2022-06-11 03:57:09.107672,0 days 00:01:15.379875,42,479,68,11,147,271,COMPLETE
108,0.9642337877773731,2022-06-11 00:45:23.012671,2022-06-11 00:46:38.073538,0 days 00:01:15.060867,35,462,123,16,156,273,COMPLETE
100,0.9642331808110615,2022-06-11 00:33:12.341223,2022-06-11 00:35:19.128212,0 days 00:02:06.786989,33,493,32,22,153,458,COMPLETE
242,0.9642281828895543,2022-06-11 03:44:07.344408,2022-06-11 03:45:25.398131,0 days 00:01:18.053723,47,500,67,11,156,282,COMPLETE
117,0.9642199815402546,2022-06-11 00:57:29.131868,2022-06-11 00:58:54.054084,0 days 00:01:24.922216,37,476,72,29,194,307,COMPLETE
70,0.9642196555816918,2022-06-10 23:49:54.484433,2022-06-10 23:51:13.312114,0 days 00:01:18.827681,33,446,110,6,144,290,COMPLETE
217,0.9642192794425032,2022-06-11 03:09:41.742088,2022-06-11 03:11:00.537911,0 days 00:01:18.795823,30,484,145,15,313,275,COMPLETE
53,0.9642187624399938,2022-06-10 23:23:29.136079,2022-06-10 23:24:53.960462,0 days 00:01:24.824383,31,450,132,7,200,310,COMPLETE
290,0.9642181516619241,2022-06-11 04:48:51.329708,2022-06-11 04:51:02.391783,0 days 00:02:11.062075,28,470,134,11,150,477,COMPLETE
174,0.9642117394502406,2022-06-11 02:12:50.141198,2022-06-11 02:14:15.077687,0 days 00:01:24.936489,19,474,69,9,172,308,COMPLETE
146,0.9641947108464056,2022-06-11 01:37:22.645057,2022-06-11 01:38:37.792477,0 days 00:01:15.147420,28,483,66,10,183,268,COMPLETE
97,0.9641944932236342,2022-06-11 00:28:24.017281,2022-06-11 00:30:13.769242,0 days 00:01:49.751961,25,483,103,23,173,393,COMPLETE
115,0.9641894634250318,2022-06-11 00:55:01.321136,2022-06-11 00:56:20.270080,0 days 00:01:18.948944,38,495,69,27,213,281,COMPLETE
133,0.9641702377493572,2022-06-11 01:20:04.593875,2022-06-11 01:21:21.211149,0 days 00:01:16.617274,32,495,83,22,158,277,COMPLETE
156,0.9641667788392777,2022-06-11 01:49:55.226111,2022-06-11 01:51:10.513818,0 days 00:01:15.287707,19,493,74,10,168,275,COMPLETE
19,0.9641622577922577,2022-06-10 22:32:07.828249,2022-06-10 22:34:16.762462,0 days 00:02:08.934213,44,472,95,30,183,461,COMPLETE
22,0.9641559267468132,2022-06-10 22:37:39.884547,2022-06-10 22:40:07.512526,0 days 00:02:27.627979,37,500,86,27,181,528,COMPLETE
105,0.9641512051792713,2022-06-11 00:41:02.480284,2022-06-11 00:42:24.276821,0 days 00:01:21.796537,30,481,109,11,135,296,COMPLETE
58,0.964132908177222,2022-06-10 23:31:32.165293,2022-06-10 23:33:18.264357,0 days 00:01:46.099064,28,464,143,7,218,385,COMPLETE
123,0.9641271389329229,2022-06-11 01:06:40.500640,2022-06-11 01:08:01.542503,0 days 00:01:21.041863,35,486,61,29,150,295,COMPLETE
83,0.9641263436891121,2022-06-11 00:07:05.961191,2022-06-11 00:08:32.722082,0 days 00:01:26.760891,34,473,96,26,178,313,COMPLETE
93,0.9641151405668351,2022-06-11 00:21:50.858971,2022-06-11 00:23:17.526973,0 days 00:01:26.668002,22,491,101,21,395,301,COMPLETE
293,0.9641101160946027,2022-06-11 04:53:48.320284,2022-06-11 04:55:03.371437,0 days 00:01:15.051153,28,469,138,10,419,260,COMPLETE
80,0.964108763338984,2022-06-11 00:03:03.737915,2022-06-11 00:04:18.555590,0 days 00:01:14.817675,24,482,104,8,151,268,COMPLETE
