iteration,precision,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
63,0.8144761593195388,2022-06-14 19:13:21.567906,2022-06-14 19:14:59.511207,0 days 00:01:37.943301,40.0,500.0,132.0,19.0,581.0,323.0,COMPLETE
92,0.8144700898041974,2022-06-14 20:03:06.101276,2022-06-14 20:05:05.957547,0 days 00:01:59.856271,41.0,495.0,99.0,20.0,606.0,398.0,COMPLETE
258,0.814462836953677,2022-06-15 00:46:58.486597,2022-06-15 00:48:27.660287,0 days 00:01:29.173690,39.0,495.0,118.0,20.0,537.0,295.0,COMPLETE
172,0.8143160994764398,2022-06-14 22:22:04.666003,2022-06-14 22:24:00.258357,0 days 00:01:55.592354,40.0,493.0,132.0,19.0,563.0,384.0,COMPLETE
75,0.814309549514182,2022-06-14 19:33:17.725279,2022-06-14 19:35:13.579759,0 days 00:01:55.854480,35.0,495.0,144.0,20.0,679.0,382.0,COMPLETE
206,0.8142794067145264,2022-06-14 23:26:46.652971,2022-06-14 23:28:20.919193,0 days 00:01:34.266222,37.0,491.0,126.0,20.0,553.0,312.0,COMPLETE
299,0.8142616158142125,2022-06-15 02:27:39.129954,2022-06-15 02:29:51.724159,0 days 00:02:12.594205,36.0,492.0,117.0,17.0,560.0,450.0,COMPLETE
147,0.8142392068971158,2022-06-14 21:36:08.052854,2022-06-14 21:37:44.032971,0 days 00:01:35.980117,44.0,492.0,131.0,11.0,580.0,317.0,COMPLETE
214,0.8141717350075207,2022-06-14 23:39:01.974993,2022-06-14 23:40:30.095293,0 days 00:01:28.120300,37.0,496.0,124.0,15.0,543.0,291.0,COMPLETE
164,0.8141433643667065,2022-06-14 22:06:22.321208,2022-06-14 22:08:15.904379,0 days 00:01:53.583171,40.0,493.0,141.0,20.0,444.0,380.0,COMPLETE
68,0.8141057110129275,2022-06-14 19:21:25.051505,2022-06-14 19:23:09.936937,0 days 00:01:44.885432,42.0,477.0,131.0,16.0,545.0,347.0,COMPLETE
193,0.8141048706290275,2022-06-14 23:03:14.298169,2022-06-14 23:05:20.110588,0 days 00:02:05.812419,38.0,481.0,122.0,19.0,513.0,420.0,COMPLETE
146,0.8140899875743902,2022-06-14 21:34:29.969581,2022-06-14 21:36:08.052637,0 days 00:01:38.083056,43.0,488.0,132.0,11.0,586.0,324.0,COMPLETE
126,0.8140863047996203,2022-06-14 21:02:26.613394,2022-06-14 21:04:03.889843,0 days 00:01:37.276449,29.0,482.0,123.0,9.0,663.0,320.0,COMPLETE
38,0.8139804999345636,2022-06-14 18:28:48.435920,2022-06-14 18:30:56.436111,0 days 00:02:08.000191,34.0,488.0,111.0,20.0,609.0,425.0,COMPLETE
31,0.8139302831531251,2022-06-14 18:13:18.016156,2022-06-14 18:15:28.107105,0 days 00:02:10.090949,38.0,498.0,101.0,15.0,528.0,434.0,COMPLETE
219,0.813929925480455,2022-06-14 23:46:32.496688,2022-06-14 23:48:02.271220,0 days 00:01:29.774532,35.0,490.0,123.0,20.0,559.0,297.0,COMPLETE
152,0.8139298923182666,2022-06-14 21:44:31.394906,2022-06-14 21:46:28.215594,0 days 00:01:56.820688,41.0,495.0,131.0,19.0,592.0,388.0,COMPLETE
176,0.8139264737160714,2022-06-14 22:29:57.053337,2022-06-14 22:31:55.385991,0 days 00:01:58.332654,25.0,487.0,126.0,20.0,539.0,394.0,COMPLETE
132,0.8139223123201674,2022-06-14 21:11:47.510186,2022-06-14 21:13:20.525937,0 days 00:01:33.015751,35.0,495.0,125.0,11.0,579.0,306.0,COMPLETE
131,0.81391392537582,2022-06-14 21:10:14.388790,2022-06-14 21:11:47.510004,0 days 00:01:33.121214,33.0,496.0,134.0,10.0,555.0,308.0,COMPLETE
239,0.8138812098212095,2022-06-15 00:16:26.581207,2022-06-15 00:18:00.886571,0 days 00:01:34.305364,41.0,484.0,128.0,20.0,560.0,313.0,COMPLETE
271,0.8138092432573972,2022-06-15 01:07:05.164497,2022-06-15 01:08:35.737212,0 days 00:01:30.572715,39.0,474.0,118.0,18.0,545.0,301.0,COMPLETE
207,0.8137140986825955,2022-06-14 23:28:20.919449,2022-06-14 23:29:57.855640,0 days 00:01:36.936191,36.0,496.0,125.0,20.0,561.0,320.0,COMPLETE
202,0.8137096114519428,2022-06-14 23:19:41.777887,2022-06-14 23:21:40.338404,0 days 00:01:58.560517,42.0,495.0,132.0,20.0,555.0,394.0,COMPLETE
167,0.8136665250220638,2022-06-14 22:12:03.573932,2022-06-14 22:14:08.207465,0 days 00:02:04.633533,42.0,500.0,148.0,20.0,573.0,413.0,COMPLETE
179,0.8136347279924107,2022-06-14 22:35:59.240100,2022-06-14 22:37:57.025696,0 days 00:01:57.785596,41.0,480.0,127.0,19.0,545.0,393.0,COMPLETE
