iteration,recall,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
234,0.9117437070938215,2022-06-12 08:06:03.845999,2022-06-12 08:08:33.022329,0 days 00:02:29.176330,49,494,103,19,684,496,COMPLETE
198,0.9117437070938215,2022-06-12 06:37:01.121069,2022-06-12 06:39:31.746466,0 days 00:02:30.625397,48,496,110,18,665,492,COMPLETE
66,0.9117254004576659,2022-06-12 01:28:05.319893,2022-06-12 01:30:37.087454,0 days 00:02:31.767561,50,491,93,18,623,499,COMPLETE
299,0.9117254004576659,2022-06-12 10:44:07.687168,2022-06-12 10:46:39.144239,0 days 00:02:31.457071,49,500,105,20,667,495,COMPLETE
245,0.9117254004576659,2022-06-12 08:33:12.532424,2022-06-12 08:35:42.033337,0 days 00:02:29.500913,40,500,103,19,682,497,COMPLETE
255,0.9117254004576659,2022-06-12 08:57:59.100014,2022-06-12 09:00:29.657372,0 days 00:02:30.557358,50,490,106,18,667,493,COMPLETE
65,0.9117254004576659,2022-06-12 01:25:37.906774,2022-06-12 01:28:05.319659,0 days 00:02:27.412885,48,478,104,18,612,495,COMPLETE
150,0.9117070938215103,2022-06-12 04:40:51.380589,2022-06-12 04:43:20.293590,0 days 00:02:28.913001,49,495,104,18,652,495,COMPLETE
84,0.9116704805491991,2022-06-12 02:11:07.746205,2022-06-12 02:13:32.594802,0 days 00:02:24.848597,33,500,105,20,652,481,COMPLETE
162,0.9116521739130434,2022-06-12 05:09:32.717361,2022-06-12 05:12:04.753827,0 days 00:02:32.036466,49,500,107,16,695,496,COMPLETE
41,0.9116521739130434,2022-06-12 00:29:57.564241,2022-06-12 00:32:26.545751,0 days 00:02:28.981510,33,484,112,17,555,495,COMPLETE
161,0.9116338672768879,2022-06-12 05:07:03.463279,2022-06-12 05:09:32.717124,0 days 00:02:29.253845,50,496,106,16,697,487,COMPLETE
146,0.9116338672768879,2022-06-12 04:30:52.821759,2022-06-12 04:33:22.232018,0 days 00:02:29.410259,49,492,104,19,620,500,COMPLETE
280,0.9116155606407322,2022-06-12 09:58:37.367488,2022-06-12 10:00:58.785537,0 days 00:02:21.418049,27,500,92,20,599,466,COMPLETE
272,0.9116155606407322,2022-06-12 09:39:21.864631,2022-06-12 09:41:49.832740,0 days 00:02:27.968109,27,496,103,19,682,492,COMPLETE
294,0.9115972540045767,2022-06-12 10:32:07.661245,2022-06-12 10:34:33.829319,0 days 00:02:26.168074,50,487,99,19,618,490,COMPLETE
175,0.911578947368421,2022-06-12 05:41:53.132986,2022-06-12 05:44:23.442236,0 days 00:02:30.309250,47,489,103,17,682,500,COMPLETE
223,0.911578947368421,2022-06-12 07:38:45.982887,2022-06-12 07:41:17.845856,0 days 00:02:31.862969,48,491,106,18,695,496,COMPLETE
180,0.911578947368421,2022-06-12 05:53:33.091918,2022-06-12 05:56:04.109745,0 days 00:02:31.017827,48,483,108,17,679,495,COMPLETE
212,0.911578947368421,2022-06-12 07:11:43.545396,2022-06-12 07:14:11.736603,0 days 00:02:28.191207,26,499,102,19,684,492,COMPLETE
163,0.9115606407322654,2022-06-12 05:12:04.754043,2022-06-12 05:14:36.794239,0 days 00:02:32.040196,49,500,109,16,695,496,COMPLETE
249,0.9115606407322654,2022-06-12 08:43:03.745518,2022-06-12 08:45:36.698735,0 days 00:02:32.953217,49,493,112,19,693,500,COMPLETE
211,0.9115423340961099,2022-06-12 07:09:12.924767,2022-06-12 07:11:43.545125,0 days 00:02:30.620358,49,500,103,19,684,500,COMPLETE
285,0.9115423340961099,2022-06-12 10:10:31.933359,2022-06-12 10:12:58.960282,0 days 00:02:27.026923,50,495,100,14,607,484,COMPLETE
24,0.9115423340961099,2022-06-11 23:50:35.816639,2022-06-11 23:53:05.033456,0 days 00:02:29.216817,34,484,103,16,553,496,COMPLETE
233,0.9115240274599542,2022-06-12 08:03:32.620458,2022-06-12 08:06:03.845741,0 days 00:02:31.225283,29,485,105,18,695,494,COMPLETE
153,0.9115240274599542,2022-06-12 04:48:19.505124,2022-06-12 04:50:47.077875,0 days 00:02:27.572751,48,492,106,18,664,496,COMPLETE
109,0.9115240274599542,2022-06-12 03:10:36.975338,2022-06-12 03:11:59.133211,0 days 00:01:22.157873,36,467,104,6,556,276,COMPLETE
46,0.9115240274599542,2022-06-12 00:41:52.547896,2022-06-12 00:44:21.250243,0 days 00:02:28.702347,36,465,108,19,602,500,COMPLETE
156,0.9115057208237987,2022-06-12 04:55:47.469166,2022-06-12 04:58:17.600093,0 days 00:02:30.130927,50,496,106,18,695,490,COMPLETE
82,0.9115057208237987,2022-06-12 02:06:38.142205,2022-06-12 02:09:08.607270,0 days 00:02:30.465065,48,495,105,20,629,493,COMPLETE
99,0.9115057208237987,2022-06-12 02:46:44.076683,2022-06-12 02:49:10.103104,0 days 00:02:26.026421,35,477,99,19,624,494,COMPLETE
179,0.911487414187643,2022-06-12 05:51:10.673035,2022-06-12 05:53:33.091682,0 days 00:02:22.418647,47,491,105,12,672,479,COMPLETE
199,0.911487414187643,2022-06-12 06:39:31.746725,2022-06-12 06:41:57.205757,0 days 00:02:25.459032,48,495,110,18,668,483,COMPLETE
221,0.911487414187643,2022-06-12 07:33:53.136975,2022-06-12 07:36:19.510134,0 days 00:02:26.373159,27,495,103,16,672,492,COMPLETE
53,0.9114691075514875,2022-06-12 00:58:34.739418,2022-06-12 01:01:06.470963,0 days 00:02:31.731545,36,479,99,20,623,500,COMPLETE
149,0.9114691075514875,2022-06-12 04:38:20.568645,2022-06-12 04:40:51.380386,0 days 00:02:30.811741,50,493,105,18,563,500,COMPLETE
104,0.9114691075514875,2022-06-12 02:58:22.521970,2022-06-12 03:00:52.224362,0 days 00:02:29.702392,34,489,105,20,629,491,COMPLETE
267,0.9114691075514875,2022-06-12 09:27:00.891864,2022-06-12 09:29:29.622065,0 days 00:02:28.730201,50,488,105,18,666,495,COMPLETE
185,0.9114691075514875,2022-06-12 06:04:50.679474,2022-06-12 06:07:19.188667,0 days 00:02:28.509193,47,499,110,17,681,485,COMPLETE
238,0.9114508009153318,2022-06-12 08:16:00.308596,2022-06-12 08:18:30.212794,0 days 00:02:29.904198,49,488,105,19,671,491,COMPLETE
54,0.9114508009153318,2022-06-12 01:01:06.471093,2022-06-12 01:03:30.206092,0 days 00:02:23.734999,47,476,93,20,623,474,COMPLETE
165,0.9114508009153318,2022-06-12 05:17:03.507332,2022-06-12 05:19:30.738287,0 days 00:02:27.230955,50,500,109,15,697,480,COMPLETE
152,0.9114508009153318,2022-06-12 04:45:50.917281,2022-06-12 04:48:19.504914,0 days 00:02:28.587633,49,499,102,17,618,497,COMPLETE
177,0.9114508009153318,2022-06-12 05:46:13.458909,2022-06-12 05:48:40.298548,0 days 00:02:26.839639,47,487,102,16,696,493,COMPLETE
250,0.9114324942791762,2022-06-12 08:45:36.699070,2022-06-12 08:48:05.726264,0 days 00:02:29.027194,47,488,105,18,677,488,COMPLETE
243,0.9114324942791762,2022-06-12 08:28:17.849680,2022-06-12 08:30:46.902413,0 days 00:02:29.052733,48,490,106,16,694,496,COMPLETE
103,0.9114141876430206,2022-06-12 02:55:58.822916,2022-06-12 02:58:22.521798,0 days 00:02:23.698882,37,449,108,20,602,484,COMPLETE
64,0.9114141876430206,2022-06-12 01:23:10.735663,2022-06-12 01:25:37.906627,0 days 00:02:27.170964,48,480,104,20,610,494,COMPLETE
254,0.9114141876430206,2022-06-12 08:55:31.388026,2022-06-12 08:57:59.099736,0 days 00:02:27.711710,48,485,108,17,613,487,COMPLETE
220,0.911395881006865,2022-06-12 07:31:28.536529,2022-06-12 07:33:53.136704,0 days 00:02:24.600175,26,496,104,18,684,480,COMPLETE
138,0.911395881006865,2022-06-12 04:11:28.178774,2022-06-12 04:13:53.169693,0 days 00:02:24.990919,34,469,99,17,624,491,COMPLETE
265,0.911395881006865,2022-06-12 09:22:09.368878,2022-06-12 09:24:31.737271,0 days 00:02:22.368393,46,484,107,18,501,479,COMPLETE
30,0.9113775743707094,2022-06-12 00:04:53.963732,2022-06-12 00:07:16.445935,0 days 00:02:22.482203,39,431,129,20,497,482,COMPLETE
171,0.9113775743707094,2022-06-12 05:31:56.626054,2022-06-12 05:34:24.701477,0 days 00:02:28.075423,49,500,104,14,686,491,COMPLETE
210,0.9113775743707094,2022-06-12 07:06:46.517398,2022-06-12 07:09:12.924516,0 days 00:02:26.407118,47,496,106,18,668,486,COMPLETE
252,0.9113592677345538,2022-06-12 08:50:33.445541,2022-06-12 08:53:06.095552,0 days 00:02:32.650011,50,493,113,19,687,499,COMPLETE
248,0.9113409610983981,2022-06-12 08:40:37.835448,2022-06-12 08:43:03.745236,0 days 00:02:25.909788,40,500,107,18,681,477,COMPLETE
286,0.9113409610983981,2022-06-12 10:12:58.960637,2022-06-12 10:15:26.805032,0 days 00:02:27.844395,28,500,96,18,617,487,COMPLETE
235,0.9113409610983981,2022-06-12 08:08:33.022613,2022-06-12 08:11:02.892271,0 days 00:02:29.869658,25,495,107,19,683,490,COMPLETE
228,0.9113409610983981,2022-06-12 07:51:08.804590,2022-06-12 07:53:36.503944,0 days 00:02:27.699354,27,495,110,18,679,483,COMPLETE
281,0.9113226544622426,2022-06-12 10:00:58.785838,2022-06-12 10:03:20.747921,0 days 00:02:21.962083,27,492,96,19,596,476,COMPLETE
258,0.9113226544622426,2022-06-12 09:05:20.989126,2022-06-12 09:07:44.328484,0 days 00:02:23.339358,41,491,102,19,664,482,COMPLETE
237,0.9113226544622426,2022-06-12 08:13:31.882753,2022-06-12 08:16:00.308341,0 days 00:02:28.425588,28,496,109,18,687,485,COMPLETE
164,0.9113043478260869,2022-06-12 05:14:36.794456,2022-06-12 05:17:03.507101,0 days 00:02:26.712645,49,498,112,16,700,486,COMPLETE
292,0.9113043478260869,2022-06-12 10:27:19.153590,2022-06-12 10:29:45.752356,0 days 00:02:26.598766,50,495,103,20,604,491,COMPLETE
81,0.9113043478260869,2022-06-12 02:04:12.682763,2022-06-12 02:06:38.142015,0 days 00:02:25.459252,50,481,103,20,608,494,COMPLETE
204,0.9113043478260869,2022-06-12 06:51:52.533707,2022-06-12 06:54:21.981234,0 days 00:02:29.447527,50,496,104,17,649,489,COMPLETE
112,0.9113043478260869,2022-06-12 03:14:49.677443,2022-06-12 03:17:14.328688,0 days 00:02:24.651245,35,477,100,13,547,482,COMPLETE
151,0.9112860411899314,2022-06-12 04:43:20.293799,2022-06-12 04:45:50.917070,0 days 00:02:30.623271,49,495,103,18,652,500,COMPLETE
253,0.9112860411899314,2022-06-12 08:53:06.095804,2022-06-12 08:55:31.387761,0 days 00:02:25.291957,49,496,104,18,700,482,COMPLETE
239,0.9112860411899314,2022-06-12 08:18:30.213048,2022-06-12 08:21:00.858438,0 days 00:02:30.645390,50,495,136,18,619,495,COMPLETE
121,0.9112860411899314,2022-06-12 03:31:53.219622,2022-06-12 03:34:14.707560,0 days 00:02:21.487938,50,473,93,9,620,475,COMPLETE
155,0.9112677345537757,2022-06-12 04:53:16.326052,2022-06-12 04:55:47.468938,0 days 00:02:31.142886,49,486,104,18,681,495,COMPLETE
277,0.9112677345537757,2022-06-12 09:51:25.913421,2022-06-12 09:53:51.991751,0 days 00:02:26.078330,27,500,98,19,605,481,COMPLETE
264,0.9112677345537757,2022-06-12 09:19:38.054226,2022-06-12 09:22:09.368613,0 days 00:02:31.314387,49,490,106,18,635,497,COMPLETE
236,0.9112494279176201,2022-06-12 08:11:02.892526,2022-06-12 08:13:31.882506,0 days 00:02:28.989980,48,492,103,19,662,496,COMPLETE
222,0.9112494279176201,2022-06-12 07:36:19.510425,2022-06-12 07:38:45.982625,0 days 00:02:26.472200,25,500,101,19,690,486,COMPLETE
232,0.9112494279176201,2022-06-12 08:00:59.765000,2022-06-12 08:03:32.620205,0 days 00:02:32.855205,28,500,104,19,677,500,COMPLETE
269,0.9112494279176201,2022-06-12 09:31:57.349529,2022-06-12 09:34:27.429675,0 days 00:02:30.080146,31,479,108,18,676,500,COMPLETE
244,0.9112494279176201,2022-06-12 08:30:46.902692,2022-06-12 08:33:12.532116,0 days 00:02:25.629424,49,495,102,17,680,490,COMPLETE
124,0.9112311212814646,2022-06-12 03:39:12.700422,2022-06-12 03:41:39.200483,0 days 00:02:26.500061,49,491,103,19,610,491,COMPLETE
139,0.9112311212814646,2022-06-12 04:13:53.169891,2022-06-12 04:16:18.590384,0 days 00:02:25.420493,35,487,93,19,411,496,COMPLETE
195,0.9112311212814646,2022-06-12 06:29:41.991305,2022-06-12 06:32:09.859005,0 days 00:02:27.867700,50,483,103,16,558,499,COMPLETE
278,0.9112311212814646,2022-06-12 09:53:51.992035,2022-06-12 09:56:14.129827,0 days 00:02:22.137792,28,495,98,19,606,476,COMPLETE
158,0.9112311212814646,2022-06-12 04:59:40.240709,2022-06-12 05:02:10.053008,0 days 00:02:29.812299,48,500,82,17,665,490,COMPLETE
192,0.9112311212814646,2022-06-12 06:22:13.932611,2022-06-12 06:24:45.593792,0 days 00:02:31.661181,47,495,108,18,677,496,COMPLETE
133,0.9112128146453089,2022-06-12 04:00:47.628595,2022-06-12 04:03:15.742436,0 days 00:02:28.113841,49,496,107,19,644,493,COMPLETE
287,0.9112128146453089,2022-06-12 10:15:26.805326,2022-06-12 10:17:51.148585,0 days 00:02:24.343259,26,490,97,20,622,484,COMPLETE
270,0.9112128146453089,2022-06-12 09:34:27.430010,2022-06-12 09:36:56.380081,0 days 00:02:28.950071,47,492,106,17,625,489,COMPLETE
118,0.9111945080091534,2022-06-12 03:25:57.886583,2022-06-12 03:28:26.419014,0 days 00:02:28.532431,33,500,106,17,635,487,COMPLETE
168,0.9111945080091534,2022-06-12 05:24:32.162567,2022-06-12 05:27:01.218905,0 days 00:02:29.056338,49,485,104,16,689,487,COMPLETE
130,0.9111945080091534,2022-06-12 03:53:32.787893,2022-06-12 03:55:53.358735,0 days 00:02:20.570842,32,482,112,20,638,470,COMPLETE
71,0.9111945080091534,2022-06-12 01:40:20.086711,2022-06-12 01:42:43.399683,0 days 00:02:23.312972,47,474,92,19,623,473,COMPLETE
108,0.9111945080091534,2022-06-12 03:08:13.802091,2022-06-12 03:10:36.975156,0 days 00:02:23.173065,34,491,106,17,536,491,COMPLETE
191,0.9111945080091534,2022-06-12 06:19:42.362011,2022-06-12 06:22:13.932373,0 days 00:02:31.570362,48,491,106,18,671,496,COMPLETE
289,0.9111762013729977,2022-06-12 10:20:13.330515,2022-06-12 10:22:41.797100,0 days 00:02:28.466585,43,485,101,13,625,488,COMPLETE
189,0.9111762013729977,2022-06-12 06:14:46.496219,2022-06-12 06:17:14.555892,0 days 00:02:28.059673,50,495,113,16,695,483,COMPLETE
283,0.9111762013729977,2022-06-12 10:05:44.576472,2022-06-12 10:08:05.539331,0 days 00:02:20.962859,27,492,94,19,616,478,COMPLETE
77,0.9111762013729977,2022-06-12 01:54:46.665459,2022-06-12 01:57:09.984085,0 days 00:02:23.318626,47,494,109,18,592,486,COMPLETE
113,0.9111762013729977,2022-06-12 03:17:14.328875,2022-06-12 03:18:45.897731,0 days 00:01:31.568856,36,483,107,9,564,307,COMPLETE
226,0.9111762013729977,2022-06-12 07:46:09.965221,2022-06-12 07:48:39.184431,0 days 00:02:29.219210,26,492,105,17,700,495,COMPLETE
242,0.9111762013729977,2022-06-12 08:25:53.714237,2022-06-12 08:28:17.849400,0 days 00:02:24.135163,27,482,104,16,524,491,COMPLETE
282,0.9111578947368421,2022-06-12 10:03:20.748215,2022-06-12 10:05:44.576163,0 days 00:02:23.827948,28,500,99,19,615,473,COMPLETE
76,0.9111578947368421,2022-06-12 01:52:27.207377,2022-06-12 01:54:46.665309,0 days 00:02:19.457932,32,483,97,13,539,465,COMPLETE
187,0.9111578947368421,2022-06-12 06:09:52.244187,2022-06-12 06:12:20.960580,0 days 00:02:28.716393,48,491,103,15,678,494,COMPLETE
87,0.9111395881006865,2022-06-12 02:18:21.437329,2022-06-12 02:20:49.943644,0 days 00:02:28.506315,32,489,107,15,650,494,COMPLETE
51,0.9111395881006865,2022-06-12 00:53:46.682980,2022-06-12 00:56:11.742634,0 days 00:02:25.059654,33,492,109,19,562,489,COMPLETE
110,0.9111395881006865,2022-06-12 03:11:59.133375,2022-06-12 03:13:24.431902,0 days 00:01:25.298527,32,463,104,6,555,282,COMPLETE
126,0.9111395881006865,2022-06-12 03:44:05.072670,2022-06-12 03:46:31.523663,0 days 00:02:26.450993,49,486,100,18,581,484,COMPLETE
43,0.9111395881006865,2022-06-12 00:34:47.121802,2022-06-12 00:37:10.615717,0 days 00:02:23.493915,33,499,101,19,560,489,COMPLETE
214,0.9111212814645309,2022-06-12 07:16:40.365734,2022-06-12 07:19:11.038080,0 days 00:02:30.672346,49,500,102,19,678,500,COMPLETE
23,0.9111212814645309,2022-06-11 23:48:32.653366,2022-06-11 23:50:35.816522,0 days 00:02:03.163156,34,486,102,15,547,410,COMPLETE
219,0.9111212814645309,2022-06-12 07:29:06.277358,2022-06-12 07:31:28.536188,0 days 00:02:22.258830,26,489,105,18,678,473,COMPLETE
201,0.9111212814645309,2022-06-12 06:44:24.284468,2022-06-12 06:46:55.216724,0 days 00:02:30.932256,47,492,105,18,663,494,COMPLETE
52,0.9111212814645309,2022-06-12 00:56:11.742765,2022-06-12 00:58:34.739288,0 days 00:02:22.996523,38,447,108,18,532,488,COMPLETE
261,0.9111029748283753,2022-06-12 09:12:34.960055,2022-06-12 09:14:43.414822,0 days 00:02:08.454767,26,483,101,19,667,421,COMPLETE
184,0.9111029748283753,2022-06-12 06:02:18.936630,2022-06-12 06:04:50.679250,0 days 00:02:31.742620,48,496,107,17,685,496,COMPLETE
25,0.9110846681922197,2022-06-11 23:53:05.033572,2022-06-11 23:55:31.026501,0 days 00:02:25.992929,32,486,111,16,554,493,COMPLETE
207,0.9110846681922197,2022-06-12 06:59:16.938064,2022-06-12 07:01:44.169701,0 days 00:02:27.231637,33,487,100,17,681,482,COMPLETE
213,0.9110846681922197,2022-06-12 07:14:11.736854,2022-06-12 07:16:40.365486,0 days 00:02:28.628632,30,500,102,19,686,493,COMPLETE
59,0.9110846681922197,2022-06-12 01:11:17.018773,2022-06-12 01:13:33.578234,0 days 00:02:16.559461,46,479,104,16,615,450,COMPLETE
173,0.9110846681922197,2022-06-12 05:36:55.081378,2022-06-12 05:39:26.488356,0 days 00:02:31.406978,50,494,106,16,675,495,COMPLETE
85,0.911066361556064,2022-06-12 02:13:32.594957,2022-06-12 02:16:01.417663,0 days 00:02:28.822706,30,500,113,16,667,486,COMPLETE
56,0.911066361556064,2022-06-12 01:05:59.479653,2022-06-12 01:07:17.415622,0 days 00:01:17.935969,49,466,99,20,658,258,COMPLETE
128,0.911066361556064,2022-06-12 03:48:39.885562,2022-06-12 03:51:10.153433,0 days 00:02:30.267871,50,491,104,16,611,495,COMPLETE
122,0.911066361556064,2022-06-12 03:34:14.707745,2022-06-12 03:36:46.829327,0 days 00:02:32.121582,47,483,98,20,625,500,COMPLETE
262,0.911066361556064,2022-06-12 09:14:43.415081,2022-06-12 09:17:11.699158,0 days 00:02:28.284077,26,478,103,17,661,486,COMPLETE
67,0.911066361556064,2022-06-12 01:30:37.087605,2022-06-12 01:33:07.390381,0 days 00:02:30.302776,50,491,107,17,587,496,COMPLETE
105,0.911066361556064,2022-06-12 03:00:52.224536,2022-06-12 03:03:21.849163,0 days 00:02:29.624627,34,488,105,19,663,490,COMPLETE
271,0.911066361556064,2022-06-12 09:36:56.380401,2022-06-12 09:39:21.864334,0 days 00:02:25.483933,49,500,102,19,649,476,COMPLETE
22,0.911066361556064,2022-06-11 23:46:41.788874,2022-06-11 23:48:32.653252,0 days 00:01:50.864378,27,474,102,11,570,374,COMPLETE
91,0.9110480549199085,2022-06-12 02:27:57.635185,2022-06-12 02:30:23.102698,0 days 00:02:25.467513,34,480,90,20,667,477,COMPLETE
291,0.9110480549199085,2022-06-12 10:24:58.665109,2022-06-12 10:27:19.153283,0 days 00:02:20.488174,49,490,98,15,639,461,COMPLETE
200,0.9110480549199085,2022-06-12 06:41:57.205993,2022-06-12 06:44:24.284217,0 days 00:02:27.078224,42,486,111,17,684,489,COMPLETE
241,0.9110480549199085,2022-06-12 08:23:23.145839,2022-06-12 08:25:53.713951,0 days 00:02:30.568112,49,500,102,19,686,500,COMPLETE
202,0.9110297482837528,2022-06-12 06:46:55.216960,2022-06-12 06:49:23.576413,0 days 00:02:28.359453,48,500,107,18,674,493,COMPLETE
217,0.9110297482837528,2022-06-12 07:24:10.708663,2022-06-12 07:26:39.823644,0 days 00:02:29.114981,49,491,100,17,675,488,COMPLETE
131,0.9110297482837528,2022-06-12 03:55:53.358922,2022-06-12 03:58:24.744129,0 days 00:02:31.385207,47,475,91,20,621,500,COMPLETE
197,0.9110297482837528,2022-06-12 06:34:40.184622,2022-06-12 06:37:01.120821,0 days 00:02:20.936199,49,500,102,15,550,476,COMPLETE
225,0.9110114416475973,2022-06-12 07:43:42.152009,2022-06-12 07:46:09.964954,0 days 00:02:27.812945,48,490,107,18,694,491,COMPLETE
284,0.9110114416475973,2022-06-12 10:08:05.539606,2022-06-12 10:10:31.933063,0 days 00:02:26.393457,50,487,94,18,629,481,COMPLETE
215,0.9110114416475973,2022-06-12 07:19:11.038347,2022-06-12 07:21:41.247684,0 days 00:02:30.209337,28,495,103,19,685,491,COMPLETE
172,0.9109931350114416,2022-06-12 05:34:24.701740,2022-06-12 05:36:55.081126,0 days 00:02:30.379386,48,488,111,17,694,500,COMPLETE
120,0.9109931350114416,2022-06-12 03:30:25.123736,2022-06-12 03:31:53.219435,0 days 00:01:28.095699,34,478,101,20,630,293,COMPLETE
203,0.9109931350114416,2022-06-12 06:49:23.576642,2022-06-12 06:51:52.533462,0 days 00:02:28.956820,49,481,109,19,610,500,COMPLETE
256,0.9109748283752861,2022-06-12 09:00:29.657631,2022-06-12 09:02:53.234763,0 days 00:02:23.577132,50,480,106,18,671,471,COMPLETE
263,0.9109748283752861,2022-06-12 09:17:11.699431,2022-06-12 09:19:38.053926,0 days 00:02:26.354495,25,486,100,18,672,493,COMPLETE
298,0.9109565217391304,2022-06-12 10:41:42.872866,2022-06-12 10:44:07.686864,0 days 00:02:24.813998,27,495,102,18,473,489,COMPLETE
135,0.9109565217391304,2022-06-12 04:05:16.104163,2022-06-12 04:07:37.243112,0 days 00:02:21.138949,33,491,89,18,528,485,COMPLETE
216,0.9109565217391304,2022-06-12 07:21:41.247931,2022-06-12 07:24:10.708382,0 days 00:02:29.460451,46,500,105,18,692,496,COMPLETE
274,0.9109565217391304,2022-06-12 09:44:12.613641,2022-06-12 09:46:34.872530,0 days 00:02:22.258889,27,496,101,19,611,469,COMPLETE
80,0.9109382151029748,2022-06-12 02:01:55.739811,2022-06-12 02:04:12.682596,0 days 00:02:16.942785,48,485,115,19,512,473,COMPLETE
167,0.9109199084668193,2022-06-12 05:22:02.067742,2022-06-12 05:24:32.162332,0 days 00:02:30.094590,50,484,106,16,674,500,COMPLETE
35,0.9109199084668193,2022-06-12 00:16:27.830902,2022-06-12 00:18:43.101660,0 days 00:02:15.270758,41,487,138,19,556,456,COMPLETE
55,0.9109016018306636,2022-06-12 01:03:30.206258,2022-06-12 01:05:59.479515,0 days 00:02:29.273257,47,474,93,17,626,500,COMPLETE
268,0.9109016018306636,2022-06-12 09:29:29.622395,2022-06-12 09:31:57.349210,0 days 00:02:27.726815,26,497,99,19,621,486,COMPLETE
134,0.9109016018306636,2022-06-12 04:03:15.742623,2022-06-12 04:05:16.103961,0 days 00:02:00.361338,48,486,96,20,552,411,COMPLETE
181,0.9108832951945081,2022-06-12 05:56:04.109965,2022-06-12 05:57:19.984638,0 days 00:01:15.874673,48,482,108,17,690,250,COMPLETE
186,0.9108832951945081,2022-06-12 06:07:19.188925,2022-06-12 06:09:52.243947,0 days 00:02:33.055022,48,500,105,16,691,500,COMPLETE
129,0.9108832951945081,2022-06-12 03:51:10.153637,2022-06-12 03:53:32.787699,0 days 00:02:22.634062,36,470,106,6,401,488,COMPLETE
73,0.9108832951945081,2022-06-12 01:45:12.877302,2022-06-12 01:47:37.386475,0 days 00:02:24.509173,48,490,95,18,606,484,COMPLETE
257,0.9108649885583524,2022-06-12 09:02:53.235028,2022-06-12 09:05:20.988864,0 days 00:02:27.753836,29,488,103,18,658,492,COMPLETE
93,0.9108649885583524,2022-06-12 02:32:53.618547,2022-06-12 02:35:25.561610,0 days 00:02:31.943063,45,495,105,20,617,500,COMPLETE
229,0.9108649885583524,2022-06-12 07:53:36.504211,2022-06-12 07:56:04.006763,0 days 00:02:27.502552,27,487,107,18,688,495,COMPLETE
106,0.9108649885583524,2022-06-12 03:03:21.849340,2022-06-12 03:05:50.156040,0 days 00:02:28.306700,35,483,102,18,630,496,COMPLETE
246,0.9108649885583524,2022-06-12 08:35:42.033635,2022-06-12 08:38:11.101544,0 days 00:02:29.067909,43,496,104,19,674,496,COMPLETE
194,0.9108649885583524,2022-06-12 06:27:11.377494,2022-06-12 06:29:41.991019,0 days 00:02:30.613525,49,490,106,17,659,493,COMPLETE
141,0.9108649885583524,2022-06-12 04:18:37.767538,2022-06-12 04:21:01.502387,0 days 00:02:23.734849,37,446,108,20,606,484,COMPLETE
96,0.9108466819221968,2022-06-12 02:40:10.388644,2022-06-12 02:42:31.719119,0 days 00:02:21.330475,32,470,101,16,584,481,COMPLETE
100,0.9108466819221968,2022-06-12 02:49:10.103303,2022-06-12 02:51:41.849602,0 days 00:02:31.746299,35,494,117,18,653,496,COMPLETE
196,0.9108466819221968,2022-06-12 06:32:09.859276,2022-06-12 06:34:40.184372,0 days 00:02:30.325096,33,475,104,16,700,500,COMPLETE
