iteration,precision,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
117,0.994050557914486,2022-06-14 21:05:38.892983,2022-06-14 21:06:54.018507,0 days 00:01:15.125524,40.0,490.0,98.0,8.0,581.0,255.0,COMPLETE
200,0.9940152205502056,2022-06-14 23:57:49.686363,2022-06-14 23:59:06.850646,0 days 00:01:17.164283,44.0,495.0,142.0,9.0,582.0,264.0,COMPLETE
52,0.9939821182943603,2022-06-14 19:25:06.914915,2022-06-14 19:26:20.098691,0 days 00:01:13.183776,50.0,500.0,148.0,20.0,598.0,251.0,COMPLETE
218,0.9938908263461206,2022-06-15 00:22:09.107315,2022-06-15 00:23:22.472359,0 days 00:01:13.365044,43.0,489.0,96.0,20.0,568.0,254.0,COMPLETE
264,0.9937765484540156,2022-06-15 01:28:39.283369,2022-06-15 01:29:55.294344,0 days 00:01:16.010975,38.0,495.0,100.0,10.0,607.0,254.0,COMPLETE
210,0.9936893684418927,2022-06-15 00:11:38.654333,2022-06-15 00:12:56.902885,0 days 00:01:18.248552,43.0,480.0,96.0,20.0,562.0,270.0,COMPLETE
94,0.9936776073695389,2022-06-14 20:25:45.748617,2022-06-14 20:27:36.070317,0 days 00:01:50.321700,42.0,482.0,111.0,8.0,562.0,384.0,COMPLETE
132,0.993628700254852,2022-06-14 22:00:38.567296,2022-06-14 22:01:53.172392,0 days 00:01:14.605096,43.0,491.0,148.0,15.0,580.0,255.0,COMPLETE
192,0.99359399160592,2022-06-14 23:47:45.087254,2022-06-14 23:48:59.751840,0 days 00:01:14.664586,40.0,481.0,145.0,7.0,580.0,256.0,COMPLETE
45,0.9934981458590852,2022-06-14 19:15:11.819561,2022-06-14 19:16:22.741526,0 days 00:01:10.921965,49.0,477.0,143.0,6.0,528.0,250.0,COMPLETE
290,0.9934884183318421,2022-06-15 02:03:29.259455,2022-06-15 02:04:41.300465,0 days 00:01:12.041010,49.0,477.0,100.0,12.0,584.0,250.0,COMPLETE
66,0.9934630849305607,2022-06-14 19:44:06.658941,2022-06-14 19:45:35.126590,0 days 00:01:28.467649,49.0,472.0,128.0,20.0,565.0,301.0,COMPLETE
115,0.9934533551554828,2022-06-14 21:03:12.458848,2022-06-14 21:04:26.192868,0 days 00:01:13.734020,40.0,496.0,90.0,8.0,523.0,253.0,COMPLETE
137,0.9934176844876764,2022-06-14 22:06:54.956166,2022-06-14 22:08:17.009985,0 days 00:01:22.053819,42.0,490.0,145.0,16.0,596.0,279.0,COMPLETE
86,0.9934048018970457,2022-06-14 20:12:56.464075,2022-06-14 20:14:13.161754,0 days 00:01:16.697679,49.0,492.0,144.0,12.0,610.0,263.0,COMPLETE
212,0.9933960869350944,2022-06-15 00:14:18.021921,2022-06-15 00:15:36.277842,0 days 00:01:18.255921,42.0,486.0,99.0,20.0,554.0,269.0,COMPLETE
280,0.9933459375844035,2022-06-15 01:50:53.779051,2022-06-15 01:52:07.134145,0 days 00:01:13.355094,50.0,497.0,145.0,11.0,606.0,250.0,COMPLETE
152,0.9933024086522958,2022-06-14 22:54:07.025565,2022-06-14 22:55:18.693922,0 days 00:01:11.668357,39.0,500.0,100.0,6.0,544.0,250.0,COMPLETE
121,0.9932778093566963,2022-06-14 21:10:44.248558,2022-06-14 21:11:57.319249,0 days 00:01:13.070691,44.0,494.0,97.0,6.0,541.0,250.0,COMPLETE
99,0.9932682349459979,2022-06-14 20:34:15.841238,2022-06-14 20:36:08.076767,0 days 00:01:52.235529,42.0,486.0,101.0,9.0,605.0,381.0,COMPLETE
167,0.9932349323493235,2022-06-14 23:13:47.791239,2022-06-14 23:15:00.782476,0 days 00:01:12.991237,44.0,476.0,148.0,19.0,582.0,250.0,COMPLETE
246,0.9932347659229009,2022-06-15 01:00:54.758217,2022-06-15 01:02:09.475569,0 days 00:01:14.717352,41.0,487.0,86.0,20.0,598.0,255.0,COMPLETE
148,0.993211000147587,2022-06-14 22:48:04.872826,2022-06-14 22:49:17.864071,0 days 00:01:12.991245,44.0,478.0,99.0,5.0,536.0,256.0,COMPLETE
248,0.9931924305726223,2022-06-15 01:03:24.356400,2022-06-15 01:05:16.400265,0 days 00:01:52.043865,40.0,496.0,99.0,6.0,599.0,377.0,COMPLETE
24,0.9931811443818559,2022-06-14 18:43:42.846835,2022-06-14 18:44:55.576777,0 days 00:01:12.729942,42.0,495.0,127.0,10.0,574.0,251.0,COMPLETE
287,0.993172620968743,2022-06-15 01:59:45.387713,2022-06-15 02:00:58.609847,0 days 00:01:13.222134,49.0,473.0,102.0,12.0,584.0,254.0,COMPLETE
38,0.9931662870159453,2022-06-14 19:05:08.715118,2022-06-14 19:06:29.649371,0 days 00:01:20.934253,41.0,500.0,146.0,9.0,517.0,278.0,COMPLETE
221,0.9931560807483998,2022-06-15 00:26:01.694206,2022-06-15 00:27:51.425810,0 days 00:01:49.731604,43.0,488.0,96.0,7.0,562.0,379.0,COMPLETE
270,0.9931535628661113,2022-06-15 01:36:56.855366,2022-06-15 01:38:42.760903,0 days 00:01:45.905537,38.0,495.0,98.0,9.0,550.0,366.0,COMPLETE
236,0.993109579906646,2022-06-15 00:48:29.251465,2022-06-15 00:49:43.421931,0 days 00:01:14.170466,42.0,493.0,83.0,20.0,589.0,250.0,COMPLETE
289,0.9930835876735257,2022-06-15 02:02:13.937878,2022-06-15 02:03:29.259191,0 days 00:01:15.321313,48.0,474.0,105.0,12.0,580.0,259.0,COMPLETE
169,0.9930690392508664,2022-06-14 23:16:15.824876,2022-06-14 23:17:30.319131,0 days 00:01:14.494255,44.0,475.0,149.0,20.0,596.0,254.0,COMPLETE
237,0.9930545256809531,2022-06-15 00:49:43.422222,2022-06-15 00:50:56.288764,0 days 00:01:12.866542,42.0,491.0,84.0,20.0,588.0,250.0,COMPLETE
84,0.9930487566085765,2022-06-14 20:10:20.750563,2022-06-14 20:11:33.663730,0 days 00:01:12.913167,49.0,500.0,146.0,20.0,596.0,250.0,COMPLETE
247,0.9930459656737028,2022-06-15 01:02:09.475937,2022-06-15 01:03:24.356078,0 days 00:01:14.880141,41.0,484.0,85.0,20.0,604.0,256.0,COMPLETE
20,0.9930430492167263,2022-06-14 18:37:39.855092,2022-06-14 18:39:20.550208,0 days 00:01:40.695116,46.0,470.0,139.0,5.0,637.0,341.0,COMPLETE
286,0.9930417250620835,2022-06-15 01:58:23.653679,2022-06-15 01:59:45.387400,0 days 00:01:21.733721,50.0,482.0,144.0,10.0,613.0,274.0,COMPLETE
120,0.9930405272476883,2022-06-14 21:09:26.661107,2022-06-14 21:10:44.248381,0 days 00:01:17.587274,43.0,480.0,89.0,8.0,587.0,263.0,COMPLETE
250,0.9930355604774209,2022-06-15 01:07:07.313224,2022-06-15 01:09:01.488754,0 days 00:01:54.175530,39.0,500.0,80.0,6.0,597.0,385.0,COMPLETE
97,0.9929897314375987,2022-06-14 20:31:14.756380,2022-06-14 20:33:01.127148,0 days 00:01:46.370768,38.0,486.0,101.0,9.0,605.0,361.0,COMPLETE
244,0.9929893853369538,2022-06-15 00:58:27.308521,2022-06-15 00:59:40.484630,0 days 00:01:13.176109,42.0,491.0,85.0,20.0,588.0,251.0,COMPLETE
255,0.9929826283246639,2022-06-15 01:15:55.540604,2022-06-15 01:17:14.015768,0 days 00:01:18.475164,42.0,500.0,105.0,8.0,599.0,263.0,COMPLETE
183,0.992971418741245,2022-06-14 23:35:26.987245,2022-06-14 23:36:49.332042,0 days 00:01:22.344797,50.0,490.0,150.0,12.0,529.0,280.0,COMPLETE
163,0.9929632717108812,2022-06-14 23:07:53.062055,2022-06-14 23:09:11.137580,0 days 00:01:18.075525,42.0,481.0,120.0,11.0,601.0,263.0,COMPLETE
269,0.9929615592853276,2022-06-15 01:35:37.089937,2022-06-15 01:36:56.855032,0 days 00:01:19.765095,39.0,488.0,101.0,12.0,521.0,272.0,COMPLETE
204,0.9929237697008685,2022-06-15 00:03:00.013760,2022-06-15 00:04:15.649420,0 days 00:01:15.635660,42.0,483.0,140.0,9.0,581.0,255.0,COMPLETE
118,0.9929123552218903,2022-06-14 21:06:54.018675,2022-06-14 21:08:07.795796,0 days 00:01:13.777121,41.0,491.0,80.0,7.0,580.0,255.0,COMPLETE
178,0.9928865777080063,2022-06-14 23:28:13.488408,2022-06-14 23:29:29.944274,0 days 00:01:16.455866,44.0,481.0,94.0,17.0,590.0,262.0,COMPLETE
263,0.9928617619260807,2022-06-15 01:27:23.555329,2022-06-15 01:28:39.283087,0 days 00:01:15.727758,40.0,484.0,93.0,6.0,535.0,259.0,COMPLETE
131,0.9928405668296055,2022-06-14 21:59:20.705746,2022-06-14 22:00:38.567094,0 days 00:01:17.861348,48.0,474.0,109.0,7.0,522.0,270.0,COMPLETE
147,0.9928403900752993,2022-06-14 22:46:44.332880,2022-06-14 22:48:04.872637,0 days 00:01:20.539757,49.0,495.0,141.0,8.0,607.0,269.0,COMPLETE
229,0.9928393293661572,2022-06-15 00:39:07.239543,2022-06-15 00:40:22.127996,0 days 00:01:14.888453,40.0,479.0,99.0,20.0,568.0,260.0,COMPLETE
177,0.9928368531554896,2022-06-14 23:26:23.360921,2022-06-14 23:28:13.488173,0 days 00:01:50.127252,39.0,492.0,115.0,20.0,602.0,377.0,COMPLETE
241,0.9928299461009742,2022-06-15 00:54:41.851202,2022-06-15 00:55:54.951101,0 days 00:01:13.099899,32.0,486.0,100.0,20.0,517.0,250.0,COMPLETE
176,0.9928284496143135,2022-06-14 23:25:07.428757,2022-06-14 23:26:23.360666,0 days 00:01:15.931909,41.0,500.0,144.0,20.0,595.0,255.0,COMPLETE
203,0.9928133173629274,2022-06-15 00:01:44.358964,2022-06-15 00:03:00.013531,0 days 00:01:15.654567,45.0,491.0,144.0,9.0,604.0,258.0,COMPLETE
100,0.9927904794824947,2022-06-14 20:36:08.076927,2022-06-14 20:38:01.456744,0 days 00:01:53.379817,42.0,468.0,91.0,10.0,511.0,394.0,COMPLETE
138,0.99278957788478,2022-06-14 22:08:17.010197,2022-06-14 22:09:36.893636,0 days 00:01:19.883439,40.0,489.0,146.0,16.0,598.0,272.0,COMPLETE
249,0.9927881077368396,2022-06-15 01:05:16.400573,2022-06-15 01:07:07.312955,0 days 00:01:50.912382,40.0,497.0,99.0,6.0,604.0,380.0,COMPLETE
