iteration,roc_weighted,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
277,0.9408869408676291,2022-06-11 18:17:58.857482,2022-06-11 18:21:07.951160,0 days 00:03:09.093678,37.0,492.0,141.0,9.0,510.0,646.0,COMPLETE
168,0.9408704326372545,2022-06-11 05:00:00.092729,2022-06-11 05:03:15.599613,0 days 00:03:15.506884,39.0,500.0,150.0,10.0,437.0,661.0,COMPLETE
297,0.9408031790973107,2022-06-11 19:19:04.429338,2022-06-11 19:21:48.330092,0 days 00:02:43.900754,36.0,500.0,144.0,14.0,506.0,559.0,COMPLETE
64,0.9407896099733202,2022-06-11 00:09:23.483357,2022-06-11 00:11:34.594568,0 days 00:02:11.111211,17.0,491.0,150.0,28.0,358.0,457.0,COMPLETE
137,0.9407162445959769,2022-06-11 03:29:35.297031,2022-06-11 03:32:31.921090,0 days 00:02:56.624059,39.0,494.0,145.0,9.0,510.0,600.0,COMPLETE
184,0.940707771148831,2022-06-11 05:52:00.642667,2022-06-11 05:55:06.981703,0 days 00:03:06.339036,37.0,500.0,150.0,8.0,496.0,641.0,COMPLETE
178,0.9407048614998865,2022-06-11 05:32:52.413177,2022-06-11 05:36:06.293384,0 days 00:03:13.880207,39.0,492.0,150.0,10.0,499.0,650.0,COMPLETE
215,0.9407004894440862,2022-06-11 07:31:10.493243,2022-06-11 07:34:22.985534,0 days 00:03:12.492291,39.0,495.0,146.0,13.0,461.0,650.0,COMPLETE
152,0.940681941600916,2022-06-11 04:13:40.118900,2022-06-11 04:16:35.929754,0 days 00:02:55.810854,34.0,486.0,147.0,13.0,510.0,598.0,COMPLETE
123,0.9406731610308883,2022-06-11 02:51:08.084787,2022-06-11 02:53:49.468704,0 days 00:02:41.383917,36.0,500.0,142.0,12.0,472.0,556.0,COMPLETE
90,0.9406625383049675,2022-06-11 01:15:30.176697,2022-06-11 01:18:12.261412,0 days 00:02:42.084715,26.0,494.0,147.0,14.0,510.0,551.0,COMPLETE
122,0.9406299094663373,2022-06-11 02:48:21.996909,2022-06-11 02:51:08.084599,0 days 00:02:46.087690,36.0,500.0,142.0,12.0,453.0,560.0,COMPLETE
97,0.9406014406432343,2022-06-11 01:34:58.580417,2022-06-11 01:37:58.227629,0 days 00:02:59.647212,35.0,500.0,143.0,16.0,499.0,601.0,COMPLETE
191,0.9405951605156738,2022-06-11 06:14:50.162654,2022-06-11 06:17:56.801967,0 days 00:03:06.639313,38.0,495.0,148.0,8.0,512.0,642.0,COMPLETE
130,0.9405884708909379,2022-06-11 03:10:07.069987,2022-06-11 03:12:50.686374,0 days 00:02:43.616387,37.0,500.0,142.0,13.0,506.0,556.0,COMPLETE
266,0.9405857073663997,2022-06-11 17:46:43.215842,2022-06-11 17:49:26.589190,0 days 00:02:43.373348,35.0,489.0,150.0,23.0,496.0,564.0,COMPLETE
172,0.9405797270700358,2022-06-11 05:13:02.651979,2022-06-11 05:16:13.491595,0 days 00:03:10.839616,40.0,500.0,146.0,9.0,504.0,656.0,COMPLETE
187,0.9405766491309305,2022-06-11 06:01:40.828831,2022-06-11 06:04:52.406165,0 days 00:03:11.577334,40.0,500.0,150.0,12.0,495.0,642.0,COMPLETE
180,0.9405763055496218,2022-06-11 05:39:21.603455,2022-06-11 05:42:31.164843,0 days 00:03:09.561388,37.0,500.0,146.0,8.0,512.0,652.0,COMPLETE
261,0.9405658581148488,2022-06-11 17:33:01.352628,2022-06-11 17:35:34.685901,0 days 00:02:33.333273,35.0,500.0,150.0,8.0,496.0,528.0,COMPLETE
232,0.9405571070022611,2022-06-11 08:22:01.004512,2022-06-11 08:25:11.904117,0 days 00:03:10.899605,40.0,495.0,150.0,10.0,457.0,645.0,COMPLETE
296,0.9405545919764232,2022-06-11 19:16:22.634708,2022-06-11 19:19:04.429054,0 days 00:02:41.794346,40.0,496.0,148.0,14.0,512.0,558.0,COMPLETE
175,0.9405437790852854,2022-06-11 05:22:58.899315,2022-06-11 05:26:19.666921,0 days 00:03:20.767606,39.0,500.0,150.0,12.0,503.0,672.0,COMPLETE
242,0.940543684002677,2022-06-11 08:52:24.716852,2022-06-11 08:55:29.181629,0 days 00:03:04.464777,34.0,495.0,150.0,13.0,496.0,636.0,COMPLETE
197,0.9405326299045245,2022-06-11 06:33:46.914060,2022-06-11 06:37:01.610707,0 days 00:03:14.696647,35.0,500.0,147.0,21.0,486.0,662.0,COMPLETE
217,0.9405306559168974,2022-06-11 07:37:25.922369,2022-06-11 07:40:37.274554,0 days 00:03:11.352185,41.0,494.0,142.0,13.0,462.0,656.0,COMPLETE
233,0.9405263351935933,2022-06-11 08:25:11.904354,2022-06-11 08:28:27.757258,0 days 00:03:15.852904,40.0,492.0,150.0,9.0,459.0,662.0,COMPLETE
299,0.9405249387026041,2022-06-11 19:24:28.140769,2022-06-11 19:27:11.517687,0 days 00:02:43.376918,37.0,500.0,145.0,15.0,512.0,563.0,COMPLETE
181,0.9405208373112586,2022-06-11 05:42:31.165054,2022-06-11 05:45:38.185215,0 days 00:03:07.020161,37.0,500.0,146.0,8.0,512.0,643.0,COMPLETE
103,0.9405171013762779,2022-06-11 01:53:20.795147,2022-06-11 01:56:17.362839,0 days 00:02:56.567692,33.0,499.0,135.0,12.0,463.0,594.0,COMPLETE
126,0.9405162240484435,2022-06-11 02:59:20.172593,2022-06-11 03:01:52.584311,0 days 00:02:32.411718,39.0,500.0,150.0,13.0,468.0,520.0,COMPLETE
109,0.9405101413777855,2022-06-11 02:11:03.302266,2022-06-11 02:14:00.380999,0 days 00:02:57.078733,30.0,500.0,146.0,13.0,491.0,592.0,COMPLETE
167,0.9404992188206684,2022-06-11 04:56:49.020337,2022-06-11 05:00:00.092500,0 days 00:03:11.072163,39.0,500.0,148.0,10.0,453.0,645.0,COMPLETE
185,0.940498480325555,2022-06-11 05:55:06.981905,2022-06-11 05:58:29.748051,0 days 00:03:22.766146,35.0,500.0,150.0,8.0,497.0,679.0,COMPLETE
193,0.9404829007555108,2022-06-11 06:21:04.696808,2022-06-11 06:24:15.848085,0 days 00:03:11.151277,36.0,500.0,146.0,8.0,512.0,658.0,COMPLETE
135,0.9404803930213581,2022-06-11 03:23:41.466683,2022-06-11 03:26:38.129899,0 days 00:02:56.663216,37.0,494.0,145.0,10.0,506.0,600.0,COMPLETE
208,0.9404779584947578,2022-06-11 07:08:54.521129,2022-06-11 07:11:55.386389,0 days 00:03:00.865260,36.0,495.0,140.0,11.0,506.0,617.0,COMPLETE
136,0.9404771981245882,2022-06-11 03:26:38.130092,2022-06-11 03:29:35.296839,0 days 00:02:57.166747,39.0,500.0,145.0,9.0,508.0,601.0,COMPLETE
182,0.9404771835412175,2022-06-11 05:45:38.185424,2022-06-11 05:48:52.709995,0 days 00:03:14.524571,37.0,490.0,148.0,8.0,501.0,652.0,COMPLETE
87,0.9404728774012839,2022-06-11 01:07:47.413850,2022-06-11 01:10:19.462404,0 days 00:02:32.048554,30.0,482.0,132.0,14.0,490.0,519.0,COMPLETE
125,0.940470113876746,2022-06-11 02:56:30.204837,2022-06-11 02:59:20.172384,0 days 00:02:49.967547,38.0,500.0,145.0,13.0,471.0,571.0,COMPLETE
295,0.9404664584410027,2022-06-11 19:13:08.680093,2022-06-11 19:16:22.634438,0 days 00:03:13.954345,38.0,488.0,139.0,9.0,505.0,652.0,COMPLETE
138,0.9404651570326223,2022-06-11 03:32:31.921272,2022-06-11 03:35:31.826339,0 days 00:02:59.905067,43.0,500.0,144.0,10.0,509.0,602.0,COMPLETE
92,0.9404644917450612,2022-06-11 01:20:51.678926,2022-06-11 01:23:48.521727,0 days 00:02:56.842801,26.0,484.0,147.0,15.0,467.0,595.0,COMPLETE
292,0.9404573197062958,2022-06-11 19:03:24.641579,2022-06-11 19:06:40.102937,0 days 00:03:15.461358,35.0,500.0,150.0,8.0,476.0,669.0,COMPLETE
265,0.9404542271838198,2022-06-11 17:43:24.626459,2022-06-11 17:46:43.215596,0 days 00:03:18.589137,33.0,495.0,148.0,9.0,512.0,685.0,COMPLETE
244,0.9404541321012112,2022-06-11 16:42:04.941052,2022-06-11 16:45:16.180129,0 days 00:03:11.239077,35.0,494.0,150.0,13.0,504.0,650.0,COMPLETE
213,0.9404536569788673,2022-06-11 07:24:36.575365,2022-06-11 07:27:53.733725,0 days 00:03:17.158360,38.0,489.0,148.0,12.0,499.0,663.0,COMPLETE
231,0.940452589485816,2022-06-11 08:18:52.379764,2022-06-11 08:22:01.004229,0 days 00:03:08.624465,39.0,500.0,148.0,8.0,454.0,648.0,COMPLETE
263,0.9404524944032076,2022-06-11 17:37:28.376444,2022-06-11 17:40:09.454913,0 days 00:02:41.078469,34.0,500.0,139.0,7.0,504.0,555.0,COMPLETE
160,0.9404514709509669,2022-06-11 04:36:23.258094,2022-06-11 04:39:26.042638,0 days 00:03:02.784544,42.0,493.0,143.0,12.0,505.0,612.0,COMPLETE
82,0.9404461924005909,2022-06-11 00:54:15.901442,2022-06-11 00:56:56.088829,0 days 00:02:40.187387,30.0,492.0,149.0,16.0,445.0,540.0,COMPLETE
238,0.9404460754429264,2022-06-11 08:39:27.322326,2022-06-11 08:42:38.609385,0 days 00:03:11.287059,39.0,490.0,150.0,10.0,472.0,662.0,COMPLETE
195,0.9404403363535768,2022-06-11 06:27:35.686762,2022-06-11 06:30:43.134737,0 days 00:03:07.447975,38.0,484.0,148.0,8.0,512.0,647.0,COMPLETE
253,0.9404355988414118,2022-06-11 17:08:01.810849,2022-06-11 17:11:12.884940,0 days 00:03:11.074091,40.0,487.0,148.0,13.0,493.0,644.0,COMPLETE
270,0.9404342682662896,2022-06-11 17:57:30.848412,2022-06-11 18:00:44.154407,0 days 00:03:13.305995,36.0,492.0,145.0,8.0,489.0,651.0,COMPLETE
176,0.9404199387721296,2022-06-11 05:26:19.667150,2022-06-11 05:29:35.473612,0 days 00:03:15.806462,40.0,486.0,150.0,11.0,503.0,657.0,COMPLETE
240,0.9404192661928831,2022-06-11 08:45:56.717107,2022-06-11 08:49:05.647583,0 days 00:03:08.930476,40.0,481.0,144.0,10.0,450.0,650.0,COMPLETE
