iteration,f1_weighted,datetime_start,datetime_complete,duration,C,change_tol,grad_tol,lbfgs_memory,linesearch_max_iter,loss,max_iter,penalized_intercept,penatly,state
73,0.9421648316829888,2022-06-28 21:44:21.028213,2022-06-28 21:44:22.761677,0 days 00:00:01.733464,1.0,8.60896939223211e-05,0.0326715664654613,16,4480,hinge,8023892,False,l1,COMPLETE
28,0.9421648316829888,2022-06-28 21:43:12.864522,2022-06-28 21:43:14.244314,0 days 00:00:01.379792,1.0,0.00047225712831487415,0.05919732871896087,11,1778,hinge,4542469,True,l1,COMPLETE
62,0.9411588884694191,2022-06-28 21:44:05.409085,2022-06-28 21:44:06.928074,0 days 00:00:01.518989,0.1,0.0007074560318809805,0.03322864875298287,17,3875,hinge,9167909,False,l1,COMPLETE
27,0.939352151397089,2022-06-28 21:43:11.584243,2022-06-28 21:43:12.864412,0 days 00:00:01.280169,0.2,0.0005422345274877028,0.022955059711336066,14,9453,hinge,6645908,True,l1,COMPLETE
11,0.939352151397089,2022-06-28 21:42:48.369018,2022-06-28 21:42:49.789057,0 days 00:00:01.420039,0.2,0.0006101114525839483,0.06481193722962912,15,9947,hinge,5821627,True,l1,COMPLETE
75,0.9233105725195035,2022-06-28 21:44:24.589647,2022-06-28 21:44:26.418310,0 days 00:00:01.828663,0.5,0.00019763090377177792,0.023280508744625103,15,5069,hinge,8320883,False,l1,COMPLETE
85,0.9233105725195035,2022-06-28 21:45:06.865019,2022-06-28 21:45:08.232332,0 days 00:00:01.367313,0.5,0.00012917705634340657,0.028719260906796017,20,4856,hinge,5974263,False,l1,COMPLETE
89,0.9233105725195035,2022-06-28 21:45:25.077029,2022-06-28 21:45:26.442443,0 days 00:00:01.365414,0.5,0.0006395363985797772,0.024410084184824356,19,3648,hinge,6612797,False,l1,COMPLETE
50,0.9233105725195035,2022-06-28 21:43:45.673231,2022-06-28 21:43:47.059094,0 days 00:00:01.385863,0.5,0.0006739340348125037,0.09357338586184848,13,8191,hinge,7701870,True,l1,COMPLETE
42,0.9233105725195035,2022-06-28 21:43:32.338083,2022-06-28 21:43:34.271755,0 days 00:00:01.933672,0.5,0.0008281082838639012,0.03551594326586097,18,2774,hinge,8429441,False,l1,COMPLETE
49,0.9170273069955298,2022-06-28 21:43:44.303569,2022-06-28 21:43:45.673101,0 days 00:00:01.369532,1.1,0.0007423174047830279,0.06357057879132488,10,7346,hinge,258595,True,l1,COMPLETE
