iteration,roc_weighted,datetime_start,datetime_complete,duration,C,change_tol,grad_tol,lbfgs_memory,linesearch_max_iter,loss,max_iter,penalized_intercept,penatly,state
62,0.8962107584869282,2022-06-28 14:59:40.766091,2022-06-28 14:59:42.180268,0 days 00:00:01.414177,2.5000000000000004,0.0009117815704227024,0.03178185038489091,19.0,9255.0,squared_hinge,6810907.0,True,l1,COMPLETE
61,0.8962107584869282,2022-06-28 14:59:39.564604,2022-06-28 14:59:40.765943,0 days 00:00:01.201339,3.3000000000000003,0.0009681336588815804,0.042726887272017705,20.0,8713.0,squared_hinge,6195007.0,True,l1,COMPLETE
29,0.8962107584869282,2022-06-28 14:58:56.807452,2022-06-28 14:58:58.000415,0 days 00:00:01.192963,6.3,0.000789342210321628,0.07547195468555937,9.0,9221.0,squared_hinge,5739784.0,False,l1,COMPLETE
31,0.8962107584869282,2022-06-28 14:58:59.418149,2022-06-28 14:59:00.986198,0 days 00:00:01.568049,3.7,0.000726822136607095,0.022714958560213896,19.0,8199.0,squared_hinge,7010610.0,False,l1,COMPLETE
26,0.8962107584869282,2022-06-28 14:58:52.821781,2022-06-28 14:58:54.131912,0 days 00:00:01.310131,2.6,0.0005844815954622468,0.04321195187797854,16.0,6570.0,squared_hinge,4459361.0,False,l1,COMPLETE
55,0.8962107584869282,2022-06-28 14:59:30.181623,2022-06-28 14:59:31.689891,0 days 00:00:01.508268,3.6,0.00082163190105444,0.03166382572812714,20.0,8384.0,squared_hinge,5850987.0,False,l1,COMPLETE
77,0.8962094352034916,2022-06-28 15:00:00.993562,2022-06-28 15:00:02.292810,0 days 00:00:01.299248,0.6,0.00030436186176961206,0.03568868894724746,7.0,3814.0,squared_hinge,3130060.0,False,l1,COMPLETE
46,0.8956606383243134,2022-06-28 14:59:17.773185,2022-06-28 14:59:19.270741,0 days 00:00:01.497556,0.30000000000000004,0.0008119311423814678,0.0011305226895399877,18.0,1163.0,squared_hinge,6312766.0,True,l1,COMPLETE
58,0.8808442023615664,2022-06-28 14:59:35.187803,2022-06-28 14:59:36.343002,0 days 00:00:01.155199,2.8000000000000003,0.0007584301530084931,0.03775219284576644,12.0,7409.0,hinge,4765858.0,False,l1,COMPLETE
28,0.8808442023615664,2022-06-28 14:58:55.468017,2022-06-28 14:58:56.807311,0 days 00:00:01.339294,2.8000000000000003,0.00044843588081687366,0.041298376725300456,14.0,7514.0,hinge,3171194.0,True,l1,COMPLETE
8,0.8592688350653225,2022-06-28 14:58:23.771542,2022-06-28 14:58:24.914486,0 days 00:00:01.142944,0.1,0.0002394126778156454,0.08713921458806723,18.0,5799.0,hinge,2019847.0,True,l1,COMPLETE
89,0.8592688350653225,2022-06-28 15:00:17.931096,2022-06-28 15:00:18.932323,0 days 00:00:01.001227,0.4,0.0002062768466321112,0.04628799414604098,7.0,5897.0,hinge,4766376.0,False,l1,COMPLETE
4,0.5,2022-06-28 14:58:21.893947,2022-06-28 14:58:22.311890,0 days 00:00:00.417943,0.5,0.0004904882951924614,0.0725187600207937,18.0,7967.0,hinge,4185647.0,True,l2,COMPLETE
90,0.5,2022-06-28 15:00:18.932509,2022-06-28 15:00:19.499503,0 days 00:00:00.566994,2.0,0.0005008155003765818,0.034349918034816324,8.0,7092.0,squared_hinge,4503342.0,False,l2,COMPLETE
47,0.5,2022-06-28 14:59:19.270932,2022-06-28 14:59:19.795583,0 days 00:00:00.524651,1.7000000000000002,0.0005143785260125878,0.052064907642495745,17.0,9346.0,hinge,5707562.0,False,l2,COMPLETE
2,0.5,2022-06-28 14:58:19.136229,2022-06-28 14:58:19.560728,0 days 00:00:00.424499,5.3,0.0008678332102498257,0.0493371441668672,16.0,1750.0,hinge,372101.0,False,l2,COMPLETE
5,0.5,2022-06-28 14:58:22.312024,2022-06-28 14:58:22.874063,0 days 00:00:00.562039,0.9,0.0005073710144737494,0.06443447125236153,12.0,654.0,hinge,8146461.0,True,l2,COMPLETE
6,0.5,2022-06-28 14:58:22.874231,2022-06-28 14:58:23.290081,0 days 00:00:00.415850,5.4,0.0006462898531662383,0.005357110921636543,6.0,1761.0,hinge,1834712.0,True,l2,COMPLETE
67,0.5,2022-06-28 14:59:47.918065,2022-06-28 14:59:48.433014,0 days 00:00:00.514949,3.4000000000000004,0.0006613437892929493,0.05721577316953764,5.0,7729.0,hinge,4367013.0,False,l2,COMPLETE
7,0.5,2022-06-28 14:58:23.290191,2022-06-28 14:58:23.771417,0 days 00:00:00.481226,2.1,0.000829128219336311,0.048133178494863364,9.0,4358.0,squared_hinge,1593819.0,True,l2,COMPLETE
1,0.5,2022-06-28 14:58:18.722019,2022-06-28 14:58:19.136128,0 days 00:00:00.414109,1.7000000000000002,0.0006662784420933026,0.08410025537506997,13.0,9425.0,hinge,5022679.0,True,l2,COMPLETE
39,0.5,2022-06-28 14:59:08.650836,2022-06-28 14:59:09.115934,0 days 00:00:00.465098,5.8,0.0008500794353343303,0.08085002336265668,11.0,6631.0,squared_hinge,647692.0,True,l2,COMPLETE
37,0.5,2022-06-28 14:59:06.821528,2022-06-28 14:59:07.286652,0 days 00:00:00.465124,3.0000000000000004,0.00045541820127612264,0.07090689265589312,16.0,7988.0,squared_hinge,7825546.0,True,l2,COMPLETE
35,0.5,2022-06-28 14:59:05.058572,2022-06-28 14:59:05.515302,0 days 00:00:00.456730,1.1,0.0008465867446327577,0.016280034177241207,17.0,5602.0,hinge,4768139.0,False,l2,COMPLETE
34,0.5,2022-06-28 14:59:04.503061,2022-06-28 14:59:05.058429,0 days 00:00:00.555368,4.5,0.0005310483702963547,0.026382381612023345,16.0,7683.0,squared_hinge,6841367.0,False,l2,COMPLETE
78,0.5,2022-06-28 15:00:02.293027,2022-06-28 15:00:02.821719,0 days 00:00:00.528692,1.2000000000000002,0.0002382415940974795,0.06019429361234256,7.0,5465.0,squared_hinge,1238112.0,False,l2,COMPLETE
0,0.5,2022-06-28 14:58:18.211223,2022-06-28 14:58:18.721787,0 days 00:00:00.510564,5.8,0.0005220390018063892,0.07795053473840605,11.0,9659.0,squared_hinge,9255997.0,False,l2,COMPLETE
99,,2022-06-28 15:00:31.526235,,,,,,,,,,,,RUNNING
