boosting_type,colsample_bytree,force_col_wise,learning_rate,max_depth,num_leaves,reg_alpha,reg_lambda,subsample,loss,iteration
gbdt,0.9915000589023278,+,0.7444141264281895,5,45.0,0.7389615533801781,0.6021327793962429,0.8105491067337682,0.0113757899318751,50
gbdt,0.8422124715168905,+,0.7291162884419511,5,86.0,0.20652058377855204,0.8983353289581136,0.5877010873318133,0.0114954909507409,29
gbdt,0.9348214143600637,+,0.589804186650359,5,92.0,0.5521320876376018,0.999499287493066,0.5713517650691988,0.0115530330125414,21
gbdt,0.9485129324841368,+,0.8440240909506667,5,58.0,0.6554765281780772,0.9731238138203008,0.6801871204511208,0.0115823537107386,68
gbdt,0.9109703948232079,+,0.7668314719814485,5,76.0,0.7245696824595785,0.7055036469213561,0.500834322441025,0.011589956199057,86
gbdt,0.8630012323210489,+,0.7344317389001332,5,37.0,0.5731446062614555,0.9907989642430517,0.6556763065638125,0.0116192986960294,72
gbdt,0.9326338278665154,+,0.6149369732042071,5,74.0,0.5461883198889521,0.956146923085827,0.7694585713830271,0.0116567311672129,66
gbdt,0.9426264086020129,+,0.7067062054330829,5,31.0,0.5748784515045534,0.9924672113595461,0.5034881618031081,0.0116840741515206,23
gbdt,0.9477193663182348,+,0.6358406593531386,5,92.0,0.563089433845035,0.9587249509770436,0.5042484068377858,0.0116989092299889,22
gbdt,0.9988474603878951,+,0.6298061169638182,5,91.0,0.48534845497114265,0.7323772054504329,0.5907203038022948,0.0117147944704957,27
gbdt,0.9650107245667148,+,0.5963982190013345,5,48.0,0.599006102968565,0.7510815934909982,0.644305942364959,0.0117814495037554,67
gbdt,0.9703050362746266,+,0.552273654859737,5,86.0,0.1788586403118582,0.8175103826610798,0.7182745752768704,0.011827028646446,39
gbdt,0.9264982861540847,+,0.9789442608589852,5,85.0,0.5161373196103187,0.7011852097460356,0.9884350496603223,0.011828953359693,45
gbdt,0.8356131612182398,+,0.5728532862332905,5,98.0,0.4346498516475101,0.9108340089470232,0.5768248551939906,0.0118336446397288,83
gbdt,0.9712480524972067,+,0.8660890428530558,5,92.0,0.5374518814737492,0.6062522704454808,0.5249043100696422,0.0118352551733763,80
