iteration,precision,datetime_start,datetime_complete,duration,alpha,fit_intercept,l1_ratio,max_iter,normalize,selection,tol,state
949,0.9999782637047342,2022-06-14 02:34:40.675980,2022-06-14 02:34:41.810165,0 days 00:00:01.134185,1.5723530157430483,True,0.794321153848816,9151543,False,random,0.01571958604875563,COMPLETE
54,0.9999782637047342,2022-06-14 02:21:35.358865,2022-06-14 02:21:36.048245,0 days 00:00:00.689380,1.7881530981853484,True,0.6717332226592955,9436094,False,cyclic,0.03910100888589776,COMPLETE
979,0.9999782637047342,2022-06-14 02:35:14.742670,2022-06-14 02:35:15.897421,0 days 00:00:01.154751,1.400466286260707,True,0.8913121380337893,9037331,False,random,0.01443937020637462,COMPLETE
880,0.9999782637047342,2022-06-14 02:33:23.127260,2022-06-14 02:33:24.219331,0 days 00:00:01.092071,1.5034512210534536,True,0.8314855158626423,9937515,False,random,0.015709179858071222,COMPLETE
371,0.999978265594436,2022-06-14 02:25:14.389345,2022-06-14 02:25:15.253007,0 days 00:00:00.863662,1.4408817746692142,True,0.8790019092214294,3230562,False,random,0.01592581802631657,COMPLETE
922,0.9999782660668101,2022-06-14 02:34:11.147352,2022-06-14 02:34:12.255922,0 days 00:00:01.108570,1.4969264586671414,True,0.8482247794179342,9439637,False,random,0.01476445672748276,COMPLETE
693,0.9999782670114967,2022-06-14 02:30:08.208038,2022-06-14 02:30:09.224576,0 days 00:00:01.016538,1.5406882227785685,True,0.8272355201258372,8778575,False,random,0.0153252491687473,COMPLETE
877,0.9999782670114967,2022-06-14 02:33:19.778964,2022-06-14 02:33:20.876322,0 days 00:00:01.097358,1.6037444341118134,True,0.7988064901329613,9502219,False,random,0.01758676928052386,COMPLETE
764,0.9999782670114967,2022-06-14 02:31:19.939854,2022-06-14 02:31:20.994703,0 days 00:00:01.054849,1.509332367575835,True,0.8426236240378541,8687735,False,random,0.0155263767012946,COMPLETE
153,0.9999782679561012,2022-06-14 02:22:39.178009,2022-06-14 02:22:39.939620,0 days 00:00:00.761611,1.4431721354726224,True,0.8925574195101318,4316062,False,random,0.01647723198864196,COMPLETE
355,0.9999782684283728,2022-06-14 02:25:02.213341,2022-06-14 02:25:02.979918,0 days 00:00:00.766577,1.5558194858526317,True,0.8411715656999414,2780388,False,cyclic,0.034599342501607906,COMPLETE
