iteration,recall,datetime_start,datetime_complete,duration,alpha,solver,state
299,0.8494645308924486,2022-06-13 22:32:49.648250,2022-06-13 22:32:50.566380,0 days 00:00:00.918130,5.9305151317229825,svd,COMPLETE
458,0.8494645308924486,2022-06-13 22:35:14.755804,2022-06-13 22:35:15.704154,0 days 00:00:00.948350,6.525893543882682,svd,COMPLETE
697,0.8494645308924486,2022-06-13 22:39:07.872152,2022-06-13 22:39:08.875445,0 days 00:00:01.003293,6.419941779245463,svd,COMPLETE
455,0.8494645308924486,2022-06-13 22:35:11.866049,2022-06-13 22:35:12.828164,0 days 00:00:00.962115,8.84615218851002,svd,COMPLETE
208,0.8494645308924486,2022-06-13 22:31:28.237735,2022-06-13 22:31:29.152075,0 days 00:00:00.914340,6.939935311217072,svd,COMPLETE
453,0.8494645308924486,2022-06-13 22:35:09.949941,2022-06-13 22:35:10.912188,0 days 00:00:00.962247,5.932433084019868,svd,COMPLETE
10,0.8494645308924486,2022-06-13 22:28:40.334632,2022-06-13 22:28:41.154565,0 days 00:00:00.819933,9.493879155258831,svd,COMPLETE
694,0.8494645308924486,2022-06-13 22:39:04.855962,2022-06-13 22:39:05.859025,0 days 00:00:01.003063,5.946208039915892,svd,COMPLETE
136,0.8494645308924486,2022-06-13 22:30:24.996818,2022-06-13 22:30:25.875540,0 days 00:00:00.878722,7.3587961675856715,svd,COMPLETE
432,0.8494645308924486,2022-06-13 22:34:50.270363,2022-06-13 22:34:51.222851,0 days 00:00:00.952488,6.372979573851053,svd,COMPLETE
308,0.8494645308924486,2022-06-13 22:32:57.875386,2022-06-13 22:32:58.805012,0 days 00:00:00.929626,8.27421707216345,svd,COMPLETE
440,0.8494645308924486,2022-06-13 22:34:57.839015,2022-06-13 22:34:58.801689,0 days 00:00:00.962674,6.874887397193332,svd,COMPLETE
683,0.8494645308924486,2022-06-13 22:38:53.538211,2022-06-13 22:38:54.553955,0 days 00:00:01.015744,6.122326680644944,svd,COMPLETE
684,0.8494645308924486,2022-06-13 22:38:54.554549,2022-06-13 22:38:55.550113,0 days 00:00:00.995564,7.482367617645894,svd,COMPLETE
678,0.8494645308924486,2022-06-13 22:38:48.845617,2022-06-13 22:38:49.866427,0 days 00:00:01.020810,7.193170072931619,svd,COMPLETE
681,0.8494645308924486,2022-06-13 22:38:51.886589,2022-06-13 22:38:52.889051,0 days 00:00:01.002462,6.5935059141841785,svd,COMPLETE
680,0.8494645308924486,2022-06-13 22:38:50.877118,2022-06-13 22:38:51.886022,0 days 00:00:01.008904,6.763353787427074,svd,COMPLETE
468,0.8494645308924486,2022-06-13 22:35:24.173013,2022-06-13 22:35:25.137142,0 days 00:00:00.964129,6.749655770847523,svd,COMPLETE
712,0.8494645308924486,2022-06-13 22:39:22.903739,2022-06-13 22:39:23.921243,0 days 00:00:01.017504,6.468713655937994,svd,COMPLETE
65,0.8494645308924486,2022-06-13 22:29:24.762337,2022-06-13 22:29:25.622701,0 days 00:00:00.860364,6.514010000729382,svd,COMPLETE
305,0.8494645308924486,2022-06-13 22:32:55.128390,2022-06-13 22:32:56.041405,0 days 00:00:00.913015,7.072227979648119,svd,COMPLETE
48,0.8494645308924486,2022-06-13 22:29:11.090356,2022-06-13 22:29:11.971733,0 days 00:00:00.881377,7.994647388725799,svd,COMPLETE
306,0.8494645308924486,2022-06-13 22:32:56.041731,2022-06-13 22:32:56.956216,0 days 00:00:00.914485,9.979203986996446,svd,COMPLETE
718,0.8494645308924486,2022-06-13 22:39:28.962950,2022-06-13 22:39:29.976083,0 days 00:00:01.013133,6.782800711259715,svd,COMPLETE
708,0.8494645308924486,2022-06-13 22:39:18.886238,2022-06-13 22:39:19.868323,0 days 00:00:00.982085,6.643717130812053,svd,COMPLETE
473,0.8494645308924486,2022-06-13 22:35:28.975839,2022-06-13 22:35:29.929038,0 days 00:00:00.953199,7.074031875460303,svd,COMPLETE
290,0.8494645308924486,2022-06-13 22:32:41.713712,2022-06-13 22:32:42.636444,0 days 00:00:00.922732,6.60423953335345,svd,COMPLETE
44,0.8494645308924486,2022-06-13 22:29:07.725325,2022-06-13 22:29:08.587827,0 days 00:00:00.862502,9.529159608208278,svd,COMPLETE
705,0.8494645308924486,2022-06-13 22:39:15.580183,2022-06-13 22:39:16.583426,0 days 00:00:01.003243,6.535293044012,svd,COMPLETE
714,0.8494645308924486,2022-06-13 22:39:24.929184,2022-06-13 22:39:25.937561,0 days 00:00:01.008377,6.609890566721767,svd,COMPLETE
657,0.8494828375286041,2022-06-13 22:38:27.851017,2022-06-13 22:38:28.866244,0 days 00:00:01.015227,5.034557988764196,svd,COMPLETE
655,0.8494828375286041,2022-06-13 22:38:25.844680,2022-06-13 22:38:26.848918,0 days 00:00:01.004238,5.150131161985493,svd,COMPLETE
676,0.8494828375286041,2022-06-13 22:38:46.818981,2022-06-13 22:38:47.833533,0 days 00:00:01.014552,5.753982907094756,svd,COMPLETE
677,0.8494828375286041,2022-06-13 22:38:47.834047,2022-06-13 22:38:48.844907,0 days 00:00:01.010860,5.72012007278802,svd,COMPLETE
656,0.8494828375286041,2022-06-13 22:38:26.849404,2022-06-13 22:38:27.850407,0 days 00:00:01.001003,5.3519902669617965,svd,COMPLETE
653,0.8494828375286041,2022-06-13 22:38:23.834836,2022-06-13 22:38:24.844262,0 days 00:00:01.009426,5.338680348995156,svd,COMPLETE
675,0.8494828375286041,2022-06-13 22:38:45.810895,2022-06-13 22:38:46.818445,0 days 00:00:01.007550,5.583449565148904,svd,COMPLETE
652,0.8494828375286041,2022-06-13 22:38:22.818467,2022-06-13 22:38:23.834315,0 days 00:00:01.015848,5.3088992839549105,svd,COMPLETE
741,0.8494828375286041,2022-06-13 22:39:51.902992,2022-06-13 22:39:52.923168,0 days 00:00:01.020176,0.47424945413228126,svd,COMPLETE
651,0.8494828375286041,2022-06-13 22:38:21.811813,2022-06-13 22:38:22.817944,0 days 00:00:01.006131,5.056139888178604,svd,COMPLETE
654,0.8494828375286041,2022-06-13 22:38:24.844797,2022-06-13 22:38:25.844145,0 days 00:00:00.999348,5.218359522080379,svd,COMPLETE
