iteration,roc_weighted,datetime_start,datetime_complete,duration,alpha,solver,state
67,0.9162976568205335,2022-06-13 22:14:33.530793,2022-06-13 22:14:34.300851,0 days 00:00:00.770058,7.137445277146043,svd,COMPLETE
797,0.9162976568205335,2022-06-13 22:25:05.777063,2022-06-13 22:25:06.761725,0 days 00:00:00.984662,6.462572832040906,svd,COMPLETE
814,0.9162976568205335,2022-06-13 22:25:22.144932,2022-06-13 22:25:23.112687,0 days 00:00:00.967755,6.565092262991975,svd,COMPLETE
793,0.9162976568205335,2022-06-13 22:25:01.855432,2022-06-13 22:25:02.837116,0 days 00:00:00.981684,6.748885421159222,svd,COMPLETE
917,0.9162976568205335,2022-06-13 22:27:02.456980,2022-06-13 22:27:03.460382,0 days 00:00:01.003402,5.957468734917139,svd,COMPLETE
948,0.9162976568205335,2022-06-13 22:27:33.640439,2022-06-13 22:27:34.638465,0 days 00:00:00.998026,6.467994388703619,svd,COMPLETE
981,0.9162976568205335,2022-06-13 22:28:06.637646,2022-06-13 22:28:07.643419,0 days 00:00:01.005773,6.560488802735205,svd,COMPLETE
5,0.9162976568205335,2022-06-13 22:13:47.475410,2022-06-13 22:13:48.248993,0 days 00:00:00.773583,7.472336862474304,svd,COMPLETE
980,0.9162976568205335,2022-06-13 22:28:05.632573,2022-06-13 22:28:06.636890,0 days 00:00:01.004317,6.708835520857784,svd,COMPLETE
979,0.9162976568205335,2022-06-13 22:28:04.634925,2022-06-13 22:28:05.631866,0 days 00:00:00.996941,6.913165458243126,svd,COMPLETE
9,0.9162976568205335,2022-06-13 22:13:50.246011,2022-06-13 22:13:51.050238,0 days 00:00:00.804227,8.81312641434499,svd,COMPLETE
974,0.9162976568205335,2022-06-13 22:27:59.661003,2022-06-13 22:28:00.633142,0 days 00:00:00.972139,7.046795560520677,svd,COMPLETE
943,0.9162976568205335,2022-06-13 22:27:28.647907,2022-06-13 22:27:29.656611,0 days 00:00:01.008704,8.74925898573941,svd,COMPLETE
12,0.9162976568205335,2022-06-13 22:13:52.256888,2022-06-13 22:13:53.048301,0 days 00:00:00.791413,7.237259860555547,svd,COMPLETE
16,0.9162976568205335,2022-06-13 22:13:55.049323,2022-06-13 22:13:55.839377,0 days 00:00:00.790054,6.442486522604244,svd,COMPLETE
17,0.9162976568205335,2022-06-13 22:13:55.839509,2022-06-13 22:13:56.665897,0 days 00:00:00.826388,7.942400389185819,svd,COMPLETE
21,0.9162976568205335,2022-06-13 22:13:58.621518,2022-06-13 22:13:59.405564,0 days 00:00:00.784046,6.4516402017779235,svd,COMPLETE
953,0.9162976568205335,2022-06-13 22:27:38.880790,2022-06-13 22:27:39.883381,0 days 00:00:01.002591,6.596975592472301,svd,COMPLETE
950,0.9162976568205335,2022-06-13 22:27:35.856295,2022-06-13 22:27:36.857258,0 days 00:00:01.000963,6.464551782894075,svd,COMPLETE
949,0.9162976568205335,2022-06-13 22:27:34.639119,2022-06-13 22:27:35.855596,0 days 00:00:01.216477,6.625906253318391,svd,COMPLETE
13,0.9162976568205335,2022-06-13 22:13:53.048397,2022-06-13 22:13:53.843647,0 days 00:00:00.795250,5.999084730082722,svd,COMPLETE
777,0.9162976568205335,2022-06-13 22:24:46.487058,2022-06-13 22:24:47.454284,0 days 00:00:00.967226,6.42991998285984,svd,COMPLETE
55,0.9162976568205335,2022-06-13 22:14:24.198022,2022-06-13 22:14:25.016734,0 days 00:00:00.818712,6.750576130402396,svd,COMPLETE
210,0.9162976568205335,2022-06-13 22:16:27.064393,2022-06-13 22:16:27.882777,0 days 00:00:00.818384,6.506560409125535,svd,COMPLETE
759,0.9162976568205335,2022-06-13 22:24:29.092387,2022-06-13 22:24:30.062301,0 days 00:00:00.969914,6.560692443558981,svd,COMPLETE
761,0.9162976568205335,2022-06-13 22:24:30.667520,2022-06-13 22:24:31.641857,0 days 00:00:00.974337,9.910599267417387,svd,COMPLETE
757,0.9162976568205335,2022-06-13 22:24:27.149123,2022-06-13 22:24:28.114632,0 days 00:00:00.965509,7.043285437062111,svd,COMPLETE
755,0.9162976568205335,2022-06-13 22:24:25.239660,2022-06-13 22:24:26.170874,0 days 00:00:00.931214,8.360259793580434,svd,COMPLETE
754,0.9162976568205335,2022-06-13 22:24:24.034089,2022-06-13 22:24:25.239055,0 days 00:00:01.204966,6.615775773745988,svd,COMPLETE
750,0.9162976568205335,2022-06-13 22:24:20.226183,2022-06-13 22:24:21.178955,0 days 00:00:00.952772,6.650591024121899,svd,COMPLETE
771,0.9162976568205335,2022-06-13 22:24:40.467380,2022-06-13 22:24:41.666895,0 days 00:00:01.199515,6.901781448711895,svd,COMPLETE
92,0.9162976568205335,2022-06-13 22:14:52.791674,2022-06-13 22:14:53.575721,0 days 00:00:00.784047,6.580724644946015,svd,COMPLETE
765,0.9162976568205335,2022-06-13 22:24:34.592662,2022-06-13 22:24:35.567976,0 days 00:00:00.975314,6.7244763415004325,svd,COMPLETE
735,0.9162976568205335,2022-06-13 22:24:06.003812,2022-06-13 22:24:06.956907,0 days 00:00:00.953095,5.9605458404060245,svd,COMPLETE
95,0.9162976568205335,2022-06-13 22:14:55.182615,2022-06-13 22:14:55.936747,0 days 00:00:00.754132,9.744578027658488,svd,COMPLETE
727,0.9162976568205335,2022-06-13 22:23:58.450554,2022-06-13 22:23:59.392495,0 days 00:00:00.941941,5.954863000433407,svd,COMPLETE
741,0.9162976568205335,2022-06-13 22:24:11.918180,2022-06-13 22:24:12.882670,0 days 00:00:00.964490,6.511409741439293,svd,COMPLETE
395,0.9163054868551745,2022-06-13 22:19:00.296373,2022-06-13 22:19:01.159651,0 days 00:00:00.863278,4.089068061876593,svd,COMPLETE
925,0.9163054868551745,2022-06-13 22:27:10.633403,2022-06-13 22:27:11.626326,0 days 00:00:00.992923,2.5678064209805243,svd,COMPLETE
982,0.9163054868551745,2022-06-13 22:28:07.644151,2022-06-13 22:28:08.659083,0 days 00:00:01.014932,3.8946444229937494,svd,COMPLETE
631,0.9163054868551745,2022-06-13 22:22:28.774194,2022-06-13 22:22:29.678224,0 days 00:00:00.904030,4.127888480499366,svd,COMPLETE
239,0.9163054868551745,2022-06-13 22:16:50.622174,2022-06-13 22:16:51.450630,0 days 00:00:00.828456,4.0475196930894075,svd,COMPLETE
360,0.9163054868551745,2022-06-13 22:18:30.947955,2022-06-13 22:18:31.806216,0 days 00:00:00.858261,3.5556555255386693,svd,COMPLETE
358,0.9163054868551745,2022-06-13 22:18:29.240254,2022-06-13 22:18:30.089057,0 days 00:00:00.848803,4.092529305717545,svd,COMPLETE
633,0.9163054868551745,2022-06-13 22:22:30.608406,2022-06-13 22:22:31.527704,0 days 00:00:00.919298,3.9986188506246934,svd,COMPLETE
352,0.9163054868551745,2022-06-13 22:18:24.442523,2022-06-13 22:18:25.303629,0 days 00:00:00.861106,3.7352113639847904,svd,COMPLETE
641,0.9163054868551745,2022-06-13 22:22:37.980595,2022-06-13 22:22:39.160904,0 days 00:00:01.180309,3.8482951522163065,svd,COMPLETE
642,0.9163054868551745,2022-06-13 22:22:39.161394,2022-06-13 22:22:40.042216,0 days 00:00:00.880822,3.842150627673578,svd,COMPLETE
644,0.9163054868551745,2022-06-13 22:22:40.964786,2022-06-13 22:22:41.888171,0 days 00:00:00.923385,4.1145542180368615,svd,COMPLETE
646,0.9163054868551745,2022-06-13 22:22:42.817549,2022-06-13 22:22:43.738972,0 days 00:00:00.921423,1.5576825744258054,svd,COMPLETE
954,0.9163054868551745,2022-06-13 22:27:39.884052,2022-06-13 22:27:40.883709,0 days 00:00:00.999657,4.1008634326943545,svd,COMPLETE
647,0.9163054868551745,2022-06-13 22:22:43.739555,2022-06-13 22:22:44.670825,0 days 00:00:00.931270,3.97247797146384,svd,COMPLETE
329,0.9163054868551745,2022-06-13 22:18:04.924495,2022-06-13 22:18:05.768877,0 days 00:00:00.844382,3.9146641776790583,svd,COMPLETE
630,0.9163054868551745,2022-06-13 22:22:27.834339,2022-06-13 22:22:28.773713,0 days 00:00:00.939374,3.7998674578951945,svd,COMPLETE
328,0.9163054868551745,2022-06-13 22:18:04.073718,2022-06-13 22:18:04.924191,0 days 00:00:00.850473,4.02453810034318,svd,COMPLETE
325,0.9163054868551745,2022-06-13 22:18:01.521983,2022-06-13 22:18:02.370271,0 days 00:00:00.848288,2.0153432528950574,svd,COMPLETE
321,0.9163054868551745,2022-06-13 22:17:58.143833,2022-06-13 22:17:58.986926,0 days 00:00:00.843093,3.683288191371272,svd,COMPLETE
241,0.9163054868551745,2022-06-13 22:16:52.274558,2022-06-13 22:16:53.103319,0 days 00:00:00.828761,4.0770514037169,svd,COMPLETE
248,0.9163054868551745,2022-06-13 22:16:58.055435,2022-06-13 22:16:58.873392,0 days 00:00:00.817957,3.870710364676665,svd,COMPLETE
346,0.9163054868551745,2022-06-13 22:18:19.323996,2022-06-13 22:18:20.155192,0 days 00:00:00.831196,3.951638121965011,svd,COMPLETE
401,0.9163054868551745,2022-06-13 22:19:05.721559,2022-06-13 22:19:06.593446,0 days 00:00:00.871887,4.006946893149944,svd,COMPLETE
524,0.9163054868551745,2022-06-13 22:20:52.546850,2022-06-13 22:20:53.405195,0 days 00:00:00.858345,3.728065471155121,svd,COMPLETE
629,0.9163054868551745,2022-06-13 22:22:26.921978,2022-06-13 22:22:27.833878,0 days 00:00:00.911900,3.5666173312431453,svd,COMPLETE
497,0.9163054868551745,2022-06-13 22:20:28.617064,2022-06-13 22:20:29.511051,0 days 00:00:00.893987,3.8667242232423664,svd,COMPLETE
577,0.9163054868551745,2022-06-13 22:21:39.673247,2022-06-13 22:21:40.582198,0 days 00:00:00.908951,2.4788113659315774,svd,COMPLETE
998,0.9163054868551745,2022-06-13 22:28:23.891229,2022-06-13 22:28:24.901693,0 days 00:00:01.010464,4.073427771527854,svd,COMPLETE
768,0.9163054868551745,2022-06-13 22:24:37.512980,2022-06-13 22:24:38.508670,0 days 00:00:00.995690,3.9689294936987505,svd,COMPLETE
553,0.9163054868551745,2022-06-13 22:21:18.108758,2022-06-13 22:21:19.005684,0 days 00:00:00.896926,4.123672452313351,svd,COMPLETE
798,0.9163054868551745,2022-06-13 22:25:06.762315,2022-06-13 22:25:07.750075,0 days 00:00:00.987760,1.3048073033332659,svd,COMPLETE
767,0.9163054868551745,2022-06-13 22:24:36.538128,2022-06-13 22:24:37.512300,0 days 00:00:00.974172,3.6661666757427165,svd,COMPLETE
550,0.9163054868551745,2022-06-13 22:21:15.423496,2022-06-13 22:21:16.305770,0 days 00:00:00.882274,3.6827504154891706,svd,COMPLETE
772,0.9163054868551745,2022-06-13 22:24:41.667454,2022-06-13 22:24:42.629697,0 days 00:00:00.962243,3.5804731424065706,svd,COMPLETE
545,0.9163054868551745,2022-06-13 22:21:11.050124,2022-06-13 22:21:11.940777,0 days 00:00:00.890653,3.8352940667798086,svd,COMPLETE
