iteration,precision,datetime_start,datetime_complete,duration,C,l1_ratio,linesearch_max_iter,max_iter,penalty,tol,state
203,0.8225682528299953,2022-07-03 01:15:41.313454,2022-07-03 01:15:48.823704,0 days 00:00:07.510250,6.9,0.7366147408654802,80,26623288,l1,0.0016746224111429502,COMPLETE
665,0.8225682528299953,2022-07-03 02:05:35.274691,2022-07-03 02:05:43.197105,0 days 00:00:07.922414,4.8,0.8104614356118468,318,10127588,l1,0.0018464059948040245,COMPLETE
772,0.8225682528299953,2022-07-03 02:17:35.422306,2022-07-03 02:17:44.263646,0 days 00:00:08.841340,5.4,0.9788555206784817,352,10769766,l1,1.0615822012632718e-05,COMPLETE
259,0.8225682528299953,2022-07-03 01:22:03.427990,2022-07-03 01:22:11.445132,0 days 00:00:08.017142,5.4,0.6799429982425496,70,18429487,l1,0.0001477296984668959,COMPLETE
822,0.8225682528299953,2022-07-03 02:23:04.610313,2022-07-03 02:23:12.491695,0 days 00:00:07.881382,3.6,0.92808491336985,154,25982458,l1,0.0016972488657534825,COMPLETE
211,0.8225682528299953,2022-07-03 01:16:41.486850,2022-07-03 01:16:49.344217,0 days 00:00:07.857367,7.1,0.6812447191284865,72,22470439,l1,0.0017296864405992444,COMPLETE
826,0.8225682528299953,2022-07-03 02:23:29.364148,2022-07-03 02:23:37.057061,0 days 00:00:07.692913,4.9,0.8733137852845687,71,46875280,l1,0.0020135601650506183,COMPLETE
695,0.8225682528299953,2022-07-03 02:08:53.375261,2022-07-03 02:09:01.327520,0 days 00:00:07.952259,3.6,0.7595481127551412,132,30180487,l1,0.00020857814151029942,COMPLETE
833,0.8225682528299953,2022-07-03 02:24:08.750624,2022-07-03 02:24:16.863620,0 days 00:00:08.112996,3.5000000000000004,0.9309175817483644,143,48790473,l1,9.31276448503885e-05,COMPLETE
78,0.8225682528299953,2022-07-03 01:01:58.721344,2022-07-03 01:02:06.150281,0 days 00:00:07.428937,5.4,0.9243142524999185,336,29675790,l1,0.002099945535527271,COMPLETE
863,0.8225682528299953,2022-07-03 02:27:27.295906,2022-07-03 02:27:35.456393,0 days 00:00:08.160487,3.6,0.9113266134160539,138,48916628,l1,0.001673300748204985,COMPLETE
694,0.8225682528299953,2022-07-03 02:08:45.256345,2022-07-03 02:08:53.374529,0 days 00:00:08.118184,3.5000000000000004,0.7480776225467225,143,28041350,l1,9.270364941611422e-05,COMPLETE
858,0.8225682528299953,2022-07-03 02:26:54.923959,2022-07-03 02:27:03.516045,0 days 00:00:08.592086,3.5000000000000004,0.9056481117730708,137,10645355,l1,3.743092833654457e-05,COMPLETE
725,0.8225682528299953,2022-07-03 02:12:32.039868,2022-07-03 02:12:40.625557,0 days 00:00:08.585689,3.4000000000000004,0.7791449283583908,151,24700399,l1,8.474778601577252e-05,COMPLETE
43,0.8225682528299953,2022-07-03 00:58:35.353307,2022-07-03 00:58:43.003185,0 days 00:00:07.649878,5.4,0.7467916111673683,119,14534177,l1,0.0016512796617077967,COMPLETE
729,0.8225682528299953,2022-07-03 02:12:54.717146,2022-07-03 02:13:02.302574,0 days 00:00:07.585428,3.5000000000000004,0.7209359686062664,81,48715177,l1,0.0023994278681156653,COMPLETE
961,0.8225682528299953,2022-07-03 02:38:20.163666,2022-07-03 02:38:27.951691,0 days 00:00:07.788025,3.5000000000000004,0.4032925237902968,131,49138812,l1,0.0020388754825735864,COMPLETE
163,0.8225682528299953,2022-07-03 01:11:13.452779,2022-07-03 01:11:20.986628,0 days 00:00:07.533849,4.9,0.8649329663297021,175,44056388,l1,0.0021326883160437396,COMPLETE
366,0.8225682528299953,2022-07-03 01:33:23.395144,2022-07-03 01:33:32.319790,0 days 00:00:08.924646,5.4,0.8777295650517178,149,28840917,l1,5.26759065267684e-05,COMPLETE
495,0.8225682528299953,2022-07-03 01:47:05.024534,2022-07-03 01:47:13.769183,0 days 00:00:08.744649,5.5,0.8944024462784042,147,49541399,l1,4.684387950498442e-05,COMPLETE
128,0.8225682528299953,2022-07-03 01:07:26.139779,2022-07-03 01:07:34.199012,0 days 00:00:08.059233,8.0,0.976250207945904,184,45791671,l1,0.00011048851373583225,COMPLETE
389,0.8225682528299953,2022-07-03 01:35:55.063416,2022-07-03 01:36:04.659081,0 days 00:00:09.595665,4.5,0.7220177130504954,80,19733291,l1,5.741279179819663e-05,COMPLETE
970,0.8225682528299953,2022-07-03 02:39:30.296839,2022-07-03 02:39:39.474054,0 days 00:00:09.177215,3.8000000000000003,0.22870987347566885,362,15794316,l1,1.3023224481138566e-05,COMPLETE
484,0.8225682528299953,2022-07-03 01:45:52.413572,2022-07-03 01:46:00.558164,0 days 00:00:08.144592,4.5,0.8197936063794178,324,23793117,l1,0.00011490158606993205,COMPLETE
977,0.8225682528299953,2022-07-03 02:40:14.900653,2022-07-03 02:40:23.015071,0 days 00:00:08.114418,3.9000000000000004,0.8249807256278566,119,33472134,l1,0.001892843128655135,COMPLETE
791,0.8225682528299953,2022-07-03 02:19:47.344843,2022-07-03 02:19:55.731768,0 days 00:00:08.386925,3.5000000000000004,0.9120264946743978,130,48724763,l1,0.00018581803758800034,COMPLETE
755,0.8225682528299953,2022-07-03 02:15:43.286503,2022-07-03 02:15:51.183993,0 days 00:00:07.897490,3.5000000000000004,0.9298351260643474,143,25356813,l1,0.001489695875365851,COMPLETE
406,0.8225682528299953,2022-07-03 01:37:36.441845,2022-07-03 01:37:43.911108,0 days 00:00:07.469263,6.5,0.6794365786525249,68,23687072,l1,0.002106219470493862,COMPLETE
459,0.8225682528299953,2022-07-03 01:43:09.361507,2022-07-03 01:43:17.113832,0 days 00:00:07.752325,5.5,0.8628515463040201,325,21243867,l1,0.0017057685281887153,COMPLETE
764,0.8225682528299953,2022-07-03 02:16:38.578749,2022-07-03 02:16:47.341879,0 days 00:00:08.763130,5.4,0.9785915085806552,351,14730290,l1,8.448555685932772e-05,COMPLETE
418,0.8225682528299953,2022-07-03 01:38:55.513084,2022-07-03 01:39:03.092259,0 days 00:00:07.579175,5.4,0.7504969818106707,85,22523755,l1,0.001905327942818077,COMPLETE
428,0.8225682528299953,2022-07-03 01:39:56.117694,2022-07-03 01:40:04.008226,0 days 00:00:07.890532,6.0,0.7934151153118603,163,23717798,l1,4.991877576887593e-05,COMPLETE
528,0.8225682528299953,2022-07-03 01:50:30.864685,2022-07-03 01:50:39.492820,0 days 00:00:08.628135,4.8,0.9321272399914022,300,3484832,l1,0.0002072140473377336,COMPLETE
524,0.8225682528299953,2022-07-03 01:50:11.418300,2022-07-03 01:50:19.998163,0 days 00:00:08.579863,4.5,0.9335803026063845,300,5724997,l1,7.085947356647578e-05,COMPLETE
739,0.8225682528299953,2022-07-03 02:13:58.838767,2022-07-03 02:14:07.074409,0 days 00:00:08.235642,3.6,0.415048516247206,126,28234301,l1,0.00018726492056181203,COMPLETE
563,0.8225682528299953,2022-07-03 01:54:22.698250,2022-07-03 01:54:30.484402,0 days 00:00:07.786152,7.4,0.8093400001524615,306,6705873,l1,0.0018307910329846406,COMPLETE
801,0.8225682528299953,2022-07-03 02:20:57.870074,2022-07-03 02:21:05.552607,0 days 00:00:07.682533,7.4,0.5886479048841107,294,47591210,l1,0.002092978791514692,COMPLETE
327,0.8225682528299953,2022-07-03 01:29:10.148810,2022-07-03 01:29:18.362739,0 days 00:00:08.213929,7.9,0.8225278431030096,116,28582375,l1,0.0001434219700335601,COMPLETE
335,0.8225682528299953,2022-07-03 01:30:01.750924,2022-07-03 01:30:09.233122,0 days 00:00:07.482198,6.9,0.507130270480648,373,28057179,l1,0.0021473233011033177,COMPLETE
577,0.8225682528299953,2022-07-03 01:55:59.357315,2022-07-03 01:56:06.988558,0 days 00:00:07.631243,5.7,0.9393348449538891,416,4070946,l1,0.0017422518800898693,COMPLETE
741,0.8225682528299953,2022-07-03 02:14:14.404506,2022-07-03 02:14:22.313093,0 days 00:00:07.908587,3.5000000000000004,0.8875169860911544,150,27989848,l1,0.002348684500299152,COMPLETE
226,0.8225682528299953,2022-07-03 01:18:24.219366,2022-07-03 01:18:31.937534,0 days 00:00:07.718168,6.6,0.6924300421973636,69,22446199,l1,0.0017337190428951428,COMPLETE
24,0.8225682528299953,2022-07-03 00:57:27.063000,2022-07-03 00:57:35.131065,0 days 00:00:08.068065,5.6,0.7074740774006267,54,28106937,l1,0.0003283767595531478,COMPLETE
123,0.8225652233301461,2022-07-03 01:06:50.704242,2022-07-03 01:06:58.967955,0 days 00:00:08.263713,8.3,0.9703819046513057,252,37870577,l1,0.0001725636652270566,COMPLETE
109,0.8225652233301461,2022-07-03 01:05:21.371239,2022-07-03 01:05:29.106489,0 days 00:00:07.735250,7.5,0.9498947821905144,293,34934940,l1,0.0015615664971943574,COMPLETE
222,0.8225652233301461,2022-07-03 01:17:55.386228,2022-07-03 01:18:02.733872,0 days 00:00:07.347644,6.8,0.7074367531377471,52,25307899,l1,0.0022769251746314065,COMPLETE
217,0.8225652233301461,2022-07-03 01:17:25.513016,2022-07-03 01:17:32.918342,0 days 00:00:07.405326,6.7,0.6535994635836357,72,25150113,l1,0.0018789620461962925,COMPLETE
731,0.8225652233301461,2022-07-03 02:13:09.949718,2022-07-03 02:13:18.968111,0 days 00:00:09.018393,8.7,0.6250909145923682,336,11625605,l1,4.344999385066505e-05,COMPLETE
149,0.8225652233301461,2022-07-03 01:09:38.612606,2022-07-03 01:09:45.976128,0 days 00:00:07.363522,7.0,0.9788950642469221,128,36813924,l1,0.0019157193088028548,COMPLETE
201,0.8225652233301461,2022-07-03 01:15:25.858262,2022-07-03 01:15:33.294046,0 days 00:00:07.435784,6.6,0.7397393990217491,78,26705357,l1,0.0018703898384116607,COMPLETE
215,0.8225652233301461,2022-07-03 01:17:11.372776,2022-07-03 01:17:18.874980,0 days 00:00:07.502204,6.7,0.7104009288971238,64,25280708,l1,0.0016764794788726991,COMPLETE
186,0.8225652233301461,2022-07-03 01:13:40.221049,2022-07-03 01:13:48.528596,0 days 00:00:08.307547,8.1,0.9163365129999627,267,29156167,l1,8.654126347746665e-05,COMPLETE
763,0.8225652233301461,2022-07-03 02:16:30.845041,2022-07-03 02:16:38.578018,0 days 00:00:07.732977,8.1,0.9539540094195285,388,5617905,l1,0.001973916332535153,COMPLETE
212,0.8225652233301461,2022-07-03 01:16:49.344489,2022-07-03 01:16:57.130556,0 days 00:00:07.786067,7.0,0.7503325042968638,78,25129142,l1,0.0016592484685296765,COMPLETE
202,0.8225652233301461,2022-07-03 01:15:33.294339,2022-07-03 01:15:41.313173,0 days 00:00:08.018834,6.7,0.7300166907526312,77,25096447,l1,7.664248167534265e-05,COMPLETE
811,0.8225652233301461,2022-07-03 02:21:58.609094,2022-07-03 02:22:06.410482,0 days 00:00:07.801388,4.1,0.9062958951590792,301,48518238,l1,0.0016633494478170484,COMPLETE
124,0.8225652233301461,2022-07-03 01:06:58.968171,2022-07-03 01:07:06.662185,0 days 00:00:07.694014,8.1,0.9562029854092438,245,42493371,l1,0.00016836827616165034,COMPLETE
208,0.8225652233301461,2022-07-03 01:16:19.282288,2022-07-03 01:16:27.064256,0 days 00:00:07.781968,6.9,0.6591417515069324,55,24838487,l1,0.0015930035428187899,COMPLETE
200,0.8225652233301461,2022-07-03 01:15:17.957805,2022-07-03 01:15:25.857934,0 days 00:00:07.900129,7.0,0.7548785144959862,75,26734509,l1,5.803172683064034e-05,COMPLETE
206,0.8225652233301461,2022-07-03 01:16:03.834302,2022-07-03 01:16:11.960480,0 days 00:00:08.126178,6.7,0.6831747201557606,61,26395489,l1,1.0019306187901856e-05,COMPLETE
204,0.8225652233301461,2022-07-03 01:15:48.824045,2022-07-03 01:15:56.541618,0 days 00:00:07.717573,7.0,0.6801024600058876,71,26570192,l1,0.0003495007045305938,COMPLETE
121,0.8225652233301461,2022-07-03 01:06:36.236159,2022-07-03 01:06:43.879337,0 days 00:00:07.643178,8.2,0.9460342022919425,253,24488757,l1,0.001288908154182141,COMPLETE
809,0.8225652233301461,2022-07-03 02:21:42.785278,2022-07-03 02:21:50.418312,0 days 00:00:07.633034,7.0,0.6366063217544498,333,14450422,l1,0.002052434993641688,COMPLETE
192,0.8225652233301461,2022-07-03 01:14:18.160941,2022-07-03 01:14:25.903510,0 days 00:00:07.742569,8.1,0.9109962471108226,300,28626670,l1,0.00015997282717210027,COMPLETE
745,0.8225652233301461,2022-07-03 02:14:38.576210,2022-07-03 02:14:46.587452,0 days 00:00:08.011242,8.1,0.7613986303646743,127,46489308,l1,0.001831647428854531,COMPLETE
884,0.8225652233301461,2022-07-03 02:29:54.039324,2022-07-03 02:30:02.216887,0 days 00:00:08.177563,8.1,0.9547157025373554,181,48374827,l1,0.0015506108440688964,COMPLETE
232,0.8225652233301461,2022-07-03 01:19:01.869450,2022-07-03 01:19:09.420664,0 days 00:00:07.551214,6.7,0.6774524710095924,67,27606669,l1,0.001340535693474705,COMPLETE
856,0.8225652233301461,2022-07-03 02:26:38.571955,2022-07-03 02:26:46.886520,0 days 00:00:08.314565,6.6,0.40916811275694265,267,6272554,l1,4.72553655592818e-05,COMPLETE
915,0.8225652233301461,2022-07-03 02:33:20.341940,2022-07-03 02:33:28.334926,0 days 00:00:07.992986,3.5000000000000004,0.9195706540134706,455,9447493,l1,0.0017364203458541613,COMPLETE
312,0.8225652233301461,2022-07-03 01:27:33.091308,2022-07-03 01:27:40.779456,0 days 00:00:07.688148,7.0,0.7510962557461308,83,10714858,l1,0.0015305406724559975,COMPLETE
317,0.8225652233301461,2022-07-03 01:28:10.562056,2022-07-03 01:28:18.815741,0 days 00:00:08.253685,7.1,0.6831928009294005,349,18460089,l1,1.1057875347881716e-05,COMPLETE
320,0.8225652233301461,2022-07-03 01:28:32.706018,2022-07-03 01:28:40.169698,0 days 00:00:07.463680,6.9,0.7419685421724984,74,13939998,l1,0.0018413634231553176,COMPLETE
326,0.8225652233301461,2022-07-03 01:29:01.861478,2022-07-03 01:29:10.148414,0 days 00:00:08.286936,7.0,0.7397300393995526,133,19995898,l1,0.00018672475703694993,COMPLETE
939,0.8225652233301461,2022-07-03 02:35:59.195837,2022-07-03 02:36:07.639234,0 days 00:00:08.443397,8.3,0.8750939868634193,114,29507025,l1,3.096878012436022e-05,COMPLETE
337,0.8225652233301461,2022-07-03 01:30:11.110463,2022-07-03 01:30:19.576229,0 days 00:00:08.465766,7.1,0.7571406577485157,374,11112256,l1,1.705213678182744e-05,COMPLETE
569,0.8225652233301461,2022-07-03 01:55:06.612440,2022-07-03 01:55:14.138312,0 days 00:00:07.525872,6.2,0.8044761634644924,106,23318783,l1,0.002246514391291973,COMPLETE
343,0.8225652233301461,2022-07-03 01:30:49.501844,2022-07-03 01:30:56.921063,0 days 00:00:07.419219,6.9,0.03241004847678919,91,45615389,l1,0.0023251749525797652,COMPLETE
543,0.8225652233301461,2022-07-03 01:52:03.126847,2022-07-03 01:52:11.009717,0 days 00:00:07.882870,7.1,0.6156446573025322,361,7908306,l1,0.0019432695371945398,COMPLETE
960,0.8225652233301461,2022-07-03 02:38:12.376154,2022-07-03 02:38:20.162856,0 days 00:00:07.786702,8.2,0.7314404732278176,142,27506850,l1,0.0017256240524772283,COMPLETE
532,0.8225652233301461,2022-07-03 01:50:55.202326,2022-07-03 01:51:02.744005,0 days 00:00:07.541679,6.4,0.4099850023708961,93,22449914,l1,0.002092808576433367,COMPLETE
525,0.8225652233301461,2022-07-03 01:50:19.998766,2022-07-03 01:50:27.554704,0 days 00:00:07.555938,4.3999999999999995,0.8645076028476806,295,5211991,l1,0.0018285619459982101,COMPLETE
492,0.8225652233301461,2022-07-03 01:46:42.292055,2022-07-03 01:46:50.133721,0 days 00:00:07.841666,5.3,0.8584706218118906,119,20239608,l1,0.0018339731526119116,COMPLETE
395,0.8225652233301461,2022-07-03 01:36:33.871192,2022-07-03 01:36:41.863175,0 days 00:00:07.991983,8.1,0.8972616932460726,142,31796095,l1,4.54141608009959e-05,COMPLETE
469,0.8225652233301461,2022-07-03 01:44:09.163231,2022-07-03 01:44:16.858282,0 days 00:00:07.695051,6.0,0.8810165415695328,327,23147348,l1,0.0015454723349589028,COMPLETE
464,0.8225652233301461,2022-07-03 01:43:38.180811,2022-07-03 01:43:46.129557,0 days 00:00:07.948746,6.5,0.6820076609729538,338,19659137,l1,5.1418024256506297e-05,COMPLETE
454,0.8225652233301461,2022-07-03 01:42:32.505194,2022-07-03 01:42:40.739113,0 days 00:00:08.233919,6.8,0.635940418960295,67,27375063,l1,5.722297010398716e-05,COMPLETE
429,0.8225652233301461,2022-07-03 01:40:04.008720,2022-07-03 01:40:11.558711,0 days 00:00:07.549991,6.0,0.7977938712277172,176,24029018,l1,0.0016946386427573541,COMPLETE
914,0.8225652233301461,2022-07-03 02:33:12.096508,2022-07-03 02:33:20.341205,0 days 00:00:08.244697,5.4,0.8967165021310027,102,18992452,l1,5.6198384796849684e-05,COMPLETE
786,0.8225652233301461,2022-07-03 02:19:10.482070,2022-07-03 02:19:18.620723,0 days 00:00:08.138653,5.4,0.9745635355534804,354,14620557,l1,0.0019449200096049273,COMPLETE
244,0.8225652233301461,2022-07-03 01:20:31.146525,2022-07-03 01:20:39.317204,0 days 00:00:08.170679,7.1,0.7506161426160177,69,21594515,l1,0.00025882666399693787,COMPLETE
251,0.8225652233301461,2022-07-03 01:21:16.344060,2022-07-03 01:21:23.823463,0 days 00:00:07.479403,7.1,0.6727251267524336,70,22607827,l1,0.0018857782565090736,COMPLETE
685,0.8225652233301461,2022-07-03 02:07:42.335455,2022-07-03 02:07:50.365571,0 days 00:00:08.030116,5.4,0.7891362088370776,58,19137368,l1,1.3329281172986133e-05,COMPLETE
238,0.8225652233301461,2022-07-03 01:19:46.447089,2022-07-03 01:19:54.097322,0 days 00:00:07.650233,7.1,0.7460045244951707,77,20527923,l1,4.182523129075272e-05,COMPLETE
235,0.8225652233301461,2022-07-03 01:19:24.224261,2022-07-03 01:19:31.679824,0 days 00:00:07.455563,7.0,0.7339524449224187,63,24442398,l1,0.0017734558927794786,COMPLETE
233,0.8225652233301461,2022-07-03 01:19:09.421023,2022-07-03 01:19:17.272372,0 days 00:00:07.851349,6.6,0.6705103533899519,50,22144472,l1,0.0005494945241051276,COMPLETE
243,0.8225652233301461,2022-07-03 01:20:23.302315,2022-07-03 01:20:31.146208,0 days 00:00:07.843893,7.0,0.7382440106900585,81,26471065,l1,0.00027616190475696664,COMPLETE
296,0.8225652233301461,2022-07-03 01:25:54.844725,2022-07-03 01:26:02.258614,0 days 00:00:07.413889,7.1,0.7579438050018339,352,8672130,l1,0.0020877287736735884,COMPLETE
880,0.8225652233301461,2022-07-03 02:29:23.288630,2022-07-03 02:29:31.049056,0 days 00:00:07.760426,3.4000000000000004,0.8646526451903059,150,27644802,l1,0.002030173137177449,COMPLETE
267,0.8225652233301461,2022-07-03 01:22:48.389110,2022-07-03 01:22:55.842048,0 days 00:00:07.452938,7.1,0.5994938358374303,81,23852980,l1,0.001967659066130453,COMPLETE
236,0.8225652233301461,2022-07-03 01:19:31.680127,2022-07-03 01:19:39.591614,0 days 00:00:07.911487,7.1,0.7408394564452548,59,21368310,l1,0.00024599427003807917,COMPLETE
651,0.8225652233301461,2022-07-03 02:04:02.255907,2022-07-03 02:04:10.996655,0 days 00:00:08.740748,8.2,0.8291977385146726,348,12737605,l1,1.8495730037415243e-05,COMPLETE
284,0.8225652233301461,2022-07-03 01:24:32.872118,2022-07-03 01:24:40.332191,0 days 00:00:07.460073,8.3,0.9832379845756224,348,36575899,l1,0.0018851462781384009,COMPLETE
82,0.8225652233301461,2022-07-03 01:02:19.221733,2022-07-03 01:02:27.386379,0 days 00:00:08.164646,4.3,0.7279432538485539,294,20511964,l1,1.4236208999726099e-05,COMPLETE
290,0.8225652233301461,2022-07-03 01:25:17.439339,2022-07-03 01:25:25.310274,0 days 00:00:07.870935,7.1,0.723860690064522,344,18519976,l1,6.866853939406048e-05,COMPLETE
893,0.8225652233301461,2022-07-03 02:30:55.003513,2022-07-03 02:31:03.223612,0 days 00:00:08.220099,6.1,0.8171575594417603,111,24337180,l1,0.00016344918569700088,COMPLETE
633,0.8225652233301461,2022-07-03 02:02:06.685004,2022-07-03 02:02:14.551585,0 days 00:00:07.866581,8.2,0.9108771017730024,326,4180362,l1,7.745180419123418e-05,COMPLETE
628,0.8225652233301461,2022-07-03 02:01:29.675279,2022-07-03 02:01:37.410668,0 days 00:00:07.735389,6.0,0.8155937169820222,60,6124869,l1,0.0015817155774966295,COMPLETE
869,0.8225652233301461,2022-07-03 02:28:09.734619,2022-07-03 02:28:17.416074,0 days 00:00:07.681455,4.3,0.928768945995412,363,4091604,l1,0.0019521738967130265,COMPLETE
622,0.8225572382236943,2022-07-03 02:00:52.561366,2022-07-03 02:01:00.365721,0 days 00:00:07.804355,5.7,0.7982680390805623,343,8470616,l1,0.001930426200570153,COMPLETE
240,0.8225572382236943,2022-07-03 01:20:01.129413,2022-07-03 01:20:08.875355,0 days 00:00:07.745942,6.5,0.6527129331999275,74,19801465,l1,0.0017820558342056295,COMPLETE
598,0.8225572382236943,2022-07-03 01:58:08.799615,2022-07-03 01:58:16.446986,0 days 00:00:07.647371,7.4,0.7749683312231183,348,26597922,l1,0.0019365921961559983,COMPLETE
164,0.8223587642942481,2022-07-03 01:11:20.986863,2022-07-03 01:11:28.301428,0 days 00:00:07.314565,5.0,0.8401642072719142,79,44356582,l1,0.0022229212694257674,COMPLETE
301,0.8223587642942481,2022-07-03 01:26:24.980475,2022-07-03 01:26:32.346604,0 days 00:00:07.366129,5.4,0.7658639051382891,332,7596988,l1,0.002217339741392603,COMPLETE
213,0.8223587642942481,2022-07-03 01:16:57.130860,2022-07-03 01:17:04.435600,0 days 00:00:07.304740,7.0,0.6805987467353403,76,22299927,l1,0.0022239634088514156,COMPLETE
108,0.8223587642942481,2022-07-03 01:05:14.105924,2022-07-03 01:05:21.370981,0 days 00:00:07.265057,7.4,0.8548667116521222,272,29853691,l1,0.002367620107798246,COMPLETE
784,0.8223166589865684,2022-07-03 02:18:54.746121,2022-07-03 02:19:03.018109,0 days 00:00:08.271988,3.9000000000000004,0.9020702221175502,167,48059589,l1,0.00020101987176845165,COMPLETE
686,0.8223166589865684,2022-07-03 02:07:50.366217,2022-07-03 02:07:58.042057,0 days 00:00:07.675840,4.9,0.8910531016988694,306,7843815,l1,0.0017005824317553116,COMPLETE
219,0.8223166589865684,2022-07-03 01:17:33.528478,2022-07-03 01:17:40.869458,0 days 00:00:07.340980,7.0,0.6259226358681713,80,24250179,l1,0.0023570135751176937,COMPLETE
100,0.8221604190482691,2022-07-03 01:04:31.782685,2022-07-03 01:04:38.988131,0 days 00:00:07.205446,8.1,0.8509107648116807,292,28083466,l1,0.00255292688500726,COMPLETE
141,0.8221604190482691,2022-07-03 01:08:47.393515,2022-07-03 01:08:54.631698,0 days 00:00:07.238183,8.1,0.9267666377712687,189,42533149,l1,0.002606687403681918,COMPLETE
52,0.8221604190482691,2022-07-03 00:59:17.488302,2022-07-03 00:59:24.657310,0 days 00:00:07.169008,3.5000000000000004,0.9425409661672165,83,15155574,l1,0.002572902518839586,COMPLETE
248,0.8221573846573846,2022-07-03 01:20:54.638639,2022-07-03 01:21:01.943344,0 days 00:00:07.304705,6.4,0.7155915684746016,83,27509425,l1,0.002720902606360758,COMPLETE
520,0.8221573846573846,2022-07-03 01:49:47.892114,2022-07-03 01:49:55.396261,0 days 00:00:07.504147,5.4,0.8626349598536687,67,23233837,l1,0.0023718770379200847,COMPLETE
