iteration,roc_weighted,datetime_start,datetime_complete,duration,alpha,solver,state
680,0.9187785128518015,2022-06-12 15:39:45.552168,2022-06-12 15:39:46.425924,0 days 00:00:00.873756,4.906558963036488,svd,COMPLETE
644,0.9187785128518015,2022-06-12 15:39:14.523965,2022-06-12 15:39:15.385339,0 days 00:00:00.861374,0.032778680181716285,svd,COMPLETE
643,0.9187785128518015,2022-06-12 15:39:13.666831,2022-06-12 15:39:14.523421,0 days 00:00:00.856590,0.105676181295671,svd,COMPLETE
642,0.9187785128518015,2022-06-12 15:39:12.809212,2022-06-12 15:39:13.666297,0 days 00:00:00.857085,0.004993952544240454,svd,COMPLETE
681,0.9187785128518015,2022-06-12 15:39:46.426509,2022-06-12 15:39:47.291356,0 days 00:00:00.864847,5.273954191819504,svd,COMPLETE
677,0.9187785128518015,2022-06-12 15:39:42.962597,2022-06-12 15:39:43.803943,0 days 00:00:00.841346,5.685679711413753,svd,COMPLETE
650,0.9187785128518015,2022-06-12 15:39:19.354429,2022-06-12 15:39:20.216706,0 days 00:00:00.862277,0.6684235766665976,svd,COMPLETE
651,0.9187785128518015,2022-06-12 15:39:20.217252,2022-06-12 15:39:21.080808,0 days 00:00:00.863556,0.2874930023125946,svd,COMPLETE
672,0.9187785128518015,2022-06-12 15:39:38.334340,2022-06-12 15:39:39.201170,0 days 00:00:00.866830,0.3954755351556112,svd,COMPLETE
663,0.9187785128518015,2022-06-12 15:39:30.875765,2022-06-12 15:39:31.739366,0 days 00:00:00.863601,0.5501819398695946,svd,COMPLETE
682,0.9187785128518015,2022-06-12 15:39:47.291911,2022-06-12 15:39:48.159800,0 days 00:00:00.867889,5.568862497611795,svd,COMPLETE
666,0.9187785128518015,2022-06-12 15:39:33.473267,2022-06-12 15:39:34.345695,0 days 00:00:00.872428,0.22193645367514253,svd,COMPLETE
661,0.9187785128518015,2022-06-12 15:39:29.151598,2022-06-12 15:39:30.013297,0 days 00:00:00.861699,0.44204680950180547,svd,COMPLETE
660,0.9187785128518015,2022-06-12 15:39:28.285285,2022-06-12 15:39:29.151041,0 days 00:00:00.865756,0.17230770009485716,svd,COMPLETE
667,0.9187785128518015,2022-06-12 15:39:34.346258,2022-06-12 15:39:35.206733,0 days 00:00:00.860475,0.45990077983066996,svd,COMPLETE
659,0.9187785128518015,2022-06-12 15:39:27.418148,2022-06-12 15:39:28.284748,0 days 00:00:00.866600,0.019208744187987792,svd,COMPLETE
669,0.9187785128518015,2022-06-12 15:39:35.725167,2022-06-12 15:39:36.595363,0 days 00:00:00.870196,0.27263811138072697,svd,COMPLETE
658,0.9187785128518015,2022-06-12 15:39:26.545663,2022-06-12 15:39:27.417605,0 days 00:00:00.871942,0.2222947127063601,svd,COMPLETE
657,0.9187785128518015,2022-06-12 15:39:25.674229,2022-06-12 15:39:26.545105,0 days 00:00:00.870876,0.2150842346174723,svd,COMPLETE
670,0.9187785128518015,2022-06-12 15:39:36.595905,2022-06-12 15:39:37.462086,0 days 00:00:00.866181,0.5919389382430693,svd,COMPLETE
656,0.9187785128518015,2022-06-12 15:39:24.808821,2022-06-12 15:39:25.673681,0 days 00:00:00.864860,0.008198524752024372,svd,COMPLETE
655,0.9187785128518015,2022-06-12 15:39:23.932544,2022-06-12 15:39:24.808200,0 days 00:00:00.875656,0.8410887040704123,svd,COMPLETE
654,0.9187785128518015,2022-06-12 15:39:23.062838,2022-06-12 15:39:23.931937,0 days 00:00:00.869099,0.22799211853032736,svd,COMPLETE
653,0.9187785128518015,2022-06-12 15:39:22.218035,2022-06-12 15:39:23.062285,0 days 00:00:00.844250,0.720830014623171,svd,COMPLETE
652,0.9187785128518015,2022-06-12 15:39:21.081345,2022-06-12 15:39:22.217504,0 days 00:00:01.136159,0.44684714454028496,svd,COMPLETE
671,0.9187785128518015,2022-06-12 15:39:37.462629,2022-06-12 15:39:38.333793,0 days 00:00:00.871164,0.16174347893945543,svd,COMPLETE
665,0.9187785128518015,2022-06-12 15:39:32.604692,2022-06-12 15:39:33.472702,0 days 00:00:00.868010,0.37939843130050405,svd,COMPLETE
662,0.9187785128518015,2022-06-12 15:39:30.013855,2022-06-12 15:39:30.875193,0 days 00:00:00.861338,0.43240139790479604,svd,COMPLETE
696,0.9187785128518015,2022-06-12 15:39:59.180004,2022-06-12 15:40:00.051592,0 days 00:00:00.871588,6.412714777030164,svd,COMPLETE
684,0.9187785128518015,2022-06-12 15:39:49.029972,2022-06-12 15:39:49.911152,0 days 00:00:00.881180,5.124759545129734,svd,COMPLETE
717,0.9187785128518015,2022-06-12 15:40:17.536631,2022-06-12 15:40:18.416077,0 days 00:00:00.879446,4.449023039507149,svd,COMPLETE
718,0.9187785128518015,2022-06-12 15:40:18.416665,2022-06-12 15:40:19.291609,0 days 00:00:00.874944,4.653787774185554,svd,COMPLETE
719,0.9187785128518015,2022-06-12 15:40:19.292211,2022-06-12 15:40:20.169794,0 days 00:00:00.877583,4.656254438866769,svd,COMPLETE
720,0.9187785128518015,2022-06-12 15:40:20.170468,2022-06-12 15:40:21.315471,0 days 00:00:01.145003,4.477950709154926,svd,COMPLETE
721,0.9187785128518015,2022-06-12 15:40:21.316452,2022-06-12 15:40:22.168391,0 days 00:00:00.851939,4.7377921966057635,svd,COMPLETE
722,0.9187785128518015,2022-06-12 15:40:22.169028,2022-06-12 15:40:23.050394,0 days 00:00:00.881366,4.545811253141276,svd,COMPLETE
723,0.9187785128518015,2022-06-12 15:40:23.050970,2022-06-12 15:40:23.935230,0 days 00:00:00.884260,4.203056509464468,svd,COMPLETE
724,0.9187785128518015,2022-06-12 15:40:23.935798,2022-06-12 15:40:24.813459,0 days 00:00:00.877661,4.369503418356966,svd,COMPLETE
725,0.9187785128518015,2022-06-12 15:40:24.814089,2022-06-12 15:40:25.689778,0 days 00:00:00.875689,4.99324738123648,svd,COMPLETE
727,0.9187785128518015,2022-06-12 15:40:26.218477,2022-06-12 15:40:27.100523,0 days 00:00:00.882046,4.8868073171122814,svd,COMPLETE
728,0.9187785128518015,2022-06-12 15:40:27.101127,2022-06-12 15:40:27.981259,0 days 00:00:00.880132,5.229623685445356,svd,COMPLETE
729,0.9187785128518015,2022-06-12 15:40:27.981832,2022-06-12 15:40:28.854397,0 days 00:00:00.872565,4.4402114965114965,svd,COMPLETE
730,0.9187785128518015,2022-06-12 15:40:28.855024,2022-06-12 15:40:29.729850,0 days 00:00:00.874826,4.991691475345979,svd,COMPLETE
731,0.9187785128518015,2022-06-12 15:40:29.730431,2022-06-12 15:40:30.606199,0 days 00:00:00.875768,4.127920323655833,svd,COMPLETE
732,0.9187785128518015,2022-06-12 15:40:30.606801,2022-06-12 15:40:31.492598,0 days 00:00:00.885797,5.142852362232444,svd,COMPLETE
733,0.9187785128518015,2022-06-12 15:40:31.493209,2022-06-12 15:40:32.377409,0 days 00:00:00.884200,9.902241599961831,svd,COMPLETE
734,0.9187785128518015,2022-06-12 15:40:32.378019,2022-06-12 15:40:33.258357,0 days 00:00:00.880338,4.263937436728992,svd,COMPLETE
735,0.9187785128518015,2022-06-12 15:40:33.258953,2022-06-12 15:40:34.132364,0 days 00:00:00.873411,9.961133860440835,svd,COMPLETE
736,0.9187785128518015,2022-06-12 15:40:34.132944,2022-06-12 15:40:35.011592,0 days 00:00:00.878648,9.939991651803133,svd,COMPLETE
737,0.9187785128518015,2022-06-12 15:40:35.012207,2022-06-12 15:40:35.888822,0 days 00:00:00.876615,9.975077122578618,svd,COMPLETE
738,0.9187785128518015,2022-06-12 15:40:35.889443,2022-06-12 15:40:36.769227,0 days 00:00:00.879784,9.707668098633201,svd,COMPLETE
739,0.9187785128518015,2022-06-12 15:40:36.769811,2022-06-12 15:40:37.649522,0 days 00:00:00.879711,4.059298035804755,svd,COMPLETE
740,0.9187785128518015,2022-06-12 15:40:37.650147,2022-06-12 15:40:38.536852,0 days 00:00:00.886705,4.329727838882983,svd,COMPLETE
741,0.9187785128518015,2022-06-12 15:40:38.537444,2022-06-12 15:40:39.683322,0 days 00:00:01.145878,3.9279739327408896,svd,COMPLETE
742,0.9187785128518015,2022-06-12 15:40:39.683916,2022-06-12 15:40:40.537703,0 days 00:00:00.853787,3.917100383070425,svd,COMPLETE
716,0.9187785128518015,2022-06-12 15:40:16.650294,2022-06-12 15:40:17.536033,0 days 00:00:00.885739,6.7354204354274305,svd,COMPLETE
683,0.9187785128518015,2022-06-12 15:39:48.160402,2022-06-12 15:39:49.029429,0 days 00:00:00.869027,5.314698520030959,svd,COMPLETE
715,0.9187785128518015,2022-06-12 15:40:15.768788,2022-06-12 15:40:16.649522,0 days 00:00:00.880734,4.817055790973382,svd,COMPLETE
713,0.9187785128518015,2022-06-12 15:40:13.985925,2022-06-12 15:40:14.883431,0 days 00:00:00.897506,6.3590524962284825,svd,COMPLETE
685,0.9187785128518015,2022-06-12 15:39:49.911721,2022-06-12 15:39:50.778376,0 days 00:00:00.866655,5.434795257573838,svd,COMPLETE
686,0.9187785128518015,2022-06-12 15:39:50.778919,2022-06-12 15:39:51.648419,0 days 00:00:00.869500,6.002138952552623,svd,COMPLETE
687,0.9187785128518015,2022-06-12 15:39:51.648965,2022-06-12 15:39:52.520673,0 days 00:00:00.871708,5.73868595691674,svd,COMPLETE
689,0.9187785128518015,2022-06-12 15:39:53.051933,2022-06-12 15:39:53.927275,0 days 00:00:00.875342,5.879230895097077,svd,COMPLETE
690,0.9187785128518015,2022-06-12 15:39:53.927832,2022-06-12 15:39:54.797696,0 days 00:00:00.869864,5.972732672448003,svd,COMPLETE
691,0.9187785128518015,2022-06-12 15:39:54.798267,2022-06-12 15:39:55.665407,0 days 00:00:00.867140,6.090046631144031,svd,COMPLETE
692,0.9187785128518015,2022-06-12 15:39:55.665960,2022-06-12 15:39:56.545279,0 days 00:00:00.879319,5.791179302788954,svd,COMPLETE
693,0.9187785128518015,2022-06-12 15:39:56.545836,2022-06-12 15:39:57.418800,0 days 00:00:00.872964,6.444644159824757,svd,COMPLETE
694,0.9187785128518015,2022-06-12 15:39:57.419356,2022-06-12 15:39:58.307608,0 days 00:00:00.888252,6.702831297710854,svd,COMPLETE
695,0.9187785128518015,2022-06-12 15:39:58.308182,2022-06-12 15:39:59.179444,0 days 00:00:00.871262,6.186288418977952,svd,COMPLETE
697,0.9187785128518015,2022-06-12 15:40:00.052175,2022-06-12 15:40:00.932848,0 days 00:00:00.880673,6.075114421778226,svd,COMPLETE
698,0.9187785128518015,2022-06-12 15:40:00.933461,2022-06-12 15:40:01.802145,0 days 00:00:00.868684,6.226996759715469,svd,COMPLETE
699,0.9187785128518015,2022-06-12 15:40:01.802711,2022-06-12 15:40:02.951746,0 days 00:00:01.149035,6.880171602181605,svd,COMPLETE
700,0.9187785128518015,2022-06-12 15:40:02.952317,2022-06-12 15:40:03.803598,0 days 00:00:00.851281,5.684664882309882,svd,COMPLETE
701,0.9187785128518015,2022-06-12 15:40:03.804195,2022-06-12 15:40:04.673238,0 days 00:00:00.869043,6.630302896864222,svd,COMPLETE
702,0.9187785128518015,2022-06-12 15:40:04.673793,2022-06-12 15:40:05.549459,0 days 00:00:00.875666,6.831446239654113,svd,COMPLETE
703,0.9187785128518015,2022-06-12 15:40:05.550085,2022-06-12 15:40:06.421030,0 days 00:00:00.870945,5.801165068738152,svd,COMPLETE
704,0.9187785128518015,2022-06-12 15:40:06.421583,2022-06-12 15:40:07.300282,0 days 00:00:00.878699,6.166400588051559,svd,COMPLETE
705,0.9187785128518015,2022-06-12 15:40:07.300844,2022-06-12 15:40:08.174924,0 days 00:00:00.874080,5.898425849738693,svd,COMPLETE
706,0.9187785128518015,2022-06-12 15:40:08.175508,2022-06-12 15:40:09.059061,0 days 00:00:00.883553,6.245533972991366,svd,COMPLETE
708,0.9187785128518015,2022-06-12 15:40:09.589211,2022-06-12 15:40:10.459393,0 days 00:00:00.870182,6.440482526342482,svd,COMPLETE
709,0.9187785128518015,2022-06-12 15:40:10.459962,2022-06-12 15:40:11.342013,0 days 00:00:00.882051,5.028292327471909,svd,COMPLETE
710,0.9187785128518015,2022-06-12 15:40:11.342642,2022-06-12 15:40:12.226415,0 days 00:00:00.883773,6.040703338747064,svd,COMPLETE
711,0.9187785128518015,2022-06-12 15:40:12.226993,2022-06-12 15:40:13.101522,0 days 00:00:00.874529,5.5274889400272,svd,COMPLETE
712,0.9187785128518015,2022-06-12 15:40:13.102135,2022-06-12 15:40:13.985354,0 days 00:00:00.883219,4.718296457768338,svd,COMPLETE
714,0.9187785128518015,2022-06-12 15:40:14.884058,2022-06-12 15:40:15.768221,0 days 00:00:00.884163,5.937907095499677,svd,COMPLETE
641,0.9187785128518015,2022-06-12 15:39:11.932727,2022-06-12 15:39:12.808671,0 days 00:00:00.875944,0.3837701842596266,svd,COMPLETE
0,0.9187785128518015,2022-06-12 15:30:48.114119,2022-06-12 15:30:48.832497,0 days 00:00:00.718378,9.223782108345324,svd,COMPLETE
639,0.9187785128518015,2022-06-12 15:39:10.197034,2022-06-12 15:39:11.059814,0 days 00:00:00.862780,0.306958530052034,svd,COMPLETE
549,0.9187785128518015,2022-06-12 15:37:54.349067,2022-06-12 15:37:55.197454,0 days 00:00:00.848387,8.330664422399934,svd,COMPLETE
550,0.9187785128518015,2022-06-12 15:37:55.197911,2022-06-12 15:37:56.040566,0 days 00:00:00.842655,8.798087872251715,svd,COMPLETE
551,0.9187785128518015,2022-06-12 15:37:56.041097,2022-06-12 15:37:56.890644,0 days 00:00:00.849547,8.903114298475305,svd,COMPLETE
553,0.9187785128518015,2022-06-12 15:37:57.387699,2022-06-12 15:37:58.234140,0 days 00:00:00.846441,9.487277963237826,svd,COMPLETE
554,0.9187785128518015,2022-06-12 15:37:58.234611,2022-06-12 15:37:59.080714,0 days 00:00:00.846103,8.48587332989039,svd,COMPLETE
555,0.9187785128518015,2022-06-12 15:37:59.081222,2022-06-12 15:37:59.931341,0 days 00:00:00.850119,8.04236080435869,svd,COMPLETE
556,0.9187785128518015,2022-06-12 15:37:59.931820,2022-06-12 15:38:00.777869,0 days 00:00:00.846049,8.674629603211184,svd,COMPLETE
557,0.9187785128518015,2022-06-12 15:38:00.778337,2022-06-12 15:38:01.622283,0 days 00:00:00.843946,8.801125978623583,svd,COMPLETE
558,0.9187785128518015,2022-06-12 15:38:01.622753,2022-06-12 15:38:02.472211,0 days 00:00:00.849458,8.37533214276254,svd,COMPLETE
559,0.9187785128518015,2022-06-12 15:38:02.472680,2022-06-12 15:38:03.345741,0 days 00:00:00.873061,8.466643636891027,svd,COMPLETE
560,0.9187785128518015,2022-06-12 15:38:03.346253,2022-06-12 15:38:04.190615,0 days 00:00:00.844362,8.32462970042761,svd,COMPLETE
561,0.9187785128518015,2022-06-12 15:38:04.191105,2022-06-12 15:38:05.038978,0 days 00:00:00.847873,8.77150274144783,svd,COMPLETE
562,0.9187785128518015,2022-06-12 15:38:05.039462,2022-06-12 15:38:05.886322,0 days 00:00:00.846860,8.127955866714764,svd,COMPLETE
563,0.9187785128518015,2022-06-12 15:38:05.886787,2022-06-12 15:38:06.730458,0 days 00:00:00.843671,8.593661622921593,svd,COMPLETE
564,0.9187785128518015,2022-06-12 15:38:06.730935,2022-06-12 15:38:07.581053,0 days 00:00:00.850118,7.843718624677594,svd,COMPLETE
565,0.9187785128518015,2022-06-12 15:38:07.581525,2022-06-12 15:38:08.430422,0 days 00:00:00.848897,8.415684139105984,svd,COMPLETE
566,0.9187785128518015,2022-06-12 15:38:08.430898,2022-06-12 15:38:09.279100,0 days 00:00:00.848202,8.67507924197603,svd,COMPLETE
567,0.9187785128518015,2022-06-12 15:38:09.279579,2022-06-12 15:38:10.121754,0 days 00:00:00.842175,7.960540087770117,svd,COMPLETE
568,0.9187785128518015,2022-06-12 15:38:10.122238,2022-06-12 15:38:10.979103,0 days 00:00:00.856865,8.297102710678402,svd,COMPLETE
569,0.9187785128518015,2022-06-12 15:38:10.979633,2022-06-12 15:38:11.821799,0 days 00:00:00.842166,8.468057778299624,svd,COMPLETE
570,0.9187785128518015,2022-06-12 15:38:11.822305,2022-06-12 15:38:12.668126,0 days 00:00:00.845821,1.9437237052011869,svd,COMPLETE
571,0.9187785128518015,2022-06-12 15:38:12.668616,2022-06-12 15:38:13.518880,0 days 00:00:00.850264,8.025053606893252,svd,COMPLETE
573,0.9187785128518015,2022-06-12 15:38:14.017878,2022-06-12 15:38:15.124506,0 days 00:00:01.106628,2.382007687733826,svd,COMPLETE
574,0.9187785128518015,2022-06-12 15:38:15.125025,2022-06-12 15:38:15.943733,0 days 00:00:00.818708,1.7159895510063683,svd,COMPLETE
575,0.9187785128518015,2022-06-12 15:38:15.944238,2022-06-12 15:38:16.785543,0 days 00:00:00.841305,1.9994354383815633,svd,COMPLETE
548,0.9187785128518015,2022-06-12 15:37:53.506801,2022-06-12 15:37:54.348584,0 days 00:00:00.841783,8.483792956295781,svd,COMPLETE
547,0.9187785128518015,2022-06-12 15:37:52.660783,2022-06-12 15:37:53.506328,0 days 00:00:00.845545,8.227850023597323,svd,COMPLETE
546,0.9187785128518015,2022-06-12 15:37:51.823746,2022-06-12 15:37:52.660329,0 days 00:00:00.836583,8.737186947435493,svd,COMPLETE
545,0.9187785128518015,2022-06-12 15:37:51.007976,2022-06-12 15:37:51.823249,0 days 00:00:00.815273,8.497300103300608,svd,COMPLETE
518,0.9187785128518015,2022-06-12 15:37:28.386703,2022-06-12 15:37:29.218513,0 days 00:00:00.831810,2.7124104258009774,svd,COMPLETE
519,0.9187785128518015,2022-06-12 15:37:29.218954,2022-06-12 15:37:30.054038,0 days 00:00:00.835084,9.373947539583664,svd,COMPLETE
