boosting_type,colsample_bytree,force_col_wise,learning_rate,max_depth,min_sum_hessian_in_leaf,num_leaves,reg_alpha,reg_lambda,subsample,loss,iteration
dart,0.9439894095781738,+,0.5490048356875693,9,0,96.0,0.44503886543033616,0.8716006634818809,0.7174783664649617,0.0022476752226174,229
dart,0.9870079451469589,+,0.5121165828476621,9,0,49.0,0.7471449337386844,0.9801451399319411,0.9821416756145491,0.0022482378157334,285
dart,0.9568883904658939,+,0.6553235918764536,9,0,143.0,0.890507665252797,0.8325795498613776,0.9642482780410773,0.002250178544259,262
dart,0.9997395484159701,+,0.28109841376154093,9,0,61.0,0.7882221482034872,0.8260769161203627,0.9276520585977438,0.0022523650557392,226
dart,0.8443862382718779,+,0.37980988661395815,9,0,128.0,0.5802902901759724,0.6413163028780129,0.863519967831414,0.0022532149463695,148
goss,0.938992485822996,+,0.21206538280162085,9,0,143.0,0.9185981658772528,0.611382749258632,1.0,0.0022539137107933,391
dart,0.9514141229208575,+,0.2982752481909105,9,0,71.0,0.9811672210040062,0.6269565380044584,0.890908720636776,0.0022562585091684,302
dart,0.892724226796073,+,0.284648310159451,9,0,87.0,0.9189184668187658,0.6182224511382575,0.9522715443924412,0.0022571177885538,241
dart,0.8870466285417613,+,0.22718200228934834,9,0,113.0,0.7665314354953322,0.5900886913264871,0.9078368828509745,0.0022578340470412,369
dart,0.948466395204346,+,0.1617433653986477,9,0,128.0,0.6962311311433973,0.9123932892596522,0.9882553118227233,0.0022587012522579,159
dart,0.9998244110851247,+,0.6698565728321917,9,0,108.0,0.49245085007391454,0.5780151197042307,0.931281602107089,0.0022589861983272,484
dart,0.9665856867901697,+,0.6317319548073684,9,0,118.0,0.8293509659414593,0.9815108809216044,0.8304013396740756,0.0022589876367629,445
dart,0.852586500926514,+,0.3117985372464867,9,0,120.0,0.945506165430551,0.7746953988608201,0.9186847012462684,0.0022591046664947,269
dart,0.901177430777875,+,0.1641205935152424,9,0,140.0,0.5260211266565762,0.6719944990922831,0.7492639255513738,0.0022630892260906,325
dart,0.9524350333289118,+,0.1791374758981502,9,0,107.0,0.5745715938127572,0.7323537927590649,0.7669428496292136,0.0022632950585977,154
dart,0.7813725363694645,+,0.30355433342363086,9,0,137.0,0.6258594035401572,0.7668477759805608,0.8676694090834687,0.0022645584817914,150
dart,0.8625518775620208,+,0.2271479942629934,9,0,116.0,0.6779428634258876,0.45775876141850885,0.8594167786907378,0.0022651536101795,301
dart,0.9193686095914656,+,0.18161948185261656,9,0,147.0,0.7031287253375871,0.797077593846806,0.856439060898448,0.0022659143773773,234
dart,0.8838838400233009,+,0.1764376097707751,9,0,144.0,0.9977188645483205,0.7153501342104702,0.9053332299894554,0.0022659427777718,273
dart,0.8174051726450255,+,0.2961328967860907,9,0,141.0,0.8795909151523849,0.9515311161429897,0.9585085417797825,0.0022690647540511,393
dart,0.9157762508525069,+,0.3855375076542515,9,0,75.0,0.7173831471256833,0.7324445022610857,0.7769952996686862,0.0022717229644729,434
dart,0.9157651691877906,+,0.1852541832191719,9,0,118.0,0.6184731161046101,0.786705149848218,0.6579411889381929,0.0022718289154468,309
dart,0.998579082060565,+,0.1537391036749707,9,0,142.0,0.9413511195532039,0.7474868906208983,0.8181199515918087,0.0022740807221349,192
dart,0.880078228650977,+,0.19747043257159694,9,0,120.0,0.8332947850750163,0.9183531993545062,0.8968632564566245,0.0022766366123083,265
dart,0.8510141745468737,+,0.23115427307463407,9,0,104.0,0.35218082165933073,0.5199094382288643,0.8755712488529774,0.0022771830340698,146
dart,0.9034386887956404,+,0.5122134150540513,9,0,136.0,0.8392619875906512,0.9309663959704029,0.9444257519557471,0.0022827494729664,430
dart,0.8557838986036894,+,0.47958606943264853,9,0,128.0,0.4053147047019059,0.5760572353684688,0.8738529103070943,0.0022855219021189,142
dart,0.9220322541606282,+,0.4532036471957372,9,0,73.0,0.7413187372720875,0.8422420970633759,0.6636912505005687,0.0022856286394294,329
dart,0.9019814035891804,+,0.27561326793863383,9,0,76.0,0.7393807851558155,0.8731090071603178,0.9210244360293042,0.0022863096172632,153
goss,0.9721341551699669,+,0.09612224771263601,9,0,120.0,0.8358873396779446,0.8333530657820986,1.0,0.0022868670373531,300
dart,0.9831007637989013,+,0.13580457399101914,9,0,136.0,0.8004757802934594,0.7388392899760629,0.7734416970699296,0.0022898859293216,155
dart,0.7810236991290761,+,0.4045042027360825,9,0,140.0,0.9274705220339229,0.7088771416278068,0.8443036551670883,0.0022955360363751,190
dart,0.9971734171297753,+,0.7516866367640803,9,0,48.0,0.9257963333595293,0.7980698423588285,0.9758633199788594,0.0022976166770742,259
dart,0.723962638795068,+,0.3942464030118202,9,0,116.0,0.6567566004497356,0.7655871863310152,0.9067198856718602,0.0023056623257197,152
dart,0.874364714333094,+,0.31231526604446097,9,0,97.0,0.7771033722675018,0.9997616483716005,0.9863643362432588,0.0023068796760901,436
dart,0.9998112377510785,+,0.335166981608987,8,0,85.0,0.5261512311048444,0.7483194435866669,0.7548003822449539,0.0023085005624027,486
goss,0.9326869255080996,+,0.0710341256353402,9,0,131.0,0.03572331623582478,0.23088626410250923,1.0,0.0023096249338659,100
dart,0.8780513725020335,+,0.6755359545662839,9,0,124.0,0.8968893949263816,0.695459260393212,0.6911429861525088,0.0023100768177707,387
dart,0.9502280127780331,+,0.1422697925197661,9,0,115.0,0.8941772916547,0.9082151854777228,0.9010195904252802,0.0023113809925326,428
dart,0.9304977099850645,+,0.34430636061536796,8,0,117.0,0.5860545869188022,0.6337218012923052,0.8203826272399659,0.0023123537538934,473
dart,0.7919703312285972,+,0.4632972702645469,9,0,83.0,0.6960298121196266,0.5894098060988345,0.7018927603245293,0.0023129746709725,312
dart,0.8662428016108614,+,0.3962886226867114,9,0,86.0,0.9591372706506004,0.7143115917411563,0.8361894397564336,0.0023151059809256,500
dart,0.9313794573356852,+,0.7322972721340257,9,0,107.0,0.887230417148886,0.9160431864611365,0.8832663036516323,0.0023161499466629,404
dart,0.9296430466402077,+,0.6233317819645314,9,0,70.0,0.8751770614774752,0.9783293411185399,0.7907077148402638,0.0023184474006013,431
dart,0.8272065986284387,+,0.6464053437697226,9,0,112.0,0.8277775759560589,0.6689408961886933,0.9105047699935568,0.0023253369836706,244
dart,0.7950559127771764,+,0.40108852671397716,9,0,62.0,0.798238920389632,0.8668587631342454,0.9998525521140831,0.0023279542240791,482
dart,0.8847873876289518,+,0.49263013595263533,9,0,71.0,0.8719821395755323,0.8504634215767629,0.9506615228616064,0.002330135979509,417
dart,0.9168638615000059,+,0.24052022993842262,9,0,64.0,0.9177057250506973,0.8959080536291602,0.8977008121492398,0.002330761914932,165
dart,0.875348734466712,+,0.49711108279501953,9,0,69.0,0.7121700576354394,0.8381149594270707,0.8597497525205471,0.0023341303471612,185
dart,0.9989743352386096,+,0.4913351127288708,9,0,32.0,0.9132568431808102,0.4794897770935028,0.9854507949444945,0.0023350760113353,367
dart,0.9844283830859919,+,0.4604242230583964,9,0,40.0,0.8607737220016731,0.8103097345723513,0.9479477181093939,0.0023357468278814,170
dart,0.823485170202044,+,0.23225190709474267,9,0,101.0,0.8260017602718879,0.6055395560407132,0.5945053550942829,0.0023360810441235,331
dart,0.8691256078428164,+,0.14724744254096858,9,0,121.0,0.7328531673971823,0.6770164252895731,0.826057773521613,0.0023382811973209,379
dart,0.925669037274338,+,0.5679439140743966,9,0,53.0,0.9391057721862166,0.9388305872265502,0.9817791230283686,0.0023404730981125,420
dart,0.8364407597245865,+,0.29622500152156783,9,0,56.0,0.99859889895278,0.7990847715287557,0.9876174149656265,0.0023467682699199,477
dart,0.8796103560599355,+,0.2897981471957949,9,0,69.0,0.9350093101429903,0.7962288118393586,0.9895419438031066,0.002348332090324,447
dart,0.8568774528377068,+,0.3170633722419579,9,0,71.0,0.38829837794954725,0.47176389433590077,0.8289359958968782,0.0023483604004973,147
dart,0.9987453666019045,+,0.5356270802932973,9,0,35.0,0.3481084441212803,0.3869345529415042,0.781983916730285,0.0023495750334641,470
dart,0.9304353752981733,+,0.1603113888341047,9,0,76.0,0.9263580004132613,0.8193598951431983,0.9193922649773798,0.0023500497074713,412
dart,0.8785753801972933,+,0.6800843924516158,9,0,72.0,0.8928868471025687,0.8889524686102738,0.7329103580030578,0.0023501933646943,467
goss,0.8914244053380449,+,0.06805068100201829,9,0,135.0,0.03875103115512557,0.42235991987786603,1.0,0.0023516888530665,98
dart,0.9176156253312175,+,0.5601785420165547,9,0,40.0,0.9049758628425831,0.9237617570608421,0.9628666104949997,0.002360022649129,291
dart,0.9009676953289606,+,0.277868146908401,9,0,49.0,0.8983421000460599,0.8808392073202218,0.9633502576101468,0.0023619511695788,414
dart,0.813381594519502,+,0.7122212702823185,9,0,115.0,0.6809327247777747,0.995234254026577,0.8307854094727559,0.0023721895572624,195
goss,0.8616293764721062,+,0.06297312994910936,9,0,121.0,0.000815282852435012,0.28080764075311915,1.0,0.00237443264078,111
dart,0.9524841791304198,+,0.1962907219405426,9,0,48.0,0.43258480458019655,0.7803662324516988,0.7677876170657258,0.0023766158094679,382
dart,0.8555355971508296,+,0.29387558924628643,8,0,79.0,0.9700034848131899,0.7994031150481955,0.6295061772955254,0.0023779578816135,366
dart,0.7360353502027764,+,0.25322639333934166,9,0,89.0,0.9079499125335133,0.7868750910557499,0.7999592501691328,0.0023787177627871,197
goss,0.911227773208058,+,0.15964202598474603,9,0,82.0,0.09311458482858362,0.3837606881001775,1.0,0.0023789444326659,136
dart,0.8410772291301505,+,0.19976999710964932,9,0,64.0,0.667653773193331,0.9273249837589479,0.7531052835588506,0.0023803612736829,321
dart,0.8005699124027186,+,0.5264409460699946,9,0,54.0,0.9837054905275537,0.5695905192732147,0.7274713767136227,0.0023860796798991,346
dart,0.9639097498683742,+,0.23509555252720524,8,0,86.0,0.870257741173639,0.9348868498128775,0.902755707400931,0.0023883612745461,233
dart,0.8991577045396147,+,0.12437884678183125,9,0,102.0,0.27553263862561783,0.7298221396217976,0.7528789330138385,0.0023889486801738,252
dart,0.9321901429601718,+,0.3005285403796062,8,0,65.0,0.7194041895177813,0.6419199166703601,0.7150542715932937,0.0023905375611527,318
dart,0.9502855950652602,+,0.24493856828070779,9,0,41.0,0.7900063241492375,0.9521007958125653,0.8636262075950172,0.002391194196909,450
dart,0.9765330142883729,+,0.7936506793784645,9,0,119.0,0.7782433063096463,0.9049495942916163,0.9307817939995306,0.002392352371605,288
dart,0.8754828418597346,+,0.11428086718780348,9,0,145.0,0.6645922058283444,0.7761225842342151,0.6892465909096805,0.0023923955005882,317
goss,0.9566859456543217,+,0.21809850275412412,9,0,67.0,0.10017561345427482,0.27220716825022173,1.0,0.0023955514744461,118
dart,0.9647916964292222,+,0.7691298294461867,9,0,137.0,0.8452776367472344,0.8946759027073296,0.9773941607107216,0.0023955803875169,357
dart,0.9995465352202775,+,0.12705683516706745,9,0,75.0,0.8624360061972772,0.8024911747073946,0.9996530827082958,0.0023968837385847,306
dart,0.8109501123410315,+,0.36844912352445836,9,0,49.0,0.5620032654066351,0.5253454286360928,0.802237859182318,0.0023971800120389,149
dart,0.8621632986516851,+,0.49074646027086544,9,0,54.0,0.793851004739111,0.5562538393468732,0.9465060027316703,0.002398562563694,208
goss,0.9992395667137771,+,0.1557076167831505,8,0,149.0,0.9066479341381632,0.6042836546745344,1.0,0.0024008815485351,499
dart,0.9958682013581281,+,0.23521165051168455,9,0,35.0,0.7671111293799633,0.7268907608402327,0.73753275765434,0.0024019612712269,213
goss,0.9654003993218532,+,0.04491365131945983,9,0,99.0,0.04944895679139094,0.16778460470471165,1.0,0.0024053400331442,129
dart,0.8236496112422357,+,0.3713764936409308,9,0,50.0,0.5519597431148008,0.9725996243900902,0.7641473746349525,0.0024058141608592,461
goss,0.9039932619345511,+,0.052107930449490865,9,0,94.0,0.10681682088695403,0.2195663725548473,1.0,0.0024099893443354,109
dart,0.9431740546794457,+,0.2152182028384816,9,0,42.0,0.8931588195854702,0.874973357624409,0.8057891285371365,0.002411924094957,495
dart,0.8246613655515238,+,0.3220329498556888,8,0,96.0,0.651646457884561,0.8983253149221293,0.9998249867438341,0.0024125268230488,378
dart,0.6316902438947893,+,0.39338666810969525,9,0,108.0,0.5030181320274284,0.9519398703078994,0.8787438627819997,0.0024268378852397,225
dart,0.9139042468650985,+,0.678444688299838,8,0,84.0,0.9947847001296382,0.9992588219150409,0.9580103365749016,0.0024322837885145,421
dart,0.9391440679920605,+,0.13913586972889871,9,0,61.0,0.567201110941892,0.7780591146646765,0.814058520847102,0.002434567768336,355
dart,0.8637365067008254,+,0.11169478519222019,9,0,114.0,0.9097483737589244,0.792002510374183,0.6698413693139428,0.0024429864014877,276
dart,0.7839142429861043,+,0.12144270261755234,9,0,127.0,0.8346672685264858,0.8184179783368002,0.959499535120958,0.0024476270350195,373
dart,0.825783863314591,+,0.7096357166560947,9,0,39.0,0.7642130638991305,0.9209438931590117,0.9292392947432212,0.0024481797791198,168
dart,0.9528413932720512,+,0.8291286817483363,9,0,139.0,0.779480292728399,0.9986548607269697,0.8772734190788433,0.0024505836007427,198
dart,0.8000405712379516,+,0.14545453043412554,9,0,75.0,0.8969196497395686,0.8327541802740568,0.9662492497500973,0.0024511675163236,166
dart,0.8945730547683368,+,0.23048980714396342,9,0,36.0,0.9485317602604867,0.8095551270080747,0.8422326501526773,0.0024582201176515,439
goss,0.8863343601744818,+,0.0887861511065901,9,0,50.0,0.16016767202961496,0.8039563117382126,1.0,0.0024593524023911,93
dart,0.8711944548217827,+,0.4165510784274566,9,0,43.0,0.7087948640409494,0.9996600545274461,0.6467906294143781,0.0024604072338599,351
goss,0.998072317153441,+,0.041044236902595024,9,0,86.0,0.24805049031349302,0.15365004353692924,1.0,0.0024645596127012,116
dart,0.930799943992334,+,0.8218982917141372,9,0,80.0,0.9790906472636185,0.8398777970887992,0.8986793628398007,0.0024656407153623,489
dart,0.9241813027997569,+,0.5471043922958796,8,0,51.0,0.8455155300916397,0.8152605750387639,0.8549552290177085,0.0024662904962028,179
dart,0.9694476159643217,+,0.17017862617331636,9,0,40.0,0.8466299811316823,0.8138634423475586,0.8862794564909773,0.0024663614505912,423
dart,0.9364618133809063,+,0.09740675864440522,9,0,92.0,0.9663950396014718,0.8283705068094355,0.9669911518015305,0.0024672538894244,441
goss,0.86984673233233,+,0.274912043345859,9,0,119.0,0.2606385245707469,0.32904039989071315,1.0,0.0024673914601981,131
goss,0.871294673051011,+,0.10597335686043698,9,0,46.0,0.8834298574461465,0.9799594505532648,1.0,0.0024703830806455,483
dart,0.9394498477796338,+,0.08747043759383329,9,0,118.0,0.9305650775206946,0.8472963621226359,0.8860203955662291,0.0024793394024914,171
dart,0.758038357045807,+,0.6073105169361398,9,0,60.0,0.7186663971276587,0.7626069198428432,0.7723648542199066,0.002492000264047,203
dart,0.9682629910314103,+,0.08166978320115786,9,0,134.0,0.6606323000843811,0.862697487303161,0.9541769244512879,0.0024920680089178,437
dart,0.974528176736307,+,0.25125607657125204,8,0,44.0,0.7250299641782184,0.6565830517117878,0.5464795490089634,0.0024954399769332,343
goss,0.8914734772112509,+,0.3029118388703409,9,0,50.0,0.16373427658687162,0.7938459657997561,1.0,0.0025019261497005,91
dart,0.7168196409169042,+,0.1572085635503997,9,0,98.0,0.7292142978756052,0.8814247799568539,0.8723430810805516,0.0025026290552911,212
dart,0.4959307119995339,+,0.5348386359743584,9,0,120.0,0.7631054338713844,0.9396340283916361,0.9349799243364965,0.0025031186690055,454
dart,0.9670543640098996,+,0.08570668490240646,9,0,115.0,0.5391366306970024,0.8889363764219581,0.6968231080537793,0.0025053737381534,319
dart,0.8309788799906771,+,0.7673569110700065,9,0,38.0,0.8661202277396679,0.924855033603794,0.9150787931954313,0.0025095462107208,180
dart,0.9833376056229595,+,0.5709812643853022,7,0,80.0,0.4280624212291297,0.6925524510799235,0.8894558532483839,0.0025109662140536,76
dart,0.9999047966397913,+,0.8618919302939639,9,0,109.0,0.9568428237817584,0.6114839565262905,0.9558201706439439,0.0025194068358086,272
dart,0.9311672160637081,+,0.4087173099051119,7,0,120.0,0.8673849089953339,0.5688609062473838,0.8303954548558276,0.0025198834950656,274
dart,0.9457640396902177,+,0.8721445359898845,9,0,100.0,0.9302371195564038,0.9460904842785461,0.9721713574838564,0.0025204879717547,290
dart,0.6174505218966441,+,0.708676014110076,9,0,141.0,0.40000163131947847,0.5792902468932751,0.8683263619314625,0.0025209035864474,144
dart,0.913088425339967,+,0.24303081969118806,9,0,31.0,0.9099057593219321,0.7377281988406724,0.9980026151244559,0.0025212378250625,264
dart,0.9859187679707841,+,0.2659118417212577,8,0,38.0,0.7973664498876786,0.763076608701729,0.8539296026408539,0.0025220341986257,433
dart,0.8759349039870323,+,0.8264812616467607,9,0,145.0,0.5233642631670195,0.700946399798006,0.7915146972323039,0.0025267986898316,157
dart,0.9103859825905553,+,0.1501475436194298,8,0,101.0,0.7456569452899982,0.7699277962153305,0.8120843521451718,0.0025278719097752,446
goss,0.7577701222661772,+,0.08851915979170355,9,0,147.0,0.09827588143334942,0.891695741212541,1.0,0.0025284696882872,97
goss,0.9281281365282319,+,0.3913050807510081,9,0,34.0,0.6830920199787712,0.830824891548825,1.0,0.0025388020582646,363
dart,0.942000103667584,+,0.8892113953226599,9,0,119.0,0.9985055879372939,0.7580881210821329,0.9114460729803071,0.0025407812368616,422
dart,0.9626369465452311,+,0.6163229445274362,7,0,122.0,0.6629831277951742,0.86625633809717,0.7474301384468518,0.0025441641312707,184
dart,0.8253790874997783,+,0.7532972275202042,8,0,126.0,0.3668791369150838,0.8463347150628654,0.9414565382207223,0.002547057967902,281
dart,0.8971651041036273,+,0.9730066652779644,9,0,53.0,0.8737491844126954,0.7734846703219992,0.8680651316567697,0.002547441515449,296
dart,0.9799529000771758,+,0.8858600608227977,9,0,36.0,0.7787011091152047,0.8930966304583929,0.8159001620402415,0.0025481653738711,186
dart,0.6423451530012907,+,0.17064984737088207,9,0,105.0,0.817690943702578,0.3621595807997151,0.7916986203553389,0.0025552078335989,345
goss,0.9985066580640943,+,0.4159686518849876,9,0,140.0,0.91487786932573,0.022914598015644994,1.0,0.0025619737785952,443
dart,0.9076322814252115,+,0.1315522913991737,8,0,130.0,0.8071554773986619,0.6172423110064936,0.6502830031575996,0.0025623476553903,201
dart,0.9994773463285285,+,0.9981751187339571,9,0,68.0,0.9626310578701639,0.5149272332179134,0.9544034155954065,0.0025623837245728,282
dart,0.6157112328417919,+,0.41901198090990777,8,0,68.0,0.4353937389548638,0.6913231628329379,0.7250838616410713,0.0025636161453709,72
dart,0.8831468033172324,+,0.10457635729233027,9,0,55.0,0.9341137460763755,0.8657474876294099,0.9990340396387464,0.0025667701886771,348
dart,0.798933407775726,+,0.15890421738006189,8,0,88.0,0.6895674813193078,0.810741152203063,0.8623338886927675,0.0025686404855017,256
dart,0.5557640685686053,+,0.17827101924066704,9,0,108.0,0.9061484652441272,0.8770311312928013,0.9451210053538297,0.0025715335297465,361
goss,0.7775199913659214,+,0.25941991593827396,9,0,65.0,0.6974570512492624,0.7814732240222407,1.0,0.0025740049657115,458
dart,0.887274608652344,+,0.44187716948179756,7,0,142.0,0.9523617448752987,0.9573508788544707,0.9654785571133466,0.0025749732017167,425
dart,0.8625667931225869,+,0.11001686730906368,9,0,51.0,0.8517410447166406,0.912806177475622,0.9785208698014802,0.0025807221802831,453
dart,0.8452899630764282,+,0.4382136242047188,7,0,80.0,0.437680344015116,0.8257884227070303,0.853672766614259,0.0025922219529733,74
dart,0.7415638249605181,+,0.08540894424627789,9,0,142.0,0.48441242898186293,0.8917598970618572,0.8955863069239831,0.0026020775653869,242
dart,0.5342550254211677,+,0.2700836938678453,8,0,83.0,0.9564175593764059,0.7740427676993724,0.7996298543485254,0.0026023041698192,189
dart,0.9228669567556487,+,0.10369514765209226,9,0,47.0,0.8548671485350287,0.9082978308585621,0.7990004133349988,0.0026144959752597,385
dart,0.9264854654893422,+,0.06318111701894825,9,0,130.0,0.6253292575032894,0.9011825216273835,0.8029335420627302,0.0026162643372611,449
dart,0.8329513429944897,+,0.6352042418111007,7,0,103.0,0.596688311393338,0.43431496247682105,0.9879232000921339,0.0026185132900629,347
dart,0.9890532658622934,+,0.5060255045631021,7,0,32.0,0.5014484849845526,0.6995690230190781,0.9989751910859663,0.0026194468151824,78
dart,0.38057495420859766,+,0.6597959150546479,8,0,112.0,0.7833077295393551,0.7370332866266397,0.5008616327998812,0.002619505499139,34
dart,0.9174689088193606,+,0.3557779998278992,7,0,44.0,0.4428293144375293,0.5040024558598839,0.8090385546380685,0.0026217151805676,81
dart,0.4733632602010147,+,0.3156219347762253,9,0,60.0,0.6810194934570871,0.8840457387135471,0.7405796871530337,0.0026224453950906,333
goss,0.9083197305595868,+,0.45728369434550736,9,0,72.0,0.7577379448266549,0.9572572594270291,1.0,0.0026254711526151,342
dart,0.44926742906393086,+,0.3251335382399928,9,0,121.0,0.41581594752096523,0.7081196555537581,0.6269473308871091,0.0026269548031626,253
