bagging_fraction,bagging_frequency,boosting_type,colsample_bytree,feature_fraction,force_col_wise,learning_rate,max_depth,min_sum_hessian_in_leaf,num_leaves,reg_alpha,reg_lambda,subsample,loss,iteration
0.7039750652639513,6.196578970347382,gbdt,1.0,0.7767338690435438,+,0.2443792811847065,14,0,113.0,0.2014514040223681,0.16188042616873252,0.4135996133641199,0.0064892514582126,273
0.5010735826396076,5.11771424931751,gbdt,1.0,0.7411417696657912,+,0.12494061995724814,14,0,168.0,0.5483430943588166,0.3623495805158742,0.35795163801974794,0.006493350599657,128
0.7111422854194285,6.760401730906292,gbdt,3.0,0.5069880687307212,+,0.2477278742861841,11,0,148.0,0.9528555981760349,0.2681931897604013,0.8831591168348003,0.0065317985545823,119
0.6413940449608253,5.659253823628855,gbdt,1.0,0.7720743585708023,+,0.5046266232737375,10,0,91.0,0.7411693327431479,0.608715107261566,0.462129594639768,0.0066117306244507,144
0.7406351024772945,6.342057994643401,gbdt,1.0,0.7989603998680829,+,0.39638610662916984,11,0,96.0,0.11736361531626884,0.27675219341353663,0.5478121211490036,0.0066589271187694,275
0.7266632105923675,5.397495921809595,gbdt,2.0,0.5641561260448036,+,0.43665886781104457,14,0,110.0,0.3786918811728789,0.25348537398144405,0.5312099508597997,0.0066635546783722,244
0.6624136939371227,5.762928023058507,gbdt,1.0,0.608858256401753,+,0.2625728958068524,14,0,120.0,0.851671249965224,0.37708243976606776,0.507886666008888,0.0066756829257373,182
0.6007164301786807,7.136869900167886,gbdt,5.0,0.7158461463877414,+,0.11096132551793761,13,0,180.0,0.41715767835880607,0.6524486880006534,0.559444666842823,0.0067103591546504,51
0.7327759813547929,5.3439189216519845,gbdt,2.0,0.5197413348933477,+,0.9985359809453576,14,0,156.0,0.5199946173898713,0.4867100415634865,0.5847933326596236,0.0067192258450742,234
0.7917614986791791,6.599274378864129,gbdt,2.0,0.6492191789244035,+,0.9606936671410493,13,0,124.0,0.6989685946318781,0.8651417002916101,0.6224133251148419,0.006771513080352,191
0.7085909822110156,6.449712908069421,gbdt,1.0,0.7946790904387827,+,0.9999164936023385,14,0,125.0,0.1007189538117931,0.1540028356600729,0.5844615383414423,0.0067880923943458,292
0.6926327377624198,6.864032154581643,gbdt,6.0,0.7225293495578826,+,0.36777822666496635,11,0,95.0,0.18456386926415014,0.126172660608076,0.9222603583159893,0.0068339153737376,73
0.7172226015988166,6.794819847082109,gbdt,1.0,0.7523737767030294,+,0.394582593709185,12,0,90.0,0.14674093297971175,0.1713947270103327,0.9463429752163839,0.0068398555140857,70
0.747834256463973,6.8948325856137815,gbdt,6.0,0.6825780126589,+,0.28131670059682307,11,0,108.0,0.7725338192129466,0.34579961539202986,0.37422366018862574,0.0069007397252672,251
0.7538885230267302,6.0067768204195655,gbdt,3.0,0.6517825568573239,+,0.9898655322340073,14,0,117.0,0.4300069834021518,0.277815831089336,0.7651082735207233,0.006913966482669,228
0.6930289408316554,5.882637299560012,gbdt,3.0,0.7649058921294418,+,0.18263059060654452,14,0,119.0,0.654844391813294,0.21398129973564475,0.6526617458683615,0.0069256186308375,239
0.7744264174656074,6.578371011727246,gbdt,1.0,0.792241784219679,+,0.9970228557570938,11,0,115.0,0.226041869113713,0.02853584626392726,0.9974659432157018,0.0069368000553747,66
0.6696960117873602,6.492869434478978,gbdt,1.0,0.6795075187201186,+,0.478274416898262,9,0,93.0,0.6026519201922782,0.2629363484004906,0.7216819510746841,0.0069490109541217,26
0.737659860647908,7.012906698676628,gbdt,1.0,0.5473168005512006,+,0.8279468776127231,14,0,118.0,0.4478921105269712,0.09605063063417939,0.37627218035358345,0.0069603412162093,217
0.6888181734581565,6.838018124322247,gbdt,5.0,0.7282278036235209,+,0.6768814141879611,10,0,83.0,0.3932327606033304,0.7717177249001339,0.79803351188292,0.0069776358094818,256
0.5259995227987702,6.044569284915771,gbdt,4.0,0.6976436061166066,+,0.3251160665881776,14,0,93.0,0.41010045597449646,0.19952148428309444,0.45295396899467666,0.0069826681666668,178
0.7836889452099083,7.7634837772031275,gbdt,3.0,0.7367524432117466,+,0.3298913413093952,14,0,90.0,0.5001352714703098,0.7827122551974561,0.5515377144207034,0.0069930975430828,243
0.7989267977901122,7.423809854157558,gbdt,4.0,0.7155116032001682,+,0.3870945322671735,10,0,89.0,0.5192290572593034,0.7251945230317385,0.3955345391202903,0.0070805624297509,209
0.7627373689094534,7.408625777071723,gbdt,3.0,0.793539249277345,+,0.08445396910620814,13,0,199.0,0.19639386717073745,0.00047556807314527716,0.8340243015070319,0.0070872499511445,84
0.6854807702840245,5.018645976579231,gbdt,1.0,0.6641686949402797,+,0.3507621878391363,12,0,88.0,0.6341151759086058,0.6780191031230849,0.5241038778048438,0.0070969328372302,220
0.7380675327481151,6.167558728268348,gbdt,6.0,0.574413374482307,+,0.9524484740538278,11,0,122.0,0.2924476712760784,0.4484957589859797,0.6110569328559949,0.007131235622818,37
0.6321657007386892,6.220162700547993,gbdt,5.0,0.5526425033776393,+,0.3041533997972643,12,0,105.0,0.46879694469480204,0.7631996671215886,0.3004420664360234,0.0071817924111473,159
0.599187992192191,7.760160231321505,gbdt,6.0,0.6876644204877903,+,0.14920838216148105,10,0,145.0,0.3462530021886526,0.4230223382656622,0.8985061701844823,0.0071820215552103,117
0.6949813172757755,5.783335260560591,gbdt,1.0,0.7875499699404735,+,0.7021494321594813,12,0,78.0,0.2773370916687284,0.1328381001790214,0.4343255866451926,0.0071940290188683,277
0.5752669243368859,5.263146569073485,gbdt,1.0,0.6840838883578555,+,0.17861578097394445,14,0,116.0,0.6855017355890307,0.4656254133015975,0.5594060223972126,0.0072108658140574,134
0.7339688407482808,5.014177392267827,gbdt,1.0,0.5222453337207076,+,0.46970333787556295,9,0,102.0,0.5211815448105495,0.8477948194985966,0.4231880406445293,0.0072180721375273,154
0.7341842165805555,5.0565879740365585,gbdt,6.0,0.7683180730403201,+,0.08845099911663243,14,0,182.0,0.14135687971328786,0.23578953239862827,0.38563925628957224,0.0072338046526202,289
0.7085722726009641,5.91438969040044,gbdt,6.0,0.7306680946273991,+,0.25390489961531054,11,0,96.0,0.7147960281101969,0.10861684563763085,0.9846925832248341,0.0072382118295074,90
0.7413289952577364,6.377991434685219,gbdt,4.0,0.7503417620600675,+,0.8168513335193228,14,0,85.0,0.18564222954507173,0.28075167937437046,0.4030493570651445,0.0072703215241886,295
0.6967094862243693,5.09148487466841,gbdt,1.0,0.6262265748801992,+,0.6868567494852603,13,0,87.0,0.7878784528856839,0.6755119377282816,0.45871498650865106,0.0073021759414952,160
0.684232909918733,5.361958462055396,gbdt,6.0,0.7573563885140716,+,0.10206081145717508,10,0,182.0,0.11811137159271716,0.8899029745094011,0.9986233076239066,0.0073091398328594,102
0.7073316574538138,5.459276318183931,gbdt,4.0,0.7151093453479511,+,0.14032653007413043,12,0,133.0,0.43802918644092326,0.7995534416071729,0.9326964507546804,0.0073351201628234,6
0.6185771082083457,5.340603785667698,gbdt,2.0,0.5865368965607209,+,0.2881288236318466,8,0,134.0,0.3340596101056523,0.6890088657710913,0.44585664473163694,0.0073695347193211,194
0.6377356733096827,7.251911985261137,gbdt,2.0,0.7556578904219534,+,0.6691195902190095,10,0,70.0,0.6929550809293159,0.4302986687139585,0.5963034397460175,0.0075307788756386,224
0.7964215270353314,6.644077922875164,gbdt,1.0,0.7265608570062219,+,0.6330939670727883,7,0,161.0,0.16628419214735937,0.08929420561797634,0.8527526700691842,0.007539039833785,100
0.7679686877666656,6.927251374979115,gbdt,2.0,0.6987023783883178,+,0.17338901664197762,14,0,107.0,0.6818775138299622,0.6054295661819176,0.6382897106662947,0.0075538518992491,193
0.6499270708392932,6.120474780242603,gbdt,1.0,0.700301973828874,+,0.6448801371585579,7,0,95.0,0.7063714976644874,0.7033005247836539,0.6268433309027124,0.0075861303711182,238
0.7888267546363612,5.731421316962276,gbdt,1.0,0.7715638818939075,+,0.3543046338765388,14,0,74.0,0.01119016166953176,0.08170994616293278,0.4952779961098671,0.0076066920201117,265
0.7375028896606813,7.057859381421452,gbdt,4.0,0.763672681382803,+,0.8571305548730473,7,0,191.0,0.14480736753210188,0.020132577261439133,0.7326211761233546,0.0076087993926966,116
0.608521347108729,6.726886707843471,gbdt,2.0,0.7543866747884783,+,0.8573009753077364,7,0,113.0,0.3230193184299416,0.14294731134558536,0.6018185303763501,0.007667196241137,86
0.7746009825742501,6.808288741051839,gbdt,6.0,0.7736397256828714,+,0.07440732703272385,11,0,197.0,0.07016590620583565,0.33081802923627396,0.9073948323617664,0.0078012123269083,32
0.7581547522313621,6.001840564176503,gbdt,1.0,0.6779871003945055,+,0.17975027532103832,8,0,163.0,0.2507934911599775,0.14271950632322306,0.8489383555498271,0.0078079517505079,118
0.7146943379427896,5.502980745302876,gbdt,2.0,0.7350143362057184,+,0.3221816774503909,12,0,75.0,0.6658158578414874,0.22753968086860743,0.33652569090025314,0.0078185325603158,140
0.6593056294789686,5.738910663438902,gbdt,1.0,0.7503064469904726,+,0.11117928252092796,14,0,128.0,0.8535232344108411,0.31139238735132846,0.40008349548242556,0.007828531729337,139
0.6097570754874414,5.598524578695258,gbdt,1.0,0.6497213827978058,+,0.7362454624238085,7,0,163.0,0.004162970649582626,0.3542624623692283,0.5552852799827048,0.0078329076343294,299
0.7508715319889075,5.599044818018429,gbdt,1.0,0.6533001881486763,+,0.97476306436628,7,0,99.0,0.7295346141806982,0.5824182734598412,0.6494414740158443,0.0078371196771311,162
0.7541265952809753,6.628758407033774,gbdt,2.0,0.6833377039552886,+,0.5064458775542136,14,0,65.0,0.721233916481451,0.8235937316623171,0.5488108023934845,0.00788426485469,187
0.7164632726027839,5.907337916003685,gbdt,1.0,0.7764349624707549,+,0.31022166783613697,14,0,72.0,0.4824400892108429,0.25886132939939716,0.3458651014537064,0.0078954508389289,259
0.6344729184661734,5.2025044694223,gbdt,1.0,0.7601967750725283,+,0.7203466379677922,14,0,62.0,0.9068380055282688,0.5560699553932051,0.44626291148712416,0.0079359915107787,135
0.6520735243665576,5.125505603882482,gbdt,1.0,0.6001534466372084,+,0.6411881627189452,14,0,68.0,0.6549459894123959,0.5580218389832657,0.3195988531249092,0.0080334772133991,149
0.5681880801928543,5.868331840248904,gbdt,4.0,0.7260177864662821,+,0.9952116473680223,14,0,80.0,0.5254589582562464,0.6815496090525942,0.43504154930720795,0.0080438328281594,143
0.7029123228475684,5.716581568138354,gbdt,2.0,0.7642246624189243,+,0.10674557747423273,13,0,127.0,0.15741029379032617,0.33990257691331516,0.8824400260532897,0.008047713272032,38
0.7998279924976262,5.559872918443172,gbdt,4.0,0.7338312756396791,+,0.12720225643171978,14,0,111.0,0.20888344442102696,0.2501986352600687,0.8649902417874766,0.0080666924624157,64
0.6427514339769194,6.772422546991978,gbdt,3.0,0.6550730688423124,+,0.744082636719333,12,0,64.0,0.4175740088937018,0.5282103402570606,0.49509406288072527,0.0080687767968637,204
0.7126979123435312,5.414834960160993,gbdt,5.0,0.6932786601297124,+,0.10409728290390297,14,0,127.0,0.30132072986338543,0.9406921327282467,0.4620164207482685,0.0081053710450147,208
0.6681476174268698,5.004360109878431,gbdt,2.0,0.6401179426445526,+,0.38504391231285395,7,0,185.0,0.6844226390149408,0.42008530413896017,0.46986969853885996,0.0081221318170191,254
0.7502640745727353,7.446050393089851,gbdt,1.0,0.707361131723216,+,0.20397808392414643,8,0,110.0,0.2776767099810401,0.3545773694924698,0.9755660777167352,0.0081422177408173,74
0.7938509804222376,6.693648402789248,gbdt,6.0,0.7990739160524251,+,0.19246716480234666,11,0,86.0,0.21777649313984282,0.06670779426546491,0.9941784085919628,0.0081769075504601,30
0.7452658294611457,6.958441872564798,gbdt,6.0,0.6639063897837987,+,0.23145441386041024,10,0,88.0,0.043608083166924216,0.10311968222509979,0.5311874578082737,0.0081905520036639,53
0.5913389933109519,7.218512702571261,gbdt,1.0,0.7924027890360311,+,0.6659871452045142,12,0,61.0,0.727725743177325,0.41010395885331374,0.3283625505110847,0.0082072367685707,2
0.5588755312259446,5.971995562073823,gbdt,3.0,0.5289149554138775,+,0.47211198505705004,7,0,147.0,0.44511980340036816,0.09486497770240163,0.30453078195977545,0.0082794528376634,65
0.721276096167494,5.147073783572188,gbdt,3.0,0.5030065880582328,+,0.4251685364297238,7,0,175.0,0.731952126602635,0.5706875413210595,0.7447976744747358,0.0083762264392438,223
0.6221120243360507,5.246631817119124,gbdt,1.0,0.7440009256039567,+,0.13861525814439235,8,0,180.0,0.8586457193560112,0.11488244086113666,0.6076279167415739,0.0084326579502352,226
0.7303357724158567,6.211597321405385,gbdt,3.0,0.557818888777244,+,0.5099487216116491,14,0,72.0,0.23524810039275154,0.21841870679410924,0.8976382532785234,0.00848420795029,92
0.6745476077275868,5.954388888079711,gbdt,3.0,0.7124749527458506,+,0.2631177550234841,13,0,66.0,0.9049080984927638,0.25300227827081745,0.4701733160708762,0.0085780128475286,141
0.7648120853910325,5.949978610653222,gbdt,2.0,0.7963948934098521,+,0.05593598151523812,13,0,188.0,0.7260930589386835,0.3689148368139967,0.48121153812037476,0.0086006333194834,250
0.6580847326081877,5.938868737352173,gbdt,3.0,0.7817221797359712,+,0.17743880776510915,13,0,76.0,0.03806910163363553,0.004744522032335496,0.5256146161752346,0.0086181846654097,296
0.6637024592506916,5.647437182958517,gbdt,1.0,0.6251559098133768,+,0.27124321334169943,9,0,77.0,0.539960737135003,0.6023376850798681,0.4306711770466011,0.0086651694825495,229
0.723103465574825,5.430854749867446,gbdt,1.0,0.7411154925117261,+,0.28030567519344113,7,0,176.0,0.06026160938682877,0.027381992763112428,0.6307135644729327,0.0087037289473533,280
0.7821935525917854,7.323430950701285,gbdt,6.0,0.7997860988631281,+,0.6829154671628759,11,0,56.0,0.002134357762586303,0.24222437897649957,0.9982827163553417,0.0087260745563885,31
0.7331112462901475,6.261845877317553,gbdt,2.0,0.7119954287433361,+,0.6051017627466757,7,0,59.0,0.4773029452420513,0.7986473323654645,0.5331934363843503,0.0088107726888386,192
0.6165243470855798,6.648674725007922,gbdt,3.0,0.7253283056994694,+,0.213526640664567,14,0,69.0,0.034971349823412406,0.1929001495543184,0.6768158189407069,0.0088158387345217,40
0.7449187320831747,6.357178032087864,gbdt,3.0,0.6041126929776568,+,0.4297168435779503,9,0,61.0,0.5358240427248924,0.6240940280673463,0.6845853238894066,0.0088625615908188,198
