feature,weight,std
out_prncp,0.21998552510792582,0.00043414899015565937
total_pymnt,0.15677464257884308,0.00017159820241129372
loan_amnt,0.09168849847273704,0.0003188885681692137
recoveries,0.07210762290362638,0.0001169073494684441
last_pymnt_amnt,0.01746791129157199,9.603744246510283e-05
installment,0.0024912537892539223,6.188284714963697e-05
total_rec_int,0.0019945753838968017,2.6830455920901258e-05
grade_C,0.0013267880306978785,3.9005686614349256e-05
home_ownership_MORTGAGE,0.0011963752650454573,8.60219030446123e-06
home_ownership_RENT,0.001059025650156209,4.3035806162733225e-05
total_rec_late_fee,0.0008740430038407076,9.132786397361365e-06
int_rate,0.0006566883944200353,4.1389221218907206e-05
grade_D,0.000576683399888589,3.275290010636986e-05
home_ownership_OWN,0.0005512482860201784,1.2631077809484475e-05
grade_B,0.0005309001949254988,5.219002704784092e-05
term_ 60 months,5.641970712624289e-05,1.959856000297497e-05
annual_inc,5.59572505104633e-05,8.701069302440368e-06
acc_open_past_24mths,2.9597223410493533e-05,1.9532976238452157e-05
purpose_credit_card,2.6822483715749355e-05,1.304750676197105e-05
pub_rec,2.4972657252608777e-05,8.943485306989667e-06
