loss,params,iteration,estimators,train_time
0.02092147610522377,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.8045605546606369, 'force_col_wise': '+', 'learning_rate': 0.04354060928873476, 'max_depth': 5, 'num_leaves': 32, 'reg_alpha': 0.8326320323149597, 'reg_lambda': 0.45470105222137214, 'subsample': 0.847965681173882}",1,100,25.826698099997884
0.02131999887784619,"{'boosting_type': 'goss', 'colsample_bytree': 0.6162071717206198, 'force_col_wise': '+', 'learning_rate': 0.04281531928076346, 'max_depth': 5, 'num_leaves': 61, 'reg_alpha': 0.727725743177325, 'reg_lambda': 0.41010395885331374, 'subsample': 1.0}",2,100,31.11943290000272
0.011896640984430218,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9083005558061223, 'force_col_wise': '+', 'learning_rate': 0.53487934931967, 'max_depth': 5, 'num_leaves': 70, 'reg_alpha': 0.883315277380862, 'reg_lambda': 0.8373883555532842, 'subsample': 0.6725448375132252}",3,100,32.56940539999778
0.02511979337274639,"{'boosting_type': 'goss', 'colsample_bytree': 0.8872081224782706, 'force_col_wise': '+', 'learning_rate': 0.018611935181792664, 'max_depth': 5, 'num_leaves': 34, 'reg_alpha': 0.9187225216693768, 'reg_lambda': 0.44483251230115173, 'subsample': 1.0}",4,100,28.65681129999939
0.026529102117515913,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9023202131343525, 'force_col_wise': '+', 'learning_rate': 0.012314998980420912, 'max_depth': 5, 'num_leaves': 65, 'reg_alpha': 0.17187156139656068, 'reg_lambda': 0.8123959883573632, 'subsample': 0.5477275196074967}",5,100,26.229603799998586
0.025907303522668124,"{'boosting_type': 'goss', 'colsample_bytree': 0.7412335382111885, 'force_col_wise': '+', 'learning_rate': 0.010660946237694757, 'max_depth': 5, 'num_leaves': 47, 'reg_alpha': 0.43802918644092326, 'reg_lambda': 0.7995534416071729, 'subsample': 1.0}",6,90,30.672182900001644
0.025668999900181233,"{'boosting_type': 'goss', 'colsample_bytree': 0.9931129675286405, 'force_col_wise': '+', 'learning_rate': 0.02381499987295861, 'max_depth': 5, 'num_leaves': 72, 'reg_alpha': 0.9393697376027715, 'reg_lambda': 0.7340280179855683, 'subsample': 1.0}",7,100,25.783277700000326
0.013907645148618086,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.8595110038814903, 'force_col_wise': '+', 'learning_rate': 0.2215336997314065, 'max_depth': 5, 'num_leaves': 96, 'reg_alpha': 0.7753643788278823, 'reg_lambda': 0.6170793585023162, 'subsample': 0.7973100175434191}",8,100,30.285893399999622
0.012632854346440237,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.6204538214708207, 'force_col_wise': '+', 'learning_rate': 0.9306823890354183, 'max_depth': 5, 'num_leaves': 59, 'reg_alpha': 0.9200092264373162, 'reg_lambda': 0.5434030676903124, 'subsample': 0.6620299911421867}",9,100,30.83474489999935
0.01847152891146553,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.6845657149096784, 'force_col_wise': '+', 'learning_rate': 0.07767879332694827, 'max_depth': 5, 'num_leaves': 76, 'reg_alpha': 0.7006214446213659, 'reg_lambda': 0.9554779863099281, 'subsample': 0.6905323823987464}",10,100,29.323920499999076
0.01301360725263967,"{'boosting_type': 'goss', 'colsample_bytree': 0.8314657344913539, 'force_col_wise': '+', 'learning_rate': 0.3231192525247023, 'max_depth': 5, 'num_leaves': 66, 'reg_alpha': 0.8178300196637514, 'reg_lambda': 0.003630307254743226, 'subsample': 1.0}",11,100,27.97979380000106
0.01823169705875316,"{'boosting_type': 'dart', 'colsample_bytree': 0.8877505702629412, 'force_col_wise': '+', 'learning_rate': 0.20721400388146025, 'max_depth': 5, 'num_leaves': 40, 'reg_alpha': 0.3584815225733641, 'reg_lambda': 0.8791358871980453, 'subsample': 0.6816015479755677}",12,80,46.16455110000243
0.016158994743360577,"{'boosting_type': 'goss', 'colsample_bytree': 0.7544283029894612, 'force_col_wise': '+', 'learning_rate': 0.11712225751006251, 'max_depth': 5, 'num_leaves': 98, 'reg_alpha': 0.3072581638887394, 'reg_lambda': 0.8814784176329411, 'subsample': 1.0}",13,100,30.22989349999989
0.02320337971289954,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.6695966890029563, 'force_col_wise': '+', 'learning_rate': 0.028296576356063, 'max_depth': 5, 'num_leaves': 84, 'reg_alpha': 0.013183035637853835, 'reg_lambda': 0.5271098077466071, 'subsample': 0.8987194012367643}",14,100,29.919629899999563
0.015369741622670685,"{'boosting_type': 'dart', 'colsample_bytree': 0.6389983653861535, 'force_col_wise': '+', 'learning_rate': 0.3888539830287766, 'max_depth': 5, 'num_leaves': 30, 'reg_alpha': 0.9209817283659104, 'reg_lambda': 0.6370340314241265, 'subsample': 0.6308684032130806}",15,61,49.08205620000081
0.011943035262007462,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.8729239801492794, 'force_col_wise': '+', 'learning_rate': 0.5086715516976571, 'max_depth': 5, 'num_leaves': 38, 'reg_alpha': 0.6400100015740248, 'reg_lambda': 0.583369285641829, 'subsample': 0.663374599087876}",16,100,30.888409799998044
0.023887052465851766,"{'boosting_type': 'dart', 'colsample_bytree': 0.8225096950484567, 'force_col_wise': '+', 'learning_rate': 0.057028989470505796, 'max_depth': 5, 'num_leaves': 64, 'reg_alpha': 0.12470065927231533, 'reg_lambda': 0.5158321119303967, 'subsample': 0.5625745905758681}",17,86,44.43948690000252
0.025291563415775875,"{'boosting_type': 'goss', 'colsample_bytree': 0.876444643150869, 'force_col_wise': '+', 'learning_rate': 0.017634700678817877, 'max_depth': 5, 'num_leaves': 38, 'reg_alpha': 0.6810391246607139, 'reg_lambda': 0.6921104520712689, 'subsample': 1.0}",18,100,27.29323800000202
0.011946795162405266,"{'boosting_type': 'goss', 'colsample_bytree': 0.9766978524295901, 'force_col_wise': '+', 'learning_rate': 0.8554752431127115, 'max_depth': 5, 'num_leaves': 70, 'reg_alpha': 0.6946896343853821, 'reg_lambda': 0.28813841028148135, 'subsample': 1.0}",19,100,29.78398300000117
0.014193979220348596,"{'boosting_type': 'goss', 'colsample_bytree': 0.9809815427815758, 'force_col_wise': '+', 'learning_rate': 0.19935836212806618, 'max_depth': 5, 'num_leaves': 75, 'reg_alpha': 0.8751118984907046, 'reg_lambda': 0.3977858693319253, 'subsample': 1.0}",20,100,29.966334199998528
0.011553033012541403,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9348214143600637, 'force_col_wise': '+', 'learning_rate': 0.589804186650359, 'max_depth': 5, 'num_leaves': 92, 'reg_alpha': 0.5521320876376018, 'reg_lambda': 0.999499287493066, 'subsample': 0.5713517650691988}",21,100,32.868307699998695
0.011698909229988952,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9477193663182348, 'force_col_wise': '+', 'learning_rate': 0.6358406593531386, 'max_depth': 5, 'num_leaves': 92, 'reg_alpha': 0.563089433845035, 'reg_lambda': 0.9587249509770436, 'subsample': 0.5042484068377858}",22,100,33.6413724999984
0.011684074151520618,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9426264086020129, 'force_col_wise': '+', 'learning_rate': 0.7067062054330829, 'max_depth': 5, 'num_leaves': 31, 'reg_alpha': 0.5748784515045534, 'reg_lambda': 0.9924672113595461, 'subsample': 0.5034881618031081}",23,100,32.10622630000216
0.01576742512121987,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9399038315497978, 'force_col_wise': '+', 'learning_rate': 0.12858281600131427, 'max_depth': 5, 'num_leaves': 95, 'reg_alpha': 0.5438426121903187, 'reg_lambda': 0.10658201468013112, 'subsample': 0.5506081319551709}",24,100,32.08033539999815
0.0119692970356583,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.930434212309257, 'force_col_wise': '+', 'learning_rate': 0.9490038673204658, 'max_depth': 5, 'num_leaves': 97, 'reg_alpha': 0.4412604520530232, 'reg_lambda': 0.9973504299840792, 'subsample': 0.9933904330912651}",25,100,31.473034200000257
0.016014754300924583,"{'boosting_type': 'dart', 'colsample_bytree': 0.7757259679220668, 'force_col_wise': '+', 'learning_rate': 0.30825930660025663, 'max_depth': 5, 'num_leaves': 31, 'reg_alpha': 0.5977024043744602, 'reg_lambda': 0.25788436410778015, 'subsample': 0.9911911057101106}",26,64,48.253024699999514
0.011714794470495726,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9988474603878951, 'force_col_wise': '+', 'learning_rate': 0.6298061169638182, 'max_depth': 5, 'num_leaves': 91, 'reg_alpha': 0.48534845497114265, 'reg_lambda': 0.7323772054504329, 'subsample': 0.5907203038022948}",27,100,31.404477000000043
0.012266043929213488,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9547098882172069, 'force_col_wise': '+', 'learning_rate': 0.41777280430914243, 'max_depth': 5, 'num_leaves': 63, 'reg_alpha': 0.3330499840097215, 'reg_lambda': 0.9850618640678255, 'subsample': 0.5071326575152966}",28,100,30.79923680000138
0.011495490950740983,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.8422124715168905, 'force_col_wise': '+', 'learning_rate': 0.7291162884419511, 'max_depth': 5, 'num_leaves': 86, 'reg_alpha': 0.20652058377855204, 'reg_lambda': 0.8983353289581136, 'subsample': 0.5877010873318133}",29,100,29.971234099997673
0.015149917512370048,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.8444644813226766, 'force_col_wise': '+', 'learning_rate': 0.1452781367723115, 'max_depth': 5, 'num_leaves': 86, 'reg_alpha': 0.22028815623403536, 'reg_lambda': 0.915590108037614, 'subsample': 0.602615594662419}",30,100,31.877241700000013
0.022198141320833642,"{'boosting_type': 'dart', 'colsample_bytree': 0.7843139240567059, 'force_col_wise': '+', 'learning_rate': 0.08728562837029995, 'max_depth': 5, 'num_leaves': 54, 'reg_alpha': 0.009049532557525247, 'reg_lambda': 0.7516095778250104, 'subsample': 0.9128193860236004}",31,87,46.747667000003275
0.013699491662645058,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.7249722125784617, 'force_col_wise': '+', 'learning_rate': 0.2723043002568125, 'max_depth': 5, 'num_leaves': 92, 'reg_alpha': 0.09436360444839009, 'reg_lambda': 0.6766442095311691, 'subsample': 0.738836985080068}",32,100,30.746053899998515
0.012419500516933635,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.8091059495776491, 'force_col_wise': '+', 'learning_rate': 0.4550755190019924, 'max_depth': 5, 'num_leaves': 46, 'reg_alpha': 0.2197234851298725, 'reg_lambda': 0.337171962425673, 'subsample': 0.5989245937032834}",33,100,30.036031300001923
0.02083497599825712,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9044290398771887, 'force_col_wise': '+', 'learning_rate': 0.047986862619344976, 'max_depth': 5, 'num_leaves': 88, 'reg_alpha': 0.399885545821426, 'reg_lambda': 0.17578391305554675, 'subsample': 0.7384481774344428}",34,100,29.449626400000852
0.01487948949996587,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.8508127331470944, 'force_col_wise': '+', 'learning_rate': 0.16259145561872845, 'max_depth': 5, 'num_leaves': 67, 'reg_alpha': 0.26908774714397254, 'reg_lambda': 0.8411379817393935, 'subsample': 0.559217810131516}",35,100,31.356486600001517
0.012218821150896009,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.7123569317835772, 'force_col_wise': '+', 'learning_rate': 0.8495183940726749, 'max_depth': 5, 'num_leaves': 36, 'reg_alpha': 0.4972435965054438, 'reg_lambda': 0.7710666026699305, 'subsample': 0.6366831047613357}",36,100,31.069178199999442
0.017030756920092927,"{'boosting_type': 'dart', 'colsample_bytree': 0.9142860615940576, 'force_col_wise': '+', 'learning_rate': 0.2589533797919799, 'max_depth': 5, 'num_leaves': 83, 'reg_alpha': 0.04894672129621255, 'reg_lambda': 0.915538398396603, 'subsample': 0.8235560770568853}",37,80,48.88741080000182
0.012747815075111468,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.7983825541158457, 'force_col_wise': '+', 'learning_rate': 0.37372110429279304, 'max_depth': 5, 'num_leaves': 62, 'reg_alpha': 0.4145430164304477, 'reg_lambda': 0.4630095861335985, 'subsample': 0.7849504143579933}",38,100,31.393334000000323
0.011827028646446025,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9703050362746266, 'force_col_wise': '+', 'learning_rate': 0.552273654859737, 'max_depth': 5, 'num_leaves': 86, 'reg_alpha': 0.1788586403118582, 'reg_lambda': 0.8175103826610798, 'subsample': 0.7182745752768704}",39,100,33.20353400000022
0.01918129514367506,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.7602119925205436, 'force_col_wise': '+', 'learning_rate': 0.06395027501710994, 'max_depth': 5, 'num_leaves': 51, 'reg_alpha': 0.7887735045597085, 'reg_lambda': 0.8657856744535315, 'subsample': 0.6233066550039748}",40,100,31.054751699997723
0.014696168708084989,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9147520378190447, 'force_col_wise': '+', 'learning_rate': 0.1824340151779202, 'max_depth': 5, 'num_leaves': 73, 'reg_alpha': 0.9921743892539578, 'reg_lambda': 0.9321894235316827, 'subsample': 0.55518148152701}",41,100,31.870073800000682
0.013060331065670727,"{'boosting_type': 'dart', 'colsample_bytree': 0.8897063862552357, 'force_col_wise': '+', 'learning_rate': 0.7405700026641663, 'max_depth': 5, 'num_leaves': 77, 'reg_alpha': 0.29203280653061503, 'reg_lambda': 0.011837883973512375, 'subsample': 0.509486939900867}",42,100,51.315195699997275
0.022965497148883962,"{'boosting_type': 'goss', 'colsample_bytree': 0.8299990796572234, 'force_col_wise': '+', 'learning_rate': 0.03129559163319517, 'max_depth': 5, 'num_leaves': 69, 'reg_alpha': 0.6255013718665862, 'reg_lambda': 0.5744491887661698, 'subsample': 1.0}",43,100,27.853116800000862
0.016677663084682215,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.8680129054631948, 'force_col_wise': '+', 'learning_rate': 0.09959790085380871, 'max_depth': 5, 'num_leaves': 44, 'reg_alpha': 0.35125347858235667, 'reg_lambda': 0.7914428219701295, 'subsample': 0.5237400720613051}",44,100,30.563652799999545
0.011828953359693029,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.9264982861540847, 'force_col_wise': '+', 'learning_rate': 0.9789442608589852, 'max_depth': 5, 'num_leaves': 85, 'reg_alpha': 0.5161373196103187, 'reg_lambda': 0.7011852097460356, 'subsample': 0.9884350496603223}",45,100,28.64306900000156
0.025757997625584395,"{'boosting_type': 'goss', 'colsample_bytree': 0.8078878424630577, 'force_col_wise': '+', 'learning_rate': 0.013428243194068766, 'max_depth': 5, 'num_leaves': 71, 'reg_alpha': 0.7657588621460182, 'reg_lambda': 0.6438038258505144, 'subsample': 1.0}",46,100,29.157639900000504
0.01709511029028421,"{'boosting_type': 'dart', 'colsample_bytree': 0.6907692491227686, 'force_col_wise': '+', 'learning_rate': 0.24624907333707632, 'max_depth': 5, 'num_leaves': 81, 'reg_alpha': 0.452882076155676, 'reg_lambda': 0.4770916198911668, 'subsample': 0.7864795050657072}",47,64,49.037327999998524
0.012941575431640984,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.8515273892560948, 'force_col_wise': '+', 'learning_rate': 0.329606797854096, 'max_depth': 5, 'num_leaves': 79, 'reg_alpha': 0.25033313177576283, 'reg_lambda': 0.41356163674812807, 'subsample': 0.899948659343017}",48,100,31.21363080000083
