iteration,precision,datetime_start,datetime_complete,duration,C,change_tol,grad_tol,lbfgs_memory,linesearch_max_iter,loss,max_iter,penalized_intercept,penatly,state
59,0.6398032838899025,2022-06-28 21:19:18.196943,2022-06-28 21:19:19.675944,0 days 00:00:01.479001,1.4000000000000001,0.0004857438304198743,0.01248191422845371,20.0,4892.0,hinge,8155609.0,True,l1,COMPLETE
85,0.6398032838899025,2022-06-28 21:20:02.363002,2022-06-28 21:20:04.634583,0 days 00:00:02.271581,1.4000000000000001,0.00044237405201365314,0.018890485241698847,16.0,2418.0,hinge,7293451.0,True,l1,COMPLETE
90,0.6398032838899025,2022-06-28 21:20:09.854455,2022-06-28 21:20:11.722442,0 days 00:00:01.867987,1.2000000000000002,0.0002576017468314292,0.024308752312699286,16.0,2636.0,hinge,7125744.0,True,l1,COMPLETE
98,0.6398032838899025,2022-06-28 21:20:23.315270,2022-06-28 21:20:25.085378,0 days 00:00:01.770108,1.2000000000000002,0.0004194463176054351,0.022845279667983224,19.0,2967.0,hinge,7046129.0,True,l1,COMPLETE
62,0.6398001269035533,2022-06-28 21:19:22.572302,2022-06-28 21:19:24.686234,0 days 00:00:02.113932,1.3000000000000003,0.0002822758137316411,0.008838764070440059,19.0,3893.0,hinge,8759604.0,True,l1,COMPLETE
96,0.6398001269035533,2022-06-28 21:20:20.082545,2022-06-28 21:20:21.554289,0 days 00:00:01.471744,1.8000000000000003,0.0003856350267436527,0.012130696912236557,16.0,1599.0,hinge,8082465.0,True,l1,COMPLETE
79,0.6398001269035533,2022-06-28 21:19:51.860311,2022-06-28 21:19:53.692407,0 days 00:00:01.832096,1.3000000000000003,0.00026402876481947894,0.03804575230206081,18.0,3406.0,hinge,8005242.0,True,l1,COMPLETE
42,0.6397931340821118,2022-06-28 21:18:54.246318,2022-06-28 21:18:55.684933,0 days 00:00:01.438615,5.2,0.00023696173923993017,0.07266024780889259,15.0,6833.0,hinge,1010058.0,True,l1,COMPLETE
41,0.6397931340821118,2022-06-28 21:18:52.420967,2022-06-28 21:18:54.246197,0 days 00:00:01.825230,5.1,0.00023697902549879335,0.07327150171283658,15.0,7172.0,hinge,1352188.0,True,l1,COMPLETE
32,0.6397931340821118,2022-06-28 21:18:40.160139,2022-06-28 21:18:41.683695,0 days 00:00:01.523556,4.9,0.00011777758607867944,0.050487478943489136,15.0,8214.0,hinge,2034489.0,True,l1,COMPLETE
33,0.6397931340821118,2022-06-28 21:18:41.683826,2022-06-28 21:18:43.548919,0 days 00:00:01.865093,5.0,6.308854392387579e-05,0.04643546779147807,13.0,8474.0,hinge,2376849.0,True,l1,COMPLETE
34,0.6397931340821118,2022-06-28 21:18:43.549040,2022-06-28 21:18:45.260556,0 days 00:00:01.711516,4.9,9.687476109371905e-05,0.04816273314187466,13.0,8499.0,hinge,932676.0,True,l1,COMPLETE
37,0.6397931340821118,2022-06-28 21:18:47.662343,2022-06-28 21:18:49.271024,0 days 00:00:01.608681,5.1,6.58012845721951e-05,0.004228952211291888,11.0,7104.0,hinge,1827575.0,True,l1,COMPLETE
