iteration,recall,datetime_start,datetime_complete,duration,C,change_tol,grad_tol,lbfgs_memory,linesearch_max_iter,loss,max_iter,penalized_intercept,penatly,state
1,0.0,2022-06-28 22:33:20.476152,2022-06-28 22:33:21.103718,0 days 00:00:00.627566,1.6,0.0007480506942502455,0.08527826308201937,5.0,4828.0,squared_hinge,1393586.0,False,l2,COMPLETE
2,0.0,2022-06-28 22:33:21.103903,2022-06-28 22:33:21.856532,0 days 00:00:00.752629,4.7,0.00036159861774112114,0.05055583262289011,12.0,3485.0,hinge,9586647.0,True,l2,COMPLETE
67,0.0,2022-06-28 22:34:38.550013,2022-06-28 22:34:39.180908,0 days 00:00:00.630895,0.6,0.0009029931636976467,0.028781867582770425,15.0,4924.0,squared_hinge,4720470.0,True,l2,COMPLETE
89,0.0,2022-06-28 22:35:05.685646,2022-06-28 22:35:06.326944,0 days 00:00:00.641298,2.5000000000000004,0.0006406713596926303,0.08497864007778214,16.0,5193.0,squared_hinge,5647745.0,False,l2,COMPLETE
29,0.0,2022-06-28 22:33:53.479958,2022-06-28 22:33:54.128420,0 days 00:00:00.648462,3.8000000000000003,0.0004315051696543487,0.05464500693015528,11.0,5600.0,squared_hinge,1151732.0,True,l2,COMPLETE
37,0.0,2022-06-28 22:34:02.120102,2022-06-28 22:34:02.766306,0 days 00:00:00.646204,5.8,0.00024878125200744156,0.05074301459816371,7.0,5331.0,squared_hinge,923547.0,True,l2,COMPLETE
18,0.0,2022-06-28 22:33:41.191164,2022-06-28 22:33:41.779178,0 days 00:00:00.588014,1.2000000000000002,0.0003882842061786088,0.0224812812964165,7.0,8185.0,hinge,7815990.0,False,l2,COMPLETE
77,0.0,2022-06-28 22:34:50.776421,2022-06-28 22:34:51.413321,0 days 00:00:00.636900,9.6,0.0005056460285501633,0.09219209420361711,10.0,451.0,squared_hinge,174608.0,False,l2,COMPLETE
34,0.0,2022-06-28 22:33:58.986517,2022-06-28 22:33:59.612462,0 days 00:00:00.625945,4.8,0.0001370129928261407,0.09020278441681656,18.0,2341.0,squared_hinge,8082391.0,True,l2,COMPLETE
26,0.0,2022-06-28 22:33:50.283972,2022-06-28 22:33:50.888639,0 days 00:00:00.604667,10.0,0.0009918868324705617,0.031961556648984875,18.0,4191.0,hinge,6081989.0,False,l2,COMPLETE
0,0.0,2022-06-28 22:33:19.853966,2022-06-28 22:33:20.475725,0 days 00:00:00.621759,3.7,0.0004739561249827409,0.09359605366390183,17.0,4376.0,squared_hinge,6618172.0,True,l2,COMPLETE
99,,2022-06-28 22:35:17.786125,,,,,,,,,,,,RUNNING
