loss,params,iteration,train_time
1.9968247157665793,"{'colsample_bylevel': 0.38457129656746675, 'colsample_bytree': 0.931370806570153, 'gamma': 4.602612479864332, 'learning_rate': 0.20880981556809441, 'max_depth': 10, 'min_child_weight': 9, 'n_estimators': 230, 'reg_alpha': 12, 'reg_lambda': 2.497896096944879, 'subsample': 0.47735052611068607}",1,732.5341163999983
1.994244982631423,"{'colsample_bylevel': 0.3827769053856892, 'colsample_bytree': 0.675465667449572, 'gamma': 3.7270676923698454, 'learning_rate': 0.20107736968585346, 'max_depth': 11, 'min_child_weight': 9, 'n_estimators': 131, 'reg_alpha': 19, 'reg_lambda': 2.183177229531975, 'subsample': 0.45505197942665687}",2,417.33527919999324
1.9969434444285077,"{'colsample_bylevel': 0.12160348956345089, 'colsample_bytree': 0.885375694757653, 'gamma': 3.1058070752380544, 'learning_rate': 0.1545730097710166, 'max_depth': 10, 'min_child_weight': 8, 'n_estimators': 350, 'reg_alpha': 7, 'reg_lambda': 2.649945832142586, 'subsample': 0.6686941777766421}",3,834.0627081999846
1.9790751778648974,"{'colsample_bylevel': 0.15312659331264486, 'colsample_bytree': 0.8183425618393441, 'gamma': 6.4621827557610905, 'learning_rate': 0.024104627236382906, 'max_depth': 9, 'min_child_weight': 1, 'n_estimators': 104, 'reg_alpha': 10, 'reg_lambda': 2.7561675650081305, 'subsample': 0.47241625615057586}",4,237.89336460002232
1.9881124177134395,"{'colsample_bylevel': 0.23229395829415306, 'colsample_bytree': 0.6692107017063735, 'gamma': 4.406286014632916, 'learning_rate': 0.029061347697876133, 'max_depth': 9, 'min_child_weight': 3, 'n_estimators': 335, 'reg_alpha': 6, 'reg_lambda': 0.515614684189682, 'subsample': 0.6561979941786815}",5,789.8138643999991
1.998519184311285,"{'colsample_bylevel': 0.34262784578649313, 'colsample_bytree': 0.7120890362303409, 'gamma': 6.453280360438532, 'learning_rate': 0.2711652365447553, 'max_depth': 11, 'min_child_weight': 3, 'n_estimators': 317, 'reg_alpha': 7, 'reg_lambda': 1.3140875593227697, 'subsample': 0.6497767208035865}",6,1033.09849199999
1.9991374130033135,"{'colsample_bylevel': 0.29064432205451096, 'colsample_bytree': 0.7295122570754028, 'gamma': 3.3532180018493203, 'learning_rate': 0.24017091911387772, 'max_depth': 11, 'min_child_weight': 1, 'n_estimators': 270, 'reg_alpha': 2, 'reg_lambda': 2.8181092128083147, 'subsample': 0.6170140089927841}",7,870.9044418999983
1.9963753095553964,"{'colsample_bylevel': 0.23993716367781376, 'colsample_bytree': 0.8243887548518629, 'gamma': 5.351580315781545, 'learning_rate': 0.17782664062413975, 'max_depth': 11, 'min_child_weight': 2, 'n_estimators': 338, 'reg_alpha': 24, 'reg_lambda': 2.326093136483647, 'subsample': 0.5585396792511581}",8,1060.2252036000136
1.986476426300797,"{'colsample_bylevel': 0.05711826550646359, 'colsample_bytree': 0.9341970124311785, 'gamma': 5.551451453097165, 'learning_rate': 0.16742286975335513, 'max_depth': 9, 'min_child_weight': 4, 'n_estimators': 337, 'reg_alpha': 29, 'reg_lambda': 2.7600276793119485, 'subsample': 0.5217015338451563}",9,602.1969495000085
1.9948849583810317,"{'colsample_bylevel': 0.31747051111612345, 'colsample_bytree': 0.6853427438313522, 'gamma': 0.0005494567740613743, 'learning_rate': 0.06350314475353144, 'max_depth': 12, 'min_child_weight': 0, 'n_estimators': 205, 'reg_alpha': 14, 'reg_lambda': 2.1018643338640977, 'subsample': 0.727738993154964}",10,723.1724976999976
1.9963446697274003,"{'colsample_bylevel': 0.11866756407729993, 'colsample_bytree': 0.6564196531173141, 'gamma': 2.4724336395187567, 'learning_rate': 0.17364143443489258, 'max_depth': 12, 'min_child_weight': 6, 'n_estimators': 399, 'reg_alpha': 4, 'reg_lambda': 2.453490058991254, 'subsample': 0.2518151536273716}",11,835.9346235000121
1.9935573249872724,"{'colsample_bylevel': 0.16408593283293688, 'colsample_bytree': 0.5720153011388909, 'gamma': 3.8564176686712326, 'learning_rate': 0.10240410979122659, 'max_depth': 10, 'min_child_weight': 1, 'n_estimators': 306, 'reg_alpha': 10, 'reg_lambda': 1.0754445677200923, 'subsample': 0.6895679435990226}",12,696.031985699985
1.9872960745445274,"{'colsample_bylevel': 0.14708926528147626, 'colsample_bytree': 0.7010612874339213, 'gamma': 3.474636817262877, 'learning_rate': 0.14738395032404483, 'max_depth': 6, 'min_child_weight': 4, 'n_estimators': 225, 'reg_alpha': 10, 'reg_lambda': 0.9217744916662182, 'subsample': 0.6907392088164706}",13,352.92177529999753
