feature,weight,std
out_prncp,0.22475992720932866,0.0003364466435814901
total_pymnt,0.16274495748867554,0.0002453261517084318
loan_amnt,0.10459427524955314,0.00047231153998573267
recoveries,0.07148839349508518,0.00011416591832895853
last_pymnt_amnt,0.023041900881673526,0.0001413862312085788
installment,0.005644282995701433,3.685172820157351e-05
total_rec_int,0.0023192199281804717,5.574472840728815e-05
grade_C,0.0012847044786610696,3.7013867323540976e-05
grade_B,0.00104561440829829,4.726116558876184e-05
int_rate,0.0007903383563828914,8.030516189707602e-05
total_rec_late_fee,0.0006599255907304924,2.5185847540424192e-05
grade_D,0.0005345998478517577,2.8372382368699615e-05
home_ownership_MORTGAGE,0.00041482358436246703,2.4757631231188573e-05
home_ownership_RENT,0.0003412929824520683,5.717654705425235e-05
home_ownership_OWN,0.00022706619835222153,1.903389633778683e-05
annual_inc,5.1332684352511924e-05,1.0884935980662195e-05
pub_rec,1.942317786309822e-05,6.952247367261784e-06
num_bc_sats,1.1561415394711894e-05,4.387248674724267e-06
verification_status_Source Verified,1.0174045547306498e-05,1.3765368997483976e-05
verification_status_Verified,8.324219084165918e-06,1.228777773924026e-05
