iteration,roc_weighted,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,state
299,1.0,2022-09-19 22:11:14.977368,2022-09-19 22:12:00.208607,0 days 00:00:45.231239,0.5923974487215835,0.9105406841783116,0.024682284659313415,0.2775072419089998,14,7,560,2.6581154527092807,2.316168261742784,0.6275662184236683,COMPLETE
140,1.0,2022-09-19 20:04:55.290437,2022-09-19 20:05:45.992011,0 days 00:00:50.701574,0.5719848172954514,0.9358460727719492,0.003181676299899616,0.2863728090899768,14,9,688,1.8647701226620328,2.2127783968406405,0.6778710680337967,COMPLETE
234,1.0,2022-09-19 21:19:59.323532,2022-09-19 21:20:50.552373,0 days 00:00:51.228841,0.5573046366247038,0.9487659357216308,0.03295341252714068,0.2866264776168884,15,10,696,2.381062477763009,2.3918579102937048,0.6619750256571527,COMPLETE
131,1.0,2022-09-19 19:57:23.811586,2022-09-19 19:58:20.765766,0 days 00:00:56.954180,0.5350695875878408,0.9035592354992391,0.0019598609015126223,0.22701746404582118,15,6,681,1.7242257337547926,2.056006618147376,0.6993958157915643,COMPLETE
132,1.0,2022-09-19 19:58:20.766136,2022-09-19 19:59:17.308988,0 days 00:00:56.542852,0.514031128734239,0.9108434095986517,0.0014504789086866175,0.226509336238508,15,6,679,1.7435282913443915,2.0522785928563034,0.6901351643762107,COMPLETE
133,1.0,2022-09-19 19:59:17.309337,2022-09-19 20:00:05.738161,0 days 00:00:48.428824,0.5021594407095888,0.9224059616856556,0.06278828549171424,0.2597002389042186,15,6,696,1.9146267679336448,2.0976801452005356,0.6982215662758872,COMPLETE
135,1.0,2022-09-19 20:00:56.282044,2022-09-19 20:01:45.553948,0 days 00:00:49.271904,0.5996678952244106,0.9167453110238716,0.033947067300148515,0.2955610800910486,15,10,674,2.225208806527743,2.3344153367680875,0.6676166311399754,COMPLETE
231,1.0,2022-09-19 21:17:54.827500,2022-09-19 21:18:44.732728,0 days 00:00:49.905228,0.5228708025117794,0.9270327558791859,0.041656959598807025,0.27091060399786077,15,8,682,1.849429852335616,2.109759957706909,0.6432721600362823,COMPLETE
138,1.0,2022-09-19 20:03:14.781650,2022-09-19 20:04:08.525208,0 days 00:00:53.743558,0.5403107248954225,0.9331807659846384,0.005140277913242615,0.23668418554343923,15,7,664,1.8630117178295722,2.1863238287675086,0.6299052261999152,COMPLETE
145,1.0,2022-09-19 20:08:59.444858,2022-09-19 20:09:50.121067,0 days 00:00:50.676209,0.5526861737703661,0.9319520429561248,0.027699594102574474,0.2698621753154914,15,9,673,1.709686487696284,2.29154600292974,0.6434273123384248,COMPLETE
118,1.0,2022-09-19 19:47:28.386194,2022-09-19 19:48:17.977602,0 days 00:00:49.591408,0.5310308567297185,0.9059504444657928,0.09476296990816686,0.21302481024650033,15,6,682,1.7689952684226928,2.0751517375983264,0.6989213071405965,COMPLETE
147,1.0,2022-09-19 20:10:24.597500,2022-09-19 20:11:10.718588,0 days 00:00:46.121088,0.5001893554259385,0.8933449206517599,0.05759491587059697,0.2992609744257541,15,6,682,1.7435894594056855,2.0898903234085724,0.6859896998059601,COMPLETE
229,1.0,2022-09-19 21:16:30.862152,2022-09-19 21:17:14.489349,0 days 00:00:43.627197,0.516256440631391,0.8971815507898336,0.025124715125557577,0.2827363045289869,15,6,528,1.78122056141867,2.2906577890909703,0.6830137151348161,COMPLETE
228,1.0,2022-09-19 21:15:44.725079,2022-09-19 21:16:30.861701,0 days 00:00:46.136622,0.5063518269631595,0.8956738266891768,0.008490198268800857,0.24538901526468082,15,6,528,1.7774074865572482,2.2516912785607937,0.6948311835883721,COMPLETE
226,1.0,2022-09-19 21:14:20.044440,2022-09-19 21:15:12.573641,0 days 00:00:52.529201,0.598621880671304,0.8881558128564945,0.026843816031901842,0.277603558128596,15,7,672,2.6559412210314486,2.9978233593171506,0.6402508357000598,COMPLETE
151,1.0,2022-09-19 20:13:37.234724,2022-09-19 20:14:27.199003,0 days 00:00:49.964279,0.5381358609119828,0.9292091010694343,0.020644942457721235,0.2815949644655882,15,9,688,1.7638353366712374,2.1989811293639123,0.6498758595507359,COMPLETE
152,1.0,2022-09-19 20:14:27.199458,2022-09-19 20:15:18.840555,0 days 00:00:51.641097,0.5762429494917125,0.928393915567755,0.03459239266373908,0.2826452669813227,15,8,686,2.440882362374849,2.194543054853595,0.6486520527980397,COMPLETE
153,1.0,2022-09-19 20:15:18.841007,2022-09-19 20:16:12.208645,0 days 00:00:53.367638,0.5158225822304559,0.9073063064082643,0.08437781456453784,0.19286128713816775,15,6,681,1.775466767201124,2.0455023084664514,0.699146469797541,COMPLETE
123,1.0,2022-09-19 19:51:25.715716,2022-09-19 19:52:13.522475,0 days 00:00:47.806759,0.5415189191393724,0.93266830008648,0.013861511893503455,0.29948557904227086,14,10,689,2.361384864182559,2.2284272076989504,0.6710245362314006,COMPLETE
115,1.0,2022-09-19 19:45:08.055226,2022-09-19 19:45:55.710637,0 days 00:00:47.655411,0.5231617453172941,0.9419391383589738,0.049324106284251615,0.29778080026360715,15,11,700,2.3223999162398696,2.1010749645938636,0.6821261182484848,COMPLETE
78,1.0,2022-09-19 19:17:00.678864,2022-09-19 19:17:51.198668,0 days 00:00:50.519804,0.5865758238140412,0.9433456553470434,0.035971238770959785,0.28539211367634776,15,8,665,2.3950276859871664,2.1741556533691817,0.6774850674516476,COMPLETE
92,1.0,2022-09-19 19:27:46.113907,2022-09-19 19:28:38.599687,0 days 00:00:52.485780,0.5547397816100547,0.9337153256497944,0.0010614277905384795,0.26773567745546945,15,9,677,1.7105586186796358,2.271184721462798,0.654116158967483,COMPLETE
82,1.0,2022-09-19 19:19:49.446875,2022-09-19 19:20:37.410305,0 days 00:00:47.963430,0.5140777835527508,0.9170517271458695,0.03301585806804726,0.29572285388807734,15,10,679,2.2259763419469754,2.1045027543017323,0.6679889933324759,COMPLETE
83,1.0,2022-09-19 19:20:37.410686,2022-09-19 19:21:30.006917,0 days 00:00:52.596231,0.5781988582830447,0.947362536626518,0.024732978445870323,0.2573779113586929,15,9,670,2.39272146850839,2.275007847511803,0.6366316099871615,COMPLETE
84,1.0,2022-09-19 19:21:30.007241,2022-09-19 19:22:19.274952,0 days 00:00:49.267711,0.552997276005894,0.9265671162308768,0.03837794468017532,0.2791949544397778,15,8,652,2.4601967541997127,2.412303958582911,0.6174240764552578,COMPLETE
245,1.0,2022-09-19 21:28:58.521591,2022-09-19 21:29:44.815110,0 days 00:00:46.293519,0.5037751919723924,0.9101213069930343,0.055356642363914285,0.2961585055809268,15,10,685,1.8474387841559423,2.312803626833365,0.6939901843946824,COMPLETE
87,1.0,2022-09-19 19:23:49.098397,2022-09-19 19:24:40.766156,0 days 00:00:51.667759,0.5312621587759333,0.8948164585030266,0.0806515274842443,0.21709106837717662,15,6,684,2.700578844702683,2.0510432370232405,0.6893604745529631,COMPLETE
88,1.0,2022-09-19 19:24:40.766527,2022-09-19 19:25:32.291609,0 days 00:00:51.525082,0.5447456495740756,0.9048795313480599,0.004495717993649159,0.2748361404856201,15,7,662,2.605516630564047,2.244920916187358,0.523298181100533,COMPLETE
