iteration,recall,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,state
85,0.9994059641446018,2022-09-17 16:23:47.258854,2022-09-17 16:24:12.904911,0 days 00:00:25.646057,0.4327110294123091,0.985848843710836,0.9174730973627787,0.20702964401509832,10.0,1.0,485.0,0.004932102678425025,1.7812384196067428,0.4552426806382831,COMPLETE
92,0.9992917901008449,2022-09-17 16:26:20.868457,2022-09-17 16:26:46.668468,0 days 00:00:25.800011,0.4575774721063379,0.9880753187531717,0.899197389540499,0.2007080976655084,10.0,1.0,479.0,0.2033765181171312,1.8999307267581447,0.4882173420709067,COMPLETE
81,0.999225606593743,2022-09-17 16:22:05.293087,2022-09-17 16:22:31.086223,0 days 00:00:25.793136,0.4596996849838091,0.9872982009549555,0.9146898483668221,0.19536173513380434,10.0,2.0,488.0,0.03533522563807079,1.3450720761243464,0.4449137394004702,COMPLETE
93,0.9992239428467251,2022-09-17 16:26:46.668793,2022-09-17 16:27:11.608040,0 days 00:00:24.939247,0.38104248551115855,0.9897343559173775,0.9116022874765672,0.2167748076016235,10.0,1.0,477.0,0.1185881378795262,1.9387100874286778,0.4937318186194644,COMPLETE
83,0.9991643771779227,2022-09-17 16:22:57.165218,2022-09-17 16:23:22.187976,0 days 00:00:25.022758,0.4565450570160772,0.9856654493279081,0.9126148287828019,0.20717676886481376,10.0,2.0,485.0,0.027880295825080115,1.7834590136086574,0.4543563999713193,COMPLETE
91,0.9991478216934475,2022-09-17 16:25:54.285750,2022-09-17 16:26:20.868085,0 days 00:00:26.582335,0.4272346798147292,0.9864858283985249,0.8643352950362263,0.1909861272885437,10.0,1.0,482.0,0.24052315351042156,1.892457110692883,0.4925673364390893,COMPLETE
96,0.9991445127742976,2022-09-17 16:27:36.876697,2022-09-17 16:28:01.426088,0 days 00:00:24.549391,0.4539336395048779,0.9896892835718554,0.8416725089089035,0.20185690675609458,10.0,1.0,445.0,0.09273410096572315,1.8405774394361718,0.4736786994665678,COMPLETE
84,0.9991379019816445,2022-09-17 16:23:22.188317,2022-09-17 16:23:47.258484,0 days 00:00:25.070167,0.45703482102687193,0.9834572294962326,0.9320592415996105,0.2082437926977913,10.0,2.0,482.0,0.007623608959104071,2.1146764202300696,0.45372684692911164,COMPLETE
82,0.9991163975299943,2022-09-17 16:22:31.086561,2022-09-17 16:22:57.164897,0 days 00:00:26.078336,0.499898861337263,0.9878229625113194,0.9428075847615309,0.188722129396842,10.0,2.0,484.0,0.05983744986176964,1.34268122848039,0.4450388701162371,COMPLETE
78,0.9989558832458213,2022-09-17 16:20:49.922271,2022-09-17 16:21:16.799525,0 days 00:00:26.877254,0.4854815717657166,0.9735291911653877,0.7145309672810356,0.1833075643363049,10.0,2.0,486.0,0.1847448516514255,1.5546356390761105,0.4126857459850878,COMPLETE
88,0.9989525768887249,2022-09-17 16:24:59.255063,2022-09-17 16:25:24.446039,0 days 00:00:25.190976,0.41127691207352707,0.9891919162888143,1.1079764289216383,0.19865824954769212,10.0,1.0,478.0,0.19139177984739938,2.1265834362640845,0.4450833732853661,COMPLETE
86,0.9989410043186302,2022-09-17 16:24:12.905277,2022-09-17 16:24:36.939650,0 days 00:00:24.034373,0.43784477738460836,0.986955093759116,1.1822993368712542,0.2079055935727694,10.0,1.0,482.0,0.019860018382497402,2.1508025248407963,0.45568590726089475,COMPLETE
98,0.9989310660319413,2022-09-17 16:28:21.381412,2022-09-17 16:28:45.626531,0 days 00:00:24.245119,0.4587794481588815,0.9430867180838447,1.0165249906701144,0.2028089428982008,10.0,1.0,445.0,0.2873822026045088,2.2740116691139214,0.5038620311528196,COMPLETE
75,0.9988715054872455,2022-09-17 16:19:45.625680,2022-09-17 16:20:13.425070,0 days 00:00:27.799390,0.48532794842191873,0.9675029268767996,0.7373932640249837,0.16904239968221513,10.0,1.0,490.0,0.7307477444238104,1.5456991183743582,0.4175294820751883,COMPLETE
79,0.9988036787295516,2022-09-17 16:21:16.799877,2022-09-17 16:21:43.775290,0 days 00:00:26.975413,0.4327102233725948,0.912385115027369,0.5972054542072361,0.18369084626512908,10.0,2.0,489.0,0.34448595371242197,1.4225662354478659,0.3427878417206769,COMPLETE
72,0.9983966060935585,2022-09-17 16:18:29.637627,2022-09-17 16:18:55.599305,0 days 00:00:25.961678,0.48375153702692214,0.9411483835122697,0.7582358557157443,0.16962800154476063,10.0,2.0,469.0,0.7097971470219951,1.5472692824916654,0.4237491126435358,COMPLETE
68,0.9981963911847213,2022-09-17 16:16:55.280399,2022-09-17 16:17:23.117152,0 days 00:00:27.836753,0.4784808018327844,0.9576821461560886,0.6967912366085249,0.1550420717074012,10.0,2.0,499.0,0.5706912703600853,1.2505276972879917,0.3561777056586547,COMPLETE
73,0.9980772483178767,2022-09-17 16:18:55.599626,2022-09-17 16:19:21.121650,0 days 00:00:25.522024,0.4865785095983146,0.9660065560876847,0.758107990884581,0.16870635070502582,10.0,2.0,458.0,0.7618414780125734,1.5772485886802057,0.4301712312915341,COMPLETE
67,0.9979928545464679,2022-09-17 16:16:28.097913,2022-09-17 16:16:55.280108,0 days 00:00:27.182195,0.4830397987855715,0.9557625241037554,0.775368728573433,0.158782074783215,10.0,2.0,499.0,0.6640245862288955,1.6694581208776935,0.35727588730789045,COMPLETE
66,0.9978985391417166,2022-09-17 16:16:00.501684,2022-09-17 16:16:28.097598,0 days 00:00:27.595914,0.48297359098155357,0.9523400273059246,0.4563080872309869,0.15443434224539568,10.0,3.0,500.0,0.8708326474241659,1.3557786195070634,0.38522947977436445,COMPLETE
65,0.9976884019590233,2022-09-17 16:15:32.672882,2022-09-17 16:16:00.501333,0 days 00:00:27.828451,0.47281961763830854,0.9523397355848807,0.4702647257052285,0.15531228922487114,10.0,3.0,500.0,1.364046016038469,1.5851034205757142,0.39634439351183637,COMPLETE
74,0.9976073145447111,2022-09-17 16:19:21.121940,2022-09-17 16:19:45.625340,0 days 00:00:24.503400,0.4836412501608647,0.9723388180568409,0.7422121677197682,0.16545908172787158,10.0,2.0,437.0,0.7643945262684364,1.5884724065400246,0.42057393000163884,COMPLETE
77,0.9972797078498908,2022-09-17 16:20:26.122939,2022-09-17 16:20:49.921921,0 days 00:00:23.798982,0.4976436382570245,0.972102089107655,0.7544570347969847,0.19968461595164044,9.0,1.0,499.0,0.8333500778015808,1.7004264463388077,0.37117138125127896,COMPLETE
71,0.9971142157754435,2022-09-17 16:18:02.395121,2022-09-17 16:18:29.637282,0 days 00:00:27.242161,0.4778700845619533,0.9389328653772474,0.7619060804834313,0.1427757542310765,10.0,2.0,486.0,0.7172729165126197,1.5377942786340135,0.4125088653975224,COMPLETE
87,0.9970678780970805,2022-09-17 16:24:36.940043,2022-09-17 16:24:59.254713,0 days 00:00:22.314670,0.4356892068525154,0.9881485404099402,0.9358341221150154,0.20707968292072038,9.0,1.0,485.0,0.007851703237875318,2.145789290347557,0.4562465578292114,COMPLETE
63,0.9969586613471719,2022-09-17 16:14:41.577521,2022-09-17 16:15:06.965610,0 days 00:00:25.388089,0.4758920676545014,0.9548494250709405,0.42809596517029863,0.1599054446454407,10.0,4.0,463.0,1.4151754477427652,1.2228177745786186,0.39556562176572496,COMPLETE
51,0.996842773596359,2022-09-17 16:10:04.386969,2022-09-17 16:10:30.670701,0 days 00:00:26.283732,0.4597310577394699,0.8943429704381352,0.4543221483815672,0.1490878435470579,10.0,3.0,468.0,2.1017962742049514,0.8840991653722651,0.6650284189144676,COMPLETE
52,0.9966127643238809,2022-09-17 16:10:30.670997,2022-09-17 16:10:57.166648,0 days 00:00:26.495651,0.4477652060316202,0.9331208918903027,0.4471433722120473,0.1390853167804809,10.0,3.0,474.0,2.038321836875808,0.5307539380742528,0.7054226846409901,COMPLETE
61,0.9965581533868733,2022-09-17 16:13:47.104573,2022-09-17 16:14:14.045263,0 days 00:00:26.940690,0.4767336976840912,0.9187830809835713,0.2172696767735857,0.13692125025752544,10.0,3.0,490.0,1.356345387316431,0.7303735618345443,0.7492013168507594,COMPLETE
12,0.9965384587192765,2022-09-17 15:58:41.464883,2022-09-17 15:59:09.160476,0 days 00:00:27.695593,0.2616865744474614,0.6153896228659999,0.05661900258765562,0.23630709825492657,10.0,3.0,495.0,1.9110244650682309,1.8766849315863436,0.27104682815823805,COMPLETE
64,0.9964506695594207,2022-09-17 16:15:06.965929,2022-09-17 16:15:32.672550,0 days 00:00:25.706621,0.4737499437791184,0.9060842976463569,0.4239115286069447,0.15006430485758815,10.0,3.0,464.0,1.4327917835291457,1.3703041465815382,0.3995741332736309,COMPLETE
97,0.9964109484383307,2022-09-17 16:28:01.426411,2022-09-17 16:28:21.381031,0 days 00:00:19.954620,0.4521139083573417,0.9670681631894795,0.8370148062672889,0.2276380878516139,9.0,2.0,431.0,0.09974212645136554,1.857147554233267,0.4730043205471376,COMPLETE
59,0.9955223284662252,2022-09-17 16:13:01.312091,2022-09-17 16:13:28.446392,0 days 00:00:27.134301,0.4670340893433638,0.845518396109155,0.002424000153976494,0.13204266503573336,10.0,3.0,484.0,1.4188932022400849,1.145885304247964,0.5279159598576735,COMPLETE
24,0.9955058376735947,2022-09-17 16:01:47.517854,2022-09-17 16:02:07.498184,0 days 00:00:19.980330,0.44051968466460023,0.6025399871042282,1.6583207788602723,0.2239474392886576,10.0,5.0,466.0,2.2090983351928446,0.330636636719974,0.678334843205622,COMPLETE
89,0.9954859681458631,2022-09-17 16:25:24.446403,2022-09-17 16:25:46.167627,0 days 00:00:21.721224,0.41429447206627557,0.9801420282769591,1.1485732687862942,0.19778719986061571,9.0,1.0,473.0,0.14015962976212537,2.5157953031388294,0.47318761436821527,COMPLETE
2,0.9953619249908553,2022-09-17 15:56:40.533726,2022-09-17 15:56:58.128383,0 days 00:00:17.594657,0.34130856063479403,0.6476126884497297,1.4503025653903427,0.29581280812873606,9.0,4.0,498.0,2.040998601642644,0.8556749218143336,0.7201740660806528,COMPLETE
53,0.9952873183449935,2022-09-17 16:10:57.166970,2022-09-17 16:11:22.637112,0 days 00:00:25.470142,0.4948295302163352,0.9249235267224192,0.07799509650711833,0.1332321393394868,10.0,3.0,447.0,2.0059477678860276,0.8740432832996071,0.6991140551993069,COMPLETE
33,0.994878697254379,2022-09-17 16:04:29.226960,2022-09-17 16:04:50.440461,0 days 00:00:21.213501,0.4041830757298953,0.5542013939691951,0.9801879295219237,0.2228774311535821,10.0,9.0,427.0,2.817951608824562,0.6154556208962177,0.7130156312287024,COMPLETE
95,0.9946585827136847,2022-09-17 16:27:21.020721,2022-09-17 16:27:36.876357,0 days 00:00:15.855636,0.38029326697060234,0.9748138835852421,1.001396839902975,0.21481732345790044,10.0,1.0,272.0,0.21755648476193484,1.7674805423752986,0.500759276401712,COMPLETE
80,0.9941572471950315,2022-09-17 16:21:43.775597,2022-09-17 16:22:05.292745,0 days 00:00:21.517148,0.4253054551771523,0.9387554873243361,0.6121328532808703,0.1813506972268933,9.0,1.0,455.0,0.32564370162718265,1.4600661925584328,0.3370928808509613,COMPLETE
