iteration,precision,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,state
94,0.9998675811489882,2022-09-17 04:53:50.789043,2022-09-17 04:54:13.787737,0 days 00:00:22.998694,0.20398656101029866,0.9409571273918029,2.4796496136871666,0.007704560876810393,10.0,4.0,500.0,0.043497117479615086,2.316923330572305,0.6779549086101809,COMPLETE
83,0.999865543958722,2022-09-17 04:50:05.760866,2022-09-17 04:50:26.159267,0 days 00:00:20.398401,0.11255841083971753,0.9381814160006567,2.3842203911273008,0.05485208657475894,10.0,3.0,500.0,0.3964304885267662,2.429003977989753,0.6558388672936826,COMPLETE
60,0.9998654372113208,2022-09-17 04:42:50.412777,2022-09-17 04:43:06.680557,0 days 00:00:16.267780,0.12296916763629401,0.8972264437523911,2.8995660033367705,0.05241624944784061,10.0,3.0,401.0,1.2258116025791086,2.5590091273892623,0.7470400063831567,COMPLETE
17,0.9998652023144763,2022-09-17 04:35:02.731336,2022-09-17 04:35:10.107150,0 days 00:00:07.375814,0.3453654924168808,0.6366098079056524,2.1012068410745894,0.06624910416156579,6.0,5.0,244.0,2.8725869985286008,1.0088712658944112,0.5383995193822058,COMPLETE
45,0.999862442418732,2022-09-17 04:38:39.451363,2022-09-17 04:38:53.847716,0 days 00:00:14.396353,0.32418220242470513,0.8569250087787811,1.795180637502991,0.065376426448156,10.0,6.0,328.0,2.328377075928123,1.3418860470032612,0.7312589023246482,COMPLETE
58,0.9998618807795314,2022-09-17 04:42:23.733417,2022-09-17 04:42:40.309584,0 days 00:00:16.576167,0.10816777494084223,0.9446619761063003,2.2603674017312168,0.037778401548651266,10.0,2.0,363.0,1.3885689800269245,2.6286155513170653,0.684212059162836,COMPLETE
57,0.9998610673416761,2022-09-17 04:42:07.566110,2022-09-17 04:42:23.733139,0 days 00:00:16.167029,0.1589463663063873,0.9111628187363141,2.4562965108110206,0.015776450943920044,9.0,3.0,397.0,1.5802694306154992,2.9913921686025216,0.6457510373859356,COMPLETE
75,0.9998594716132658,2022-09-17 04:47:20.620920,2022-09-17 04:47:42.097935,0 days 00:00:21.477015,0.16271452303295209,0.9319495842159653,2.259131709603337,0.006633043646154503,10.0,2.0,450.0,0.09419012127317994,2.7465169853795954,0.7132186568416197,COMPLETE
50,0.999858678169815,2022-09-17 04:40:02.786894,2022-09-17 04:40:19.090615,0 days 00:00:16.303721,0.2246542468747696,0.8779658294396167,2.7909040820686313,0.03047248939977166,9.0,2.0,419.0,2.04891445891169,2.3880130479376143,0.6221081493254693,COMPLETE
84,0.999855232503333,2022-09-17 04:50:26.159580,2022-09-17 04:50:43.190700,0 days 00:00:17.031120,0.1813352774575865,0.8941600630538817,2.543375411289516,0.03385960000969597,8.0,2.0,473.0,0.1756984104321872,2.8618160998632054,0.6706233528636998,COMPLETE
80,0.9998551769199162,2022-09-17 04:49:04.616776,2022-09-17 04:49:23.544963,0 days 00:00:18.928187,0.13610929106506217,0.9579462067427694,2.104931387462135,0.028595722292584662,9.0,2.0,461.0,0.747571003009709,2.231132852482028,0.6047949398099065,COMPLETE
98,0.9998522994293387,2022-09-17 04:55:17.966367,2022-09-17 04:55:36.799956,0 days 00:00:18.833589,0.23021630779743663,0.9881816104946666,2.669428678792328,0.04719370672518171,9.0,3.0,492.0,0.9959399800677897,2.834343597551395,0.6851792787287152,COMPLETE
47,0.9998490272321324,2022-09-17 04:39:10.025676,2022-09-17 04:39:26.409047,0 days 00:00:16.383371,0.28770760888865204,0.914456449160041,2.9691576408077385,0.0656563547597791,10.0,3.0,453.0,2.2606787518708984,1.6397582926361771,0.7294160542795567,COMPLETE
67,0.9998487593223073,2022-09-17 04:44:47.967699,2022-09-17 04:45:01.881805,0 days 00:00:13.914106,0.12586501733211924,0.8890788828240155,2.343157196435673,0.08380031430232066,10.0,5.0,357.0,1.4742430330587266,2.5069796607878003,0.7365739728772117,COMPLETE
88,0.9998484914801709,2022-09-17 04:51:46.211069,2022-09-17 04:52:07.008385,0 days 00:00:20.797316,0.13105418248767878,0.9738337537510003,2.8800355853334136,0.02701353471000311,10.0,1.0,466.0,0.8316303096225821,2.887510901958743,0.6791410751061361,COMPLETE
64,0.9998455702151946,2022-09-17 04:44:01.033823,2022-09-17 04:44:17.497481,0 days 00:00:16.463658,0.18742343297595015,0.8667205809296833,2.6995764120920307,0.07374516810685183,10.0,4.0,469.0,2.0970527665993375,2.3000527669843915,0.702438881787168,COMPLETE
24,0.9998452751747381,2022-09-17 04:35:58.170587,2022-09-17 04:36:04.094359,0 days 00:00:05.923772,0.30866692445590826,0.7643345552700872,2.042686865946056,0.12641986777283865,6.0,6.0,182.0,1.840146704633253,1.2846396370855262,0.6817801694017942,COMPLETE
16,0.9998422522353194,2022-09-17 04:34:52.790465,2022-09-17 04:35:02.731094,0 days 00:00:09.940629,0.35537412998707785,0.6292686717776552,1.8375743155167639,0.11016848388175371,9.0,7.0,252.0,2.5812530869255363,1.1893588824025225,0.538227844935736,COMPLETE
22,0.9998418876595,2022-09-17 04:35:38.584280,2022-09-17 04:35:47.685739,0 days 00:00:09.101459,0.3373093036621044,0.6103751548217065,1.7977609046411096,0.08019080644675808,6.0,8.0,310.0,2.674487303714983,0.5436116824542249,0.4880420554262829,COMPLETE
87,0.9998404784289501,2022-09-17 04:51:25.199431,2022-09-17 04:51:46.210732,0 days 00:00:21.011301,0.151733418114888,0.9534454245891923,1.9102887542860119,0.011142600450563579,10.0,3.0,444.0,0.6906474508120999,2.7698716182734877,0.6352823000121902,COMPLETE
21,0.9998388931962583,2022-09-17 04:35:28.675636,2022-09-17 04:35:38.583895,0 days 00:00:09.908259,0.3568009916742493,0.6386876409931255,1.8384536239955365,0.1106952151936903,9.0,5.0,242.0,2.660875135173809,1.0918861211236752,0.5485574407477416,COMPLETE
91,0.999838432798142,2022-09-17 04:52:47.278946,2022-09-17 04:53:07.753936,0 days 00:00:20.474990,0.12009318541875648,0.9027957090220617,2.40262508489963,0.03581680299785377,10.0,3.0,457.0,0.4690725073606293,2.6633358319835905,0.6910150473579325,COMPLETE
49,0.9998320011020728,2022-09-17 04:39:44.080595,2022-09-17 04:40:02.786612,0 days 00:00:18.706017,0.20439547926628152,0.940777510124682,2.782930655949939,0.045273110385837805,10.0,4.0,494.0,2.0771002792041386,2.6579438769323773,0.3180154998884578,COMPLETE
14,0.9998257506961595,2022-09-17 04:34:33.514181,2022-09-17 04:34:45.310867,0 days 00:00:11.796686,0.3913351029960848,0.8184800995174344,0.8158459623037169,0.15991927647872883,9.0,7.0,278.0,2.1052547502784402,1.8552443498918856,0.6547515868921016,COMPLETE
41,0.999822106460892,2022-09-17 04:38:06.120490,2022-09-17 04:38:17.053788,0 days 00:00:10.933298,0.3590044645089254,0.6406022131518038,1.9347554897559789,0.09532199517868971,10.0,6.0,254.0,2.7282270651656044,1.6164376871942192,0.5092498870831553,COMPLETE
42,0.9998152589397878,2022-09-17 04:38:17.054043,2022-09-17 04:38:25.757566,0 days 00:00:08.703523,0.30199776129599176,0.6040353712351081,1.3900543463935737,0.11482287705839225,8.0,9.0,224.0,2.3593606327054966,1.430777675141853,0.5895377389047639,COMPLETE
12,0.9998124304988009,2022-09-17 04:34:14.661019,2022-09-17 04:34:23.690291,0 days 00:00:09.029272,0.37659454144491045,0.811171549516299,0.905421370447517,0.24195940537302468,10.0,7.0,179.0,2.1986044425529627,1.6408678863101704,0.6291673951579275,COMPLETE
13,0.9998091519987143,2022-09-17 04:34:23.690529,2022-09-17 04:34:33.513945,0 days 00:00:09.823416,0.496418798857313,0.6609716346016778,0.7922670707425417,0.2560247197237048,10.0,7.0,202.0,2.5052920833431553,1.492259955116523,0.6110095921504699,COMPLETE
15,0.9998052299126556,2022-09-17 04:34:45.311125,2022-09-17 04:34:52.790238,0 days 00:00:07.479113,0.4279416723583659,0.8181365974227819,0.6532497216537998,0.15456202157470206,5.0,4.0,278.0,1.9832609689668494,1.9675435319328471,0.6716667199217607,COMPLETE
7,0.999801870477022,2022-09-17 04:33:33.196131,2022-09-17 04:33:40.450460,0 days 00:00:07.254329,0.12804843480927425,0.8155785618543289,1.1109848691253799,0.2077214226903872,10.0,10.0,148.0,1.2495681417528188,2.8870822968979963,0.741939240378745,COMPLETE
86,0.9997999755902415,2022-09-17 04:51:04.295200,2022-09-17 04:51:25.199108,0 days 00:00:20.903908,0.09312653394491924,0.923077017169755,2.3313145499735732,0.018737950629957607,9.0,2.0,488.0,0.43800977619430065,2.504451099958387,0.6172840441170236,COMPLETE
32,0.9997985968916787,2022-09-17 04:36:46.397663,2022-09-17 04:36:56.554978,0 days 00:00:10.157315,0.33652081104905285,0.6190734162951224,1.9534470559760606,0.12882824249410324,9.0,7.0,260.0,2.461933191779468,1.2680815986115386,0.41119535435232224,COMPLETE
36,0.9997966267151147,2022-09-17 04:37:23.285240,2022-09-17 04:37:32.839554,0 days 00:00:09.554314,0.3092905425338088,0.7818838122910232,1.6052972146670241,0.023822840906598346,7.0,4.0,296.0,2.2066248969678344,2.4704539095178264,0.3768887560065166,COMPLETE
90,0.9997943052914121,2022-09-17 04:52:29.945064,2022-09-17 04:52:47.278569,0 days 00:00:17.333505,0.07694933100806534,0.9204182502259007,2.1605322517026915,0.05047246964751339,9.0,3.0,428.0,0.5746339893189512,2.1826475388029616,0.7159967106749722,COMPLETE
33,0.999791948403204,2022-09-17 04:36:56.555240,2022-09-17 04:37:03.178137,0 days 00:00:06.622897,0.3997870608816595,0.7260465777159186,2.3681080556498086,0.1822289700690239,8.0,5.0,172.0,2.796854925603159,0.9814330489918253,0.528585640300174,COMPLETE
9,0.9997888067581837,2022-09-17 04:33:46.025227,2022-09-17 04:33:53.279983,0 days 00:00:07.254756,0.4716397396811754,0.9470509316866799,1.3718475352447772,0.2063698911144168,8.0,9.0,196.0,1.5734994864650425,1.5162416130628222,0.7062438048452659,COMPLETE
0,0.9997856678789827,2022-09-17 04:32:27.194877,2022-09-17 04:32:36.083680,0 days 00:00:08.888803,0.3271156917648639,0.9627715517013071,1.4766104186370823,0.29082396328267884,8.0,6.0,268.0,1.0035371206051504,2.7798854799584287,0.7319964822195231,COMPLETE
31,0.9997849194960395,2022-09-17 04:36:38.579942,2022-09-17 04:36:46.397402,0 days 00:00:07.817460,0.3729191780316097,0.5665738344688609,1.6530679090381164,0.0940837295672604,8.0,7.0,211.0,2.6099344372706175,1.1491591243680213,0.45580593281957793,COMPLETE
66,0.9997784543498475,2022-09-17 04:44:36.670439,2022-09-17 04:44:47.967428,0 days 00:00:11.296989,0.14215814701760623,0.8013804686079306,2.504476479945119,0.21270377417225206,9.0,2.0,441.0,1.8279191915053041,2.781558299250093,0.6562762088825873,COMPLETE
40,0.9997754729310836,2022-09-17 04:37:56.759230,2022-09-17 04:38:06.120240,0 days 00:00:09.361010,0.4975922557668971,0.5393990637963857,1.7147941270132672,0.2782578378420323,7.0,5.0,298.0,1.4955255500346276,0.011183303879355058,0.7149712657340623,COMPLETE
23,0.99977208893894,2022-09-17 04:35:47.685967,2022-09-17 04:35:58.170320,0 days 00:00:10.484353,0.4202464711413332,0.6657604676361812,1.1569625441161742,0.17960184520246564,9.0,8.0,252.0,2.340022893218884,1.1943792130806432,0.5732924656452706,COMPLETE
26,0.9997680438363532,2022-09-17 04:36:09.288964,2022-09-17 04:36:15.318759,0 days 00:00:06.029795,0.26755005515665425,0.8511015033027196,2.5183283317565754,0.13356263688021203,6.0,5.0,192.0,2.9960614222468362,0.9322978233052438,0.7461189787585274,COMPLETE
27,0.9997636692044093,2022-09-17 04:36:15.319022,2022-09-17 04:36:22.342771,0 days 00:00:07.023749,0.18111906403925918,0.75374404475329,2.0314621643341244,0.07959307497991197,6.0,3.0,223.0,1.7339798699639484,1.3388109128184233,0.6475673513376912,COMPLETE
2,0.9997622157473458,2022-09-17 04:32:47.317945,2022-09-17 04:33:01.294085,0 days 00:00:13.976140,0.4146261925781131,0.8937071318870502,0.2203924806766987,0.2044928655093923,9.0,10.0,369.0,0.011469180164271897,2.1818033769253873,0.3706435099444537,COMPLETE
59,0.9997618336794013,2022-09-17 04:42:40.310140,2022-09-17 04:42:50.412432,0 days 00:00:10.102292,0.17253703168098963,0.9271137053904436,2.658001061183196,0.24224218556146715,9.0,1.0,360.0,1.7582304184034148,2.8189072434544915,0.6644185304822743,COMPLETE
44,0.9997611912185639,2022-09-17 04:38:32.765744,2022-09-17 04:38:39.451100,0 days 00:00:06.685356,0.2409295097639721,0.7487772928449642,1.5254775884546312,0.14068348668583927,6.0,7.0,211.0,2.9866745753243356,0.7304362223567461,0.555532389656429,COMPLETE
18,0.9997569251025472,2022-09-17 04:35:10.107391,2022-09-17 04:35:18.480422,0 days 00:00:08.373031,0.4574637919876107,0.5735843789386574,2.257663022651927,0.05317698382263694,5.0,4.0,317.0,2.9035597303255267,0.9155851387319124,0.5329031535531756,COMPLETE
62,0.9997551644988524,2022-09-17 04:43:24.265367,2022-09-17 04:43:44.676730,0 days 00:00:20.411363,0.08539492376095503,0.8348229989147855,2.2852419023432753,0.021388726602452002,10.0,3.0,430.0,1.6342402080588867,2.842601298275556,0.6912753034829953,COMPLETE
63,0.9997471434038598,2022-09-17 04:43:44.677019,2022-09-17 04:44:01.033457,0 days 00:00:16.356438,0.20587910892512534,0.957876864048836,2.4014860866696632,0.007895898358171782,9.0,3.0,411.0,1.5432627165469892,2.7264717957178677,0.729729610326174,COMPLETE
28,0.999742311734988,2022-09-17 04:36:22.343008,2022-09-17 04:36:26.293574,0 days 00:00:03.950566,0.3114589415105087,0.69736001562703,2.551811871486405,0.13196714342504878,4.0,6.0,140.0,1.411655087079119,2.150214468384837,0.7085831176535894,COMPLETE
35,0.9997378589544998,2022-09-17 04:37:13.140573,2022-09-17 04:37:23.284986,0 days 00:00:10.144413,0.27666137344852926,0.6767182115812514,1.3131422646215338,0.023379123319101174,6.0,3.0,343.0,1.9864702878603226,0.011996194094538525,0.5783523866676381,COMPLETE
29,0.9997286304885321,2022-09-17 04:36:26.293815,2022-09-17 04:36:35.183894,0 days 00:00:08.890079,0.3359157300502288,0.9807172179160251,1.5862606419891656,0.29810208542389705,7.0,6.0,277.0,1.1291734673911396,0.5318988909479985,0.7120053627590784,COMPLETE
8,0.9997278664731495,2022-09-17 04:33:40.450691,2022-09-17 04:33:46.025003,0 days 00:00:05.574312,0.3006075292810877,0.8998604906957345,0.04894363327133466,0.2859587254256594,4.0,9.0,226.0,1.3259538502809876,2.3350598983132764,0.48140666816267924,COMPLETE
10,0.9997250130786463,2022-09-17 04:33:53.280241,2022-09-17 04:34:05.131304,0 days 00:00:11.851063,0.19422131484379623,0.7692226809159783,2.9757417983330576,0.22639079932005501,10.0,1.0,468.0,1.8873715315706177,1.4558057084984588,0.6032709754663821,COMPLETE
19,0.9997155367719519,2022-09-17 04:35:18.480679,2022-09-17 04:35:23.559873,0 days 00:00:05.079194,0.2507019490929544,0.7107250910697576,2.699430302218686,0.07444282937020803,6.0,2.0,153.0,2.3642498105274443,0.693700152120159,0.4443234425733521,COMPLETE
25,0.9997003256012849,2022-09-17 04:36:04.094610,2022-09-17 04:36:09.288709,0 days 00:00:05.194099,0.21518109500702828,0.7704477721932154,2.0886881115555145,0.18096138467615416,5.0,6.0,173.0,1.8012377580707524,1.7991457440973415,0.6882654093431883,COMPLETE
89,0.9996900617786971,2022-09-17 04:52:07.008669,2022-09-17 04:52:29.944663,0 days 00:00:22.935994,0.1736655237176227,0.891612700670993,2.075226669005505,0.0008645506499202517,10.0,2.0,477.0,0.23183052191771678,2.0321111257774276,0.707061529373623,COMPLETE
6,0.9996712931595436,2022-09-17 04:33:20.333003,2022-09-17 04:33:33.195861,0 days 00:00:12.862858,0.23125072555907478,0.7354804238671803,1.8258608689419886,0.1543602650098499,8.0,3.0,383.0,0.8418617085743956,0.8255309534193064,0.2594534056246398,COMPLETE
4,0.9996235386686835,2022-09-17 04:33:04.174577,2022-09-17 04:33:08.876767,0 days 00:00:04.702190,0.10583559834496511,0.8894705487925636,0.38529224829705666,0.1114014936177663,7.0,6.0,127.0,2.8611800217383725,2.70227552883505,0.5980432972579413,COMPLETE
1,0.9995977242687202,2022-09-17 04:32:36.083881,2022-09-17 04:32:47.317719,0 days 00:00:11.233838,0.06294210822562916,0.6951322102515336,2.330019049724471,0.10383646588710842,7.0,4.0,418.0,0.6847063540583737,0.27160582795185617,0.34623262366827245,COMPLETE
37,0.9995060820040127,2022-09-17 04:37:32.839838,2022-09-17 04:37:40.778703,0 days 00:00:07.938865,0.25988294732725187,0.7266026397688721,2.131119014097846,0.06231914610592117,3.0,4.0,392.0,0.3132787340514658,0.2872015287715479,0.6311349018202502,COMPLETE
30,0.9994938574261789,2022-09-17 04:36:35.184172,2022-09-17 04:36:38.579694,0 days 00:00:03.395522,0.45444254233735115,0.8534580566288588,1.2064929051797413,0.05122393749767229,5.0,8.0,105.0,2.1688082585796313,1.7456585331273318,0.6732552587568711,COMPLETE
51,0.9994505744471625,2022-09-17 04:40:19.090898,2022-09-17 04:40:40.952759,0 days 00:00:21.861861,0.14113415636490012,0.839802483901594,2.6172070766785804,0.00038053257215703296,10.0,5.0,438.0,2.4176352788984063,1.8800663041762935,0.7466905604213553,COMPLETE
79,0.9994399837835795,2022-09-17 04:48:42.527541,2022-09-17 04:49:04.616513,0 days 00:00:22.088972,0.244114748059028,0.989557876244666,2.3238311485492824,0.0012570193514362862,10.0,1.0,494.0,0.3344280389761834,2.109166354273097,0.6266242036485262,COMPLETE
43,0.9993653674897555,2022-09-17 04:38:25.757842,2022-09-17 04:38:32.765495,0 days 00:00:07.007653,0.0931018060146161,0.6536634057902508,2.4232916072344866,0.09544680726766652,9.0,8.0,161.0,2.568255281966255,0.45332542578494905,0.4712960661296947,COMPLETE
54,0.9992680248871538,2022-09-17 04:41:14.282605,2022-09-17 04:41:33.477086,0 days 00:00:19.194481,0.050140724725742325,0.8795852717172078,2.8114480019894668,0.01201437325846711,10.0,4.0,377.0,1.8843074880702226,2.888178004604024,0.6994863332032568,COMPLETE
38,0.9991155064944109,2022-09-17 04:37:40.778941,2022-09-17 04:37:52.632632,0 days 00:00:11.853691,0.23207525201903795,0.6884026447833574,0.4848598529421665,0.007753368902298691,7.0,2.0,343.0,1.7059928919035527,0.725285980841158,0.5676929875166703,COMPLETE
20,0.9983207506244709,2022-09-17 04:35:23.560140,2022-09-17 04:35:28.675401,0 days 00:00:05.115261,0.2879647172734478,0.5000782951722421,2.2199669036522307,0.039860554935075045,3.0,5.0,233.0,1.625059740289706,1.1935177537855342,0.5390490548229799,COMPLETE
39,0.9983191806005428,2022-09-17 04:37:52.633004,2022-09-17 04:37:56.758961,0 days 00:00:04.125957,0.18007255731462168,0.7912601587652557,0.9781366595002694,0.033045883478844275,5.0,10.0,121.0,1.973283208774944,2.062012076241981,0.5031781274746681,COMPLETE
5,0.9959858182023232,2022-09-17 04:33:08.876995,2022-09-17 04:33:20.332780,0 days 00:00:11.455785,0.14648135992415331,0.5220628731538625,1.4659942401304618,0.0008325669512393743,7.0,8.0,338.0,0.7777077574711834,0.3755870222275626,0.29088086496785415,COMPLETE
3,0.9509877529653253,2022-09-17 04:33:01.294330,2022-09-17 04:33:04.174360,0 days 00:00:02.880030,0.06288509965117499,0.5840532251194341,0.22725403797215427,0.014355412580238524,4.0,9.0,103.0,0.20484909878608193,0.1755150577908695,0.4326675040949513,COMPLETE
99,,2022-09-17 04:55:36.800396,,,,,,,,,,,,,RUNNING
