iteration,f1_weighted,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,state
71,0.9929004018393479,2022-09-17 03:38:43.525601,2022-09-17 03:39:05.406020,0 days 00:00:21.880419,0.4864710087836885,0.5498467743203572,1.12969623561189,0.19134047279967198,7,5,439,1.3636084699399456,1.70787382798864,0.7325248475887562,COMPLETE
75,0.9928805462001026,2022-09-17 03:40:06.352728,2022-09-17 03:40:32.286701,0 days 00:00:25.933973,0.4561647927284612,0.5535546781350712,0.8886427174155356,0.16247055811904879,8,6,468,0.550344331146385,1.2295141322739798,0.7369172900859292,COMPLETE
44,0.9928805440040198,2022-09-17 03:29:43.927834,2022-09-17 03:30:14.616679,0 days 00:00:30.688845,0.47166343053110693,0.5747652292265598,1.5611731112948501,0.15131390173241635,10,2,395,2.639386376565829,1.5281619448242931,0.7375814714319293,COMPLETE
35,0.992865655249719,2022-09-17 03:26:12.340948,2022-09-17 03:26:32.407056,0 days 00:00:20.066108,0.46366521775924313,0.5398701468890558,2.3446729316453885,0.21388317780892083,10,1,401,2.3686658126739575,1.0346548690789783,0.6882645212950794,COMPLETE
61,0.992862339554723,2022-09-17 03:35:26.689823,2022-09-17 03:35:47.728005,0 days 00:00:21.038182,0.4797224332381868,0.5863466893642143,1.2567263127861295,0.1636605289543282,7,3,437,1.150442952414394,1.554111796168788,0.7349249935392368,COMPLETE
76,0.9928557179145424,2022-09-17 03:40:32.287017,2022-09-17 03:40:59.472173,0 days 00:00:27.185156,0.46133410334489366,0.5375833204775515,0.8261009396815264,0.1429201341846258,8,6,473,0.44509002354168015,1.2324923439484814,0.7359671557059106,COMPLETE
97,0.9928474713906985,2022-09-17 03:49:08.598708,2022-09-17 03:49:35.338231,0 days 00:00:26.739523,0.4744121183162152,0.7556643022484929,0.7407715150097469,0.21978724623798634,8,6,451,1.686915847826005,1.97398920067896,0.6768183678999424,COMPLETE
64,0.9928424876853655,2022-09-17 03:36:29.006534,2022-09-17 03:36:49.812155,0 days 00:00:20.805621,0.48599192689313364,0.5672056921702945,1.1631082501839956,0.18882828140083563,7,5,439,1.0699917799744187,1.6011071999790967,0.730132713075094,COMPLETE
86,0.9928424860985523,2022-09-17 03:44:30.722770,2022-09-17 03:44:57.448457,0 days 00:00:26.725687,0.42143234402662205,0.5939016709440784,1.3782082469968175,0.1447055576826933,8,6,474,0.24104997797274166,1.228319796639182,0.7009932192482534,COMPLETE
93,0.9928408342604678,2022-09-17 03:47:29.824738,2022-09-17 03:47:57.337222,0 days 00:00:27.512484,0.4517330934707403,0.6038747094682799,1.2646981689479135,0.15014503999288664,8,5,488,0.6626876131959698,1.8156794054038867,0.7233542057040974,COMPLETE
