iteration,recall,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,state
257,1.0,2022-09-19 05:25:57.076988,2022-09-19 05:26:41.526739,0 days 00:00:44.449751,0.5866493619162264,0.8677738415066185,0.1544383561469392,0.28737469927458575,15,6,670,1.8546892317069346,1.6043119762032496,0.7645432787883444,COMPLETE
109,1.0,2022-09-19 03:30:38.026585,2022-09-19 03:31:30.017500,0 days 00:00:51.990915,0.45334933502244346,0.8762741705274016,0.013689509148484538,0.19822754462896544,14,2,529,1.7356173590591997,1.6418545491951886,0.7960761645853902,COMPLETE
110,1.0,2022-09-19 03:31:30.017914,2022-09-19 03:32:28.665878,0 days 00:00:58.647964,0.3161631996729003,0.8742552718617452,0.017090335176661905,0.20295287322553013,14,2,643,1.9829162702821699,1.6434219205633975,0.7304479595320355,COMPLETE
111,1.0,2022-09-19 03:32:28.666328,2022-09-19 03:33:15.434938,0 days 00:00:46.768610,0.32298737420731216,0.911613315664505,0.07387315550199933,0.2242654256371923,14,2,528,0.9534794266012505,1.4406792469378655,0.7832133089994242,COMPLETE
112,1.0,2022-09-19 03:33:15.435260,2022-09-19 03:34:03.734675,0 days 00:00:48.299415,0.31943998649765715,0.8602980017998106,0.07307086155429121,0.23662570978647682,15,2,550,0.963107518890333,1.3999159041558558,0.784094142273534,COMPLETE
113,1.0,2022-09-19 03:34:03.735032,2022-09-19 03:34:50.675441,0 days 00:00:46.940409,0.346387219767613,0.83790655452235,0.1069862243172576,0.28760396498663116,15,4,651,1.2741841807643515,1.3324157381592643,0.6576197800327787,COMPLETE
230,1.0,2022-09-19 05:03:28.258517,2022-09-19 05:04:12.695756,0 days 00:00:44.437239,0.3123239129249879,0.8274643343093604,0.20883884728979907,0.27484866417361803,15,4,660,1.5561394721228816,1.35242837205281,0.6317247717690533,COMPLETE
115,1.0,2022-09-19 03:35:36.882710,2022-09-19 03:36:26.448443,0 days 00:00:49.565733,0.5746889033890848,0.8199385191807808,0.08864962086999856,0.28545878044597583,15,5,667,1.1496589932282697,1.3491870988514243,0.646155828733319,COMPLETE
116,1.0,2022-09-19 03:36:26.448962,2022-09-19 03:37:11.532969,0 days 00:00:45.084007,0.5808455144180968,0.9014170092002609,0.21501851527587823,0.2838816697336212,15,5,699,1.059245519340451,1.3484745855453826,0.6400474690194042,COMPLETE
119,1.0,2022-09-19 03:38:40.439402,2022-09-19 03:39:32.126965,0 days 00:00:51.687563,0.555626431687933,0.921533848659216,0.05317105331543259,0.29409434316643,15,8,690,1.523460583096501,1.4166104155730534,0.6683346182068536,COMPLETE
251,1.0,2022-09-19 05:21:17.578922,2022-09-19 05:22:06.954402,0 days 00:00:49.375480,0.4730507951517915,0.8527886143335704,0.02394183542685177,0.29014133305457107,12,2,656,0.9733603050055756,2.1739941316506814,0.6511817088320879,COMPLETE
254,1.0,2022-09-19 05:23:49.609683,2022-09-19 05:24:35.946129,0 days 00:00:46.336446,0.3728038607755938,0.925411229378854,0.11348988682679814,0.27841885098424496,15,1,621,1.574594029390627,1.3274394609869482,0.6978375256403698,COMPLETE
124,1.0,2022-09-19 03:42:06.352652,2022-09-19 03:43:04.749078,0 days 00:00:58.396426,0.4850789287260094,0.8708161265920684,0.0050084484550990405,0.1904674127798971,14,3,636,2.0188482220076995,1.9026351862496167,0.797575003789684,COMPLETE
125,1.0,2022-09-19 03:43:04.749522,2022-09-19 03:43:41.945778,0 days 00:00:37.196256,0.5727236133438585,0.9014456188068777,0.008671427298383484,0.2972437378481103,15,6,420,1.5264909781946983,1.455013843987251,0.7553301186770744,COMPLETE
127,1.0,2022-09-19 03:44:17.277708,2022-09-19 03:45:05.095948,0 days 00:00:47.818240,0.5406006578322391,0.7794693830173154,0.09639259207159669,0.2887817569922379,15,4,655,2.173805488536243,1.3141024360484068,0.6611046744689347,COMPLETE
128,1.0,2022-09-19 03:45:05.096490,2022-09-19 03:45:54.470627,0 days 00:00:49.374137,0.5432199507729284,0.7645892570437673,0.0959064414896465,0.28722824155977306,15,4,671,2.1446293519351367,1.3504750671037724,0.6508097196989656,COMPLETE
252,1.0,2022-09-19 05:22:06.955029,2022-09-19 05:23:00.885859,0 days 00:00:53.930830,0.4661121905595797,0.8021741827653835,0.0347579243849538,0.25907154428319834,14,5,692,1.3967666516205732,2.3905640014452523,0.7536499253569879,COMPLETE
130,1.0,2022-09-19 03:46:08.432738,2022-09-19 03:46:50.760410,0 days 00:00:42.327672,0.4777512781781452,0.9551741598210319,0.0656676116641621,0.23279671997254528,15,2,409,1.746408066996426,1.4653563075038527,0.6860740606230274,COMPLETE
131,1.0,2022-09-19 03:46:50.760938,2022-09-19 03:47:44.095749,0 days 00:00:53.334811,0.5214188807958273,0.789550033573599,0.05296922779775966,0.2672290414025642,15,4,680,1.6259151337127364,1.3948419009773223,0.6746596924232707,COMPLETE
133,1.0,2022-09-19 03:48:20.443823,2022-09-19 03:49:06.421305,0 days 00:00:45.977482,0.31613462363409633,0.8610861789913996,0.11835011483514858,0.20216515678289643,14,2,518,0.9641195643399757,1.6505921818216698,0.7398427962236225,COMPLETE
134,1.0,2022-09-19 03:49:06.421687,2022-09-19 03:49:52.958800,0 days 00:00:46.537113,0.45078423668813744,0.91452014636659,0.033975643761728645,0.21597960935597635,13,2,540,2.323140349012439,1.4715375623940044,0.7779469039791115,COMPLETE
168,1.0,2022-09-19 04:14:52.896877,2022-09-19 04:15:43.650159,0 days 00:00:50.753282,0.5117176245768214,0.9101328518711292,0.09219911374496448,0.25966285411817336,14,1,651,2.098599438174255,1.4231986899781506,0.6912336485313773,COMPLETE
242,1.0,2022-09-19 05:13:25.892341,2022-09-19 05:14:20.300188,0 days 00:00:54.407847,0.5957092953974363,0.7767331816180478,0.08666946422899888,0.22699912021205626,15,4,678,1.2015613986495077,1.3072281190684167,0.6779054785098222,COMPLETE
170,1.0,2022-09-19 04:16:26.283816,2022-09-19 04:17:20.007071,0 days 00:00:53.723255,0.5612208384955231,0.9201992020568912,0.050717380724394745,0.2786179345550159,15,3,665,2.092131174679388,1.4048332854876497,0.7339935270572753,COMPLETE
214,1.0,2022-09-19 04:50:54.023621,2022-09-19 04:51:57.192495,0 days 00:01:03.168874,0.5070223073805474,0.7550249027632091,0.0016918740956185022,0.1717571019410821,15,3,632,2.155762387615256,2.0414274006673403,0.6729673801800161,COMPLETE
203,1.0,2022-09-19 04:42:09.390079,2022-09-19 04:43:02.859295,0 days 00:00:53.469216,0.5655116194702848,0.7732764914311105,0.08465792412950733,0.23053505010675493,15,4,667,1.0720357254087203,1.32412845612448,0.658752602352448,COMPLETE
204,1.0,2022-09-19 04:43:02.859727,2022-09-19 04:43:49.178150,0 days 00:00:46.318423,0.5962652405533229,0.7788817791820183,0.11468785171559297,0.2844418407693164,15,4,636,1.1552768596696126,1.3018845770070915,0.6766033561699789,COMPLETE
205,1.0,2022-09-19 04:43:49.178739,2022-09-19 04:44:39.239996,0 days 00:00:50.061257,0.5718296141716678,0.7593617105631363,0.06654136352835935,0.2986912957768706,15,4,675,1.05334844071525,1.3317057157324632,0.6532634924638618,COMPLETE
206,1.0,2022-09-19 04:44:39.240402,2022-09-19 04:45:30.058408,0 days 00:00:50.818006,0.5752089279816797,0.7656895181819281,0.10859538220394806,0.2346027795445863,15,3,633,1.6011269379137312,1.3225546265683477,0.6721965988560392,COMPLETE
234,1.0,2022-09-19 05:06:40.457379,2022-09-19 05:07:31.076268,0 days 00:00:50.618889,0.46195320651968613,0.9258968788934699,0.043870061493543465,0.26607976945927153,13,1,633,2.126456922206447,2.369220196617198,0.7896801891793205,COMPLETE
208,1.0,2022-09-19 04:46:06.183499,2022-09-19 04:46:58.260587,0 days 00:00:52.077088,0.354596256200942,0.919646751021557,0.05101647837775276,0.2543120624975504,14,1,614,2.068250453320468,2.2104215511388,0.7959249167321241,COMPLETE
209,1.0,2022-09-19 04:46:58.260991,2022-09-19 04:47:57.891603,0 days 00:00:59.630612,0.5554689071503635,0.8172860199424317,0.07842981846341279,0.17780507975103943,15,3,653,1.4353949921548992,1.9714706061710423,0.6683578781084899,COMPLETE
210,1.0,2022-09-19 04:47:57.892079,2022-09-19 04:48:47.998139,0 days 00:00:50.106060,0.5510273674265567,0.7876181625449851,0.062144574834907776,0.2774301606003003,15,3,644,1.5602437421407374,1.4608656574140477,0.7375737013323128,COMPLETE
233,1.0,2022-09-19 05:05:57.000658,2022-09-19 05:06:40.456803,0 days 00:00:43.456145,0.47443344462528797,0.9390692567699034,0.031216794590302223,0.270977954802742,13,2,523,2.1499142710649886,1.435867787082892,0.7497627716145938,COMPLETE
213,1.0,2022-09-19 04:50:14.668879,2022-09-19 04:50:54.023097,0 days 00:00:39.354218,0.5014694922970891,0.8843703743228297,0.04635952393271986,0.26695347660815,14,3,437,2.1861737637718712,2.342511791455444,0.7440028476668863,COMPLETE
215,1.0,2022-09-19 04:51:57.193034,2022-09-19 04:53:01.048791,0 days 00:01:03.855757,0.5496992766446068,0.8085727091921586,0.054256933064527606,0.17980684033392275,15,3,700,1.495917135215195,2.0273434342013594,0.6647209713648995,COMPLETE
201,1.0,2022-09-19 04:40:29.597396,2022-09-19 04:41:17.311150,0 days 00:00:47.713754,0.4766083192361124,0.8771777810217305,0.07460136756289455,0.20510959429602751,14,2,523,0.955594838465494,1.5080546392249576,0.7868964482543496,COMPLETE
216,1.0,2022-09-19 04:53:01.049179,2022-09-19 04:53:41.703424,0 days 00:00:40.654245,0.4880359522378021,0.7708655597710744,0.0014609769017834562,0.29648572368061865,15,3,407,1.6835409215131922,2.003783211735298,0.7658780520480046,COMPLETE
217,1.0,2022-09-19 04:53:41.703837,2022-09-19 04:54:25.610292,0 days 00:00:43.906455,0.3053502789359319,0.8368352576839833,0.14492857095365255,0.2934410448449261,14,6,686,1.1440954644163608,2.0034331208057443,0.770515922480065,COMPLETE
218,1.0,2022-09-19 04:54:25.610934,2022-09-19 04:55:08.125954,0 days 00:00:42.515020,0.5797250641778893,0.8247648444418851,0.1653735907127712,0.2927024449240347,13,6,693,1.140674679147862,2.0654220926634173,0.7696745275946819,COMPLETE
220,1.0,2022-09-19 04:55:55.996536,2022-09-19 04:56:37.817847,0 days 00:00:41.821311,0.5233572918383119,0.8894716722056527,0.03119490851620641,0.2899395269895618,15,2,436,2.2289524067893876,1.4857887616843966,0.7530832458634874,COMPLETE
221,1.0,2022-09-19 04:56:37.818260,2022-09-19 04:57:26.422165,0 days 00:00:48.603905,0.47811513623796165,0.8687142935657588,0.024361465995687222,0.26686427401640495,13,3,621,2.1075657127735106,1.7102286628125711,0.7263721471183221,COMPLETE
232,1.0,2022-09-19 05:05:04.139478,2022-09-19 05:05:57.000068,0 days 00:00:52.860590,0.4632091154433527,0.8822321527232561,0.06648394401943769,0.23959727288402527,13,1,646,1.1011114332084706,2.352386612938087,0.7345120518511652,COMPLETE
231,1.0,2022-09-19 05:04:12.696411,2022-09-19 05:05:04.138965,0 days 00:00:51.442554,0.4910775647285836,0.9312073787926279,0.040503363546258525,0.26840793879663233,13,2,657,2.1132185580833505,2.3184277874497714,0.619725100658322,COMPLETE
224,1.0,2022-09-19 04:58:51.219715,2022-09-19 04:59:40.387173,0 days 00:00:49.167458,0.5738940565526934,0.7608574838320462,0.09144901702455005,0.2840274828766651,15,4,672,1.0475637854091167,1.338275123573066,0.6867146181947547,COMPLETE
226,1.0,2022-09-19 05:00:22.929695,2022-09-19 05:01:14.890250,0 days 00:00:51.960555,0.41294312878271255,0.9142916110881352,0.016533442483300916,0.2630956843490665,13,1,613,2.0191230147727635,1.4070739117017101,0.7140469006355865,COMPLETE
227,1.0,2022-09-19 05:01:14.890680,2022-09-19 05:01:56.728683,0 days 00:00:41.838003,0.3289486599715341,0.837291949367037,0.0994983121222518,0.2992855836687782,12,3,625,1.3242135451727504,2.340938794625513,0.7466811636305385,COMPLETE
202,1.0,2022-09-19 04:41:17.311676,2022-09-19 04:42:09.389606,0 days 00:00:52.077930,0.31662781358294656,0.7705406184162663,0.0968077875389044,0.2336659608764206,15,4,680,1.0965286049521399,1.3077899931515047,0.7301752885497927,COMPLETE
235,1.0,2022-09-19 05:07:31.076854,2022-09-19 05:08:21.955927,0 days 00:00:50.879073,0.48167104823722207,0.9425833646523841,0.05280688243215509,0.2570453292587184,13,1,619,1.9456797061308266,2.3024637142852815,0.7039803472543746,COMPLETE
172,1.0,2022-09-19 04:18:06.673736,2022-09-19 04:18:59.332354,0 days 00:00:52.658618,0.470018456615788,0.8133934077195049,0.06416354112265511,0.21915390366404622,14,5,678,1.0445422744694732,1.3420470495807841,0.6526684773706062,COMPLETE
183,1.0,2022-09-19 04:26:24.233719,2022-09-19 04:27:15.348003,0 days 00:00:51.114284,0.46402013113179497,0.9263585983928821,0.08621084134033205,0.2592571025618033,15,1,619,2.041564388420722,2.430889754336729,0.760086240318163,COMPLETE
173,1.0,2022-09-19 04:18:59.332827,2022-09-19 04:19:50.501243,0 days 00:00:51.168416,0.3471574035939645,0.8412068004061778,0.07266859560500394,0.24387059742783534,15,5,626,1.0335950523024189,2.3894967599745103,0.6411291345082604,COMPLETE
241,1.0,2022-09-19 05:12:33.965744,2022-09-19 05:13:25.891637,0 days 00:00:51.925893,0.5624157564577883,0.7744442709363115,0.09090256801093587,0.22557251868060818,15,4,680,1.090362193636347,1.4353857469862508,0.7992643905987951,COMPLETE
175,1.0,2022-09-19 04:20:30.950686,2022-09-19 04:21:13.146207,0 days 00:00:42.195521,0.5692426171010312,0.8012307461271108,0.24187747157365536,0.22758931335896873,15,4,603,1.737781803636521,1.3193326265580525,0.7158869606480608,COMPLETE
176,1.0,2022-09-19 04:21:13.146781,2022-09-19 04:22:06.178369,0 days 00:00:53.031588,0.31567482219833665,0.8333055823024228,0.11240450328957845,0.198412406378518,14,5,688,1.2190416686408494,2.4187067934606805,0.7790551623984504,COMPLETE
177,1.0,2022-09-19 04:22:06.178791,2022-09-19 04:22:50.791003,0 days 00:00:44.612212,0.5694574291441103,0.8361844293075299,0.14877806612117933,0.292957633982002,14,4,683,1.7152908502865596,1.5769806765146377,0.7102857054707571,COMPLETE
178,1.0,2022-09-19 04:22:50.791522,2022-09-19 04:23:42.182733,0 days 00:00:51.391211,0.49738642910059216,0.8840450239568363,0.06195907816226088,0.295108274641989,15,4,685,1.9105765603226632,2.4026024434377606,0.7502646300737886,COMPLETE
179,1.0,2022-09-19 04:23:42.183280,2022-09-19 04:24:27.481750,0 days 00:00:45.298470,0.5789281573619576,0.872953978181532,0.1746717380005591,0.28251669119763245,15,6,695,1.1246317032929176,1.3580442551771577,0.6691936451777698,COMPLETE
180,1.0,2022-09-19 04:24:27.482188,2022-09-19 04:25:14.898953,0 days 00:00:47.416765,0.5827844603905771,0.8688827819125678,0.1648785392171246,0.2858377992839551,15,6,697,1.0868823745873477,1.882108373542199,0.6681599429978697,COMPLETE
240,1.0,2022-09-19 05:11:40.883305,2022-09-19 05:12:33.965160,0 days 00:00:53.081855,0.5624221345444957,0.922737666910703,0.05289882186487613,0.27291078090907966,14,1,648,2.036442744397241,1.4107976542903748,0.751046605329858,COMPLETE
239,1.0,2022-09-19 05:10:42.161662,2022-09-19 05:11:40.882848,0 days 00:00:58.721186,0.4415756596029465,0.9549966565659271,0.016392405666534028,0.24825118799342907,15,2,652,1.1707901148834259,1.4523403848816674,0.797539573892231,COMPLETE
184,1.0,2022-09-19 04:27:15.348628,2022-09-19 04:28:08.364884,0 days 00:00:53.016256,0.36355566269907313,0.8988934547427586,0.006687323757590347,0.2881298829831035,15,5,666,1.492215706440197,1.3288827856678596,0.6588112346460352,COMPLETE
198,1.0,2022-09-19 04:38:25.771784,2022-09-19 04:39:11.570960,0 days 00:00:45.799176,0.44024195122140336,0.8566117022630548,0.13168921443515968,0.23801896904017425,13,2,650,1.2277008770422602,2.1552173229382077,0.7754608710421286,COMPLETE
186,1.0,2022-09-19 04:28:58.494595,2022-09-19 04:29:46.337407,0 days 00:00:47.842812,0.4346408785016458,0.7674313146488378,0.09961969514753438,0.28891459232424377,15,4,656,2.2702952716131333,1.3096249914085107,0.6776694589748028,COMPLETE
188,1.0,2022-09-19 04:30:28.972002,2022-09-19 04:31:07.394948,0 days 00:00:38.422946,0.5356132610515653,0.7619355284883371,0.05643081230086356,0.27539174933590604,15,5,444,1.547465863786464,1.412445975662033,0.6428763159762096,COMPLETE
189,1.0,2022-09-19 04:31:07.395540,2022-09-19 04:31:56.112265,0 days 00:00:48.716725,0.5578664647338294,0.8241659864719736,0.1003752258155859,0.2922238648215108,15,4,670,1.42911993518708,1.3568602826314462,0.6560960593152951,COMPLETE
191,1.0,2022-09-19 04:32:33.409195,2022-09-19 04:33:21.893885,0 days 00:00:48.484690,0.48378263624880247,0.9044104006770439,0.030110403459822622,0.2147785246620232,14,1,465,1.8522479128158826,1.384439919323063,0.7634133105345041,COMPLETE
192,1.0,2022-09-19 04:33:21.894242,2022-09-19 04:34:24.309174,0 days 00:01:02.414932,0.5423360290051875,0.7962796319828411,0.009487750889583178,0.18830531177256846,15,4,691,1.3148353677186522,1.6574472763024939,0.6541844193388537,COMPLETE
236,1.0,2022-09-19 05:08:21.956439,2022-09-19 05:09:22.653446,0 days 00:01:00.697007,0.45734208482335253,0.9479661349578969,0.018567245695362746,0.2447818531070793,14,1,630,1.0164625392597098,2.445220897846971,0.7079642513307832,COMPLETE
194,1.0,2022-09-19 04:35:04.590772,2022-09-19 04:35:46.898578,0 days 00:00:42.307806,0.4588300613423762,0.9396268231613848,0.04949272799043439,0.25035542033409086,14,1,421,1.9757354062244665,2.287258284925851,0.7927453718421489,COMPLETE
195,1.0,2022-09-19 04:35:46.898969,2022-09-19 04:36:34.361000,0 days 00:00:47.462031,0.45251127488453363,0.9526913829246122,0.02578440680928437,0.2506863122868306,14,2,516,1.993599449139378,2.2555883239192296,0.7964817709740527,COMPLETE
196,1.0,2022-09-19 04:36:34.361490,2022-09-19 04:37:33.262781,0 days 00:00:58.901291,0.4536296411544682,0.9543781922924974,0.022124601369189173,0.2007641202140301,14,2,638,1.981506951899763,2.221179350810038,0.7995078127837311,COMPLETE
197,1.0,2022-09-19 04:37:33.263260,2022-09-19 04:38:25.771191,0 days 00:00:52.507931,0.4420423403119552,0.8588876200233354,0.025280631473270122,0.2465869051385347,13,2,650,1.9904189330964366,2.16282678379857,0.7771636862135176,COMPLETE
106,1.0,2022-09-19 03:28:17.256875,2022-09-19 03:29:03.190738,0 days 00:00:45.933863,0.4692208682914341,0.9160177913987269,0.04141418229842714,0.24759854407450668,13,1,529,2.1916533642702003,1.4903319315304737,0.7771485765633247,COMPLETE
114,1.0,2022-09-19 03:34:50.675960,2022-09-19 03:35:36.882302,0 days 00:00:46.206342,0.3436357481473283,0.830900214714468,0.13344306042283857,0.29178392675259535,15,4,664,1.1639866218020865,1.3346188252912117,0.6540757840432853,COMPLETE
228,1.0,2022-09-19 05:01:56.729133,2022-09-19 05:02:45.214569,0 days 00:00:48.485436,0.5450009199684503,0.8303844712136065,0.06862132466917399,0.23142238629572137,13,4,635,1.2551634863171834,1.477750161930867,0.6348286767335924,COMPLETE
266,1.0,2022-09-19 05:32:59.969708,2022-09-19 05:33:48.338018,0 days 00:00:48.368310,0.36158407476640986,0.8186111117343915,0.10481629319345014,0.2881791424706585,15,7,666,1.52186099025739,1.3707802164957859,0.6482670705661887,COMPLETE
58,1.0,2022-09-19 02:52:34.113818,2022-09-19 02:53:32.510617,0 days 00:00:58.396799,0.4478784467300293,0.9050810504496073,0.0018996731170432268,0.22253028841719666,15,2,585,2.324640910019381,1.3640979934262707,0.7542447284607737,COMPLETE
