iteration,f1_weighted,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,state
83,0.9986102512835965,2022-09-17 00:15:23.955670,2022-09-17 00:15:51.090744,0 days 00:00:27.135074,0.43445110708689855,0.9511431466512609,0.08275055914474287,0.2912951757397749,10.0,1.0,492.0,0.527734348601889,1.480131608604455,0.6567307712043776,COMPLETE
93,0.9985142923181856,2022-09-17 00:19:03.761764,2022-09-17 00:19:30.750185,0 days 00:00:26.988421,0.41610410554114297,0.9353953903567974,0.03688941147278053,0.2949252310073495,10.0,1.0,473.0,1.0394793274261263,1.1926168630259524,0.6596850751809681,COMPLETE
92,0.9984778941559511,2022-09-17 00:18:36.839231,2022-09-17 00:19:03.761302,0 days 00:00:26.922071,0.43457302604576764,0.9107642246188555,0.05825418641901467,0.2928590538644681,10.0,1.0,475.0,1.0469561464228452,1.2450822511621884,0.660934707641956,COMPLETE
51,0.998471276347556,2022-09-17 00:03:48.600152,2022-09-17 00:04:17.144417,0 days 00:00:28.544265,0.4959631448757702,0.9037974005986332,0.05853721179284495,0.26277442757534364,10.0,1.0,499.0,1.449336496312795,0.43686065629103044,0.5989264901671502,COMPLETE
91,0.998446459017278,2022-09-17 00:18:09.694712,2022-09-17 00:18:36.838878,0 days 00:00:27.144166,0.43098967143138034,0.9387858549653768,0.051349150333307655,0.2942987297107943,10.0,1.0,475.0,1.0674725518881107,1.2412525490859867,0.6648212493280378,COMPLETE
72,0.9984448048764971,2022-09-17 00:11:23.714219,2022-09-17 00:11:49.700514,0 days 00:00:25.986295,0.48515352939770745,0.8883384582926211,0.06961173220719924,0.28253618068009806,10.0,1.0,465.0,1.3829230790773175,0.5109077742179144,0.653799621547722,COMPLETE
87,0.9984133704031196,2022-09-17 00:16:52.063280,2022-09-17 00:17:17.409605,0 days 00:00:25.346325,0.4298431962459136,0.9521218191038089,0.08314503552121966,0.29903256305434534,10.0,1.0,457.0,0.5457903789741452,1.7904408146684982,0.6354501626445193,COMPLETE
71,0.9983571184240283,2022-09-17 00:10:56.138436,2022-09-17 00:11:23.713817,0 days 00:00:27.575381,0.48800587519576416,0.8893146869248066,0.09604229918895095,0.28211106126803626,10.0,1.0,488.0,1.3927348565147892,1.5934443365923994,0.6041793904245385,COMPLETE
52,0.9982909402911937,2022-09-17 00:04:17.144683,2022-09-17 00:04:45.734171,0 days 00:00:28.589488,0.4926107557568513,0.858241576563522,0.0834211670318962,0.2618480430873238,10.0,1.0,500.0,1.3880159587003154,1.3532002887892822,0.5864505913132114,COMPLETE
84,0.9982396512010745,2022-09-17 00:15:51.091045,2022-09-17 00:16:17.562564,0 days 00:00:26.471519,0.4281808345893934,0.9490342540879219,0.09755874276599727,0.2911783039870106,10.0,2.0,492.0,1.2198283613687826,1.495283794968179,0.6538557463731017,COMPLETE
