iteration,f1_weighted,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,state
191,0.999247220735666,2022-09-17 23:42:18.359414,2022-09-17 23:43:16.500515,0 days 00:00:58.141101,0.5774439932010007,0.8416926592684433,0.04087059120394826,0.15906588784061876,15,1,491,0.5297264561831198,1.4839744523445213,0.7604888319527146,COMPLETE
258,0.9992422573545652,2022-09-18 00:45:11.098517,2022-09-18 00:46:14.684968,0 days 00:01:03.586451,0.4887593792060686,0.8285212631008069,0.05636839078865581,0.1301373569190644,15,1,526,0.8320030998741507,1.6006538851018488,0.7953524713560135,COMPLETE
242,0.9992372939625034,2022-09-18 00:28:52.299674,2022-09-18 00:29:56.528316,0 days 00:01:04.228642,0.5180161684986777,0.8217363567569725,0.022923398766605704,0.14327612226009664,15,1,525,0.7652506054352939,1.5393467442716173,0.8124399589009822,COMPLETE
197,0.999235639495564,2022-09-17 23:47:29.801421,2022-09-17 23:48:24.287870,0 days 00:00:54.486449,0.541170675461117,0.8440437173146786,0.0597440541153676,0.16322162398409287,15,1,489,0.5570638365122034,1.5122909213043327,0.8117020445340828,COMPLETE
278,0.9992306761226988,2022-09-18 01:04:14.356666,2022-09-18 01:05:18.247899,0 days 00:01:03.891233,0.507059118463137,0.8369837686962609,0.02044276770388134,0.14620653470486117,15,1,538,0.9198565288790246,0.825317635456905,0.8272056238320044,COMPLETE
107,0.9992273671885631,2022-09-17 22:37:40.954981,2022-09-17 22:38:31.922796,0 days 00:00:50.967815,0.5908720540466618,0.8695022553105488,0.04106853080481133,0.21315002099157035,15,1,492,0.5382696946815564,1.3374015063198592,0.763266719971123,COMPLETE
239,0.9992257127357663,2022-09-18 00:25:37.067215,2022-09-18 00:26:42.306420,0 days 00:01:05.239205,0.5100048888945434,0.8276894015815893,0.021193820392022406,0.14478947914323648,15,1,527,0.7766234339857174,1.5859862989835414,0.8129622253138822,COMPLETE
183,0.9992257127300269,2022-09-17 23:35:13.145832,2022-09-17 23:36:07.937984,0 days 00:00:54.792152,0.550230598196355,0.8518822903227894,0.04947459172999885,0.1680931215492807,15,1,489,0.5499658517081838,1.4065896301881866,0.7178871660457776,COMPLETE
275,0.9992224038129601,2022-09-18 01:01:12.936237,2022-09-18 01:02:16.735188,0 days 00:01:03.798951,0.516509889860009,0.8193548775047099,0.020571663758000135,0.14834204456322087,15,1,545,0.858406667364498,0.8239084675490648,0.8196457000827725,COMPLETE
288,0.9992224038042379,2022-09-18 01:12:42.594090,2022-09-18 01:13:43.232129,0 days 00:01:00.638039,0.5146458542894183,0.826865737716084,0.04784885312975441,0.14817533324950424,15,1,523,0.7984182779663221,1.6099470269273624,0.8032906176587663,COMPLETE
205,0.9992207493713999,2022-09-17 23:54:39.151935,2022-09-17 23:55:26.030673,0 days 00:00:46.878738,0.5172212475864303,0.8440966615068055,0.11970652193372171,0.16796146160716255,15,1,493,0.6310659640727156,1.4911367995712868,0.8170375275787948,COMPLETE
237,0.9992190948987695,2022-09-18 00:23:33.989744,2022-09-18 00:24:38.470894,0 days 00:01:04.481150,0.5075201344025146,0.821834356185867,0.020700020161093968,0.14498594251207358,15,1,517,0.7692310192941517,1.5983215615447997,0.803949635270926,COMPLETE
262,0.9992190948901125,2022-09-18 00:48:06.270126,2022-09-18 00:49:09.343572,0 days 00:01:03.073446,0.5269244649904015,0.8184256732187257,0.020286324459886367,0.15001936598724644,15,1,521,0.7771767156289927,1.5962715929585984,0.807880750992875,COMPLETE
271,0.9992190948783305,2022-09-18 00:57:09.397647,2022-09-18 00:58:12.482693,0 days 00:01:03.085046,0.5178182771399105,0.818604680338484,0.040428754458061815,0.13588270144052741,15,1,532,0.8951631277740602,0.7748168737231738,0.8223226929556746,COMPLETE
184,0.9992190948753422,2022-09-17 23:36:07.938456,2022-09-17 23:37:01.297401,0 days 00:00:53.358945,0.5524348841472535,0.8541581001985661,0.06382185163546675,0.16578570175542773,15,1,489,0.5435402709149144,1.4393116405672313,0.7246432466100368,COMPLETE
222,0.9992174404198177,2022-09-18 00:08:22.353672,2022-09-18 00:09:21.281766,0 days 00:00:58.928094,0.5024612055020786,0.8421531669923499,0.05499755291130346,0.14686201126098677,15,1,489,0.7594443419753604,1.558557532896545,0.8101721924433207,COMPLETE
219,0.9992157859672233,2022-09-18 00:05:36.375313,2022-09-18 00:06:31.430576,0 days 00:00:55.055263,0.5188639779218216,0.8476922613833442,0.09533427664780848,0.14744373658850024,15,1,496,0.727115065735371,1.6037002539961485,0.8156134037950155,COMPLETE
102,0.9992157859583234,2022-09-17 22:33:40.079695,2022-09-17 22:34:29.010744,0 days 00:00:48.931049,0.5969973917900276,0.869959954033347,0.041494453300288246,0.2117362187665287,15,1,424,0.6143983985115752,1.4298046342941204,0.732216716770517,COMPLETE
244,0.9992157859553226,2022-09-18 00:31:01.377072,2022-09-18 00:32:05.375024,0 days 00:01:03.997952,0.5143416082263665,0.8237539812064981,0.026254668262436838,0.14339649766338727,15,1,520,0.761716561947611,1.528559110952446,0.8096021339511834,COMPLETE
225,0.9992157859523045,2022-09-18 00:11:20.821114,2022-09-18 00:12:23.259432,0 days 00:01:02.438318,0.5115043559114654,0.8404365480194242,0.03906443230187065,0.13855308981119163,15,1,500,0.7517670664540587,1.610461535079615,0.8106704317946638,COMPLETE
290,0.9992141315027986,2022-09-18 01:14:35.892932,2022-09-18 01:15:36.219886,0 days 00:01:00.326954,0.5156255820567802,0.8285659287175713,0.0555050532276241,0.14885347082843242,15,1,524,0.7309175714527302,1.6936260448788314,0.8038713261624939,COMPLETE
230,0.9992124770646627,2022-09-18 00:16:28.117170,2022-09-18 00:17:29.760121,0 days 00:01:01.642951,0.4923618859096715,0.8243195772388994,0.03661831430718176,0.13536855508603726,15,1,478,0.798685462179346,1.5628936394565047,0.8001755914540524,COMPLETE
243,0.9992124770472537,2022-09-18 00:29:56.528807,2022-09-18 00:31:01.376617,0 days 00:01:04.847810,0.5128032313831621,0.8126955040308502,0.023963632128443407,0.14345379404238526,15,1,527,0.8487106150429475,1.5354613984073282,0.8134572278145344,COMPLETE
234,0.9992124770383165,2022-09-18 00:20:30.667536,2022-09-18 00:21:31.176238,0 days 00:01:00.508702,0.5009664163960462,0.8207948540647672,0.0378823654959566,0.14661864836989563,15,1,498,0.7908664128807594,1.581266908088674,0.80382352461402,COMPLETE
251,0.9992108225887466,2022-09-18 00:38:29.863928,2022-09-18 00:39:31.532784,0 days 00:01:01.668856,0.5235784386283717,0.8232007526549393,0.05533167528248923,0.13566224263148316,15,1,516,0.8117598379560971,1.559561060886001,0.8128463565685209,COMPLETE
284,0.9992108225737766,2022-09-18 01:09:32.268683,2022-09-18 01:10:38.615999,0 days 00:01:06.347316,0.5137753313214783,0.8325848479279533,0.02139175258167951,0.1373704351266813,15,1,532,0.8986729361958102,1.6041788365921217,0.8181032871737346,COMPLETE
223,0.9992091681243099,2022-09-18 00:09:21.282173,2022-09-18 00:10:22.166985,0 days 00:01:00.884812,0.5062862860204178,0.8409936176379476,0.041585462247988085,0.13883139434282188,15,1,490,0.8068644740074316,1.561923831308238,0.809036846011133,COMPLETE
272,0.9992091681183094,2022-09-18 00:58:12.483193,2022-09-18 00:59:19.047589,0 days 00:01:06.564396,0.5171285784112608,0.8196656083882519,0.020993097736817967,0.13494803219967974,15,1,547,0.9017181990322685,0.7718519268803936,0.8229307816369925,COMPLETE
189,0.9992091681122395,2022-09-17 23:40:30.077613,2022-09-17 23:41:24.732355,0 days 00:00:54.654742,0.57166484619081,0.8434746131864458,0.04351234969103284,0.17553382541476348,15,1,485,0.5335103132502088,1.4990705998788363,0.814930568683121,COMPLETE
246,0.999209168103005,2022-09-18 00:33:12.060287,2022-09-18 00:34:16.329023,0 days 00:01:04.268736,0.513988366919825,0.8231802880467933,0.022830744791935434,0.14222833776718374,15,1,530,0.7602005180173113,1.5345257096387916,0.8121771892954708,COMPLETE
181,0.9992091680998919,2022-09-17 23:33:32.093376,2022-09-17 23:34:22.953561,0 days 00:00:50.860185,0.5744803296408415,0.8624703815669428,0.07709219573614422,0.17126227221336288,15,1,482,0.6598226364735912,1.335676884763984,0.7377834329974918,COMPLETE
227,0.999207513683382,2022-09-18 00:13:24.359832,2022-09-18 00:14:25.904829,0 days 00:01:01.544997,0.49736432209894926,0.8267640475555621,0.041818373398974665,0.13799274728383443,15,1,489,0.8135621227045243,1.6564821859604797,0.8085473531943277,COMPLETE
92,0.9992075136628221,2022-09-17 22:26:51.352020,2022-09-17 22:27:39.950534,0 days 00:00:48.598514,0.5551059442785106,0.8725693934482903,0.05345403281168872,0.20275024027733776,15,1,458,0.7545645915290685,1.5982340160216078,0.7075326618061604,COMPLETE
250,0.999205859204328,2022-09-18 00:37:27.944062,2022-09-18 00:38:29.863404,0 days 00:01:01.919342,0.5111748887649152,0.8228122125097951,0.05541527929392644,0.13566537224000336,15,1,516,0.8160791914227488,1.5572218437130079,0.8129744431267659,COMPLETE
221,0.9992058592013239,2022-09-18 00:07:24.156010,2022-09-18 00:08:22.353194,0 days 00:00:58.197184,0.5037680862520716,0.842441176935834,0.08015024856929247,0.13872780435969037,15,1,496,0.7452402112164396,1.5630358506813327,0.8091121021784116,COMPLETE
286,0.9992058591952634,2022-09-18 01:11:18.086235,2022-09-18 01:12:22.000976,0 days 00:01:03.914741,0.49825727801538094,0.8312584400807492,0.020734680506797068,0.14488980843645835,15,1,534,1.0676443488980047,0.9028223365369555,0.8088230318734919,COMPLETE
111,0.9992058591922071,2022-09-17 22:40:31.958954,2022-09-17 22:41:23.765035,0 days 00:00:51.806081,0.5907856667233141,0.8693266064837627,0.038376346416023506,0.20430978815404732,15,1,466,0.6554044376962805,1.1725661721590763,0.7448760459448096,COMPLETE
255,0.9992058591922071,2022-09-18 00:42:37.165664,2022-09-18 00:43:38.749948,0 days 00:01:01.584284,0.5116634038978404,0.8226693368154476,0.05440680872978182,0.14175183578431086,15,1,535,0.8463387795465321,1.5938978582648387,0.822440182346236,COMPLETE
212,0.9992058591922071,2022-09-17 23:59:54.878498,2022-09-18 00:00:47.496031,0 days 00:00:52.617533,0.5101199172255078,0.8525521694612047,0.07922676955907454,0.1610352035330012,15,1,490,0.6127692294898466,1.4480521693656574,0.8353305199690644,COMPLETE
257,0.9992042047337243,2022-09-18 00:44:03.808378,2022-09-18 00:45:11.098046,0 days 00:01:07.289668,0.49988298030197753,0.8317326520081743,0.020468762175482602,0.1402502223894849,15,1,543,0.7603138041674943,1.5714231320362926,0.8196513236863054,COMPLETE
235,0.999204204730653,2022-09-18 00:21:31.176667,2022-09-18 00:22:32.280614,0 days 00:01:01.103947,0.4947337622555531,0.8188053854870858,0.03393325129687248,0.14696026789277172,15,1,500,0.7804243653090741,1.575466650738722,0.8055913683006782,COMPLETE
103,0.9992042047213344,2022-09-17 22:34:29.011128,2022-09-17 22:35:17.877155,0 days 00:00:48.866027,0.5979121537751834,0.8703607193920866,0.04147253993472562,0.21082935862917068,15,1,422,0.5286131368360323,1.5759155254394286,0.7343252014206701,COMPLETE
208,0.9992025502813292,2022-09-17 23:56:57.267127,2022-09-17 23:57:46.734713,0 days 00:00:49.467586,0.519382722339866,0.8469917530137165,0.10356616999301321,0.16225596800858597,15,1,491,0.6325324206114389,1.4842238075123735,0.8439474087368126,COMPLETE
119,0.9992025502628628,2022-09-17 22:46:43.005798,2022-09-17 22:47:32.675355,0 days 00:00:49.669557,0.5643887700848212,0.8640758144051651,0.021968123796680235,0.20374859597592804,15,1,437,0.5014448958743554,1.0737638915607768,0.7201019323116049,COMPLETE
226,0.9992008958136981,2022-09-18 00:12:23.259893,2022-09-18 00:13:24.359318,0 days 00:01:01.099425,0.49450600114013593,0.8417332119530325,0.040237219889094025,0.14735872121680146,15,1,501,0.8206051195343531,1.6663239567104262,0.8049348500597879,COMPLETE
263,0.9992008958043933,2022-09-18 00:49:09.344069,2022-09-18 00:50:10.850338,0 days 00:01:01.506269,0.5296707990846964,0.8182015350630174,0.03577473629221941,0.14972643400569902,15,1,520,0.7843179607380211,1.5375732333112977,0.808315316860785,COMPLETE
178,0.9992008958043933,2022-09-17 23:31:00.287308,2022-09-17 23:31:51.880033,0 days 00:00:51.592725,0.5778314638038662,0.8548116086567419,0.062280446949359594,0.17698770907641945,15,1,473,0.7300051541525705,1.3264989112586067,0.7412320899217782,COMPLETE
159,0.9992008958012566,2022-09-17 23:16:02.196885,2022-09-17 23:16:51.078088,0 days 00:00:48.881203,0.555576670337668,0.8736975204362927,0.06966318504301292,0.18053243835600338,15,1,493,0.5989621738347923,1.1797681620730391,0.7594628109439133,COMPLETE
201,0.9992008957949311,2022-09-17 23:51:06.229534,2022-09-17 23:51:59.739653,0 days 00:00:53.510119,0.5201413405809294,0.8421740802875992,0.07167709822105796,0.1641384414304378,15,1,497,0.5865849039875666,1.6038903103184219,0.829771813464254,COMPLETE
