iteration,precision,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,params_reg_lambd,subsample,state
25,0.9996041185094726,2022-09-18 14:36:30.728808,2022-09-18 14:36:54.314924,0 days 00:00:23.586116,0.1482025917275002,0.8588441099049288,1.5695065161409747,0.07377443051445813,12,3,605,0.9971336017334139,2.780888252367028,0.7335571344634506,COMPLETE
70,0.9995976071035759,2022-09-18 15:05:54.958094,2022-09-18 15:06:13.828913,0 days 00:00:18.870819,0.3004143248282708,0.7689311796446389,2.7325573560100063,0.06904384284853977,17,3,403,0.4254155650461486,1.4262205194615953,0.6437803930990459,COMPLETE
15,0.999576995256304,2022-09-18 14:31:58.340475,2022-09-18 14:32:16.569022,0 days 00:00:18.228547,0.11437782195747713,0.8054931945108158,1.7276420862726019,0.11114367914404534,12,3,596,0.4313773350920521,1.8080515232991599,0.7585938065892276,COMPLETE
14,0.9995674812994337,2022-09-18 14:31:14.361457,2022-09-18 14:31:58.340213,0 days 00:00:43.978756,0.19798817507480457,0.8654035247220253,0.8378521646558921,0.06516783146225111,15,4,699,1.1081506112277755,2.673014287197018,0.7988428610413285,COMPLETE
13,0.9995405290288394,2022-09-18 14:30:48.888514,2022-09-18 14:31:14.361174,0 days 00:00:25.472660,0.2111271120930565,0.8477352050643441,2.1965603297172076,0.06167399843314677,14,3,611,0.6742806903892358,2.2420006654041824,0.5019711209769643,COMPLETE
29,0.9995241207124784,2022-09-18 14:38:18.461876,2022-09-18 14:38:39.866105,0 days 00:00:21.404229,0.38806658795573995,0.9524473896445864,1.9257632650506844,0.07888965483324697,11,6,537,1.6490010527133334,2.8493847622799438,0.6304832079013858,COMPLETE
39,0.9995172402232764,2022-09-18 14:46:13.851164,2022-09-18 14:46:43.304464,0 days 00:00:29.453300,0.2591367110901917,0.7129719447201354,1.6818898253812493,0.08140256568485409,19,6,595,0.16785355038282518,2.4297001407851653,0.7434651620576678,COMPLETE
19,0.9994638680579291,2022-09-18 14:33:09.526940,2022-09-18 14:33:29.096571,0 days 00:00:19.569631,0.42785678013643924,0.969945575113343,2.491848978582721,0.09228318313814644,12,2,700,1.1269534223632143,2.7202370768483215,0.7311153348625453,COMPLETE
73,0.9994412646973575,2022-09-18 15:07:37.939575,2022-09-18 15:07:54.118961,0 days 00:00:16.179386,0.23210725411761549,0.771635810130503,2.5762224664897544,0.0011368117235085766,8,4,507,0.7977811537024992,1.3179172722066197,0.6132095908145007,COMPLETE
1,0.9994403185157381,2022-09-18 14:24:43.530200,2022-09-18 14:24:52.986567,0 days 00:00:09.456367,0.32422436088908535,0.7167066992616989,2.5880209603763595,0.23008769473120613,9,8,418,2.2535466117113017,2.407109963508936,0.7034157117745079,COMPLETE
78,0.9993866387805173,2022-09-18 15:10:25.142002,2022-09-18 15:10:42.732883,0 days 00:00:17.590881,0.30198846551897657,0.7655158905275691,2.456740119660055,0.12012937421293773,18,4,426,0.2993336286259721,1.47877956708211,0.5886205400921128,COMPLETE
8,0.9993497548173448,2022-09-18 14:26:50.707314,2022-09-18 14:27:22.084040,0 days 00:00:31.376726,0.250880915489897,0.9474834660228707,1.146382346496265,0.10038717348199026,19,8,425,0.20225563776722913,1.6450766344199514,0.5529319661721167,COMPLETE
18,0.9992930210116836,2022-09-18 14:32:53.912113,2022-09-18 14:33:09.526662,0 days 00:00:15.614549,0.264762781012731,0.8972231763717498,2.053526978830305,0.19793168137503875,16,2,571,0.5750116491180548,2.5142378060024906,0.7569895521975316,COMPLETE
5,0.9992862528273435,2022-09-18 14:25:36.530811,2022-09-18 14:25:59.570757,0 days 00:00:23.039946,0.297955668960843,0.7853057274134988,1.4508282854305765,0.1376332839185467,13,8,509,0.10060828417300043,2.334643336276688,0.5878143642944151,COMPLETE
4,0.9992696670619845,2022-09-18 14:25:22.060561,2022-09-18 14:25:36.530596,0 days 00:00:14.470035,0.3496530173776179,0.9866724068808621,2.7281623535315678,0.16997897441525936,17,5,489,1.5147713519455503,2.902717652121572,0.5853184517803496,COMPLETE
17,0.9992658545252191,2022-09-18 14:32:32.994475,2022-09-18 14:32:53.911827,0 days 00:00:20.917352,0.16599867063695947,0.8281977058582244,1.6894075561168107,0.1547285910905071,15,4,654,0.8521716468793046,2.2097752042370358,0.6600557388796848,COMPLETE
3,0.9992630507021117,2022-09-18 14:25:13.331062,2022-09-18 14:25:22.060344,0 days 00:00:08.729282,0.4709048849732207,0.7239156296424738,2.7667514622032927,0.29172780280350646,9,1,424,1.9053806552936001,1.1265157424069792,0.7506213435217857,COMPLETE
65,0.9992560645816368,2022-09-18 15:02:51.679962,2022-09-18 15:03:10.740373,0 days 00:00:19.060411,0.3001912898866062,0.7344837900140513,2.1122902125788987,0.14593510990114397,17,4,504,1.0216587475730723,1.2572125308126978,0.5077230867180968,COMPLETE
50,0.9992527310501977,2022-09-18 14:54:26.246135,2022-09-18 14:54:43.899721,0 days 00:00:17.653586,0.2881579676004912,0.6957980268878865,2.167591673911097,0.1802714788654396,20,7,449,0.578037085741541,1.5281679270045452,0.6085631293243268,COMPLETE
35,0.9992125271845669,2022-09-18 14:43:37.884969,2022-09-18 14:43:55.666309,0 days 00:00:17.781340,0.22251331564176763,0.62806888682444,1.5417941235282646,0.20803106258516876,13,1,618,0.5675938048928022,1.9945425727575692,0.7218467672539677,COMPLETE
83,0.9990888565820063,2022-09-18 15:13:14.953495,2022-09-18 15:13:31.111926,0 days 00:00:16.158431,0.26141805324393635,0.7812659261270987,1.9936978664954914,0.22460385079004716,15,4,585,0.6859719789045025,1.1745050269008162,0.6603778474213826,COMPLETE
90,0.9990888321642246,2022-09-18 15:17:52.496266,2022-09-18 15:18:04.849799,0 days 00:00:12.353533,0.23110962941338387,0.7866902313360316,2.393985992050161,0.2849755038342867,16,4,532,0.9422626693908509,1.743665237845895,0.7114586068671714,COMPLETE
0,0.9990621524940044,2022-09-18 14:24:20.219866,2022-09-18 14:24:43.529916,0 days 00:00:23.310050,0.3559136605595472,0.6640628860232841,1.9049094243273677,0.2373225417809843,11,7,548,2.0001446528729567,2.8383891179041427,0.5774459215600215,COMPLETE
62,0.9990353832604045,2022-09-18 15:01:18.430353,2022-09-18 15:01:31.912154,0 days 00:00:13.481801,0.2845225641917973,0.7296421265068163,2.360908470573857,0.001890075951221165,7,3,477,0.34467879472476554,1.580149880093548,0.6341650508782859,COMPLETE
2,0.9989984323288625,2022-09-18 14:24:52.986797,2022-09-18 14:25:13.330835,0 days 00:00:20.344038,0.33346540183415907,0.6361053925887885,1.2478112519691074,0.25495052168379406,18,1,537,1.3666497078378397,1.582148237479775,0.6013049198309233,COMPLETE
52,0.9989449498265028,2022-09-18 14:55:30.212586,2022-09-18 14:55:45.550714,0 days 00:00:15.338128,0.257413796858119,0.789539778814732,2.279778635724942,0.29488884430780726,20,4,470,0.7681984549115084,1.916839152583616,0.616148423110929,COMPLETE
6,0.9988881781861899,2022-09-18 14:25:59.570974,2022-09-18 14:26:17.975278,0 days 00:00:18.404304,0.33532065262844757,0.7251393054322335,1.448102735559312,0.2756878811237686,17,5,476,2.2957992344847176,2.0223060127397927,0.570761314681682,COMPLETE
48,0.9987580051755364,2022-09-18 14:53:06.615215,2022-09-18 14:53:23.904877,0 days 00:00:17.289662,0.49121342692735204,0.8026548597653436,2.0406587606866067,0.25889892593253155,18,5,525,0.7225193305932317,1.0827074820173666,0.5464960701927767,COMPLETE
