iteration,roc_weighted,datetime_start,datetime_complete,duration,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,state
93,0.9978574359983811,2022-09-17 18:15:38.743325,2022-09-17 18:16:04.004363,0 days 00:00:25.261038,0.4927879170693253,0.7994849950711413,0.12724739294700088,0.2836729139549415,10,5,460,1.1951762523375251,2.544027965007359,0.624135782806238,COMPLETE
92,0.9977647845192714,2022-09-17 18:15:13.018189,2022-09-17 18:15:38.743094,0 days 00:00:25.724905,0.4884004682630755,0.791479256629393,0.0027894970320813672,0.2815958544062907,10,5,464,1.4530879324401327,2.5362719318826574,0.632656092874335,COMPLETE
91,0.9976638607124851,2022-09-17 18:14:47.276976,2022-09-17 18:15:13.017910,0 days 00:00:25.740934,0.493880575616541,0.7916520536528315,0.14153641210633527,0.28358003473903887,10,5,459,1.7791537330386573,2.6603207271137363,0.6133649329669913,COMPLETE
96,0.9974669764473433,2022-09-17 18:16:50.732193,2022-09-17 18:17:15.618675,0 days 00:00:24.886482,0.497278448700172,0.7813266641312783,0.13998353216198703,0.25803486624941196,10,5,462,1.0546857634558164,2.122018297811098,0.6264679543623196,COMPLETE
95,0.9972022583485335,2022-09-17 18:16:25.425127,2022-09-17 18:16:50.731899,0 days 00:00:25.306772,0.49850902104299005,0.7773495074761281,0.13786936440385544,0.2600386245573874,10,5,463,1.4081890922613554,2.6119122620671935,0.6153382243434801,COMPLETE
89,0.9971840589626801,2022-09-17 18:14:01.497185,2022-09-17 18:14:27.196460,0 days 00:00:25.699275,0.4698340814462545,0.8037423253551377,0.16173927357125306,0.27619054029835516,10,5,464,1.7802998444801366,2.74187928986338,0.5617679715489322,COMPLETE
73,0.9970732082783748,2022-09-17 18:08:10.704663,2022-09-17 18:08:37.976839,0 days 00:00:27.272176,0.4839338776107305,0.6137770675477521,0.0742006638317087,0.299669161832894,10,5,496,1.8981540432045407,2.8700022252843573,0.49021775258794525,COMPLETE
88,0.9970649357700403,2022-09-17 18:13:35.379293,2022-09-17 18:14:01.496901,0 days 00:00:26.117608,0.4990886470298414,0.847078286321761,0.01149329239221314,0.27595089873943646,10,5,464,1.7986997582988085,2.999892152767779,0.5176882295783658,COMPLETE
85,0.9969524305358927,2022-09-17 18:12:33.611025,2022-09-17 18:12:58.213486,0 days 00:00:24.602461,0.45411440467019193,0.7934913729550209,0.002687897835178754,0.2914601774155476,10,5,446,1.5190103420102705,2.8928818320905005,0.5013412748133336,COMPLETE
35,0.9967092209226208,2022-09-17 17:54:16.561915,2022-09-17 17:54:40.638702,0 days 00:00:24.076787,0.4732361036696852,0.7759183475618069,0.7330653394336024,0.29873775731964014,10,5,465,1.4363605446970513,2.2109165992523447,0.4364451622860939,COMPLETE
97,0.9966413863061034,2022-09-17 18:17:15.618970,2022-09-17 18:17:40.089477,0 days 00:00:24.470507,0.4953387909608451,0.7768975782989598,0.15380935754552622,0.22616490397490963,10,5,462,1.080107158473112,2.147905139467474,0.6313297679137981,COMPLETE
74,0.9965867886302965,2022-09-17 18:08:37.977089,2022-09-17 18:09:03.608156,0 days 00:00:25.631067,0.4846618998055586,0.5802251326909397,0.2920081245880305,0.288565041271978,10,6,490,1.5524447723499801,2.870733711972954,0.49257630719547957,COMPLETE
98,0.996494136789872,2022-09-17 18:17:40.089784,2022-09-17 18:18:03.431657,0 days 00:00:23.341873,0.4985951898906377,0.7523539233608346,0.2112482372365046,0.23806366382327157,10,5,431,1.422672609031724,1.89643982505116,0.6085163148881554,COMPLETE
82,0.9964709744771221,2022-09-17 18:11:19.954602,2022-09-17 18:11:45.509964,0 days 00:00:25.555362,0.4597108098434143,0.6190289865188999,0.314865761536972,0.2905682768252084,10,5,473,1.7652256452940394,2.928745332402614,0.4652797126195913,COMPLETE
72,0.9963634331935972,2022-09-17 18:07:43.623730,2022-09-17 18:08:10.704387,0 days 00:00:27.080657,0.4821920345033689,0.6144372549805142,0.08889695170180381,0.299843329211061,10,5,500,2.051341081716266,2.8687370323662487,0.3997886863255529,COMPLETE
39,0.9963088346145025,2022-09-17 17:55:55.139178,2022-09-17 17:56:21.578726,0 days 00:00:26.439548,0.4116719885330389,0.6292517978170671,0.030352097415807223,0.2975850855346475,10,4,478,2.128726733343108,2.9983375828503935,0.41460794868629763,COMPLETE
94,0.9962922894773953,2022-09-17 18:16:04.004653,2022-09-17 18:16:25.424835,0 days 00:00:21.420182,0.49104388285808637,0.7968154301315872,1.3109055809529735,0.28240530705520417,10,6,450,1.2089568266882398,2.5232383983821935,0.6178057232971896,COMPLETE
